@relation 'Original signal'

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a29 numeric
@attribute a30 numeric
@attribute a31 numeric
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute a35 numeric
@attribute a36 numeric
@attribute a37 numeric
@attribute a38 numeric
@attribute a39 numeric
@attribute a40 numeric
@attribute a41 numeric
@attribute a42 numeric
@attribute a43 numeric
@attribute a44 numeric
@attribute a45 numeric
@attribute a46 numeric
@attribute a47 numeric
@attribute a48 numeric
@attribute a49 numeric
@attribute a50 numeric
@attribute a51 numeric
@attribute a52 numeric
@attribute a53 numeric
@attribute a54 numeric
@attribute a55 numeric
@attribute a56 numeric
@attribute a57 numeric
@attribute a58 numeric
@attribute a59 numeric
@attribute a60 numeric
@attribute a61 numeric
@attribute a62 numeric
@attribute a63 numeric
@attribute a64 numeric
@attribute a65 numeric
@attribute a66 numeric
@attribute a67 numeric
@attribute a68 numeric
@attribute a69 numeric
@attribute a70 numeric
@attribute a71 numeric
@attribute a72 numeric
@attribute a73 numeric
@attribute a74 numeric
@attribute a75 numeric
@attribute a76 numeric
@attribute a77 numeric
@attribute a78 numeric
@attribute a79 numeric
@attribute a80 numeric
@attribute a81 numeric
@attribute a82 numeric
@attribute a83 numeric
@attribute a84 numeric
@attribute a85 numeric
@attribute a86 numeric
@attribute a87 numeric
@attribute a88 numeric
@attribute a89 numeric
@attribute a90 numeric
@attribute a91 numeric
@attribute a92 numeric
@attribute a93 numeric
@attribute a94 numeric
@attribute a95 numeric
@attribute a96 numeric
@attribute a97 numeric
@attribute a98 numeric
@attribute a99 numeric
@attribute a100 numeric
@attribute a101 numeric
@attribute a102 numeric
@attribute a103 numeric
@attribute a104 numeric
@attribute a105 numeric
@attribute a106 numeric
@attribute a107 numeric
@attribute a108 numeric
@attribute a109 numeric
@attribute a110 numeric
@attribute a111 numeric
@attribute a112 numeric
@attribute a113 numeric
@attribute a114 numeric
@attribute a115 numeric
@attribute a116 numeric
@attribute a117 numeric
@attribute a118 numeric
@attribute a119 numeric
@attribute a120 numeric
@attribute a121 numeric
@attribute a122 numeric
@attribute a123 numeric
@attribute a124 numeric
@attribute a125 numeric
@attribute a126 numeric
@attribute a127 numeric
@attribute a128 numeric
@attribute a129 numeric
@attribute a130 numeric
@attribute a131 numeric
@attribute a132 numeric
@attribute a133 numeric
@attribute a134 numeric
@attribute a135 numeric
@attribute a136 numeric
@attribute a137 numeric
@attribute a138 numeric
@attribute destClass {1.0,2.0}

@data
-7.107807,-0.033523,-0.048848,-0.079497,-0.110147,-0.094822,-0.094822,-0.117809,-0.094822,-0.186771,-0.094822,-0.110147,-0.110147,-0.186771,-0.125472,-0.064173,-0.110147,-0.094822,-0.125472,-0.140797,-0.140797,-0.110147,-0.117809,-0.140797,-0.110147,-0.125472,-0.171446,-0.156122,-0.179109,-0.171446,-0.133134,-0.202096,-0.033523,0.073751,0.096738,0.066088,0.226999,0.226999,0.027776,-0.186771,-0.24807,-0.232746,-0.324694,-0.355344,-0.347682,-0.294045,-0.378331,-0.27872,-0.24807,-0.294045,-0.202096,-0.194434,0.648431,3.085076,4.724831,0.502845,-5.305258,-5.964225,-4.278495,-2.401206,-0.975999,-0.516255,-0.355344,-0.186771,-0.094822,-0.117809,-0.08716,-0.048848,-0.002873,0.043101,0.119725,0.043101,0.1044,0.242324,0.272973,0.341935,0.311285,0.487521,0.663756,0.725055,0.862978,1.046876,1.184799,1.215449,1.292073,1.138825,0.893628,0.663756,0.456871,0.272973,0.181024,0.119725,0.027776,0.012451,0.035439,0.089075,0.027776,0.020114,0.089075,0.089075,0.196349,0.181024,0.1657,0.226999,0.142712,0.150375,0.1657,0.13505,0.196349,0.020114,0.1044,0.1657,0.1657,0.096738,0.1657,0.050763,0.089075,0.119725,0.13505,0.1044,0.119725,0.073751,0.13505,0.142712,0.150375,0.096738,0.119725,0.081413,0.142712,0.112063,0.158037,0.089075,0.196349,0.058426,0.1657,0.196349,0.1657,6.032784,1.0
-7.107807,0.034163,0.006703,-0.015264,0.001211,-0.020756,0.001211,-0.037232,-0.015264,-0.020756,-0.026248,-0.064692,-0.070183,-0.042724,-0.141578,-0.026248,-0.048216,-0.092151,-0.070183,-0.097643,-0.070183,-0.064692,-0.064692,-0.114119,-0.0592,-0.0592,-0.130594,-0.070183,-0.075675,-0.125103,-0.070183,-0.119611,-0.152562,-0.097643,-0.026248,0.050639,0.023179,0.138509,0.220888,0.045147,-0.053708,-0.212973,-0.218465,-0.158054,-0.278876,-0.278876,-0.300844,-0.267892,-0.28986,-0.284368,-0.256909,-0.234941,-0.223957,-0.081167,1.039183,2.900942,1.011724,-3.129179,-6.166208,-4.968971,-2.953438,-1.415702,-0.54798,-0.328303,-0.196497,-0.108627,-0.009772,0.001211,0.039655,0.034163,0.089082,0.127525,0.133017,0.193428,0.144001,0.374662,0.468024,0.544911,0.643765,0.852458,1.017215,1.264352,1.527964,1.780591,2.03322,2.247404,2.357243,2.258388,2.055187,1.643294,1.14353,0.731636,0.418597,0.160477,0.028671,-0.020756,-0.075675,-0.064692,-0.042724,-0.097643,-0.015264,-0.020756,0.017687,0.045147,0.028671,0.017687,0.039655,0.006703,-0.026248,-0.020756,-0.020756,-0.053708,-0.020756,-0.119611,-0.070183,-0.097643,-0.092151,-0.14707,-0.141578,-0.152562,-0.191006,-0.196497,-0.196497,-0.218465,-0.207481,-0.201989,-0.212973,-0.2624,-0.201989,-0.207481,-0.212973,-0.212973,-0.212973,-0.229449,-0.212973,-0.207481,-0.201989,6.032784,1.0
-7.107807,-0.39232,-0.411814,-0.382573,-0.402067,-0.411814,-0.382573,-0.39232,-0.421561,-0.304596,-0.421561,-0.314343,-0.32409,-0.441055,-0.39232,-0.382573,-0.39232,-0.363079,-0.411814,-0.333837,-0.363079,-0.343585,-0.255861,-0.275355,-0.265608,-0.255861,-0.236367,-0.207125,-0.285102,-0.216873,-0.22662,-0.168137,-0.168137,-0.148643,-0.031678,0.114528,0.056046,-0.09016,-0.285102,-0.46055,-0.519032,-0.372826,-0.499538,-0.15839,-0.148643,-0.168137,-0.148643,-0.070666,-0.119402,0.026804,0.017057,0.07554,-0.070666,0.30947,1.059995,-1.620452,-4.9637,-6.571968,-4.203428,-3.082514,-1.766658,-0.869927,-0.119402,0.026804,0.173011,0.270481,0.173011,0.270481,0.250987,0.280229,0.328964,0.30947,0.270481,0.406941,0.416688,0.514158,0.582388,0.679859,0.757835,1.186707,1.41089,1.557096,1.664314,1.683808,1.674061,1.488866,1.118477,0.816318,0.611629,0.348458,0.319217,0.24124,0.202252,0.24124,0.231493,0.260734,0.24124,0.270481,0.231493,0.250987,0.328964,0.319217,0.221746,0.319217,0.299723,0.319217,0.270481,0.30947,0.270481,0.348458,0.289976,0.30947,0.289976,0.416688,0.367952,0.377699,0.387446,0.30947,0.319217,0.397193,0.406941,0.358205,0.358205,0.406941,0.416688,0.377699,0.358205,0.416688,0.416688,0.416688,0.445929,0.582388,0.621376,0.689606,0.406941,0.250987,0.211999,6.032784,2.0
-7.107807,-0.220291,-0.197302,-0.192704,-0.192704,-0.174313,-0.169715,-0.165117,-0.17891,-0.192704,-0.206498,-0.215693,-0.229487,-0.238683,-0.238683,-0.257074,-0.261672,-0.257074,-0.257074,-0.289259,-0.303052,-0.275465,-0.284661,-0.293857,-0.275465,-0.289259,-0.293857,-0.289259,-0.284661,-0.275465,-0.270867,-0.280063,-0.197302,-0.160519,-0.063964,-0.027181,-0.068562,-0.132932,-0.252476,-0.326042,-0.316846,-0.367422,-0.339835,-0.367422,-0.37202,-0.37202,-0.367422,-0.335237,-0.349031,-0.33064,-0.33064,-0.339835,0.791236,1.347576,-0.960545,-3.512352,-5.448047,-4.960675,-3.075556,-1.737582,-0.808816,-0.390412,-0.229487,-0.160519,-0.082356,-0.031779,-0.017986,0.014199,0.096961,0.16133,0.221103,0.326853,0.469386,0.634909,0.823421,1.090096,1.411946,1.747589,2.078634,2.38669,2.552213,2.630376,2.533821,2.156797,1.59586,1.030324,0.616518,0.294668,0.096961,0.092363,0.037188,0.000406,-0.017986,-0.00879,0.023395,0.060178,0.05558,0.083167,0.106156,0.101558,0.110754,0.110754,0.138341,0.142939,0.11995,0.11995,0.133743,0.11995,0.101558,0.106156,0.073971,0.092363,0.110754,0.129146,0.124548,0.106156,0.096961,0.170526,0.142939,0.106156,0.124548,0.165928,0.175124,0.211907,0.234896,0.257885,0.257885,0.349842,0.400419,0.464789,0.41881,0.441799,0.276277,0.16133,0.152135,0.11995,0.170526,6.032784,2.0
-7.107807,0.200835,0.163542,0.111331,0.185918,0.088955,0.11879,0.111331,0.081497,0.066579,0.081497,0.088955,0.059121,0.066579,0.081497,0.051662,0.051662,0.081497,0.051662,0.044203,0.051662,0.036745,0.00691,0.00691,0.081497,0.059121,0.051662,0.066579,-0.030383,0.081497,0.111331,0.156083,0.23067,0.215752,0.350008,0.372384,0.126249,-0.022924,0.00691,-0.008007,-0.127345,-0.239225,-0.231766,-0.097511,-0.187015,-0.187015,-0.127345,-0.097511,-0.082594,0.036745,1.043662,3.930158,4.802819,0.39476,-5.616909,-5.534863,-3.796999,-1.939796,-0.76133,-0.388398,-0.246684,-0.149721,-0.022924,0.00691,-0.022924,0.074038,0.066579,0.111331,0.126249,0.111331,0.185918,0.215752,0.267963,0.364925,0.409677,0.476805,0.633436,0.804985,0.939241,1.118248,1.148083,1.259963,1.259963,1.163,0.939241,0.655812,0.484264,0.28288,0.096414,0.066579,0.036745,-0.022924,-0.082594,-0.067676,-0.030383,-0.008007,-0.037842,-0.015466,0.021828,0.029286,0.00691,-0.008007,-0.000548,0.036745,-0.008007,-0.097511,-0.052759,-0.15718,-0.097511,-0.134804,-0.179556,-0.187015,-0.209391,-0.209391,-0.224308,-0.224308,-0.201932,-0.224308,-0.231766,-0.261601,-0.276518,-0.201932,-0.224308,-0.194473,-0.261601,-0.298894,-0.26906,-0.276518,-0.276518,-0.26906,-0.283977,-0.336187,-0.291436,-0.231766,-0.26906,-0.239225,-0.313812,6.032784,1.0
-7.107807,0.033658,0.033658,-0.021715,0.015201,0.033658,0.052116,-0.077089,-0.003257,0.033658,0.005972,-0.040173,-0.021715,0.052116,0.015201,-0.030944,-0.030944,-0.040173,-0.003257,-0.077089,-0.040173,-0.021715,-0.123233,-0.021715,0.02443,-0.058631,-0.021715,-0.021715,-0.003257,-0.058631,-0.058631,0.005972,0.089032,0.218237,0.218237,0.061345,-0.215523,-0.455475,-0.455475,-0.363186,-0.289354,-0.178607,-0.160149,-0.252439,-0.178607,-0.049402,-0.141691,-0.086318,-0.077089,-0.086318,-0.058631,0.199779,1.224192,-2.033624,-5.319127,-6.085129,-4.377775,-2.587361,-1.424514,-0.750801,-0.160149,-0.049402,0.144406,0.02443,0.144406,0.162864,0.255153,0.181322,0.181322,0.245924,0.292069,0.328985,0.393587,0.384358,0.421274,0.596624,0.661226,0.799661,0.97501,1.178047,1.445686,1.704097,1.870218,2.128628,2.267062,2.211688,1.888675,1.371855,0.901179,0.430503,0.172093,0.125948,0.116719,-0.003257,0.052116,-0.003257,0.070574,0.052116,0.052116,0.125948,0.079803,0.070574,0.098261,0.125948,0.10749,0.10749,0.052116,0.116719,0.10749,0.070574,0.070574,0.052116,-0.021715,0.015201,0.033658,-0.012486,0.005972,-0.003257,-0.040173,-0.058631,-0.058631,-0.003257,-0.049402,-0.021715,-0.030944,-0.077089,-0.030944,-0.049402,-0.104776,-0.058631,-0.058631,-0.058631,-0.086318,-0.077089,-0.086318,-0.040173,-0.141691,6.032784,1.0
-7.107807,0.06555,0.041299,0.06555,0.026748,0.118903,0.099502,0.104352,0.0607,0.075251,0.06555,0.06555,0.031598,0.041299,0.002496,-0.016905,-0.026605,-0.050857,-0.075108,-0.079958,-0.065408,-0.084809,-0.10906,-0.084809,-0.10906,-0.10906,-0.152713,-0.118761,-0.123611,-0.123611,-0.133312,-0.128461,-0.147862,-0.10421,-0.026605,0.031598,0.104352,0.06555,0.0607,-0.089659,-0.201216,-0.26912,-0.259419,-0.191515,-0.259419,-0.244868,-0.206066,-0.264269,-0.259419,-0.244868,-0.210916,-0.215766,-0.230317,-0.026605,1.729198,0.584531,-2.243186,-4.867191,-5.740242,-4.231803,-2.495401,-1.219776,-0.531035,-0.264269,-0.152713,-0.123611,-0.070258,0.012197,0.05585,0.099502,0.118903,0.23531,0.298364,0.448723,0.472974,0.705788,0.899799,1.190817,1.525486,1.855306,2.117221,2.359736,2.534346,2.534346,2.306382,1.811653,1.210218,0.720339,0.385669,0.181957,0.06555,0.021898,-0.021755,-0.041156,-0.075108,-0.055707,-0.031456,-0.041156,-0.007204,0.017047,-0.007204,0.0607,0.002496,0.06555,0.05585,0.021898,0.026748,-0.007204,-0.031456,-0.012054,-0.041156,-0.046006,-0.026605,-0.021755,-0.046006,-0.021755,-0.060557,-0.046006,-0.041156,-0.065408,-0.036306,-0.041156,-0.060557,-0.060557,-0.075108,-0.041156,-0.041156,-0.070258,-0.016905,0.075251,0.099502,0.201358,0.109203,0.133454,-0.075108,-0.123611,-0.10421,6.032784,2.0
-7.107807,0.200495,0.17493,0.154478,0.205608,0.241398,0.220947,0.195382,0.13914,0.13914,0.149365,0.108462,0.077784,0.08801,0.016429,0.041994,0.026655,0.016429,-0.055152,0.021542,0.006203,-0.029587,-0.039813,-0.044926,-0.039813,-0.044926,-0.075604,-0.070491,-0.065378,-0.08583,-0.075604,0.016429,0.093123,0.118688,0.159591,0.169817,0.195382,0.011316,-0.12162,-0.12162,-0.193201,-0.228992,-0.244331,-0.244331,-0.228992,-0.218766,-0.213653,-0.188088,-0.188088,-0.167637,-0.050039,1.294664,3.518792,1.984911,-2.744558,-6.390084,-5.771418,-3.695565,-2.064537,-0.873222,-0.4693,-0.290347,-0.198314,-0.162524,-0.12162,-0.080717,-0.050039,-0.014249,0.041994,0.062446,0.134027,0.251624,0.374335,0.497045,0.640208,0.880516,1.100372,1.279325,1.396923,1.453165,1.432713,1.350906,1.095259,0.849838,0.527723,0.323205,0.205608,0.118688,0.05222,0.026655,0.00109,-0.009136,0.00109,-0.019361,0.016429,0.031768,0.041994,0.072671,0.08801,0.098236,0.103349,0.077784,0.093123,0.08801,0.067558,0.036881,0.05222,0.026655,0.021542,0.021542,0.016429,-0.009136,0.00109,0.006203,0.006203,-0.014249,-0.004023,0.006203,0.006203,0.00109,0.021542,0.016429,0.026655,0.021542,-0.024474,-0.024474,0.144253,0.200495,0.220947,0.256737,0.292528,0.241398,0.05222,-0.024474,-0.050039,-0.070491,-0.147185,6.032784,2.0
-7.107807,0.038853,0.030275,0.05172,0.05172,0.043142,0.056009,0.05172,0.025986,0.017408,0.000252,-0.008326,-0.025481,-0.02977,-0.051215,-0.076949,-0.089816,-0.064082,-0.076949,-0.076949,-0.098394,-0.111261,-0.11555,-0.102683,-0.111261,-0.11555,-0.124127,-0.128416,-0.124127,-0.119838,-0.102683,-0.089816,0.025986,0.077454,0.094609,0.081742,0.13321,-0.064082,-0.175595,-0.188462,-0.265663,-0.209907,-0.282819,-0.265663,-0.265663,-0.248507,-0.239929,-0.269952,-0.23564,-0.239929,-0.188462,0.334791,1.891682,1.218316,-1.861155,-5.33521,-6.19729,-4.14288,-2.474476,-1.067698,-0.505845,-0.265663,-0.171306,-0.102683,-0.038348,-0.012615,0.025986,0.086031,0.141788,0.2147,0.253301,0.369103,0.472038,0.630729,0.862333,1.106803,1.381296,1.672945,1.913127,2.123286,2.209065,2.14902,1.98175,1.574299,1.055336,0.665041,0.347658,0.1761,0.030275,0.017408,-0.046926,-0.042637,-0.008326,-0.051215,-0.02977,-0.021192,0.017408,0.000252,0.038853,0.038853,0.103187,0.05172,0.05172,0.047431,0.05172,0.05172,0.00883,0.034564,0.00883,0.013119,0.013119,0.017408,-0.076949,-0.012615,-0.025481,-0.004037,-0.012615,-0.025481,-0.012615,-0.02977,0.004541,-0.012615,-0.008326,-0.008326,0.047431,0.034564,0.09032,0.158944,0.1761,0.244723,0.253301,0.313346,0.111765,0.00883,0.000252,-0.07266,-0.016904,6.032784,2.0
-7.107807,0.457228,0.36339,0.405096,0.425949,0.342538,0.373817,0.415522,0.457228,0.290406,0.405096,0.457228,0.36339,0.311258,0.373817,0.279979,0.405096,0.425949,0.446801,0.352964,0.394669,0.342538,0.384243,0.405096,0.467654,0.415522,0.436375,0.332111,0.373817,0.384243,0.405096,0.405096,0.405096,0.415522,0.634476,0.717887,0.717887,0.279979,0.165289,-0.001533,0.029746,0.113157,0.144436,0.342538,0.342538,0.332111,0.321685,0.332111,0.425949,0.415522,0.394669,0.332111,0.446801,1.187075,0.686608,-3.525652,-6.184381,-5.444108,-3.786312,-2.128516,-1.13801,-0.397736,0.154863,0.290406,0.384243,0.342538,0.405096,0.311258,0.342538,0.321685,0.36339,0.405096,0.405096,0.373817,0.425949,0.519786,0.62405,0.717887,0.936842,1.11409,1.301765,1.468587,1.572851,1.531146,1.37475,0.936842,0.551065,0.2487,0.102731,-0.064092,-0.064092,-0.147503,-0.147503,-0.189208,-0.074518,-0.189208,-0.116224,-0.105797,-0.074518,-0.178782,-0.12665,-0.210061,-0.157929,-0.168355,-0.168355,-0.251767,-0.24134,-0.303899,-0.272619,-0.335178,-0.303899,-0.35603,-0.283046,-0.366457,-0.35603,-0.408162,-0.35603,-0.35603,-0.376883,-0.439442,-0.408162,-0.470721,-0.408162,-0.481147,-0.449868,-0.512426,-0.439442,-0.543705,-0.303899,-0.262193,-0.157929,-0.429015,-0.61669,-0.835644,-0.929482,-0.887776,-0.87735,6.032784,2.0
-7.107807,0.958014,-0.029538,-0.013718,-0.06909,-0.065135,-0.100732,-0.100732,-0.120508,-0.116553,-0.148194,-0.112597,-0.140284,-0.148194,-0.179835,-0.136328,-0.140284,-0.156104,-0.179835,-0.179835,-0.187746,-0.171925,-0.171925,-0.211477,-0.187746,-0.171925,-0.227298,-0.207522,-0.183791,-0.227298,-0.179835,-0.207522,-0.203567,-0.199611,-0.219387,-0.164015,-0.100732,-0.06909,-0.017673,-0.001852,0.025834,-0.140284,-0.262894,-0.219387,-0.28267,-0.290581,-0.326177,-0.330133,-0.338043,-0.322222,-0.314312,-0.290581,-0.294536,-0.28267,-0.258939,0.836647,1.679102,-0.49625,-3.280701,-5.511426,-4.384198,-2.473843,-1.22796,-0.508116,-0.298491,-0.171925,-0.092821,-0.045359,-0.009762,0.002103,0.041655,0.081207,0.140535,0.180086,0.207773,0.282921,0.377846,0.47277,0.559784,0.725902,0.927617,1.176793,1.477387,1.813578,2.133948,2.48596,2.758868,2.964537,2.92103,2.612526,2.054845,1.437835,0.856423,0.480681,0.195907,0.089117,0.002103,-0.021628,-0.065135,-0.05327,-0.073045,-0.029538,-0.045359,-0.029538,-0.009762,0.010013,-0.001852,0.006058,-0.021628,-0.005807,-0.025583,-0.049314,-0.05327,-0.084911,-0.084911,-0.092821,-0.116553,-0.132373,-0.171925,-0.156104,-0.179835,-0.179835,-0.211477,-0.211477,-0.211477,-0.211477,-0.227298,-0.235208,-0.215432,-0.235208,-0.219387,-0.219387,-0.235208,-0.243118,-0.239163,-0.243118,-0.231253,6.032784,1.0
-7.107807,0.422234,0.452054,0.471934,0.432174,0.402354,0.332773,0.372533,0.352653,0.302953,0.293013,0.362593,0.283073,0.352653,0.332773,0.332773,0.213492,0.283073,0.233372,0.312893,0.273133,0.312893,0.143912,0.243312,0.253253,0.213492,0.312893,0.302953,0.233372,0.223432,0.143912,0.213492,0.233372,0.452054,0.452054,0.461994,0.034571,-0.08471,-0.194051,-0.15429,-0.17417,0.124032,0.074331,0.034571,0.004751,0.114092,0.124032,0.034571,0.034571,0.044511,0.044511,0.084271,0.819836,-0.04495,-4.527921,-6.386714,-4.3987,-3.414633,-1.724821,-0.979316,-0.253691,0.054451,0.104151,0.114092,0.084271,0.223432,0.004751,0.213492,0.223432,0.253253,0.273133,0.293013,0.392413,0.322833,0.402354,0.412294,0.491814,0.581275,0.750256,1.008698,1.197559,1.426181,1.684622,1.933124,2.072285,2.171686,1.962945,1.585222,1.068338,0.581275,0.173732,0.024631,-0.08471,-0.04495,-0.10459,-0.12447,-0.015129,-0.203991,-0.184111,-0.15429,-0.12447,-0.07477,-0.17417,-0.15429,-0.12447,-0.203991,-0.203991,-0.16423,-0.253691,-0.243751,-0.263631,-0.293451,-0.313331,-0.233811,-0.273571,-0.313331,-0.313331,-0.313331,-0.392852,-0.323272,-0.363032,-0.323272,-0.392852,-0.353092,-0.333212,-0.382912,-0.392852,-0.353092,-0.412732,-0.392852,-0.343152,-0.412732,-0.412732,-0.422672,-0.442552,-0.512133,-0.412732,6.032784,1.0
-7.107807,-0.563726,-0.528495,-0.528495,-0.508364,-0.538561,-0.573792,-0.528495,-0.573792,-0.513397,-0.528495,-0.508364,-0.508364,-0.538561,-0.478166,-0.4681,-0.503331,-0.558693,-0.493265,-0.498298,-0.478166,-0.493265,-0.478166,-0.4681,-0.458034,-0.463067,-0.437902,-0.453001,-0.427837,-0.407705,-0.417771,-0.397639,-0.387573,-0.286914,-0.236585,-0.196322,-0.161091,-0.075531,-0.201354,-0.302013,-0.372474,-0.473133,-0.377507,-0.478166,-0.422804,-0.442935,-0.453001,-0.422804,-0.402672,-0.357375,-0.352343,-0.327178,-0.110762,1.061913,2.808341,0.664311,-3.155688,-5.69732,-4.489416,-2.657427,-1.202909,-0.518429,-0.317112,-0.191289,-0.085597,-0.015136,0.004996,0.025128,0.085523,0.125786,0.176116,0.25161,0.281807,0.362334,0.412664,0.513322,0.613981,0.74987,0.890793,1.107209,1.343757,1.529976,1.836985,2.10373,2.300015,2.390608,2.289949,2.063467,1.675931,1.212901,0.83543,0.503257,0.342203,0.231478,0.176116,0.155984,0.135852,0.186182,0.216379,0.231478,0.236511,0.281807,0.301939,0.312005,0.342203,0.327104,0.312005,0.322071,0.296906,0.28684,0.322071,0.246577,0.196248,0.25161,0.241544,0.206313,0.216379,0.241544,0.221412,0.20128,0.206313,0.176116,0.206313,0.16605,0.176116,0.206313,0.186182,0.155984,0.211346,0.176116,0.206313,0.20128,0.16605,0.130819,0.246577,0.206313,0.206313,6.032784,1.0
-7.107807,-0.815719,-0.830626,-0.795843,-0.741184,-0.81075,-0.76106,-0.81075,-0.785905,-0.76106,-0.746153,-0.731246,-0.71137,-0.731246,-0.651742,-0.671618,-0.631866,-0.641804,-0.646773,-0.552362,-0.5623,-0.567269,-0.592114,-0.5623,-0.522548,-0.502672,-0.507641,-0.502672,-0.477827,-0.448013,-0.457951,-0.408261,-0.428137,-0.279067,-0.209502,-0.234347,-0.12006,-0.045525,-0.224409,-0.31385,-0.298943,-0.438075,-0.289005,-0.408261,-0.433106,-0.378447,-0.368509,-0.348633,-0.289005,-0.259192,-0.259192,-0.229378,0.058824,1.301073,2.617856,0.312243,-3.533759,-5.446822,-4.115131,-2.301448,-0.989634,-0.418199,-0.214471,-0.090246,-0.010742,0.068762,0.048886,0.153235,0.163173,0.257584,0.222801,0.312243,0.371871,0.42653,0.47622,0.600444,0.699824,0.814111,0.992995,1.16691,1.375608,1.663809,1.90729,2.086174,2.274996,2.324686,2.274996,2.026546,1.633995,1.191755,0.824049,0.540817,0.421561,0.302305,0.232739,0.247646,0.242677,0.267522,0.252615,0.312243,0.322181,0.32715,0.391747,0.381809,0.371871,0.391747,0.371871,0.302305,0.361933,0.332119,0.307274,0.282429,0.282429,0.262553,0.252615,0.272491,0.202925,0.237708,0.242677,0.192987,0.202925,0.222801,0.163173,0.202925,0.197956,0.222801,0.163173,0.192987,0.192987,0.222801,0.173111,0.202925,0.17808,0.202925,0.212863,0.212863,0.188018,6.032784,1.0
-7.107807,0.178196,0.169173,0.160151,0.069925,0.133083,0.151128,0.08797,0.078947,0.078947,0.115038,0.006767,0.078947,0.060902,0.042857,0.042857,0.05188,0.024812,0.060902,0.024812,-0.020301,0.006767,0.042857,-0.011278,0.024812,-0.011278,-0.092481,-0.047368,-0.065414,-0.029323,-0.029323,0.12406,0.259399,0.196241,0.006767,-0.22782,-0.516542,-0.345113,-0.336091,-0.281955,-0.19173,-0.19173,-0.164662,-0.19173,-0.101504,-0.19173,-0.101504,-0.119549,-0.110526,-0.110526,0.75564,-0.3,-4.432336,-6.669933,-4.919555,-3.647373,-1.978198,-1.121054,-0.281955,-0.137594,0.024812,0.115038,0.060902,0.060902,0.178196,0.169173,0.169173,0.232331,0.223309,0.268421,0.232331,0.304512,0.412782,0.412782,0.521053,0.602256,0.773685,0.972182,1.134588,1.342107,1.639852,1.77519,1.919551,1.901506,1.865416,1.396242,0.936091,0.430828,0.277444,0.069925,0.033835,-0.065414,0.024812,-0.011278,0.006767,-0.011278,0.069925,0.015789,0.006767,0.178196,0.069925,0.042857,0.078947,0.115038,0.060902,0.151128,0.08797,0.205263,0.069925,-0.029323,0.115038,-0.083459,0.096993,0.096993,0.060902,0.060902,0.096993,0.096993,0.060902,-0.065414,0.078947,0.042857,0.115038,0.078947,0.115038,0.05188,0.05188,0.12406,0.160151,0.115038,0.078947,0.151128,0.214286,0.042857,0.196241,0.060902,0.205263,6.032784,1.0
-7.107807,-0.207319,-0.199387,-0.235078,-0.207319,-0.227147,-0.239043,-0.254906,-0.258871,-0.310424,-0.28663,-0.326286,-0.346114,-0.326286,-0.326286,-0.318355,-0.342149,-0.342149,-0.354045,-0.358011,-0.334217,-0.334217,-0.326286,-0.373873,-0.334217,-0.365942,-0.334217,-0.365942,-0.342149,-0.369908,-0.397667,-0.381804,-0.35008,-0.282665,-0.199387,-0.199387,-0.167663,-0.143869,-0.310424,-0.409564,-0.401632,-0.504738,-0.461116,-0.504738,-0.480944,-0.524566,-0.512669,-0.504738,-0.504738,-0.504738,-0.441288,-0.433357,-0.155766,1.299605,0.910977,-1.615102,-4.513947,-5.318961,-3.59393,-1.999764,-0.964746,-0.61974,-0.389736,-0.306458,-0.254906,-0.223181,-0.143869,-0.120076,-0.096282,-0.064557,0.006823,0.05441,0.141653,0.197171,0.320105,0.403382,0.526315,0.700801,0.907012,1.16874,1.485987,1.815131,2.179965,2.477384,2.711354,2.866012,2.754976,2.362382,1.823062,1.240121,0.724595,0.399416,0.205103,0.078204,0.026651,0.010789,0.006823,0.030617,0.038548,0.046479,0.098032,0.141653,0.137688,0.185275,0.165447,0.201137,0.18924,0.193206,0.18924,0.181309,0.169412,0.157515,0.177343,0.133722,0.129756,0.137688,0.145619,0.149584,0.161481,0.216999,0.161481,0.205103,0.161481,0.201137,0.213034,0.22493,0.25269,0.272518,0.256655,0.320105,0.304242,0.328036,0.328036,0.335967,0.383554,0.403382,0.415279,6.032784,1.0
