@relation 'Original signal'

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a29 numeric
@attribute a30 numeric
@attribute a31 numeric
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute a35 numeric
@attribute a36 numeric
@attribute a37 numeric
@attribute a38 numeric
@attribute a39 numeric
@attribute a40 numeric
@attribute a41 numeric
@attribute a42 numeric
@attribute a43 numeric
@attribute a44 numeric
@attribute a45 numeric
@attribute a46 numeric
@attribute a47 numeric
@attribute a48 numeric
@attribute a49 numeric
@attribute a50 numeric
@attribute a51 numeric
@attribute a52 numeric
@attribute a53 numeric
@attribute a54 numeric
@attribute a55 numeric
@attribute a56 numeric
@attribute a57 numeric
@attribute a58 numeric
@attribute a59 numeric
@attribute a60 numeric
@attribute a61 numeric
@attribute a62 numeric
@attribute a63 numeric
@attribute a64 numeric
@attribute a65 numeric
@attribute a66 numeric
@attribute a67 numeric
@attribute a68 numeric
@attribute a69 numeric
@attribute a70 numeric
@attribute a71 numeric
@attribute a72 numeric
@attribute a73 numeric
@attribute a74 numeric
@attribute a75 numeric
@attribute a76 numeric
@attribute a77 numeric
@attribute a78 numeric
@attribute a79 numeric
@attribute a80 numeric
@attribute a81 numeric
@attribute a82 numeric
@attribute a83 numeric
@attribute a84 numeric
@attribute a85 numeric
@attribute a86 numeric
@attribute a87 numeric
@attribute a88 numeric
@attribute a89 numeric
@attribute a90 numeric
@attribute a91 numeric
@attribute a92 numeric
@attribute a93 numeric
@attribute a94 numeric
@attribute a95 numeric
@attribute a96 numeric
@attribute a97 numeric
@attribute a98 numeric
@attribute destClass {-1.0,1.0}

@data
-3.014451,1.167523,1.854825,2.152823,2.319998,1.914887,1.213809,0.526222,0.308736,0.617134,0.764686,0.691309,0.830765,0.857702,0.378212,-0.218922,-0.547468,-0.578137,-0.570215,-0.826104,-1.041354,-0.798667,-0.793094,-1.171043,-1.214524,-1.304826,-1.51294,-1.455083,-1.619899,-1.811052,-1.763053,-2.061605,-2.284595,-2.107041,-2.121278,-2.111953,-1.935885,-1.795089,-1.517264,-1.416276,-1.202621,-0.484106,-0.247065,-0.214955,0.17764,0.15292,0.346044,0.559591,0.431201,0.432391,0.310586,0.464551,0.807635,0.759016,0.549697,0.488276,0.723396,0.750178,0.630333,0.717088,0.61857,0.47573,0.624741,0.646475,0.532981,0.770258,0.807684,0.450394,0.574788,0.703794,0.605565,0.731888,0.61413,0.782507,0.90202,0.581056,0.647346,0.722129,0.543448,0.278015,0.116429,0.126126,0.158217,0.269233,-0.018237,0.013663,0.202071,-0.178136,-0.047584,-0.090274,-0.309161,-0.028936,0.000797,-0.031671,-0.023343,-0.009853,0.040843,4.19457,1.0
-3.014451,2.111251,3.236504,2.555546,2.313737,1.002257,0.848704,1.630447,1.422937,1.314583,0.998186,0.20728,-0.421149,-0.465117,-0.604882,-0.647691,-0.818226,-0.900291,-0.896556,-0.944372,-1.083259,-1.202937,-1.224589,-1.327247,-1.528445,-1.604224,-1.669407,-1.882174,-1.912573,-1.964284,-2.060379,-2.012986,-1.985738,-1.791472,-1.579415,-1.328555,-0.896315,-0.552401,-0.260295,0.051066,0.333706,0.526262,0.639003,0.728071,0.741468,0.696039,0.705923,0.618011,0.592295,0.607952,0.562112,0.602675,0.537095,0.517385,0.595507,0.523586,0.506011,0.500505,0.480884,0.47642,0.363848,0.428384,0.417331,0.332462,0.282887,0.262478,0.249049,0.160468,0.193742,0.162796,0.178335,0.076365,0.062305,0.281156,0.439803,0.478087,0.506465,0.354454,0.168744,0.11,0.021121,-0.086128,-0.130592,-0.116585,-0.180344,-0.166602,-0.142671,-0.112622,-0.083695,-0.159188,-0.06304,-0.058308,-0.15401,-0.102557,-0.111238,0.16883,0.312291,4.19457,1.0
-3.014451,-0.194413,-1.100715,-1.321589,-0.814883,-0.340717,-0.384211,-0.623498,-0.642207,-0.552565,-0.583749,-0.674144,-0.708573,-0.734201,-0.767112,-0.740692,-0.697008,-0.73889,-0.845948,-0.900547,-0.889651,-0.883279,-0.929328,-1.013081,-1.115139,-1.214213,-1.280205,-1.290544,-1.29888,-1.408146,-1.591725,-1.684228,-1.619113,-1.557851,-1.614819,-1.686689,-1.648759,-1.552632,-1.459886,-1.318757,-1.124128,-0.983476,-0.917105,-0.76622,-0.435796,-0.062335,0.147459,0.208854,0.299073,0.481501,0.617838,0.652011,0.700569,0.82487,0.921536,0.972881,1.079246,1.17972,1.104355,0.922914,0.868815,0.927042,0.926717,0.883433,0.899891,0.899925,0.844286,0.87548,0.984582,0.911212,0.64469,0.546242,0.748807,0.9048,0.764747,0.567094,0.631149,0.913686,1.159983,1.249989,1.258072,1.293779,1.350243,1.301107,1.088284,0.866833,0.81278,0.854549,0.81905,0.764978,0.876103,1.085901,1.144718,1.021984,0.929827,0.963879,1.014162,4.19457,-1.0
-3.014451,0.729755,0.953622,2.786789,3.231422,2.14856,0.906098,0.410383,0.841584,0.989123,0.914883,0.608417,0.250369,-0.427597,-0.731075,-0.675388,-0.925565,-0.942522,-0.997388,-1.024794,-1.108663,-1.269871,-1.17938,-1.412259,-1.527879,-1.470091,-1.697541,-1.660509,-1.744412,-1.945787,-1.936045,-2.095791,-2.093754,-1.854002,-1.844705,-1.7766,-1.201753,-0.751902,-0.499662,-0.037789,0.318883,0.615441,0.748727,0.873279,1.003555,0.893873,0.980442,0.893043,0.690924,0.647214,0.58753,0.667546,0.663471,0.525754,0.547299,0.620505,0.56,0.494981,0.485824,0.641933,0.511493,0.398664,0.501213,0.448405,0.358303,0.362683,0.361114,0.200198,0.2562,0.354441,0.163063,0.226034,0.141778,0.051563,0.338807,0.244653,0.536357,0.806226,0.636205,0.54174,0.363036,0.379671,0.090618,-0.06037,0.066694,-0.156057,-0.209766,-0.02674,-0.228662,-0.261047,-0.160726,-0.105032,-0.161546,-0.202642,-0.126618,-0.117207,0.058692,4.19457,1.0
-3.014451,0.593465,1.152766,2.603154,3.194142,2.06029,0.193052,-0.391987,0.774081,0.743459,0.527785,0.606398,0.075587,-0.162626,-0.757268,-0.826201,-0.904124,-0.864382,-0.926674,-1.081568,-1.017279,-1.015062,-1.215363,-1.354869,-1.359653,-1.50168,-1.677809,-1.742799,-1.816448,-1.963517,-1.990098,-2.144063,-2.091249,-1.886366,-1.925035,-1.706106,-1.419891,-1.244737,-0.887864,-0.477526,-0.099088,0.188733,0.456146,0.683274,0.899326,0.940209,0.948666,0.998088,0.948166,0.826724,0.781048,0.711252,0.647649,0.692003,0.56428,0.494123,0.650669,0.586349,0.392317,0.467636,0.595638,0.482957,0.522568,0.513263,0.433348,0.336253,0.314139,0.415823,0.279398,0.213732,0.266308,0.43431,0.155162,0.211734,0.614416,0.716129,0.872671,0.756607,0.519047,0.545517,0.351828,0.249358,0.196678,0.091471,0.210218,-0.015361,0.095196,0.121853,-0.028929,0.059003,0.063617,0.062357,0.050717,-0.004103,0.054375,0.171398,0.11066,4.19457,1.0
-3.014451,2.039433,1.883235,1.909328,2.471534,1.118139,0.044439,0.023782,-0.185463,-0.841229,-1.210844,-1.164963,-1.330567,-1.450542,-1.621442,-1.528552,-1.656476,-1.849928,-1.444445,-1.818147,-1.757509,-1.550021,-2.04862,-2.067422,-1.751436,-1.889907,-1.940167,-1.392395,-1.276523,-0.96958,-0.813537,-0.534089,0.186498,0.188915,0.527859,1.01655,0.986959,1.038135,0.905065,0.773151,1.170509,0.529109,0.657068,0.678129,0.51791,0.541655,0.470908,0.467938,0.599133,0.473879,0.502906,0.659816,0.384133,0.682185,0.756045,0.614358,0.985293,1.058119,0.851574,0.538741,0.902495,0.98809,0.654687,0.583841,0.220251,0.167729,-0.007848,0.047374,-0.131766,-0.060788,0.07716,-0.290657,-0.096476,-0.175595,-0.176838,-0.261485,-0.301702,-0.157694,-0.161055,-0.27518,-0.376187,-0.107325,-0.06468,-0.205236,-0.087677,-0.08638,-0.088806,0.090497,0.058145,0.000351,0.268411,0.559959,0.527454,0.510002,0.677047,1.248648,1.372607,4.19457,-1.0
-3.014451,0.467379,0.340104,0.35139,0.809889,1.293428,1.733534,2.162892,2.141487,1.661511,1.120642,0.457838,-0.178024,-0.225247,0.032509,-0.116866,-0.414915,-0.356389,-0.250987,-0.367157,-0.338775,-0.081856,-0.121028,-0.587055,-0.886921,-0.773198,-0.703166,-0.870181,-0.989216,-1.031618,-1.190708,-1.350471,-1.315321,-1.20739,-1.199222,-1.251902,-1.380629,-1.67701,-1.91316,-1.804076,-1.638574,-1.802632,-1.996752,-1.816844,-1.512792,-1.46386,-1.55936,-1.523916,-1.336998,-1.110144,-0.899239,-0.735299,-0.621155,-0.45902,-0.192457,0.054818,0.204284,0.323991,0.41063,0.451746,0.554104,0.711787,0.779127,0.763863,0.777732,0.81778,0.85281,0.868781,0.821223,0.774484,0.81833,0.839643,0.788101,0.829259,0.906106,0.789857,0.592192,0.51037,0.488054,0.5552,0.762944,0.909346,0.96188,1.033029,0.895241,0.543037,0.484042,0.676633,0.594916,0.454012,0.721753,0.98346,0.751507,0.497685,0.719879,0.911419,0.493871,4.19457,-1.0
-3.014451,0.642318,1.963868,2.902757,2.337729,0.79102,0.159072,0.924644,1.230635,1.180521,1.368949,0.869928,-0.17233,-0.713245,-0.667409,-0.880924,-0.879944,-0.936111,-1.040829,-1.17036,-1.085153,-1.124096,-1.317686,-1.449108,-1.456345,-1.47755,-1.674219,-1.727806,-2.000619,-2.054933,-2.098458,-2.145398,-2.021425,-2.005755,-2.005982,-1.598553,-1.246841,-1.03353,-0.584597,-0.237831,0.048759,0.273396,0.418544,0.642311,0.683532,0.702718,0.782194,0.751246,0.638367,0.583927,0.668726,0.634974,0.592268,0.629087,0.635453,0.599503,0.516687,0.619965,0.547794,0.590497,0.486769,0.511481,0.512461,0.414958,0.38742,0.320347,0.444428,0.349329,0.353585,0.46836,0.329978,0.405219,0.427633,0.410523,0.589025,0.767321,0.863026,0.620305,0.525747,0.439469,0.137692,0.113429,0.108869,0.130412,0.061213,0.078538,0.077782,0.079937,-0.108989,0.065807,0.10812,-0.04733,-0.098096,-0.021257,0.092633,0.120615,0.349594,4.19457,1.0
-3.014451,0.506145,1.634749,3.150437,1.737858,1.809919,0.616278,-1.38311,-0.25441,0.501063,0.152769,-0.075248,0.108608,-0.199828,-0.714639,-0.943195,-0.795292,-0.971725,-1.104464,-1.128942,-1.36203,-1.179553,-1.348558,-1.603125,-1.488762,-1.636724,-1.700622,-1.973546,-1.947571,-1.858117,-2.339711,-1.979794,-1.581169,-1.844651,-1.679819,-1.458946,-1.296021,-0.557261,-0.380537,-0.311067,0.352601,0.314542,0.625292,1.018303,0.812011,1.03236,1.024054,1.030973,1.177085,0.743309,0.816259,0.87961,0.577596,0.787283,0.635671,0.411759,0.617325,0.640958,0.63913,0.488381,0.411375,0.675684,0.523107,0.498715,0.339909,0.364097,0.541364,0.37777,0.459599,0.229704,0.493519,0.334264,0.159511,0.671949,0.77389,0.977185,0.819705,0.556461,0.698758,0.504367,0.306183,0.170808,0.115609,0.131196,0.160726,0.009883,0.108429,0.048782,-0.014415,0.03173,0.138941,0.177943,-0.104365,0.101106,0.210696,0.041327,0.202673,4.19457,1.0
-3.014451,0.595193,1.312226,2.743479,4.19457,2.716916,1.713276,0.15904,-0.562233,0.937325,1.016914,0.696109,0.758956,0.746176,0.025293,-0.397143,-0.691949,-0.672009,-0.705261,-0.836178,-0.85328,-1.040608,-0.970842,-1.194713,-1.437099,-1.271065,-1.461851,-1.540862,-1.565496,-1.75986,-1.840945,-1.635024,-1.79018,-1.811996,-1.512573,-1.496834,-1.282155,-1.008279,-0.63349,-0.218611,-0.063694,0.180428,0.401764,0.68241,0.592148,0.938939,0.979715,0.772973,0.874196,0.777445,0.795049,0.682416,0.541473,0.639818,0.508593,0.498666,0.552848,0.475338,0.605896,0.539893,0.522438,0.346166,0.42109,0.397701,0.267089,0.359887,0.297526,0.215141,0.112614,0.234081,0.064744,0.085824,0.11508,0.40324,0.645732,0.533649,0.572813,0.352563,0.263169,0.09187,-0.171659,-0.160619,-0.24923,-0.123558,-0.418724,-0.31997,-0.225486,-0.416821,-0.296226,-0.428972,-0.372555,-0.386563,-0.530439,-0.381733,-0.459417,-0.476201,-0.294044,4.19457,1.0
-3.014451,1.221512,3.521577,3.627613,3.076993,2.035697,-0.135928,1.226434,0.744046,0.209379,0.65521,-0.210367,-0.827435,-1.025144,-1.101326,-1.022982,-1.462724,-1.436744,-1.411418,-1.673085,-1.869869,-1.996445,-2.11509,-2.198012,-2.053021,-2.065805,-1.75718,-1.655637,-0.878543,-0.755729,-0.516653,0.099858,0.07772,0.415926,0.424195,0.693219,0.678142,0.478812,0.621658,0.581214,0.249882,0.413742,0.349244,0.344861,0.292181,0.413688,0.091295,0.481297,0.191839,0.324765,-0.054056,0.262747,0.123523,0.029316,0.040024,0.154092,0.140857,-0.126253,0.006263,0.109657,0.031423,-0.032845,-0.005607,-0.044973,0.033774,-0.030622,-0.005987,-0.035923,0.023525,0.010006,0.010864,0.050329,0.046131,0.06747,0.007807,0.109374,0.053045,-0.014841,0.287716,0.664678,0.715397,0.665272,0.795486,0.35689,0.156098,-0.014453,-0.058793,-0.146994,0.092278,0.002871,-0.210046,-0.005915,-0.100023,-0.040721,0.089249,0.09983,0.319198,4.19457,-1.0
-3.014451,0.780361,1.339819,1.961886,3.090378,3.718354,3.024362,1.979111,1.007971,-0.089006,-0.241202,0.385879,0.591843,0.655388,0.804294,0.556736,0.302332,0.436272,0.365888,-0.052983,-0.274819,-0.381735,-0.539204,-0.519271,-0.5435,-0.7439,-0.80215,-0.713171,-0.726698,-0.890556,-0.88005,-0.752386,-0.994117,-1.136435,-1.014455,-1.368314,-1.483909,-1.021606,-1.246754,-1.710482,-1.525413,-1.477973,-1.687348,-1.585057,-1.362775,-1.389458,-1.584334,-1.514642,-1.156525,-1.025708,-1.103606,-0.822273,-0.366469,-0.312425,-0.212585,0.203565,0.289181,0.212023,0.392517,0.506976,0.591732,0.761119,0.743556,0.654495,0.712848,0.801835,0.74362,0.563689,0.511746,0.551665,0.499062,0.497769,0.480414,0.325253,0.325064,0.44361,0.429035,0.374376,0.286191,0.210614,0.300398,0.369474,0.279793,0.192748,0.20772,0.24672,0.200522,0.144438,0.187661,0.151717,-0.076844,-0.096171,0.201607,0.21702,-0.176306,-0.235215,0.015043,4.19457,1.0
-3.014451,0.288799,0.438012,1.855823,3.175592,1.915576,0.483932,-0.689711,-0.975106,0.300241,0.6838,-0.052785,0.035228,0.305011,-0.79389,-1.225055,-1.069223,-1.19456,-1.239986,-1.059528,-1.255743,-1.319145,-1.294569,-1.400874,-1.58268,-1.680332,-1.671326,-1.951283,-1.975846,-1.905751,-1.658589,-1.964914,-1.933202,-1.645026,-1.749862,-1.426437,-0.938678,-0.773963,-0.405553,-0.02167,0.306168,0.561773,0.604428,0.9196,0.912686,1.194446,1.042683,1.022416,1.153218,0.890398,1.020987,0.843231,0.751349,0.778482,0.681441,0.8022,0.496596,0.627452,0.668768,0.714309,0.66254,0.351641,0.458467,0.705534,0.602668,0.3517,0.229938,0.386869,0.275941,0.41543,0.617489,-0.063706,0.845328,0.896611,0.798689,0.890459,0.722321,1.02754,0.420107,0.29987,0.284139,-0.05569,0.173407,-0.078684,-0.006621,0.017727,-0.074932,0.061172,-0.096717,0.037068,-0.13059,-0.078704,0.217158,-0.063413,-0.053801,0.124088,0.206611,4.19457,1.0
-3.014451,-0.022511,0.205058,1.743242,2.319468,1.251202,0.451461,-0.594377,-0.108437,0.5387,0.231278,0.252093,-0.093297,-0.293033,-0.950798,-1.091267,-1.178211,-1.27429,-1.320145,-1.461433,-1.260522,-1.303851,-1.611812,-1.609876,-1.564666,-1.450216,-1.769633,-2.035603,-1.756884,-1.886433,-1.764009,-1.968537,-2.025447,-1.823561,-1.759063,-1.511522,-1.415462,-1.318987,-0.936229,-0.60012,-0.206491,0.008991,0.122638,0.643207,0.570376,0.636879,0.749111,0.815817,0.697563,0.647484,0.768907,0.76779,0.847438,0.632561,0.653384,0.853159,0.762605,0.740436,0.796658,0.845795,0.822614,0.679383,0.793899,0.831593,0.763411,0.66546,0.722026,0.782858,0.513094,0.622501,0.611203,0.588746,0.67975,0.601833,0.768268,0.986055,1.007175,1.030524,0.841042,0.692491,0.683056,0.563215,0.438257,0.390389,0.416271,0.241402,0.270402,0.333982,0.248455,0.39488,0.32656,0.085113,0.156714,0.265279,0.157761,0.189534,0.25311,4.19457,1.0
-3.014451,0.187534,-0.276638,-0.308805,-0.270843,-0.730645,-0.178695,-0.404164,-1.315428,-1.04931,-1.172514,-1.225264,-1.266404,-1.577963,-1.518661,-1.622379,-1.789088,-1.67335,-1.958582,-2.170827,-1.89377,-2.118486,-2.148852,-2.092079,-1.917179,-1.379367,-1.39478,-1.224543,-0.703682,-0.515794,-0.370186,-0.00794,-0.060596,0.049118,0.243056,0.179589,0.377735,0.132413,0.122778,0.586856,0.434799,0.277365,0.390864,0.427532,0.541304,0.567435,0.634036,0.61025,0.602487,0.500725,0.609559,0.716316,0.665265,0.700368,0.347678,0.458507,0.739038,0.523617,0.515083,0.417686,0.301995,0.457247,0.288593,0.152563,0.165661,0.221989,0.355363,0.350256,0.237712,0.293227,0.522986,0.621809,0.584803,0.654542,0.79431,0.846354,0.513707,0.26587,0.380715,0.31813,0.350772,0.443504,0.388448,0.51553,0.17508,0.087393,0.416011,0.326656,0.401725,0.691121,1.48048,2.221262,2.622984,2.589185,1.935428,0.834745,-0.030336,4.19457,-1.0
-3.014451,0.164518,1.106438,2.14522,1.874912,1.641305,0.421451,-1.346603,-0.573772,0.380625,-0.140905,-0.086076,0.224506,-0.227506,-0.814308,-1.018903,-1.109581,-1.184034,-1.332302,-1.175019,-1.297592,-1.576602,-1.539142,-1.639807,-1.558205,-1.630734,-1.883659,-1.811591,-1.882882,-1.962145,-2.051537,-2.010286,-1.949895,-1.907875,-1.703248,-1.338103,-1.226268,-0.933245,-0.448628,-0.254621,-0.128047,0.177992,0.512512,0.428793,0.782548,0.660274,0.771798,0.939737,0.73606,0.725461,0.670013,0.7951,0.61344,0.549323,0.756129,0.510318,0.535928,0.503337,0.679784,0.878784,0.491539,0.506111,0.712185,0.60066,0.71001,0.674837,0.54551,0.65604,0.563583,0.510729,0.595612,0.463619,0.523292,0.787589,1.128631,1.148565,0.981517,0.893354,0.763595,0.685424,0.413499,0.388117,0.63414,0.313801,0.224001,0.472256,0.184581,0.355326,0.253228,0.119113,0.296077,0.321949,0.263374,0.204427,0.210633,0.396963,0.572658,4.19457,1.0
-3.014451,0.415683,1.113159,2.136337,1.978295,0.651128,-0.438583,0.39615,0.958399,0.870274,1.224949,0.39326,-0.426007,-0.668375,-0.874604,-0.916716,-0.926152,-1.046778,-1.08683,-1.103774,-1.402257,-1.484558,-1.593315,-1.858972,-2.045455,-2.178282,-2.333962,-2.590632,-2.518364,-2.561967,-2.436102,-2.181671,-1.720943,-1.181932,-0.851422,-0.298665,0.198502,0.348225,0.583271,0.732253,0.766601,0.786759,0.692754,0.710913,0.585376,0.551014,0.619825,0.546296,0.591022,0.73173,0.635243,0.611824,0.738312,0.650109,0.608915,0.660833,0.654526,0.597082,0.510417,0.545484,0.467721,0.393767,0.520234,0.384502,0.382956,0.429216,0.380366,0.354003,0.258322,0.432973,0.266497,0.276256,0.42451,0.266219,0.224114,0.331466,0.369665,0.561464,0.828177,0.784651,0.501295,0.350278,0.359509,0.234624,0.117948,0.181275,0.10975,0.055384,0.200116,0.152001,0.149543,0.185465,0.214434,0.148961,0.157401,0.351416,0.119437,4.19457,1.0
-3.014451,1.158407,2.532549,2.97018,2.087887,0.41581,-0.017549,1.219507,1.220261,1.06515,1.349113,0.680765,0.035437,-0.361978,-0.441395,-0.852766,-0.796064,-0.741674,-0.952988,-1.030113,-0.987966,-1.112077,-1.270458,-1.298058,-1.387696,-1.513643,-1.665649,-1.782949,-1.885477,-2.046275,-2.182544,-2.15323,-2.184439,-2.092483,-1.972723,-1.667219,-1.196804,-0.98831,-0.630427,-0.11775,0.139747,0.343453,0.574674,0.687072,0.748081,0.689403,0.753197,0.774139,0.664669,0.624804,0.645056,0.617922,0.605459,0.638828,0.645849,0.640255,0.552865,0.581915,0.588828,0.615607,0.491791,0.486689,0.488076,0.390159,0.427877,0.42324,0.273832,0.259208,0.372678,0.26019,0.275151,0.306893,0.284915,0.22979,0.180352,0.476223,0.651391,0.602957,0.584922,0.613956,0.440205,0.200136,0.167757,-0.016539,0.013192,-0.073385,0.00253,0.047696,-0.089742,-0.068239,-0.012518,-0.011897,-0.080031,-0.051896,-0.054371,-0.081863,0.035394,4.19457,1.0
-3.014451,0.954088,2.18888,3.435909,3.303952,2.750001,0.947818,0.100032,1.007213,0.799217,0.66859,0.750984,0.339243,-0.100508,-0.372657,-0.403531,-0.61222,-0.773986,-0.624379,-0.870122,-0.966663,-0.978504,-1.145063,-1.078324,-1.301215,-1.457535,-1.430132,-1.601283,-1.689801,-1.753214,-1.738671,-1.956439,-1.97883,-1.886696,-1.872165,-1.682534,-1.438145,-1.153244,-0.664225,-0.395654,-0.179498,0.374611,0.490624,0.552852,0.773139,0.785862,0.759718,0.779142,0.677754,0.648477,0.627551,0.504905,0.515643,0.508883,0.442648,0.437312,0.508093,0.557864,0.41152,0.505385,0.419266,0.397076,0.427659,0.332799,0.351272,0.241518,0.255413,0.216733,0.080241,0.135909,0.14094,0.168923,0.11697,0.205171,0.501112,0.574366,0.569247,0.456032,0.29024,0.177483,-0.035441,-0.104642,0.063522,-0.00654,-0.29528,-0.10865,-0.097101,-0.178479,-0.205163,-0.124228,-0.118265,-0.289637,-0.219134,-0.190224,-0.320097,-0.064494,0.21931,4.19457,1.0
-3.014451,0.261445,0.579439,1.048771,1.98626,2.349845,1.571679,0.939615,0.323547,-0.345605,-0.446196,-0.4097,-0.274533,-0.270732,-0.404297,-0.437569,-0.689596,-0.86778,-0.976018,-1.02053,-0.91579,-1.084254,-1.097192,-0.982011,-1.083201,-0.989345,-1.07375,-1.301899,-1.183563,-1.26423,-1.592173,-1.58675,-1.560892,-1.794638,-1.796466,-1.61473,-1.720375,-1.876122,-1.740169,-1.470259,-1.341281,-1.426701,-1.398035,-1.122101,-0.888327,-0.585413,-0.302233,-0.377351,-0.329383,0.114322,0.273597,0.17503,0.320419,0.478668,0.476999,0.334512,0.257944,0.417963,0.455417,0.562887,0.641859,0.483067,0.597396,0.615665,0.493482,0.549053,0.606934,0.798368,0.692683,0.593575,1.016618,1.095626,1.005961,1.173459,1.264984,1.378481,1.365301,1.133979,1.296252,1.383036,0.990273,1.007646,0.967045,0.543337,0.554559,0.598427,0.633464,0.615718,0.421599,0.599954,0.630364,0.388193,0.46482,0.547397,0.433889,0.587208,0.54943,4.19457,1.0
-3.014451,0.542294,1.22573,2.676142,2.854378,1.70263,-0.020718,-0.688665,0.940263,1.104917,1.07463,1.742586,0.77874,-0.217155,-0.930097,-0.69266,-0.680511,-1.083964,-1.241882,-0.957217,-1.269764,-1.323454,-1.386254,-1.385366,-1.58735,-1.696054,-1.264187,-2.036806,-1.821224,-1.74109,-2.139605,-1.645338,-2.060099,-2.026924,-1.228562,-1.371115,-1.085109,-0.688567,-0.371668,0.049067,0.290317,0.697806,0.760049,0.955293,0.883659,1.323736,1.120187,0.855966,0.827236,0.769269,1.0517,0.665657,0.333971,0.575733,0.722028,0.486176,0.432476,0.733733,0.473044,0.5637,0.294533,0.578658,0.49952,0.20642,0.711959,0.336232,0.150459,0.379695,0.186408,-0.009608,0.160784,0.295354,0.007517,0.176739,0.412204,0.266483,0.952433,0.811966,0.251014,0.475199,0.348075,0.215861,-0.166032,-0.177481,0.071369,-0.202595,-0.250111,0.082683,-0.239321,-0.373469,-0.096031,-0.177487,-0.043155,-0.159232,-0.239221,-0.060793,-0.264035,4.19457,1.0
-3.014451,0.508719,0.809686,1.552808,1.981687,1.624339,1.362821,1.412139,0.973783,0.193694,-0.263771,-0.336444,-0.18885,-0.132841,-0.336617,-0.425024,-0.289957,-0.298976,-0.467447,-0.578004,-0.699521,-0.861832,-0.866051,-0.775109,-0.837789,-0.892238,-0.827369,-0.937493,-1.088633,-0.99066,-0.962439,-1.11482,-1.186061,-1.278079,-1.37668,-1.322707,-1.394887,-1.638541,-1.676847,-1.546398,-1.494518,-1.441641,-1.34265,-1.324308,-1.297979,-1.148522,-1.049354,-0.981991,-0.691825,-0.433981,-0.574376,-0.639005,-0.119748,0.351239,0.185628,0.102834,0.486002,0.574073,0.403974,0.534536,0.586754,0.521812,0.721755,0.684858,0.351602,0.437251,0.71485,0.692021,0.607077,0.604009,0.652742,0.725145,0.687305,0.718208,0.875496,0.844466,0.849138,1.15518,1.269642,1.097906,1.179465,1.398135,1.37286,1.478332,1.796733,1.438325,0.692516,0.930923,1.497244,1.196655,0.857102,0.705114,0.137718,-0.332592,-0.970796,-1.862314,-1.238622,4.19457,-1.0
-3.014451,-0.173987,1.351859,2.689354,1.662454,1.682102,0.530896,-1.352312,-0.183709,0.452957,-0.19723,0.09415,0.445697,-0.314316,-1.163518,-0.996547,-1.174264,-1.154366,-1.234441,-1.40317,-1.3838,-1.403345,-1.332346,-1.426023,-1.645914,-1.797568,-1.839257,-1.823645,-1.789307,-1.822424,-2.000866,-2.007808,-1.728324,-1.735822,-1.662303,-1.459036,-1.139509,-0.983958,-0.615847,-0.113054,-0.116788,0.235354,0.426436,0.488441,0.655989,1.004439,0.912472,0.772366,0.965935,0.87057,0.750521,0.698449,0.645514,0.65207,0.640823,0.677423,0.61998,0.689336,0.673743,0.655728,0.684608,0.730186,0.668935,0.66316,0.670744,0.636313,0.71016,0.683742,0.539735,0.450917,0.587332,0.505249,0.452891,0.772424,0.893012,0.901996,0.969339,0.951935,0.603496,0.595218,0.613431,0.238986,0.304971,0.279244,0.222914,0.01431,0.295477,0.332634,0.015423,0.311423,0.183248,0.098717,0.137161,0.132338,0.253174,0.019182,0.124304,4.19457,1.0
-3.014451,0.54231,2.062301,2.803604,1.558143,0.158512,-0.70435,-0.02352,0.577587,0.41796,0.536994,0.110205,-0.187492,-0.462606,-0.677948,-0.666071,-0.726627,-0.771481,-0.880597,-0.849012,-1.266721,-1.218551,-1.132921,-1.42678,-1.562986,-1.82012,-1.74709,-1.927463,-2.13379,-2.244546,-2.213826,-2.149327,-2.329311,-1.939827,-1.541279,-1.391459,-0.939758,-0.622135,-0.144223,0.328262,0.569363,0.998276,0.967028,0.832614,1.219393,1.074999,0.954577,1.086766,0.86197,0.735805,0.857198,0.78037,0.841651,0.811982,0.654003,1.011359,0.85195,0.612988,0.829655,0.745836,0.557582,0.73347,0.715544,0.656491,0.583119,0.630275,0.593459,0.414419,0.615196,0.484723,0.435858,0.441268,0.352412,0.401894,0.320385,0.701165,0.593432,0.702121,0.657309,0.02773,0.208766,0.068182,-0.117917,-0.104958,-0.090604,-0.187349,-0.130701,-0.120485,-0.090261,-0.121106,-0.247783,-0.014819,-0.031834,-0.164179,-0.063067,-0.105964,0.001814,4.19457,1.0
