@relation 'Original signal'

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute destClass {1.0,2.0}

@data
-2.393368,-0.463431,-1.241217,-1.63011,-1.513442,-1.552332,-1.552332,-1.163439,-0.268984,0.236577,1.247699,1.519924,1.364367,1.092142,0.62547,0.858806,0.742138,0.781027,0.469912,0.158798,0.04213,-0.152316,0.664359,0.003241,-0.268984,3.293852,2.0
-2.393368,-1.050838,-1.329513,-1.488756,-1.628094,-1.568378,-1.42904,-1.150365,-0.214812,0.641119,1.059132,1.039227,0.9397,0.800362,0.302728,0.481876,0.461971,0.601308,1.178564,1.138754,0.9397,0.561498,0.342538,-0.035664,-0.593014,3.293852,1.0
-2.393368,-1.047364,-1.344547,-1.418843,-1.64173,-1.716025,-1.493138,-1.072129,-0.527293,0.611908,1.082448,1.354866,1.156744,0.933856,0.537612,0.686204,0.7605,0.7605,0.512847,0.215664,0.240429,0.042307,0.785265,0.537612,0.042307,3.293852,2.0
-2.393368,-0.820807,-0.863446,-1.460396,-1.503035,-1.545675,-1.503035,-1.119282,-0.948724,0.117258,1.183241,1.268519,1.268519,1.268519,0.756848,0.927405,0.927405,1.012683,0.458372,0.458372,0.159897,-0.479692,0.245176,0.287815,-0.095938,3.293852,2.0
-2.393368,-0.79079,-0.955825,-1.533446,-1.285894,-1.615963,-1.368411,-0.873308,-1.285894,0.034382,0.942072,1.107107,1.354658,1.189624,1.024589,0.199417,0.612003,0.942072,0.529486,0.034382,-0.048135,-0.625756,0.859555,1.107107,0.446968,3.293852,2.0
-2.393368,-0.164024,-0.216511,-0.531437,-0.951337,-1.056312,-1.1088,-0.846362,-0.583924,-0.426461,-0.846362,-0.478949,-0.164024,0.150902,-0.164024,-0.688899,-0.531437,-0.583924,-0.059049,1.515579,1.882992,2.040454,2.092942,1.148165,0.570802,3.293852,1.0
-2.393368,0.180832,-0.3828,-0.664616,-1.228249,-1.340975,-1.228249,-0.890069,-0.608253,-0.213711,-0.495527,0.631738,1.026281,0.631738,0.124469,-1.115522,-1.171885,-0.833706,0.068106,1.477186,1.646276,1.759002,1.420823,0.913554,0.293559,3.293852,1.0
-2.393368,-1.125246,-1.381133,-1.499235,-1.558286,-1.617337,-1.479551,-1.085879,-0.141066,0.547861,1.020267,1.000584,0.882482,0.685646,0.429759,0.449442,0.48881,0.626595,0.803747,1.19742,1.177736,0.705329,0.508493,-0.082015,-0.554422,3.293852,1.0
-2.393368,-0.754084,-1.064175,-1.515215,-1.768926,-1.627976,-1.627976,-1.120555,-0.613134,0.373518,1.10646,1.13465,1.2756,1.021889,0.570849,0.599039,0.796369,0.993699,0.655419,0.373518,0.345328,0.599039,0.486278,-0.105713,-0.133903,3.293852,2.0
-2.393368,-0.694987,-0.866354,-1.409016,-1.637504,-1.494699,-1.466138,-1.608943,-0.580743,0.790191,1.389975,1.332852,1.418536,0.790191,0.704508,0.675947,0.704508,0.932997,0.561702,0.333213,0.104724,-0.038082,-0.095204,0.218969,-0.066643,3.293852,2.0
-2.393368,0.486868,0.017126,-0.393899,-0.511334,-0.981077,-1.039794,-0.863641,-1.392101,-1.15723,-0.570052,0.310715,0.251997,0.604304,-0.041592,-0.335181,-0.393899,-0.570052,-0.746205,-0.511334,0.428151,2.072249,1.954814,1.719942,1.661224,3.293852,2.0
-2.393368,1.171064,0.660055,-0.055359,-0.157561,-0.464167,-0.361965,-0.157561,-1.894995,-1.383985,-0.566369,0.251247,-0.055359,-0.259763,-0.259763,-0.668571,-0.668571,-0.668571,-0.668571,-0.055359,-0.055359,0.149045,1.682075,2.397488,2.090883,3.293852,2.0
-2.393368,-0.757588,-1.26421,-1.348647,-1.630104,-1.517521,-1.404938,-1.151627,-0.560568,0.508968,1.522212,1.465921,1.353338,1.100027,0.649696,0.677842,0.81857,0.846716,0.283802,0.114928,0.058637,0.255657,0.368239,-0.082092,-0.307257,3.293852,2.0
-2.393368,-1.171722,-1.475408,-1.576637,-1.576637,-1.576637,-1.475408,-1.070493,-0.037961,0.488428,1.055309,1.116046,0.994572,0.67064,0.427691,0.427691,0.52892,0.468183,0.67064,1.318504,0.994572,0.589657,0.447937,-0.037961,-0.199927,3.293852,1.0
-2.393368,-0.04318,-0.706427,-1.16241,-1.328222,-1.411127,-1.328222,-0.996598,-0.706427,-0.789333,-0.333351,0.785879,0.951691,0.951691,-0.001727,-0.167539,-0.291898,-0.499163,-0.333351,1.034596,1.739297,1.739297,1.490579,0.993143,0.412802,3.293852,1.0
-2.393368,-0.820304,-1.079727,-1.569748,-1.540923,-1.627397,-1.569748,-1.223851,-0.474407,1.053304,1.485675,1.370376,1.168603,0.96683,0.41916,0.505634,0.592108,0.678583,0.36151,-0.042036,0.246211,0.188562,0.678583,0.246211,-0.013211,3.293852,2.0
-2.393368,-0.661406,-1.429491,-1.592418,-1.592418,-1.662244,-1.592418,-1.010536,-0.172625,0.828213,1.154067,1.154067,0.898039,0.758387,0.339431,0.316156,0.502358,0.479083,0.409257,1.177342,1.177342,0.735111,0.24633,-0.126075,-0.335552,3.293852,1.0
-2.393368,0.453726,-0.341849,-1.037977,-1.037977,-1.485488,-1.236871,-1.535211,-1.137424,0.80179,2.044876,1.895706,1.647089,1.100131,0.404003,-0.093231,-0.142955,0.006215,-0.441296,-0.093231,-0.142955,-0.242402,0.105662,0.553173,-0.043508,3.293852,2.0
-2.393368,-0.737307,-1.118438,-1.390674,-1.717358,-1.635687,-1.363451,-1.254556,-0.68286,0.705546,1.358913,1.495032,1.222795,1.059453,0.460533,0.514981,0.896111,0.73277,0.43331,0.43331,0.079402,-0.056716,0.569428,0.106626,-0.111163,3.293852,2.0
-2.393368,-1.105368,-1.404495,-1.591449,-1.591449,-1.591449,-1.367104,-1.086673,-0.264073,0.577222,1.044608,1.044608,0.988521,0.857653,0.539831,0.539831,0.446354,0.558526,1.025912,1.100694,0.988521,0.521135,0.29679,-0.1519,-0.376246,3.293852,1.0
-2.393368,-0.911362,-1.315092,-1.481334,-1.623827,-1.55258,-1.481334,-1.196347,-0.12765,0.917299,1.131038,1.107289,0.988545,0.798555,0.323578,0.299829,0.299829,0.442322,0.513569,1.29728,1.178536,0.67981,0.27608,-0.080152,-0.483882,3.293852,1.0
-2.393368,-0.170786,-0.839987,-1.216413,-1.509189,-1.676489,-1.467363,-0.965462,-0.756337,-0.254436,-0.421736,0.247465,0.707541,0.833016,0.20564,-0.045311,-0.212611,-0.128961,0.833016,1.376742,1.711343,1.669518,1.293092,0.665716,0.12199,3.293852,1.0
-2.393368,-1.200345,-1.33232,-1.633977,-1.539709,-1.558563,-1.445441,-1.087223,-0.125691,0.703867,0.986671,1.043231,0.948964,0.779281,0.477624,0.40221,0.553038,0.571892,1.080939,1.080939,0.948964,0.515331,0.40221,-0.050276,-0.521616,3.293852,1.0
-2.393368,-0.739814,-1.34724,-1.487415,-1.62759,-1.62759,-1.393965,-1.066889,-0.132388,0.708664,1.31609,1.386178,1.129189,1.199277,0.358226,0.334863,0.334863,0.358226,0.264775,0.264775,1.246002,0.778751,0.358226,-0.132388,-0.482826,3.293852,1.0
-2.393368,-1.016972,-1.348178,-1.475565,-1.62843,-1.653907,-1.501043,-1.04245,-0.481947,0.61358,1.275992,1.19956,1.174083,0.995741,0.664535,0.639058,0.639058,0.740967,0.486193,0.282374,0.154987,0.23142,0.919309,0.333329,-0.201696,3.293852,2.0
-2.393368,0.540958,0.132688,-0.193928,-0.602199,-0.765507,-0.602199,-0.520545,-1.500394,-1.41874,-0.602199,-0.03062,0.132688,0.132688,-0.112274,-0.275583,-0.520545,-0.520545,-0.438891,-0.357237,0.051034,0.867575,2.500657,2.17404,1.929078,3.293852,2.0
-2.393368,-0.872888,-1.326118,-1.502374,-1.653451,-1.67863,-1.426836,-0.998785,0.033573,0.738597,1.51916,1.393263,1.317725,1.116289,0.486803,0.260188,0.58752,0.637879,0.310547,0.15947,0.083931,0.209829,0.713418,0.184649,-0.29376,3.293852,2.0
-2.393368,-0.996585,-1.233658,-1.365365,-1.497072,-1.444389,-1.312682,-1.418048,-0.73317,0.557561,1.242438,1.295121,1.26878,0.952682,0.715609,0.794634,0.926341,1.058048,0.689268,0.425853,0.267805,-0.18,-0.127317,0.241463,-0.127317,3.293852,2.0
-2.393368,-0.954196,-1.360597,-1.523157,-1.645077,-1.645077,-1.462197,-1.035476,-0.222674,0.752689,1.098129,1.17941,1.098129,0.752689,0.386928,0.305647,0.366608,0.549488,0.610448,1.19973,1.098129,0.651088,0.244687,-0.100754,-0.344594,3.293852,1.0
-2.393368,-0.302729,-0.897564,-1.237469,-1.492399,-1.577375,-1.449911,-1.067517,-0.600146,-0.217752,-0.345217,0.419571,0.589524,0.674501,0.249618,-0.26024,-0.217752,-0.345217,0.674501,1.439288,1.694218,1.694218,1.226847,0.92943,0.419571,3.293852,1.0
-2.393368,-0.907337,-1.299427,-1.42007,-1.540713,-1.540713,-1.45023,-1.02798,-0.726372,0.238773,1.113435,1.143596,1.083274,0.992792,0.872149,0.90231,0.992792,1.113435,0.811827,0.600702,0.419737,-0.002513,-0.304121,0.268934,-0.334282,3.293852,2.0
-2.393368,-0.775004,-1.117337,-1.45967,-1.545253,-1.687892,-1.431142,-1.45967,-0.489726,0.508745,1.107828,1.33605,1.278994,0.965189,0.708439,0.794023,0.993717,0.851078,0.5658,0.337578,0.309051,-0.06181,0.023773,0.366106,-0.118866,3.293852,2.0
-2.393368,-0.777636,-1.128669,-1.333438,-1.508955,-1.508955,-1.362691,-1.508955,-0.71913,0.392475,1.29931,1.357815,1.357815,1.036035,0.743508,0.685002,0.831266,0.948277,0.714255,0.480233,0.246211,-0.104822,-0.163328,0.216958,-0.192581,3.293852,2.0
-2.393368,0.206267,-0.174533,-0.990533,-1.208133,-1.208133,-1.316933,-0.664133,-1.153733,-0.881733,-0.228933,0.532666,0.750266,0.587066,0.206267,0.151867,-0.337733,-0.609733,-0.446533,-0.228933,0.532666,0.695866,2.436666,2.110265,1.239866,3.293852,2.0
-2.393368,0.525891,-0.07774,-0.516745,-0.845998,-1.010625,-1.120376,-1.833758,-1.724007,-1.285002,-0.132616,0.471015,0.745393,0.745393,0.251513,-0.07774,-0.022865,-0.187491,-0.297243,-0.132616,0.525891,1.074646,2.117281,1.568526,1.239273,3.293852,2.0
-2.393368,-0.950058,-1.275019,-1.518739,-1.599979,-1.681219,-1.437499,-1.031298,-0.543858,0.539344,1.135105,1.053865,0.972625,0.783065,0.349784,0.485184,0.539344,0.458104,0.322704,0.458104,1.432986,1.162185,0.647664,0.024823,-0.327217,3.293852,1.0
-2.393368,-0.795504,-1.203723,-1.423533,-1.486336,-1.549139,-1.486336,-1.235124,-0.418686,0.586161,1.151387,1.245592,1.245592,0.931577,0.805971,0.837373,1.21419,0.962978,0.743168,0.397752,0.209343,-0.261679,-0.167475,0.052336,-0.355883,3.293852,2.0
-2.393368,-0.506652,-0.985378,-1.464104,-1.416232,-1.511977,-1.128996,-1.320486,-0.315161,0.450801,1.456125,1.695489,1.36038,1.025272,0.402928,-0.075798,-0.075798,-0.171544,-0.410907,-0.315161,0.355055,1.551871,0.929527,0.498673,-0.027926,3.293852,1.0
-2.393368,-0.668592,-1.093096,-1.319497,-1.376098,-1.432698,-1.291197,-1.545899,-1.064795,0.095513,1.086021,1.284122,1.369023,1.312422,0.859619,0.887919,0.97282,0.887919,0.689818,0.378515,0.265314,-0.159189,-0.102588,0.152114,-0.187489,3.293852,2.0
-2.393368,-0.769062,-1.039501,-1.37755,-1.647989,-1.51277,-1.51277,-0.904281,-1.107111,-0.295793,0.785964,1.529672,1.191623,0.988794,0.718354,0.447915,0.785964,0.785964,0.447915,0.312695,0.177476,-0.295793,1.326843,0.650745,0.312695,3.293852,2.0
-2.393368,0.001894,-0.452713,-0.816399,-1.043703,-1.180086,-1.043703,-0.816399,-1.180086,-0.770939,-0.134488,0.592884,0.592884,0.411041,0.229198,-0.316331,-0.452713,-0.634556,-0.634556,-0.27087,1.956707,2.13855,1.774864,1.274795,0.774727,3.293852,1.0
-2.393368,-0.910336,-1.190114,-1.317285,-1.469891,-1.52076,-1.419022,-1.215548,-0.834033,0.8955,1.455054,1.455054,1.353317,1.048105,0.692025,0.717459,0.641157,0.539419,0.234208,0.056167,-0.020135,0.234208,0.641157,0.259642,-0.325347,3.293852,2.0
-2.393368,0.274858,-0.492188,-0.90128,-1.310372,-1.259235,-1.156962,-1.003553,-0.645598,-1.105826,-0.083097,0.479404,0.581677,0.632814,0.070313,-0.287643,-0.18537,-0.389915,-0.594461,-0.134233,0.735086,2.218044,2.064634,1.502133,0.990769,3.293852,1.0
-2.393368,-0.841549,-1.21398,-1.471816,-1.58641,-1.58641,-1.500465,-1.242628,-0.354525,0.30439,1.106548,1.364384,1.364384,1.106548,0.705469,0.590875,0.848712,0.963306,0.562227,0.333039,0.103851,-0.039392,0.619524,0.161148,-0.297228,3.293852,2.0
-2.393368,-0.816663,-1.232577,-1.388544,-1.596501,-1.622496,-1.414539,-1.518517,-0.140804,0.327099,1.080942,1.18492,1.158926,0.872985,0.743012,0.84699,1.028952,1.106936,0.795001,0.483066,0.171131,-0.114809,-0.06282,0.301104,-0.192793,3.293852,2.0
-2.393368,-0.648886,-1.134602,-1.286388,-1.529246,-1.559603,-1.468531,-1.286388,-0.679243,0.261831,1.172548,1.26362,1.26362,0.92969,0.899333,0.686833,1.172548,1.142191,0.868976,0.413617,0.140402,-0.132813,-0.041741,-0.041741,-0.406028,3.293852,2.0
-2.393368,-1.030171,-1.401141,-1.553894,-1.619359,-1.619359,-1.422963,-1.073814,0.19185,0.999256,1.195653,1.217474,1.108366,0.911969,0.453712,0.344603,0.410068,0.410068,0.257315,0.279137,1.130187,0.80286,0.475533,-0.04819,-0.41916,3.293852,1.0
-2.393368,-1.144181,-1.379503,-1.542419,-1.596724,-1.614826,-1.361401,-0.999367,-0.239094,0.62979,0.973723,1.082333,1.064231,0.955621,0.539281,0.539281,0.702197,0.756502,0.756502,0.973723,0.919417,0.557383,0.21345,-0.166687,-0.61923,3.293852,1.0
-2.393368,-0.762276,-1.193302,-1.336977,-1.528544,-1.528544,-1.528544,-1.097518,-0.618601,0.339233,1.1055,1.344959,1.392851,1.249176,1.009717,0.770258,0.866042,0.674475,0.81815,0.482908,0.003991,-0.331251,-0.139684,0.24345,-0.235468,3.293852,2.0
-2.393368,-0.72884,-0.986077,-1.371934,-1.532707,-1.725636,-1.436243,-1.018232,-0.053591,0.621658,1.039669,1.136133,1.039669,0.685967,0.107182,-0.150055,-0.246519,-0.117901,0.107182,1.329061,1.618453,1.296906,0.718122,0.075028,-0.407293,3.293852,1.0
-2.393368,-0.669874,-1.185712,-1.386316,-1.472289,-1.58692,-1.500947,-1.58692,-0.440612,0.591065,1.221534,1.336165,1.27885,1.135561,0.734353,0.734353,0.848984,0.848984,0.505092,0.247173,0.218515,0.046569,0.1612,0.189857,-0.268666,3.293852,2.0
-2.393368,-0.888483,-1.306592,-1.557458,-1.696828,-1.557458,-1.50171,-0.999979,-0.470373,0.672459,1.341435,1.313561,1.257813,0.951199,0.560964,0.588838,0.700333,0.700333,0.449468,0.365846,0.11498,0.142854,0.783955,0.337972,-0.303129,3.293852,2.0
-2.393368,-1.043653,-1.326677,-1.528838,-1.56927,-1.609702,-1.508622,-1.185165,0.007581,0.654494,1.079031,1.038599,0.897087,0.553414,0.351254,0.37147,0.432118,0.57363,0.937519,1.260975,1.119463,0.654494,0.37147,-0.053067,-0.477604,3.293852,1.0
-2.393368,-0.601788,-0.996991,-1.356267,-1.499978,-1.535905,-1.46405,-1.176629,-0.70957,-0.314367,-0.278439,0.368258,0.655679,0.799389,0.404186,0.04491,-0.026946,0.008982,1.08681,1.302376,1.589797,1.482014,1.194593,0.691607,0.33233,3.293852,1.0
-2.393368,-1.027965,-1.323588,-1.511713,-1.646087,-1.592337,-1.457963,-1.162339,-0.275468,0.638279,1.122027,1.229526,1.095152,0.799528,0.530779,0.557654,0.692028,0.638279,0.450154,0.31578,0.933902,0.960777,0.450154,0.127656,-0.544217,3.293852,1.0
-2.393368,-0.911049,-1.313888,-1.515307,-1.694346,-1.627206,-1.425787,-0.933429,-0.127752,0.968864,1.170283,1.147903,0.924104,0.700305,0.252707,0.297466,0.230327,0.610785,1.058383,1.080763,1.013624,0.610785,0.252707,-0.150132,-0.62011,3.293852,1.0
-2.393368,-0.997656,-1.344667,-1.558212,-1.611598,-1.638291,-1.478133,-1.024349,-0.303634,0.577239,0.790784,1.031023,0.897557,0.870864,0.443773,0.203535,0.363694,0.41708,0.737398,1.35134,1.271261,0.817477,0.49716,0.043376,-0.357021,3.293852,1.0
-2.393368,-0.549185,-0.939395,-1.416318,-1.503032,-1.633102,-1.503032,-1.242892,0.231236,0.664802,1.271796,1.401866,1.098369,0.578089,0.231236,-0.115618,-0.158974,-0.158974,-0.289045,0.014452,1.575293,1.358509,0.881586,0.361306,-0.158974,3.293852,1.0
-2.393368,0.022959,-0.678339,-1.079082,-1.429731,-1.529916,-1.379638,-1.680195,-1.079082,0.273423,1.275278,1.976577,1.375464,1.175093,0.323516,-0.077226,-0.127319,0.022959,-0.027134,0.022959,0.473794,0.273423,1.125,0.724258,0.022959,3.293852,2.0
-2.393368,-0.88936,-1.111989,-1.390277,-1.52942,-1.52942,-1.445934,-1.585078,-0.694559,0.557734,1.002994,1.225623,1.197795,1.030822,0.613391,0.947336,0.919507,0.808193,0.724706,0.557734,0.529905,0.056817,-0.026669,0.195961,-0.165813,3.293852,2.0
-2.393368,-1.000013,-1.3139,-1.531206,-1.627787,-1.651932,-1.41048,-1.000013,-0.444674,0.69015,1.173053,1.221343,1.052327,0.73844,0.424553,0.400407,0.472843,0.521133,0.352117,0.424553,1.293779,0.955746,0.641859,0.08652,-0.468819,3.293852,1.0
-2.393368,-0.523766,-0.836074,-1.070305,-1.616844,-1.616844,-1.538767,-0.836074,-1.382613,-0.211458,1.037773,1.193927,1.350081,1.11585,0.569311,0.725465,0.647388,0.569311,0.33508,0.178926,0.022772,-0.523766,1.506235,0.881619,0.022772,3.293852,2.0
-2.393368,-0.205574,-0.986756,-1.27456,-1.43902,-1.521249,-0.986756,-0.863412,-0.698952,0.904527,1.767938,1.891283,1.644594,1.027871,0.452263,0.123345,-0.287804,-0.493378,-0.328919,-0.452263,0,0.205574,1.151216,0.493378,-0.123345,3.293852,2.0
-2.393368,-1.16252,-1.340912,-1.519303,-1.626338,-1.626338,-1.447947,-0.930611,-0.038652,0.817629,1.01386,1.031699,0.978182,0.835468,0.514363,0.496524,0.639237,0.674916,0.996021,1.049538,0.871147,0.425167,0.193258,-0.234883,-0.609505,3.293852,1.0
-2.393368,-0.997519,-1.292716,-1.528873,-1.705992,-1.646952,-1.440314,-0.90896,-0.141448,0.626063,1.098378,1.186937,1.157418,1.157418,0.567024,0.744142,0.803181,0.685103,0.419425,0.065189,0.153748,0.803181,0.803181,-0.082409,-0.525204,3.293852,2.0
-2.393368,-0.849231,-1.192889,-1.40437,-1.536546,-1.536546,-1.377935,-1.615852,-0.769925,0.472529,1.159845,1.265585,1.106974,1.106974,0.736881,0.684011,0.869057,0.842622,0.657576,0.419659,0.419659,0.208177,0.181742,0.287483,-0.13548,3.293852,2.0
-2.393368,-0.167781,-0.806165,-1.248124,-1.44455,-1.542763,-1.542763,-1.29723,-0.167781,0.323285,1.256308,1.698267,1.305415,0.912563,0.126858,-0.118674,-0.216887,-0.3151,-0.511526,0.66703,0.126858,1.600054,1.207202,0.372391,-0.216887,3.293852,2.0
-2.393368,0.740714,0.118168,-0.573549,-0.573549,-0.781064,-0.573549,-0.435206,-0.089347,-0.573549,0.256512,0.740714,0.948229,0.671542,0.048997,-0.781064,-1.196095,-1.126923,-1.126923,-1.334438,-0.850236,1.017401,2.193321,1.77829,1.501603,3.293852,1.0
-2.393368,-0.781677,-1.191886,-1.383317,-1.520054,-1.574748,-1.465359,-1.602095,-0.535551,0.476299,1.214675,1.433454,1.159981,0.941203,0.55834,0.749772,0.886508,0.859161,0.640382,0.476299,0.284868,0.066089,0.066089,0.366909,-0.125342,3.293852,2.0
-2.393368,-1.249836,-1.414049,-1.560015,-1.578261,-1.614752,-1.432294,-0.866675,-0.173335,0.501759,0.921412,1.067379,0.939658,0.738954,0.483513,0.428776,0.538251,0.574742,0.957904,1.286328,1.049133,0.62948,0.337547,-0.173335,-0.392284,3.293852,1.0
-2.393368,0.553613,0.090892,-0.504036,-0.636242,-0.702345,-0.768448,-1.231169,-1.495581,-1.165066,-0.504036,0.024789,0.289201,0.355304,0.090892,-0.305727,-0.37183,-0.305727,-0.305727,-0.305727,0.024789,0.619716,2.404498,2.272292,1.875674,3.293852,2.0
-2.393368,-1.046831,-1.349809,-1.512952,-1.629482,-1.652788,-1.466339,-1.000218,-0.370955,0.654512,1.167245,1.074021,0.887572,0.654512,0.398145,0.468063,0.584594,0.537982,0.398145,0.514675,1.423612,1.050715,0.468063,0.141779,-0.394261,3.293852,1.0
-2.393368,-1.064228,-1.341638,-1.500157,-1.579417,-1.599232,-1.420897,-1.143488,-0.212185,0.501153,0.857822,0.956897,0.956897,0.877637,0.520968,0.620043,0.659673,0.818193,1.075787,1.115417,0.956897,0.520968,0.263374,-0.291445,-0.549039,3.293852,1.0
-2.393368,-0.393751,-0.839507,-1.463565,-1.552717,-1.641868,-1.374414,-0.928658,-1.285263,-0.3046,1.300122,1.567575,1.21097,1.121819,0.676063,0.676063,0.497761,0.497761,0.40861,0.052005,0.141156,-0.3046,1.21097,0.586912,0.141156,3.293852,2.0
-2.393368,-0.099111,-0.654133,-1.050578,-1.2488,-1.328089,-1.129867,-0.892,-0.654133,-0.812711,-0.138756,0.416267,0.614489,0.5352,-0.059467,-0.138756,-0.495556,-0.574845,-0.574845,0.971289,1.9624,2.041689,1.645245,1.090222,0.574844,3.293852,1.0
-2.393368,-0.007175,-0.523753,-1.083379,-1.126427,-1.29862,-1.255572,-0.954234,-0.437656,-0.82509,0.078922,0.552451,0.681596,0.552451,0.12197,-0.222416,-0.480705,-0.652897,-0.695945,-0.050223,1.7578,2.016089,1.973041,1.198174,0.681596,3.293852,1.0
-2.393368,0.320793,-0.160397,-0.834062,-1.315252,-1.41149,-1.219014,-0.641586,-1.41149,-0.256635,1.379411,2.053077,1.860601,1.475649,0.705745,-0.352873,-0.160397,-0.160397,-0.256635,-0.256635,0.032079,-0.737824,-0.160397,1.090697,0.417031,3.293852,2.0
-2.393368,0.94351,0.257321,-0.200139,-0.085774,-0.428868,-0.200139,0.257321,-1.229423,-0.771963,-0.200139,0.257321,0.257321,-0.085774,-0.085774,-1.572517,-0.771963,-0.886328,-0.543233,-0.543233,-0.771963,-0.085774,2.544619,2.201524,1.744065,3.293852,2.0
-2.393368,-1.012571,-1.353818,-1.548816,-1.597566,-1.500067,-1.256319,-1.012571,-0.915071,0.571793,1.205538,1.327412,1.205538,1.034914,0.791166,0.644917,0.766791,0.766791,0.474293,0.425544,0.352419,0.230545,0.693667,0.084296,-0.378825,3.293852,2.0
-2.393368,-0.685183,-1.129626,-1.366662,-1.45555,-1.48518,-1.45555,-1.396291,-0.655553,0.351851,1.092589,1.299995,1.270366,1.062959,0.855552,0.825923,1.092589,1.122218,0.825923,0.292592,0.174073,-0.21111,-0.24074,0.025926,-0.21111,3.293852,2.0
-2.393368,0.165438,-0.60804,-1.123692,-1.381518,-1.484649,-1.329953,-2.103431,-0.917431,0.47483,1.712395,1.712395,1.351439,1.093613,0.113873,0.113873,0.113873,0.165438,-0.092388,0.062308,0.320134,0.423265,0.423265,0.732656,0.062308,3.293852,2.0
-2.393368,-1.017503,-1.34667,-1.470108,-1.634691,-1.614118,-1.428962,-1.058649,-0.174013,0.731196,0.957499,1.101509,1.039791,0.731196,0.422602,0.402029,0.422602,0.463748,0.54604,1.410103,1.122082,0.648905,0.381457,-0.009429,-0.626617,3.293852,1.0
-2.393368,-0.248617,-0.797711,-1.127167,-1.49323,-1.49323,-1.310199,-1.017349,-0.687892,-0.724499,-0.102192,0.410295,0.739751,0.776357,0.190658,-0.102192,-0.248617,-0.358436,-0.065586,1.43527,1.764726,1.691514,1.43527,1.032601,0.300476,3.293852,1.0
-2.393368,-0.857787,-1.281968,-1.536476,-1.621312,-1.706148,-1.536476,-0.914345,-0.348771,0.810656,1.347951,1.347951,1.206558,1.093443,0.640984,0.612705,0.640984,0.471312,0.329918,0.188525,0.216803,0.216803,0.754099,0.301639,-0.377049,3.293852,2.0
-2.393368,-0.943291,-1.115358,-1.533232,-1.705299,-1.705299,-1.336585,-1.1891,-0.476255,0.433238,0.728209,0.851113,0.924856,0.949436,0.457819,0.4824,0.384076,0.629885,0.924856,1.268988,1.31815,0.728209,0.408657,-0.05838,-0.427093,3.293852,1.0
-2.393368,-0.891088,-1.2081,-1.573883,-1.573883,-1.622654,-1.500726,-1.2081,-0.622847,0.352574,0.840285,1.181682,1.254839,0.986598,0.815899,0.620815,0.86467,0.840285,0.840285,0.523273,0.352574,0.401345,0.620815,0.059948,-0.354606,3.293852,2.0
-2.393368,-1.073253,-1.287904,-1.529385,-1.636711,-1.663542,-1.502554,-0.992759,-0.40247,0.40247,0.992759,1.153747,1.046422,0.992759,0.670783,0.858602,0.885434,0.992759,0.509795,0.40247,0.268313,0.670783,0.590289,0.080494,-0.429301,3.293852,2.0
-2.393368,-0.370678,-0.842724,-1.205837,-1.387393,-1.568949,-1.532638,-1.169525,-0.806413,-0.479611,-0.261744,0.537104,0.863906,1.045462,0.355548,0.065058,-0.007565,-0.225432,0.173991,1.55382,1.626442,1.408574,1.335952,0.646038,0.246614,3.293852,1.0
-2.393368,-1.015539,-1.340782,-1.544059,-1.564387,-1.605043,-1.422093,-1.056194,-0.080464,0.976577,1.03756,1.118871,0.935922,0.793628,0.387074,0.346418,0.468384,0.468384,0.448057,1.200182,1.118871,0.854611,0.32609,-0.304069,-0.548001,3.293852,1.0
-2.393368,-0.144905,-0.905654,-1.23169,-1.775083,-1.557726,-1.23169,-0.796976,-1.23169,0.181131,1.267916,0.833202,1.376595,1.159238,1.376595,0.724524,0.181131,0.289809,-0.036226,-0.362262,-0.47094,-0.253583,1.376595,0.941881,0.289809,3.293852,2.0
-2.393368,-0.603589,-1.078544,-1.43476,-1.553499,-1.672238,-1.43476,-0.841066,-1.078544,0.049474,1.058754,1.41497,1.41497,1.355601,0.761907,0.702538,0.761907,0.643168,0.643168,0.227583,0.108844,-0.425481,0.643168,0.405691,-0.069264,3.293852,2.0
-2.393368,-0.674513,-1.146304,-1.3822,-1.677069,-1.736043,-1.352713,-1.08733,-0.114262,0.858807,0.976754,1.153676,1.006241,0.799833,0.151121,-0.084775,-0.202723,-0.143749,0.092147,1.301111,1.389572,1.183163,0.770346,0.151121,-0.23221,3.293852,1.0
-2.393368,-1.073661,-1.383883,-1.597162,-1.61655,-1.597162,-1.44205,-0.996105,-0.104215,0.729508,1.097897,1.117286,0.981564,0.768286,0.380507,0.399896,0.555008,0.419285,0.671341,1.214231,1.078508,0.613174,0.283563,0.012118,-0.511383,3.293852,1.0
