@relation 'Original signal'

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a29 numeric
@attribute a30 numeric
@attribute a31 numeric
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute a35 numeric
@attribute a36 numeric
@attribute a37 numeric
@attribute a38 numeric
@attribute a39 numeric
@attribute a40 numeric
@attribute a41 numeric
@attribute a42 numeric
@attribute a43 numeric
@attribute a44 numeric
@attribute a45 numeric
@attribute a46 numeric
@attribute a47 numeric
@attribute a48 numeric
@attribute a49 numeric
@attribute a50 numeric
@attribute a51 numeric
@attribute a52 numeric
@attribute a53 numeric
@attribute a54 numeric
@attribute a55 numeric
@attribute a56 numeric
@attribute a57 numeric
@attribute a58 numeric
@attribute a59 numeric
@attribute a60 numeric
@attribute a61 numeric
@attribute a62 numeric
@attribute a63 numeric
@attribute a64 numeric
@attribute a65 numeric
@attribute a66 numeric
@attribute a67 numeric
@attribute a68 numeric
@attribute a69 numeric
@attribute a70 numeric
@attribute a71 numeric
@attribute a72 numeric
@attribute a73 numeric
@attribute a74 numeric
@attribute a75 numeric
@attribute a76 numeric
@attribute a77 numeric
@attribute a78 numeric
@attribute a79 numeric
@attribute a80 numeric
@attribute a81 numeric
@attribute a82 numeric
@attribute a83 numeric
@attribute a84 numeric
@attribute destClass {2.0,1.0}

@data
-3.796645,0.241163,0.220499,0.282491,0.365147,0.406475,0.406475,0.447803,0.261827,0.158508,0.158508,0.137844,0.11718,0.096516,0.11718,0.096516,0.096516,0.075852,0.01386,-0.048132,-0.048132,-0.006804,-0.027468,-0.048132,-0.027468,-0.068796,-0.08946,-0.110124,0.01386,-0.027468,-0.585395,-1.783903,-2.858429,-3.02374,-2.817101,-2.589797,-2.34183,-2.13519,-1.990543,-1.76324,-1.515272,-1.329297,-0.998673,-0.709378,-0.440747,-0.234107,-0.08946,0.220499,0.509795,0.69577,0.69577,0.716434,0.69577,0.716434,0.69577,0.757762,0.757762,0.757762,0.819754,0.840418,0.90241,0.943738,0.985066,1.047057,1.088385,1.129713,1.171041,1.129713,1.129713,1.109049,1.026393,0.943738,0.819754,0.69577,0.530459,0.406475,0.282491,0.199835,0.055188,-0.048132,-0.08946,-0.151452,-0.19278,1.929262,2.0
-3.796645,0.486326,0.526689,0.506508,0.486326,0.445963,0.526689,0.587234,0.627597,0.66796,0.708323,0.647778,0.567052,0.264329,0.223966,0.244147,0.223966,0.244147,0.264329,0.264329,0.163421,0.123058,0.14324,0.123058,0.102877,0.082695,0.082695,0.062514,0.042332,0.001969,0.02215,0.082695,0.042332,-0.522751,-1.693281,-2.762902,-3.065626,-3.005081,-2.783084,-2.540905,-2.258364,-2.096911,-1.874915,-1.592373,-1.370376,-1.047471,-0.744748,-0.522751,-0.341117,-0.159483,0.14324,0.425781,0.607415,0.607415,0.627597,0.627597,0.607415,0.607415,0.607415,0.627597,0.66796,0.66796,0.708323,0.728504,0.748686,0.789049,0.849594,0.889957,0.889957,0.910138,0.869775,0.910138,0.829412,0.789049,0.708323,0.587234,0.466144,0.304692,0.223966,0.102877,0.001969,-0.11912,-0.220028,1.929262,2.0
-3.796645,-0.025569,-0.093203,-0.039096,0.001485,0.015011,0.069118,0.150279,0.3126,0.3126,0.244966,0.231439,0.177332,0.069118,0.015011,-0.079676,-0.066149,-0.106729,-0.106729,-0.18789,-0.241997,-0.296104,-0.309631,-0.309631,-0.323157,-0.282577,-0.255524,-0.296104,-0.377264,-0.120256,0.055592,-0.526059,-1.621726,-2.31159,-2.595652,-2.81208,-2.717393,-2.108689,-1.878734,-1.824627,-1.702886,-1.675833,-1.445878,-1.121236,-0.701907,-0.336684,-0.18789,-0.093203,0.163806,0.461394,0.637242,0.718403,0.745456,0.731929,0.85367,0.907777,0.975411,1.002465,1.070098,1.124205,1.164786,1.245946,1.31358,1.327107,1.367687,1.421794,1.35416,1.340633,1.245946,1.151259,1.002465,0.867197,0.786036,0.650769,0.529028,0.434341,0.299073,0.231439,0.096172,0.150279,0.096172,0.042065,0.015011,1.929262,1.0
-3.796645,-0.089773,-0.066292,-0.101514,-0.066292,-0.101514,0.051115,0.027634,0.039374,0.121559,0.215484,0.227225,0.156781,0.121559,0.109818,0.051115,-0.042811,-0.078033,-0.113255,-0.101514,-0.113255,-0.195439,-0.218921,-0.277624,-0.242402,-0.230661,-0.242402,-0.254143,-0.277624,-0.277624,-0.277624,-0.113255,0.297669,0.015893,-0.89988,-1.827394,-2.390946,-2.590538,-2.660982,-2.520094,-2.09743,-1.968282,-1.874357,-1.698246,-1.604321,-1.322544,-1.029028,-0.747251,-0.500697,-0.312846,-0.078033,0.215484,0.509001,0.591186,0.673371,0.673371,0.732074,0.779037,0.790778,0.872962,0.908184,0.978629,1.060813,1.107776,1.17822,1.225183,1.283886,1.35433,1.366071,1.377812,1.401293,1.307367,1.272146,1.17822,1.037332,0.966888,0.861222,0.732074,0.591186,0.415076,0.297669,0.274188,0.156781,1.929262,1.0
-3.796645,-0.298709,-0.298709,-0.279437,-0.202351,-0.086722,-0.06745,-0.028907,-0.048179,-0.163808,-0.18308,-0.202351,-0.221623,-0.260166,-0.279437,-0.221623,-0.202351,-0.18308,-0.221623,-0.279437,-0.260166,-0.202351,-0.221623,-0.202351,-0.221623,-0.18308,-0.202351,-0.221623,-0.18308,-0.105993,-0.202351,-0.838311,-2.013875,-2.765464,-2.861822,-2.649835,-2.437848,-2.168047,-1.975332,-1.744073,-1.493544,-1.300828,-0.973212,-0.626325,-0.395066,-0.18308,-0.028907,0.163808,0.433609,0.645596,0.722682,0.780497,0.81904,0.799768,0.81904,0.857583,0.896126,0.915398,0.934669,0.973212,1.050298,1.050298,1.127385,1.165928,1.223742,1.243014,1.262285,1.281557,1.243014,1.223742,1.127385,1.088841,1.011755,0.915398,0.799768,0.703411,0.645596,0.549239,0.472152,0.433609,0.375795,0.337252,0.298709,1.929262,2.0
-3.796645,0.105137,0.093028,0.068812,0.093028,0.093028,0.189896,0.250438,0.286764,0.419957,0.323089,0.274655,0.274655,0.177788,0.141462,0.093028,0.068812,0.020378,-0.003839,-0.015948,-0.064382,-0.185466,-0.197575,-0.185466,-0.209683,-0.2339,-0.221792,-0.2339,-0.258117,-0.246009,-0.197575,0.068812,0.020378,-0.86354,-1.929085,-2.43764,-2.582942,-2.631376,-2.486074,-2.134929,-2.001736,-1.929085,-1.808,-1.747458,-1.517397,-1.214686,-0.887757,-0.585046,-0.367093,-0.149141,0.129354,0.468391,0.589475,0.625801,0.674235,0.71056,0.734777,0.783211,0.807428,0.855862,0.904296,0.952729,1.001163,1.061705,1.158573,1.207007,1.207007,1.243333,1.291766,1.291766,1.291766,1.231224,1.170682,1.122248,0.952729,0.819536,0.686343,0.528933,0.419957,0.323089,0.189896,0.068812,-0.040165,1.929262,1.0
-3.796645,1.848127,0.219964,0.255175,0.219964,0.219964,0.219964,0.219964,0.219964,0.237569,0.290385,0.360807,0.431228,0.448834,0.27278,0.27278,0.255175,0.167148,0.149542,0.114332,0.131937,0.096726,0.079121,0.079121,0.026305,-0.026511,-0.044117,-0.026511,-0.026511,-0.061722,-0.079327,-0.096933,-0.114538,-0.061722,-0.026511,-0.44904,-1.646205,-2.825765,-3.107451,-2.984214,-2.825765,-2.491263,-2.051129,-1.85747,-1.6286,-1.39973,-1.188466,-0.853964,-0.589883,-0.325803,-0.132144,0.026305,0.255175,0.466439,0.660098,0.73052,0.748125,0.748125,0.76573,0.800941,0.818546,0.853757,0.888968,0.924179,0.976995,1.029811,1.029811,1.082627,1.100232,1.082627,1.047416,0.976995,0.888968,0.783336,0.624887,0.50165,0.378412,0.255175,0.096726,0.008699,-0.061722,-0.149749,-0.255381,1.929262,2.0
-3.796645,-0.253103,-0.293285,-0.333468,-0.273194,-0.253103,-0.273194,-0.192828,-0.152646,-0.132554,-0.052189,0.028177,-0.112463,-0.112463,-0.152646,-0.192828,-0.192828,-0.172737,-0.253103,-0.253103,-0.233011,-0.233011,-0.273194,-0.313377,-0.313377,-0.273194,-0.293285,-0.313377,-0.293285,-0.293285,-0.313377,-0.233011,-0.092371,-0.614748,-1.619318,-2.523431,-2.684162,-2.664071,-2.603797,-2.282334,-1.759958,-1.639409,-1.438495,-1.177307,-0.976393,-0.695114,-0.454017,-0.192828,-0.012006,0.128634,0.309457,0.550553,0.771559,0.811742,0.831833,0.872016,0.93229,0.952381,0.972473,1.052838,1.133204,1.153296,1.233661,1.314027,1.374301,1.414484,1.454666,1.494849,1.454666,1.414484,1.293935,1.173387,1.052838,0.952381,0.831833,0.691193,0.590736,0.510371,0.409914,0.369731,0.349639,0.289365,0.289365,1.929262,2.0
-3.796645,1.865048,-0.19124,-0.14664,-0.19124,-0.079739,-0.19124,-0.057439,-0.057439,-0.057439,0.076362,0.120962,0.210162,0.009461,-0.057439,-0.035139,-0.079739,-0.14664,-0.102039,-0.14664,-0.124339,-0.124339,-0.079739,-0.124339,-0.21354,-0.14664,-0.102039,-0.14664,-0.102039,-0.124339,-0.124339,-0.124339,-0.124339,-0.012839,0.009461,-0.32504,-1.172445,-2.15365,-2.621953,-2.711153,-2.443552,-2.398952,-2.19825,-2.06445,-1.863749,-1.618447,-1.373146,-1.105545,-0.815643,-0.570342,-0.30274,-0.124339,0.120962,0.410863,0.678465,0.812266,0.789965,0.834566,0.901466,0.879166,0.901466,0.901466,0.946066,0.990667,1.035267,1.035267,0.990667,1.102167,1.146767,1.102167,1.146767,1.146767,1.169067,1.146767,1.124467,1.035267,1.012967,0.923766,0.767665,0.656165,0.522364,0.321663,0.232462,1.929262,2.0
-3.796645,0.954777,-0.106277,-0.119565,-0.132852,-0.132852,-0.119565,-0.106277,-0.066414,-0.053127,0.053174,0.079749,0.225913,0.318926,0.225913,0.252488,0.172763,0.093037,0.079749,-0.039839,-0.106277,-0.159427,-0.159427,-0.159427,-0.19929,-0.305591,-0.292303,-0.279016,-0.318879,-0.279016,-0.292303,-0.318879,-0.345454,-0.159427,0.066462,-0.292303,-1.209148,-2.099417,-2.511332,-2.830235,-2.816947,-2.232293,-1.91339,-1.86024,-1.740651,-1.634351,-1.5812,-1.182572,-0.797232,-0.451755,-0.212578,-0.079702,0.172763,0.451802,0.597966,0.677691,0.783992,0.810567,0.877005,0.916868,0.956731,1.009881,1.076319,1.156045,1.18262,1.249058,1.328784,1.342071,1.408509,1.355359,1.315496,1.288921,1.18262,1.063032,1.009881,0.863718,0.730842,0.624541,0.491665,0.411939,0.318926,0.292351,0.225913,1.929262,1.0
-3.796645,0.276791,0.234799,0.17181,0.192806,0.17181,0.234799,0.276791,0.318784,0.381772,0.402768,0.423764,0.33978,0.255795,0.213803,0.150814,0.129818,0.066829,0.045833,0.108822,0.066829,0.003841,-0.059148,-0.080144,-0.10114,-0.122136,-0.122136,-0.059148,-0.164129,-0.164129,-0.185125,-0.038152,-0.017155,-0.710029,-1.801831,-2.746659,-2.956621,-2.956621,-2.809648,-2.431716,-1.9698,-1.86482,-1.633862,-1.339915,-1.171945,-0.836007,-0.584052,-0.395087,-0.164129,-0.017155,0.17181,0.486753,0.696715,0.654722,0.675719,0.759703,0.759703,0.801696,0.822692,0.88568,0.927673,1.011657,0.990661,1.158631,1.179627,1.263612,1.242615,1.263612,1.284608,1.221619,1.116639,0.990661,0.906677,0.738707,0.549742,0.402768,0.255795,0.17181,0.087825,0.003841,-0.080144,-0.164129,-0.206121,1.929262,2.0
-3.796645,0.333838,0.333838,0.272276,0.292797,0.333838,0.37488,0.436442,0.477484,0.559567,0.395401,0.354359,0.354359,0.272276,0.210713,0.169672,0.149151,0.149151,0.149151,0.087589,0.046547,-0.015015,-0.015015,-0.035536,-0.035536,-0.035536,-0.056057,-0.097098,-0.117619,-0.097098,0.026026,-0.13814,-0.876888,-2.108136,-2.949488,-3.072613,-3.01105,-2.74428,-2.190219,-1.985011,-1.759282,-1.533554,-1.328346,-1.123138,-0.733243,-0.466473,-0.240744,-0.076578,0.12863,0.395401,0.580088,0.723733,0.744254,0.744254,0.785296,0.764775,0.826337,0.8879,0.90842,0.949462,0.990503,1.072587,1.093107,1.134149,1.195711,1.236753,1.195711,1.15467,1.072587,1.011024,0.826337,0.64165,0.518525,0.395401,0.251755,0.10811,0.026026,-0.097098,-0.13814,-0.220223,-0.240744,-0.281785,-0.322827,1.929262,2.0
-3.796645,0.065569,0.031965,-0.012841,0.031965,0.031965,0.009562,0.076771,0.065569,0.188785,0.199987,0.368008,0.300799,0.255994,0.222389,0.188785,0.177584,0.087972,0.020764,0.009562,-0.001639,-0.024042,-0.080049,-0.158459,-0.180862,-0.169661,-0.169661,-0.169661,-0.158459,-0.169661,-0.192064,-0.248071,-0.068848,0.289598,0.155181,-0.707329,-1.816271,-2.533162,-2.790795,-2.835601,-2.600371,-2.197119,-2.073904,-1.984292,-1.737861,-1.681854,-1.401818,-1.065775,-0.707329,-0.449696,-0.225668,0.031965,0.278396,0.502425,0.580835,0.636842,0.681648,0.704051,0.737655,0.771259,0.816065,0.872072,0.928079,0.995288,1.051295,1.084899,1.129705,1.174511,1.230518,1.230518,1.252921,1.252921,1.208115,1.152108,1.073698,0.961684,0.849669,0.704051,0.603238,0.491224,0.368008,0.278396,0.199987,1.929262,1.0
-3.796645,1.85759,0.144574,0.125756,0.201029,0.163392,0.106937,0.182211,0.163392,0.219848,0.351577,0.276303,0.370395,0.351577,0.201029,0.201029,0.088119,0.106937,0.144574,0.031663,0.106937,0.0693,0.031663,-0.005973,-0.062429,-0.04361,-0.04361,-0.062429,-0.100066,-0.081247,-0.062429,-0.156521,-0.100066,-0.04361,0.012845,-0.608163,-1.699632,-2.828738,-3.111015,-3.111015,-2.92283,-2.471188,-2.019546,-1.812543,-1.530266,-1.323264,-1.116261,-0.815166,-0.551708,-0.269431,-0.137702,0.031663,0.219848,0.483306,0.652672,0.67149,0.633853,0.652672,0.709127,0.690309,0.727945,0.765582,0.822038,0.803219,0.897311,0.934948,0.972585,0.972585,0.991403,1.085496,1.085496,1.047859,0.972585,0.991403,0.878493,0.746764,0.633853,0.502124,0.408032,0.295122,0.182211,0.125756,-0.005973,1.929262,2.0
-3.796645,0.519788,0.499355,0.499355,0.540221,0.560653,0.601519,0.642384,0.703682,0.703682,0.499355,0.478923,0.438057,0.397192,0.376759,0.274596,0.315461,0.295028,0.254163,0.172432,0.151999,0.151999,0.111134,0.090701,0.090701,0.070269,0.070269,0.029403,0.00897,0.070269,0.049836,-0.583578,-1.870838,-2.953771,-3.076367,-3.015069,-2.87204,-2.361223,-1.993434,-1.870838,-1.58478,-1.319155,-1.155694,-0.726607,-0.481414,-0.215789,-0.07276,0.070269,0.356326,0.540221,0.68325,0.68325,0.68325,0.703682,0.744548,0.744548,0.744548,0.826278,0.867144,0.908009,0.948875,1.010173,0.98974,1.051038,1.071471,1.071471,1.010173,0.928442,0.805846,0.724115,0.601519,0.417624,0.274596,0.151999,-0.011462,-0.113626,-0.215789,-0.338385,-0.399684,-0.481414,-0.481414,-0.501847,-0.583578,1.929262,2.0
-3.796645,0.9601,-0.000048,0.02416,0.048368,0.02416,-0.000048,0.02416,0.048368,0.133095,0.169407,0.205719,0.326758,0.314654,0.242031,0.278342,0.145199,0.120991,0.108887,0.060472,0.012056,0.02416,-0.024256,-0.060568,-0.145295,-0.217919,-0.181607,-0.181607,-0.169503,-0.157399,-0.217919,-0.181607,-0.242127,-0.242127,0.036264,0.278342,-0.629453,-1.779326,-2.396627,-2.626601,-2.735537,-2.638705,-2.251379,-2.057716,-1.948781,-1.900365,-1.755118,-1.537247,-1.258857,-0.798908,-0.459997,-0.278438,-0.03636,0.205719,0.472005,0.593045,0.653564,0.605149,0.726188,0.726188,0.665668,0.798811,0.823019,0.810915,0.847227,0.907747,0.980371,1.004578,1.065098,1.065098,1.161929,1.210345,1.174033,1.222449,1.198241,1.198241,1.10141,1.028786,0.895643,0.798811,0.653564,0.520421,0.411486,1.929262,1.0
-3.796645,0.952582,0.014993,0.025882,0.036771,0.025882,0.004103,0.036771,0.047661,0.102108,0.156555,0.178334,0.309006,0.276338,0.24367,0.254559,0.189223,0.112997,0.102108,0.025882,0.004103,-0.028565,-0.061233,-0.072122,-0.148348,-0.213685,-0.191906,-0.246353,-0.28991,-0.246353,-0.224574,-0.181016,-0.202795,-0.202795,0.06944,0.123887,-0.747265,-1.803537,-2.424232,-2.598463,-2.685578,-2.598463,-2.228223,-2.043104,-1.92332,-1.803537,-1.705532,-1.465966,-1.128394,-0.823491,-0.540367,-0.322579,-0.104791,0.156555,0.4179,0.592131,0.646578,0.668357,0.701025,0.744582,0.711914,0.679246,0.744582,0.897034,1.005928,1.060375,1.082154,1.136601,1.191048,1.212826,1.245495,1.278163,1.278163,1.256384,1.191048,1.136601,1.060375,0.940592,0.831698,0.690135,0.581241,0.472347,0.352564,1.929262,1.0
-3.796645,-0.06733,-0.06733,-0.06733,-0.053994,-0.053994,-0.000651,0.106036,0.146044,0.226059,0.306074,0.239395,0.212723,0.226059,0.106036,0.066029,-0.013986,-0.053994,-0.06733,-0.094002,-0.160681,-0.214024,-0.240696,-0.280704,-0.280704,-0.307375,-0.320711,-0.29404,-0.280704,-0.334047,-0.347383,-0.240696,0.092701,-0.013986,-1.040848,-1.934351,-2.387771,-2.507794,-2.561137,-2.361099,-2.06771,-1.90768,-1.800993,-1.694306,-1.600955,-1.360909,-1.120864,-0.800803,-0.547421,-0.280704,-0.027322,0.266067,0.492777,0.586128,0.652807,0.679479,0.70615,0.799502,0.839509,0.839509,0.919524,1.012875,1.106227,1.199578,1.252921,1.239585,1.332936,1.38628,1.452959,1.439623,1.439623,1.426287,1.332936,1.15957,1.012875,0.866181,0.732822,0.586128,0.492777,0.38609,0.279403,0.15938,0.052693,1.929262,1.0
-3.796645,-0.179562,-0.204329,-0.179562,-0.204329,-0.154795,-0.080493,-0.030959,-0.043343,0.092877,0.167178,0.092877,0.06811,0.043343,-0.055726,-0.055726,-0.117644,-0.154795,-0.216713,-0.216713,-0.216713,-0.315781,-0.352932,-0.365316,-0.352932,-0.328165,-0.315781,-0.377699,-0.352932,-0.328165,-0.303398,-0.006192,0.018575,-0.89781,-1.72751,-2.222853,-2.346689,-2.408607,-2.359073,-1.999949,-1.876113,-1.764661,-1.677976,-1.603674,-1.467455,-1.120714,-0.873043,-0.538686,-0.315781,-0.142411,0.142411,0.464384,0.674905,0.650138,0.72444,0.786358,0.873043,0.860659,0.885426,0.934961,1.108331,1.083564,1.170249,1.24455,1.281701,1.356003,1.442688,1.430304,1.492222,1.504606,1.430304,1.393153,1.281701,1.120714,1.046413,0.860659,0.786358,0.612987,0.501535,0.439617,0.352932,0.204329,0.229096,1.929262,1.0
-3.796645,0.091574,0.188153,0.164008,0.115718,0.139863,0.115718,0.188153,0.236442,0.308877,0.429601,0.308877,0.164008,0.067429,0.067429,0.019139,-0.005006,-0.005006,0.067429,0.043284,-0.02915,0.019139,-0.02915,-0.101585,-0.12573,-0.07744,-0.101585,-0.07744,-0.12573,-0.101585,-0.149874,-0.149874,-0.053295,-0.07744,-0.463757,-1.357114,-2.371195,-2.829946,-2.805801,-2.491919,-2.516064,-2.250471,-2.057313,-1.888299,-1.646851,-1.477838,-1.139811,-0.874218,-0.63277,-0.343033,-0.149874,0.091574,0.429601,0.671048,0.719338,0.695193,0.719338,0.719338,0.767628,0.743483,0.767628,0.791772,0.864207,0.912496,0.888352,0.984931,1.105655,1.105655,1.129799,1.153944,1.250523,1.226379,1.226379,1.202234,1.129799,0.984931,0.840062,0.743483,0.598614,0.47789,0.333021,0.308877,0.188153,1.929262,2.0
-3.796645,-0.123149,-0.111283,-0.063818,0.054846,0.078578,0.126043,0.209108,0.114177,0.126043,0.054846,-0.040085,-0.028219,-0.063818,-0.111283,-0.146882,-0.158748,-0.158748,-0.253679,-0.253679,-0.253679,-0.277411,-0.277411,-0.253679,-0.289278,-0.289278,-0.301144,-0.301144,-0.016352,0.102311,-0.562203,-1.594573,-2.24722,-2.425215,-2.508279,-2.460814,-2.116691,-1.950562,-1.891231,-1.772567,-1.689503,-1.535241,-1.238583,-0.941925,-0.645267,-0.360476,-0.241812,0.042979,0.434568,0.624429,0.695627,0.731226,0.719359,0.802424,0.849889,0.873621,0.921087,0.980418,1.004151,1.087215,1.170279,1.253344,1.26521,1.300809,1.383873,1.39574,1.443205,1.383873,1.336408,1.277076,1.158413,1.075349,0.932953,0.766825,0.600696,0.529498,0.375236,0.280306,0.161642,0.126043,0.102311,0.00738,-0.004486,1.929262,1.0
-3.796645,-0.358861,-0.358861,-0.307008,-0.294044,-0.319971,-0.281081,-0.255155,-0.216265,-0.151449,-0.047743,0.146706,0.068927,0.043,0.017074,-0.047743,-0.086632,-0.164412,-0.229228,-0.255155,-0.268118,-0.281081,-0.294044,-0.371824,-0.358861,-0.332934,-0.345897,-0.319971,-0.332934,-0.39775,-0.39775,-0.332934,-0.060706,-0.138485,-0.942207,-1.784817,-2.212604,-2.445943,-2.588538,-2.277421,-1.849634,-1.707038,-1.642222,-1.629259,-1.577405,-1.201471,-0.929243,-0.631089,-0.294044,-0.177375,0.068927,0.315228,0.509677,0.652273,0.768942,0.755978,0.755978,0.911537,0.911537,1.00228,1.015243,1.131912,1.170802,1.248582,1.365251,1.365251,1.455994,1.455994,1.468957,1.52081,1.507847,1.430067,1.300435,1.183766,1.105986,0.976354,0.846721,0.743015,0.626346,0.535603,0.431897,0.354118,0.328191,1.929262,1.0
-3.796645,0.027681,0.027681,0.065512,0.084428,0.084428,0.216836,0.254667,0.292498,0.292498,0.16009,0.16009,0.141174,0.046597,0.046597,0.008766,0.027681,-0.01015,0.008766,-0.029065,-0.066896,-0.123643,-0.104727,-0.085812,-0.142558,-0.142558,-0.142558,-0.142558,-0.142558,-0.066896,-0.104727,-0.653276,-1.826036,-2.960965,-3.150119,-3.017711,-2.847472,-2.355669,-1.958444,-1.712543,-1.447726,-1.220741,-0.918093,-0.539783,-0.312797,-0.104727,0.046597,0.254667,0.481653,0.689723,0.765385,0.7843,0.822131,0.822131,0.878878,0.897793,0.935624,0.973455,1.030202,1.105863,1.143694,1.16261,1.200441,1.238272,1.257187,1.238272,1.181525,1.105863,1.030202,0.878878,0.746469,0.614061,0.481653,0.36816,0.254667,0.179005,0.103343,0.046597,-0.029065,-0.047981,-0.066896,-0.085812,-0.104727,1.929262,2.0
-3.796645,-0.024231,-0.024231,-0.062813,-0.00494,0.014351,0.052932,0.130096,0.20726,0.245842,0.226551,0.072223,0.110805,0.033642,-0.101395,-0.043522,-0.062813,-0.00494,-0.101395,-0.120686,-0.101395,-0.159268,-0.217141,-0.236432,-0.178559,-0.217141,-0.19785,-0.217141,-0.236432,-0.255723,-0.024231,-0.139977,-0.853742,-2.107654,-2.898583,-2.975746,-2.898583,-2.6478,-2.126945,-1.856871,-1.683253,-1.41318,-1.181688,-1.027361,-0.622251,-0.371468,-0.139977,-0.024231,0.20726,0.40017,0.631661,0.747407,0.785989,0.82457,0.863152,0.805279,0.901734,1.01748,1.056062,1.056062,1.113935,1.191098,1.248971,1.287553,1.326135,1.306844,1.345426,1.268262,1.22968,1.133226,0.998189,0.863152,0.728116,0.631661,0.477333,0.380879,0.284424,0.187969,0.149387,0.052932,-0.00494,-0.024231,-0.00494,1.929262,2.0
-3.796645,-0.024262,-0.051147,-0.064589,-0.024262,0.029508,0.123605,0.163932,0.244587,0.365569,0.311799,0.258029,0.244587,0.163932,0.110162,0.069835,-0.051147,-0.024262,-0.051147,-0.158686,-0.131801,-0.239341,-0.252783,-0.252783,-0.279668,-0.239341,-0.293111,-0.279668,-0.306553,-0.40065,-0.172129,0.083278,-0.319996,-1.180312,-2.027185,-2.470786,-2.753077,-2.914386,-2.390131,-1.973415,-1.865876,-1.718009,-1.664239,-1.583585,-1.193754,-0.89802,-0.521632,-0.266226,-0.091474,0.190817,0.446223,0.620975,0.64786,0.741957,0.755399,0.876381,0.862939,0.957036,0.997363,1.010806,1.158673,1.185557,1.239327,1.319982,1.346867,1.346867,1.360309,1.400637,1.360309,1.25277,1.131788,1.024248,0.889824,0.728515,0.580648,0.486551,0.365569,0.271472,0.190817,0.083278,0.09672,0.016065,0.016065,1.929262,1.0
-3.796645,-0.350286,-0.28973,-0.20899,-0.188805,-0.148434,-0.108064,-0.24936,-0.309915,-0.28973,-0.350286,-0.350286,-0.309915,-0.309915,-0.309915,-0.330101,-0.309915,-0.350286,-0.350286,-0.370471,-0.350286,-0.309915,-0.24936,-0.269545,-0.309915,-0.309915,-0.28973,-0.24936,-0.16862,-0.330101,-0.955839,-2.025651,-2.590834,-2.611019,-2.267872,-2.288057,-2.086206,-1.90454,-1.743059,-1.500837,-1.339357,-1.056765,-0.774173,-0.552137,-0.330101,-0.16862,0.093787,0.376379,0.598415,0.65897,0.739711,0.739711,0.739711,0.780081,0.800266,0.860821,0.860821,0.860821,0.981932,1.042488,1.042488,1.103043,1.183783,1.244339,1.264524,1.304894,1.36545,1.36545,1.325079,1.304894,1.203969,1.203969,1.082858,0.981932,0.901192,0.780081,0.699341,0.598415,0.558045,0.497489,0.436934,0.477304,0.457119,1.929262,2.0
-3.796645,0.203018,0.241509,0.260755,0.299246,0.260755,0.337737,0.453211,0.491702,0.453211,0.28,0.337737,0.299246,0.203018,0.203018,0.183772,0.203018,0.183772,0.183772,0.203018,0.126035,0.049053,0.049053,0.049053,0.029807,-0.008684,-0.008684,-0.02793,-0.047175,-0.008684,0.068298,-0.316614,-1.355877,-2.645333,-3.107228,-3.087982,-3.010999,-2.722315,-2.125701,-1.894754,-1.683052,-1.432859,-1.182666,-0.817,-0.547561,-0.278123,-0.085666,0.068298,0.241509,0.491702,0.703404,0.780386,0.780386,0.76114,0.799632,0.799632,0.818877,0.857369,0.915105,0.953597,0.992088,0.972842,1.030579,1.088316,1.088316,1.088316,1.107561,1.06907,0.972842,0.89586,0.76114,0.607176,0.472456,0.356983,0.222263,0.145281,0.010562,-0.104912,-0.162649,-0.181894,-0.220386,-0.239631,-0.20114,1.929262,2.0
-3.796645,1.858767,0.282944,0.263435,0.243925,0.243925,0.263435,0.282944,0.282944,0.341473,0.439022,0.439022,0.439022,0.282944,0.243925,0.224415,0.146377,0.126867,0.107358,0.107358,0.087848,0.126867,0.087848,0.009809,-0.0097,-0.02921,-0.0097,-0.0097,-0.02921,-0.04872,-0.04872,-0.068229,-0.068229,-0.0097,0.009809,-0.419403,-1.589983,-2.838601,-3.072717,-3.014188,-2.858111,-2.663014,-2.194782,-1.941157,-1.707041,-1.394886,-1.18028,-0.887635,-0.673029,-0.399894,-0.185287,0.009809,0.185396,0.419512,0.575589,0.55608,0.53657,0.634118,0.653628,0.634118,0.653628,0.634118,0.634118,0.692647,0.751176,0.751176,0.809705,0.868234,0.887744,0.907254,0.965782,1.024311,0.965782,0.965782,0.946273,0.809705,0.770686,0.673138,0.53657,0.380493,0.263435,0.204906,0.107358,1.929262,2.0
