@relation 'Original signal'

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a29 numeric
@attribute a30 numeric
@attribute a31 numeric
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute a35 numeric
@attribute a36 numeric
@attribute a37 numeric
@attribute a38 numeric
@attribute a39 numeric
@attribute a40 numeric
@attribute a41 numeric
@attribute a42 numeric
@attribute a43 numeric
@attribute a44 numeric
@attribute a45 numeric
@attribute a46 numeric
@attribute a47 numeric
@attribute a48 numeric
@attribute a49 numeric
@attribute a50 numeric
@attribute a51 numeric
@attribute a52 numeric
@attribute a53 numeric
@attribute a54 numeric
@attribute a55 numeric
@attribute a56 numeric
@attribute a57 numeric
@attribute a58 numeric
@attribute a59 numeric
@attribute a60 numeric
@attribute a61 numeric
@attribute a62 numeric
@attribute a63 numeric
@attribute a64 numeric
@attribute a65 numeric
@attribute a66 numeric
@attribute a67 numeric
@attribute a68 numeric
@attribute a69 numeric
@attribute a70 numeric
@attribute a71 numeric
@attribute a72 numeric
@attribute a73 numeric
@attribute a74 numeric
@attribute a75 numeric
@attribute a76 numeric
@attribute a77 numeric
@attribute a78 numeric
@attribute a79 numeric
@attribute a80 numeric
@attribute a81 numeric
@attribute a82 numeric
@attribute a83 numeric
@attribute a84 numeric
@attribute a85 numeric
@attribute a86 numeric
@attribute destClass {2.0,1.0}

@data
-8.637996,-0.644813,-0.793628,-0.825561,-0.959606,-0.900172,-1.05119,-1.13864,-1.107964,-1.113863,-0.915402,-0.812787,-0.743459,-0.631925,-0.543279,-0.501527,-0.361937,-0.50706,2.581269,3.324258,1.911236,1.643898,1.646085,1.272806,0.282975,0.870702,-0.178162,-0.398155,-0.516053,-0.557824,-0.579642,-0.109038,0.815672,0.831917,0.92275,0.954556,0.979313,1.076334,1.049891,0.986647,0.928046,0.962739,0.955731,0.924523,0.842244,0.865641,0.851716,0.813476,0.793522,0.827476,-0.901743,-0.778117,-0.948931,-1.05425,-0.420881,0.303928,0.570402,1.067491,0.703366,0.194995,-0.167637,-0.640264,0.144493,0.183046,0.312872,0.421544,0.624917,0.840784,0.871471,0.646241,-1.170274,-1.204675,-1.118451,-1.026762,-0.979658,-1.037232,-1.05654,-0.926068,-0.939784,-1.00614,-1.08725,-1.177204,-1.071271,-1.152874,-1.043278,8.544441,2.0
-8.637996,-1.000671,-1.02565,-1.134285,-1.086226,-1.120309,-1.153338,-1.156726,-1.036983,-1.002026,-0.760728,-0.785178,-0.659785,-0.588447,-0.528772,0.39843,0.673048,1.394732,1.791052,1.915492,1.601978,1.613768,1.601327,1.492593,1.423147,1.386653,1.437514,1.361977,1.193524,0.950622,0.869047,0.863952,0.843325,0.860386,0.876631,0.87013,0.779634,0.765591,0.776412,0.790127,0.764681,0.757323,0.769138,0.766274,0.767469,0.772476,0.79871,1.247529,1.271574,0.924364,0.548261,0.31547,0.097558,-0.136929,-0.3551,-0.623577,-1.005754,-1.192825,-1.253532,-1.182057,-0.889057,-0.719078,-0.683495,-0.482577,-0.431475,-0.293812,-0.483989,-1.540092,-1.641209,-1.449187,-1.301958,-1.250361,-1.15023,-1.080976,-0.938495,-0.74291,-0.605433,-0.478581,-0.41924,-0.233893,-0.657872,-0.534053,-0.51578,-0.50266,-0.516608,8.544441,2.0
-8.637996,-0.79157,-0.822149,-0.838473,-0.845111,-0.856864,-0.861979,-0.884144,-0.910718,-0.941313,-0.965565,-0.974287,-0.977878,-0.998772,-1.012204,-0.416668,-0.683616,-0.891362,-0.744558,0.980532,1.116454,1.234602,1.311215,1.461537,1.543954,1.459797,1.558464,1.665584,1.892223,1.920234,2.243957,2.031889,0.194818,-0.1955,0.254889,0.112873,0.261854,0.232689,0.18437,0.140623,0.485307,0.826872,0.655945,-0.095091,0.313002,0.327439,0.324755,0.218977,0.111241,0.07766,-0.005855,-0.063423,-0.093133,-0.176928,-0.270081,-0.386306,-0.423851,-0.449969,-0.506449,-0.593944,-0.626265,-0.686518,-0.728306,-0.741183,-0.772417,-0.802597,-0.851205,-0.879936,-0.896042,-0.927601,-0.984146,-1.021408,-1.082676,-1.108141,-1.098601,-1.1069,-1.117282,-1.122179,0.668205,0.918545,1.103461,1.396896,1.696599,1.92934,2.37436,8.544441,1.0
-8.637996,-0.516731,-0.311548,-0.184135,-0.234013,-0.259922,-0.424068,-0.390974,-0.227159,-0.338023,-0.413666,-0.369463,-0.404212,-0.653521,-0.900622,-0.949161,0.129707,1.31558,1.642326,1.803164,1.85115,1.834839,1.77735,1.725393,1.727049,1.676744,1.616733,1.556061,1.460973,1.387282,1.338193,1.148373,1.077299,1.051928,0.967207,0.85557,0.34901,0.211339,0.112056,0.02932,-0.12225,-0.218885,-0.364499,-0.450544,-0.481431,-0.54238,-0.455838,-0.44944,-0.465435,-0.410831,0.89043,-1.346289,-0.805312,-0.267423,0.146254,0.319131,0.080285,0.140738,0.206612,-0.147023,-0.240946,-0.545413,-0.854291,-0.791412,-0.778175,-0.909132,-1.05396,-0.160639,-0.755955,-0.897313,-1.071388,-1.024174,-1.236859,-1.291134,-1.386002,-1.628693,-1.84932,-1.961841,-2.340216,-0.316843,0.551546,0.727607,0.832184,0.857335,0.801737,8.544441,1.0
-8.637996,-0.717582,-0.742786,-0.851763,-0.932845,-0.949495,-1.076201,-1.197372,-1.327451,-1.467068,-1.381074,-1.302586,-1.2506,-1.213863,-0.443536,0.029125,0.291187,0.315837,0.481895,0.532491,0.682721,0.928177,0.985259,1.212724,1.222238,1.454524,1.421163,1.613816,1.563498,1.630032,1.510419,1.600194,1.55905,1.543977,1.396254,1.41286,1.422461,1.521243,1.283276,1.085339,0.895312,0.855527,0.933366,0.823526,0.704294,0.577897,0.358389,0.280808,0.234537,0.195184,0.094919,-0.139095,-0.244611,-0.43973,-0.574134,-0.717581,-0.77522,-0.986685,-0.915765,-0.948877,-1.003292,-0.882899,-0.804318,-0.762968,-0.863179,-0.846572,-0.848649,-0.854728,-0.910143,-1.002253,-1.042902,-1.047919,-1.129763,-1.166582,-1.105297,-1.020786,-0.836195,-0.674029,-0.388182,-0.108651,0.136433,0.384595,0.705036,0.935673,1.079965,8.544441,1.0
-8.637996,-0.237449,-0.266137,-0.281667,-0.30108,-0.316179,-0.342063,-0.355005,-0.371542,-0.388079,-0.404616,-4.629385,-4.629385,-0.228461,-0.083223,0.074777,0.256144,0.403827,0.509952,0.623194,0.721338,-4.629385,0.924095,0.953215,1.014689,1.097374,1.053515,1.053515,1.057829,1.052796,0.983772,0.930998,0.844286,0.750457,0.66957,0.594075,0.515344,0.43931,0.402102,0.346739,0.289219,0.239032,0.205815,0.171303,0.1447,0.104795,0.075316,0.042961,0.020313,-0.00665,-0.032893,-0.059496,-0.086818,-0.105409,-0.12852,-0.141462,-0.160156,-0.165189,-0.181521,-0.201858,-0.22235,-0.232056,-0.248593,-0.254058,-0.273902,-0.27951,-0.292452,-0.303237,-0.307551,-0.307551,-0.298923,-0.296766,-0.269444,-0.196106,0.058522,0.229542,0.330202,0.455308,0.416122,0.456026,0.476518,0.448477,0.431221,0.351412,0.296409,8.544441,1.0
-8.637996,-0.37535,-0.376905,-0.385854,-0.416434,-0.454718,-0.47106,-0.468725,-0.456719,-0.442579,-0.439932,-0.438378,0.111753,-0.281041,-0.467947,-0.357342,-0.088808,0.312119,0.633094,1.106385,1.20618,1.406027,1.541743,1.676813,1.748919,1.71332,1.774013,1.844295,1.824786,1.788342,1.680056,1.499726,1.350521,1.191784,1.119108,1.01793,0.852991,0.34305,-0.042122,-0.430708,0.538386,0.608713,0.611306,0.544388,0.478509,0.450347,0.402993,0.341039,0.281773,0.215503,0.156418,0.067596,-0.013264,-0.101452,-0.29318,-0.455755,-0.585962,-0.69023,-0.782862,-0.868234,-0.958941,-1.02508,-1.096084,-1.175257,-1.234394,-1.29457,-1.373419,-1.437484,-1.466431,-1.491174,-1.509849,-1.532154,-1.358376,-1.952711,-1.733364,-1.415141,-1.066988,-0.839628,-0.452717,-0.20074,0.137542,0.378908,0.55466,0.568399,0.720632,8.544441,1.0
-8.637996,0.211239,0.209468,0.193514,0.182875,0.182875,0.182875,0.185237,0.218325,0.233677,0.248776,0.261506,-4.792787,0.220687,-4.792787,0.277583,0.291417,0.309358,0.357802,0.39296,0.386808,0.418416,0.467467,0.293764,0.199426,0.108214,0.047576,0.557388,0.617594,0.894258,0.637376,0.524271,0.495158,0.492828,0.475341,0.430686,0.39647,0.368354,0.394713,0.580027,0.808431,0.714128,0.491079,0.586945,0.447339,0.481639,0.387689,0.387689,0.405251,0.377647,0.356041,0.368354,0.384178,0.378905,0.358852,0.352516,0.377847,0.341956,0.30106,0.259915,0.155049,0.149719,0.154062,0.093957,0.04472,-0.012635,-0.027566,-0.095776,-0.149788,-0.173833,-0.193096,-4.792787,-0.224725,-0.24916,-0.290848,-0.421878,-0.526161,-0.587496,-0.609758,-0.653055,-0.679633,-0.696133,-0.718313,-0.715845,-0.707219,8.544441,2.0
-8.637996,0.926722,1.021425,0.880374,0.76364,0.940724,1.061177,0.389871,0.32081,0.17664,0.226408,0.380655,0.385488,0.393376,0.452604,0.495256,0.529253,0.645755,0.870942,1.103048,1.229618,1.253245,1.133095,0.892649,0.875851,0.884152,1.107659,1.042394,0.988459,0.964604,0.940736,0.914345,0.878225,0.852066,0.847662,0.82535,0.826254,0.811453,0.71495,0.619193,0.613231,0.618652,0.571342,0.480685,0.402276,0.287695,0.179863,0.099377,-0.002899,-0.037228,-0.08988,-0.115599,-0.17253,-0.266281,-0.428246,-0.738181,-0.950373,-1.067116,-1.162548,-1.291146,-1.318266,-1.519986,-1.742592,-2.025571,-2.002925,-2.088209,-2.215573,-2.093567,-2.007926,-1.926886,-1.869083,-1.6528,-1.444249,-1.217785,-0.975898,-0.730369,-0.574301,-0.420368,-0.22451,-0.039788,0.051512,0.088396,0.105963,0.149816,0.197742,8.544441,2.0
-8.637996,-0.99004,-1.018561,-1.053375,-1.0744,-1.076295,-1.121734,-1.174974,-1.202618,-1.257076,-1.303951,-1.354963,-1.384452,-1.408847,-0.129304,0.176842,0.129201,0.267761,0.482837,0.522818,0.848449,1.077054,1.296343,0.233292,0.236825,0.301125,0.781737,0.961243,0.892883,0.964996,1.180801,1.265849,1.172115,1.248839,1.148363,1.019751,0.98718,1.096354,0.914598,0.873582,0.919958,0.98537,0.902649,0.956418,0.765468,0.671233,0.526955,0.436344,0.377367,0.298092,0.244322,0.15486,0.095883,-0.003306,-0.131448,-0.16898,-0.235463,-0.313743,-0.401942,-0.49282,-0.579999,-0.697499,-0.836832,-0.926706,-0.983404,-1.044327,-1.114382,-1.172976,-1.168381,-1.254434,-1.337591,-1.371048,-1.452436,-1.408043,-1.44363,-1.487318,-1.476288,0.375436,1.084895,1.640251,2.15433,1.976393,0.756765,0.719282,0.930481,8.544441,1.0
-8.637996,0.306204,-5.442988,0.37145,0.387313,0.407888,0.46344,0.503758,0.496703,0.532949,0.589199,0.390005,0.281823,0.177226,0.107689,0.692315,0.761356,1.07862,0.784042,0.654338,0.620953,0.618282,0.598228,0.54702,0.507783,0.475541,0.505768,0.718277,0.980198,0.872057,0.616275,0.72621,0.566116,0.60545,0.497713,0.497713,0.517853,0.486198,0.461421,0.475541,0.493687,0.48764,0.464644,0.457379,0.486427,0.445269,0.398372,0.351188,0.230933,0.224821,0.229802,0.160877,0.104414,0.038642,0.02152,-0.0567,-0.118638,-0.146212,-0.168301,-5.442988,-0.204571,-0.232592,-0.280397,-0.430656,-0.550243,-0.620578,-0.646107,-0.695758,-0.726236,-0.745157,-0.770593,-0.767763,-0.75787,-0.752217,-0.730684,-0.750806,-0.820136,-0.669338,-0.605675,-0.566369,-0.520395,-0.476745,-0.382554,-0.259597,-0.137662,8.544441,2.0
-8.637996,-0.722435,-0.765722,-0.790828,-0.813771,-0.834363,-0.861881,-0.87394,-0.895274,-0.908137,-0.926967,-0.946446,-0.96821,-0.994062,-0.965654,-0.549286,-0.217599,0.157377,0.529646,0.785852,1.065757,1.292582,1.532826,1.691906,1.844493,2.032792,2.009224,2.082572,2.148856,1.878762,1.813109,1.754672,1.563487,1.330458,1.121598,0.864657,0.674658,0.512692,0.361548,0.216536,0.05797,-0.028217,-0.114972,-0.184953,-0.232208,-0.286678,-0.335015,-0.386959,-0.456219,-0.51141,-0.519256,-0.559026,-0.582473,-0.626275,-0.655031,-0.687589,-0.710892,-0.728928,-0.739317,-0.75995,-0.761393,-0.77943,-0.805041,-0.812797,-0.84333,-0.856084,-0.869611,-0.883896,-0.91867,-0.921556,-0.940602,-0.950594,-0.930574,-0.931945,-0.925885,-0.855002,-0.681312,0.480948,0.90381,1.053059,1.063593,1.060996,1.065866,1.028839,0.826523,8.544441,1.0
-8.637996,-1.264867,-1.264867,0.941604,0.941604,-1.264867,-1.264867,-1.264867,0.941604,-1.264867,0.941604,0.941604,0.941604,-1.264867,0.941604,-1.264867,0.941604,0.941604,0.941604,0.941604,0.941604,0.941604,0.941604,0.941604,0.941604,0.941604,-1.264867,-1.264867,0.941604,-1.264867,-1.264867,0.941604,0.941604,0.941604,0.941604,0.941604,0.941604,0.941604,0.941604,0.941604,0.940843,-1.264867,0.941604,0.941604,0.941604,0.941604,0.941604,0.941604,0.941604,0.941604,0.941604,0.941604,0.941604,0.941604,0.941604,0.941604,0.941604,0.941604,-0.942462,-0.944557,-0.948024,-0.949573,-0.952352,-0.956764,-0.956352,-0.958807,-0.960849,-0.963778,-0.966222,-0.969184,-0.972762,-0.975329,-0.976922,-0.967629,-0.953556,-0.932003,-0.908365,-0.902426,-0.882849,-0.864117,-0.852478,-0.841679,-0.832895,-0.831615,-0.823004,8.544441,1.0
-8.637996,0.130992,0.130992,0.126741,0.122491,-5.50898,0.133542,0.149412,0.176494,0.20739,0.298325,0.376317,0.398748,0.437261,0.481309,0.516206,0.546879,0.565819,0.583469,0.617831,0.623388,0.659471,0.711758,0.419054,0.198206,0.104056,-5.50898,0.384613,0.237036,0.422562,0.388941,0.603934,0.630331,0.599934,0.595129,0.479446,0.451958,0.419562,0.399449,0.451256,0.523183,0.507832,0.485499,0.52039,0.451959,0.449859,0.317316,0.285656,0.310991,0.306467,0.30255,0.320136,0.328919,0.327444,0.325756,0.362275,0.357061,0.341776,0.313949,0.274248,0.2184,0.192557,0.20739,0.192133,0.133117,0.054377,0.006371,-0.026758,-0.101286,-0.167211,-0.19411,-0.200563,-0.228564,-0.24064,-0.301413,-0.650079,-0.875864,-1.044222,-1.08722,-1.144032,-1.149608,-1.183085,-1.192469,-1.202299,-1.190532,8.544441,2.0
-8.637996,-0.375068,-0.422777,-0.517933,-0.590334,-0.672433,-0.666938,-0.700229,-0.665581,-0.60391,-0.563184,-0.538804,-0.397953,-0.270344,-0.30202,0.049645,0.367694,0.485994,0.594319,0.795317,0.887435,0.813741,0.787884,0.707354,0.629892,0.62834,0.694796,0.749744,0.775924,0.815681,0.809862,0.809863,0.539325,0.631443,0.670231,0.648898,0.702811,0.657733,0.573264,0.434279,0.591106,0.539131,0.482504,0.409584,0.364592,0.335696,0.306412,0.275162,0.193155,0.139824,0.088431,0.027924,0.043828,0.010303,-0.01112,-0.041503,-0.106794,-0.152821,-0.199074,-0.231558,-0.263751,-0.290015,-0.317859,-0.337252,-0.374422,-0.396401,-0.350342,-0.401572,-0.437127,-0.460122,-0.488843,-0.510175,-0.559304,-0.575465,-0.57482,-7.82261,-0.441652,-0.239316,-0.03504,0.152818,0.226771,0.42255,0.567723,0.661503,0.805983,8.544441,1.0
-8.637996,-1.40273,-1.452951,-1.480622,-1.52231,-1.578769,-1.606771,-1.652038,-1.681537,-1.720075,-1.753474,-1.702472,-1.293301,-0.70687,-0.346182,-0.036608,0.229194,0.443159,0.544477,0.614892,0.731237,0.829628,0.977119,1.031676,1.124801,1.228875,1.353936,1.438943,1.509993,1.591826,1.612761,1.592461,1.568038,1.521411,1.446555,1.372016,1.313337,1.201687,1.018988,0.890845,0.781098,0.668814,0.554627,0.451859,0.369073,0.297072,0.224572,0.149262,0.090267,0.036028,-0.012503,-0.057634,-0.098778,-0.114637,-0.137156,-0.15442,-0.200911,-0.238974,-0.278938,-0.32271,-0.361725,-0.399788,-0.447936,-0.471535,-0.522538,-0.561234,-0.595808,-0.648777,-0.67631,-0.70952,-0.735053,-0.765185,-0.788975,-0.843785,-0.877279,-0.888888,-0.913946,-0.913946,-0.925999,-0.915341,0.282101,0.687845,0.984188,1.213106,1.539173,8.544441,1.0
-8.637996,-0.159153,-0.296939,-0.305928,-0.274659,-0.344011,-0.252788,-0.195008,-0.176288,-0.196572,-0.165368,-0.126951,-0.046419,0.073374,0.165523,0.354757,0.462218,0.561815,0.704627,0.999084,1.059955,1.164569,1.337816,1.474172,1.50141,1.506599,1.586314,1.611096,1.560861,1.64459,2.85296,2.504427,1.7688,1.35776,1.050821,1.29114,0.743855,-0.460543,-0.956382,-1.109472,-1.43774,-1.544815,-1.556296,-1.206207,-0.866285,-0.976886,-0.836766,-0.563328,-0.252278,-0.113137,0.116266,0.257838,0.587606,0.874129,0.274347,-0.062728,-0.042719,-0.082747,-0.075734,-0.092098,-0.075477,-0.081188,-0.087423,-0.06779,-0.066132,-0.083786,-0.119112,-0.239042,-0.282475,-0.275329,-0.287396,-0.344112,-0.453659,-0.494311,-0.691203,-0.830735,-0.901807,-0.975334,-1.00384,-1.050565,-1.067057,-1.159375,-1.321789,-2.043409,-2.670139,8.544441,2.0
-8.637996,0.677772,0.624463,0.547908,0.565611,0.455346,0.305331,0.253045,0.189393,0.313315,0.330189,0.349216,0.327108,0.358989,0.397029,0.398124,0.477587,0.49129,0.526703,0.558017,0.61697,0.640849,0.636468,0.617775,0.564,0.660017,0.658748,0.655133,0.680433,0.680433,0.680434,0.672449,0.680433,0.680433,0.671117,0.669785,0.643139,0.608431,-3.049707,0.588373,0.576324,0.52267,0.489046,0.454672,-3.049707,-3.049707,0.341606,-3.049707,0.317129,0.333457,0.317129,0.262608,0.257146,0.169499,-0.004423,-0.13533,-0.233471,-0.316152,-0.403004,-0.468429,-0.539807,-0.563285,-0.613389,-0.625843,-0.631592,-3.049707,-0.559848,-0.539235,-3.049707,-3.049707,-0.326518,-0.267246,-0.152114,-0.065015,0.003906,0.04638,0.108972,0.235275,0.273527,0.359717,0.406701,0.436448,0.452651,0.479616,0.496315,8.544441,2.0
-8.637996,-1.969658,-1.927372,-1.913842,-1.85062,-1.688321,-1.5748,-1.374062,-1.245027,-1.100036,-0.94625,-0.672313,-0.449918,-0.254114,-0.0526,0.082438,0.184734,0.282272,0.375647,0.445139,0.515225,0.562719,0.605741,0.644862,0.682462,0.725514,0.75387,0.750673,0.754244,0.726796,0.741983,0.781671,0.831137,0.855241,0.849317,0.865267,0.876933,0.962263,0.985359,0.99535,0.998076,1.017131,1.041614,1.051595,1.120392,1.106829,1.130698,1.17515,1.171898,1.181652,1.201681,1.241355,1.26477,1.286366,-0.035098,-0.562839,-0.844809,-1.114514,-1.362015,-1.578151,-1.553311,-1.745204,-2.023009,-2.037842,-0.40354,-0.272385,-0.409203,-0.540036,-0.543838,-0.614209,-0.656111,-0.733183,-0.398559,-0.495897,-0.428131,-0.293939,-0.234568,-0.115177,0.016882,0.071987,0.271138,0.502784,0.709941,0.968105,0.647601,8.544441,2.0
-8.637996,-1.154572,-1.214809,-1.249285,-1.284526,-1.321524,-1.352917,-1.388733,-1.411115,-1.449592,-1.484409,-1.51483,-1.545732,-1.565888,-1.480831,-1.027619,-0.563055,-0.223494,0.051548,0.215289,0.352811,0.421125,0.556074,0.709323,0.82338,0.905572,0.893087,0.956941,1.065567,1.177404,1.172454,1.275149,1.336757,1.328088,1.38854,1.411931,1.357911,1.302974,1.235194,1.165631,1.067707,0.949985,0.840442,0.750391,0.664775,0.517087,0.425814,0.3496,0.283515,0.22171,0.161779,0.116218,0.070411,0.025863,-0.009988,-0.037144,-0.056237,-0.069996,-0.084674,-0.124233,-0.161958,-0.203008,-0.245433,-0.274008,-0.313658,-0.3562,-0.394268,-0.424158,-0.451715,-0.491848,-0.525445,-0.558066,-0.572228,-0.602347,-0.630706,-0.659068,-0.700194,-0.726223,-0.745754,-0.750187,-0.755921,-0.762342,-0.75615,2.796164,3.331878,8.544441,1.0
-8.637996,-0.739231,-0.817542,-0.829411,-0.767668,-0.686171,-0.622462,-0.53595,-0.466063,-0.407548,-0.30692,-0.07784,0.041739,0.15085,0.253105,0.355383,0.435714,0.508755,0.590058,0.65357,0.713123,0.752279,0.780659,0.820445,0.846626,0.877546,0.885814,0.878235,0.842281,0.832866,0.860859,0.888604,0.917214,0.912253,0.916387,0.930528,0.970236,1.022874,1.017825,1.017002,1.029365,1.042327,1.074619,1.075443,1.098456,1.107068,1.132222,1.150901,1.171502,1.179702,1.202783,1.214729,1.240302,1.266276,-1.407736,-1.611323,-1.807693,-1.934274,-1.974833,-2.028956,-2.073477,-2.007924,-2.067516,-1.683144,-1.104704,-0.824364,-0.657993,-0.56755,-0.361853,-0.315462,-0.723843,-0.658008,-0.542164,-0.650618,-0.570566,-0.752103,-0.672338,-0.794096,-0.784969,-0.708331,-0.754753,-0.256543,-0.11362,-0.03197,0.041005,8.544441,2.0
-8.637996,-1.423828,-1.462186,-1.422073,-1.43917,-1.410018,-1.3763,-1.306486,-1.096347,-0.966007,-0.849383,-0.646733,-0.405642,-0.167698,0.04078,0.161145,0.287765,0.427581,0.507691,0.583337,0.619639,0.675999,0.710563,0.772668,0.774087,0.827646,0.926722,0.98327,1.03751,1.05331,1.025643,1.003892,1.005305,1.010391,1.067997,1.112016,1.12245,1.147131,1.178015,1.199428,1.179708,1.222592,1.23176,1.230407,1.259885,1.293552,1.305868,1.278275,1.227021,1.066301,0.887104,0.709711,0.441937,0.2113,0.015182,-0.106969,-0.249164,-0.401993,-0.519372,-0.606282,-0.656856,-0.746636,-0.94482,-1.23544,-1.493384,-1.67664,-1.803769,-1.771681,-1.620386,-1.489291,-1.37722,-1.315939,-1.249821,-1.134532,-0.910292,-0.720786,-0.47442,-0.291437,-0.129706,0.011519,0.070168,0.13265,0.207095,0.289693,0.364996,8.544441,2.0
-8.637996,-0.385305,-0.580648,-0.750712,-0.895825,-0.970351,-1.064904,-1.077216,-1.109226,-1.168322,-1.223477,-1.291437,-1.382051,-1.505167,-1.555726,-1.369,-1.473649,-1.475838,-1.447795,1.932788,-0.757115,-0.517285,-0.289768,-0.038939,0.263105,0.562687,0.964044,1.060895,1.196732,1.337495,1.461432,1.585163,1.639703,1.750754,1.893567,1.980159,2.067162,1.719975,1.601784,1.220125,1.084697,0.935317,0.775266,0.693893,0.434295,0.398943,0.107158,0.52411,0.8951,0.789219,0.610877,0.648868,0.439571,0.169537,0.117829,0.23212,0.21331,0.066529,-0.090648,-0.010212,-0.096721,-0.293584,-0.28435,-0.304401,-0.24851,-0.283529,-0.357399,-0.40774,-0.539199,-0.742834,-0.829343,-0.899108,-1.000884,-1.074138,-1.08132,-0.941085,-0.899109,-0.89395,-0.858685,-0.494468,-0.37655,-0.012018,0.431364,0.671849,0.872117,8.544441,1.0
-8.637996,0.263582,0.29145,0.288663,0.33461,0.373837,0.402199,0.460291,0.511026,0.513805,0.130683,0.397147,0.64259,0.580318,0.619071,0.594166,0.726331,1.036554,1.045474,1.471597,1.825177,1.715034,1.45323,1.549447,1.415677,1.589739,1.63652,1.449966,1.590417,1.596656,1.369507,1.256956,1.140442,0.996764,0.889527,0.851679,0.679928,0.574777,0.560367,0.557463,0.363826,-0.708811,-0.951932,-1.206492,-1.40612,-1.370731,-1.255246,-1.162354,-1.193786,-1.195015,-1.195015,-1.195015,-1.195015,-1.195015,-1.245562,-1.246638,-1.195015,-1.197885,-1.255245,-1.222253,-1.070472,-0.989044,-0.937668,-0.932533,-0.922996,-0.880644,-0.840755,-0.752565,-0.743328,-0.705683,-0.664515,-0.666642,-0.65317,-0.626225,-0.600091,-0.662394,-0.724148,-0.783839,-0.749719,-0.637287,0.145131,0.301192,0.515876,0.626816,0.801354,8.544441,2.0
-8.637996,-0.696501,-0.720301,-0.74658,-0.77385,-0.796162,-0.823928,-0.844918,-0.878593,-0.9164,-0.926068,-0.956314,-0.975899,-1.017868,0.332836,0.47646,0.497946,0.614466,0.649174,0.690327,0.783047,0.852463,0.926216,0.97394,1.048314,1.185906,1.329944,1.329696,0.753917,0.968982,1.056991,0.988814,0.982865,0.977659,1.006168,1.030133,0.94419,0.942703,1.04253,1.037158,1.083022,0.966502,0.924357,0.562404,0.489889,0.402913,0.301475,0.237017,0.175039,0.081452,0.023605,0.009202,-0.053413,-0.128035,-0.235523,-0.243315,-0.068359,-0.005318,-0.312111,-0.455281,-0.57304,-0.711871,-0.743604,-0.779428,-0.832729,-0.890369,-0.911855,-0.939952,-0.970321,-1.038291,-1.071346,-1.11845,-1.09779,-1.08932,-1.120929,-1.126507,-1.127127,0.40126,0.735943,1.010507,1.284452,-5.133737,0.550999,0.57356,0.614961,8.544441,1.0
-8.637996,-0.181489,-0.234346,-0.244669,-0.218126,-0.210413,-0.250225,-0.276188,-0.249486,-0.265679,-0.299208,-0.289972,-0.260113,-0.233926,-0.154973,-0.117166,-0.088447,-0.067472,-0.067106,-0.061959,-0.008114,0.045574,0.338783,0.542183,0.681443,0.90573,0.907751,0.600305,0.639063,0.607887,0.619085,0.621354,0.66841,0.659967,0.638173,0.911117,0.755338,0.724206,0.730286,0.709258,0.71044,0.690177,0.605749,0.58343,0.579349,0.586487,0.576669,0.566402,0.564044,0.571692,0.56935,0.568635,0.575776,0.489006,0.313182,0.158743,-0.031474,-0.144456,-0.227471,-0.325598,-0.420998,-0.248746,-0.343084,-0.434724,-0.674811,-0.79943,-0.114462,0.307076,0.436047,0.449087,0.531093,0.60967,0.677045,-0.032981,-4.027322,-4.027322,-0.099021,-0.244426,-4.027322,-0.159589,-0.117172,-4.027322,0.046832,0.117456,0.117456,8.544441,2.0
-8.637996,0.162742,0.213471,0.019743,0.031048,0.064124,0.102776,0.125292,0.179848,0.176645,0.168947,0.192662,0.227212,0.377495,0.451867,0.554226,0.617708,0.648197,0.718359,0.763425,0.686691,0.667381,0.614837,0.525148,0.417093,0.417884,0.532225,0.429221,0.392082,0.374331,0.402852,0.402852,0.379612,-4.202487,0.428166,0.431327,0.396518,0.363538,0.411705,0.391763,0.333845,0.314764,0.266181,0.203338,0.16831,0.137502,0.139746,0.114575,0.055092,-0.00759,-0.079199,-0.093217,-0.183313,-0.219263,-0.310269,-0.452107,-0.50099,-0.550824,-0.583281,-0.599944,-0.572737,-0.484571,-4.202487,-0.237268,-0.183309,-0.091274,-0.023128,0.050685,0.060254,0.164617,0.196507,0.211867,0.300437,0.269372,0.269372,-4.202487,0.383841,-4.202487,0.519644,0.513351,0.495085,0.548571,0.578287,0.580904,0.645076,8.544441,2.0
