@relation 'Sax dominant'

@attribute o1atMgg numeric
@attribute o1atLgg numeric
@attribute o1atMhh numeric
@attribute o1atLhh numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMee numeric
@attribute o1atLee numeric
@attribute o1atMff numeric
@attribute o1atLff numeric
@attribute o1atMaa numeric
@attribute o1atMgh numeric
@attribute o1atLgh numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMef numeric
@attribute o1atLef numeric
@attribute o1atMfg numeric
@attribute o1atLfg numeric
@attribute o1atMgi numeric
@attribute o1atLgi numeric
@attribute o1atMik numeric
@attribute o1atLik numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMdg numeric
@attribute o1atLdg numeric
@attribute o1atMhe numeric
@attribute o1atLhe numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMge numeric
@attribute o1atLge numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMhg numeric
@attribute o1atLhg numeric
@attribute o1atMfe numeric
@attribute o1atLfe numeric
@attribute o1atMgf numeric
@attribute o1atLgf numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMhi numeric
@attribute o1atLhi numeric
@attribute o1atMih numeric
@attribute o1atLih numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMii numeric
@attribute o1atLii numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMdf numeric
@attribute o1atLdf numeric
@attribute o1atMfi numeric
@attribute o1atLfi numeric
@attribute o1atMaf numeric
@attribute o1atLaf numeric
@attribute o1atMga numeric
@attribute o1atLga numeric
@attribute o1atMjj numeric
@attribute o1atLjj numeric
@attribute o1atMij numeric
@attribute o1atLij numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMji numeric
@attribute o1atLji numeric
@attribute o1atMjk numeric
@attribute o1atLjk numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMhk numeric
@attribute o1atLhk numeric
@attribute o1atMcf numeric
@attribute o1atLcf numeric
@attribute o1atMeh numeric
@attribute o1atLeh numeric
@attribute o1atMhf numeric
@attribute o1atLhf numeric
@attribute o1atMfh numeric
@attribute o1atLfh numeric
@attribute o1atMgk numeric
@attribute o1atLgk numeric
@attribute o1atMeg numeric
@attribute o1atLeg numeric
@attribute o1atMbg numeric
@attribute o1atLbg numeric
@attribute o1atMgb numeric
@attribute o1atLgb numeric
@attribute o1atMig numeric
@attribute o1atLig numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMgj numeric
@attribute o1atLgj numeric
@attribute o1atMha numeric
@attribute o1atLha numeric
@attribute o1atMfk numeric
@attribute o1atLfk numeric
@attribute o1atMcg numeric
@attribute o1atLcg numeric
@attribute o1atMkj numeric
@attribute o1atLkj numeric
@attribute o1atMgc numeric
@attribute o1atLgc numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMah numeric
@attribute o1atLah numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMdh numeric
@attribute o1atLdh numeric
@attribute o1atMfj numeric
@attribute o1atLfj numeric
@attribute o1atMie numeric
@attribute o1atLie numeric
@attribute o1atMif numeric
@attribute o1atLif numeric
@attribute o1atMhc numeric
@attribute o1atLhc numeric
@attribute o1atMfd numeric
@attribute o1atLfd numeric
@attribute o1atMjh numeric
@attribute o1atLjh numeric
@attribute o1atLkk numeric
@attribute o1atMag numeric
@attribute o1atLag numeric
@attribute o1atMfa numeric
@attribute o1atLfa numeric
@attribute o1atMdk numeric
@attribute o1atLdk numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMci numeric
@attribute o1atLci numeric
@attribute o1atMhj numeric
@attribute o1atLhj numeric
@attribute o1atMgd numeric
@attribute o1atLgd numeric
@attribute o1atMjg numeric
@attribute o1atLjg numeric
@attribute o1atMia numeric
@attribute o1atLia numeric
@attribute o1atMea numeric
@attribute o1atLea numeric
@attribute o1atMch numeric
@attribute o1atLch numeric
@attribute o1atMhb numeric
@attribute o1atLhb numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMbf numeric
@attribute o1atLbf numeric
@attribute o1atMbh numeric
@attribute o1atLbh numeric
@attribute o1atMfb numeric
@attribute o1atLfb numeric
@attribute o1atMfc numeric
@attribute o1atLfc numeric
@attribute o1atMdi numeric
@attribute o1atLdi numeric
@attribute o1atMki numeric
@attribute o1atLki numeric
@attribute o1atMdj numeric
@attribute o1atLdj numeric
@attribute o1atMjf numeric
@attribute o1atLjf numeric
@attribute o1atMje numeric
@attribute o1atLje numeric
@attribute o1atMej numeric
@attribute o1atLej numeric
@attribute o1atMai numeric
@attribute o1atLai numeric
@attribute o1atMak numeric
@attribute o1atLak numeric
@attribute o1atMkh numeric
@attribute o1atLkh numeric
@attribute o1atMck numeric
@attribute o1atLck numeric
@attribute o1atMid numeric
@attribute o1atLid numeric
@attribute o1atMhd numeric
@attribute o1atLhd numeric
@attribute o1atMkg numeric
@attribute o1atLkg numeric
@attribute o1atMei numeric
@attribute o1atLei numeric
@attribute o1atMib numeric
@attribute o1atLib numeric
@attribute o1atMaj numeric
@attribute o1atLaj numeric
@attribute o1atMbi numeric
@attribute o1atLbi numeric
@attribute o1atMic numeric
@attribute o1atLic numeric
@attribute o1atMek numeric
@attribute o1atLek numeric
@attribute o1atMcj numeric
@attribute o1atLcj numeric
@attribute o1atMke numeric
@attribute o1atLke numeric
@attribute o1atMja numeric
@attribute o1atLja numeric
@attribute o1atMbk numeric
@attribute o1atLbk numeric
@attribute o1atMjd numeric
@attribute o1atLjd numeric
@attribute o1atMkd numeric
@attribute o1atLkd numeric
@attribute o1atMjc numeric
@attribute o1atLjc numeric
@attribute destClass {2,1}

@data
63,33,71,29,38,74,51,54,59,41,0,65,31,39,55,53,42,61,35,65,23,82,2,1,77,40,35,52,30,0,76,52,34,39,55,64,30,52,42,60,34,1,94,1,94,73,23,72,22,1,93,16,93,80,21,1,95,18,76,18,76,40,43,61,23,1,43,0,34,93,12,82,14,1,94,81,13,94,2,1,55,19,56,1,56,0,94,73,2,19,43,53,31,60,30,61,31,65,2,53,35,2,35,1,34,64,22,2,77,65,14,0,30,61,2,19,35,93,1,18,34,0,93,1,31,1,76,40,31,61,14,52,22,60,22,18,30,39,42,72,13,1,1,35,0,42,40,2,18,55,19,23,73,14,39,34,64,13,0,22,0,55,19,31,1,30,2,56,2,43,2,31,1,42,18,42,40,23,81,1,40,14,60,13,52,13,53,14,1,23,1,2,72,1,19,2,39,22,39,30,64,1,53,23,1,22,1,14,2,23,18,22,53,2,19,14,52,1,0,13,2,2,39,13,39,1,18,13,1.0
72,40,93,20,12,90,29,76,50,61,1,74,22,15,78,32,63,53,43,74,2,94,1,2,92,16,43,31,21,1,91,31,41,14,78,73,21,30,62,52,41,1,91,2,91,93,2,93,1,1,91,2,91,93,1,1,93,2,91,2,90,16,63,53,2,3,64,2,42,94,1,94,1,2,93,93,1,95,1,1,78,3,79,2,80,1,92,94,1,4,63,32,22,52,21,53,22,74,1,32,43,3,43,2,41,73,1,2,91,74,2,2,21,53,1,4,43,94,0,3,41,1,92,3,22,1,90,16,22,53,2,31,1,52,1,3,21,14,62,93,1,0,3,43,1,63,16,1,2,78,4,2,94,2,15,41,73,1,2,1,1,79,4,22,2,21,2,79,3,63,3,22,1,62,2,62,16,2,93,0,16,2,52,1,31,1,32,2,3,2,3,1,93,0,4,1,15,1,15,21,73,0,32,2,2,1,3,2,3,2,3,1,32,1,4,2,31,0,2,1,3,1,15,1,15,0,3,1,2.0
64,36,77,20,29,75,41,61,48,49,0,69,24,30,63,41,50,52,39,69,15,88,4,1,77,32,41,43,25,0,76,43,41,31,63,66,25,43,51,53,41,0,94,0,94,79,14,80,11,0,94,17,94,86,11,0,95,18,76,18,76,30,51,54,15,1,52,0,41,90,6,88,6,0,95,86,7,92,4,0,63,18,64,1,64,0,94,81,4,18,52,44,26,53,25,54,25,70,4,43,40,1,42,0,41,69,14,1,76,70,8,0,25,54,4,19,42,91,2,18,41,0,94,1,26,0,76,32,26,54,8,43,14,53,14,18,25,31,51,80,7,2,1,42,0,51,32,4,18,63,19,15,81,7,31,41,69,7,0,14,0,63,19,26,0,25,1,64,1,52,1,26,0,51,18,51,32,15,87,3,32,8,53,7,43,7,44,8,1,15,1,4,80,3,19,4,31,14,31,25,69,3,44,15,0,14,1,8,1,15,18,14,44,4,19,8,43,3,0,7,1,4,31,7,31,3,18,7,1.0
59,47,79,29,22,72,28,66,41,62,0,61,31,23,69,29,62,43,49,62,11,95,0,1,76,25,51,30,31,0,75,29,49,24,68,62,31,29,63,43,49,5,92,6,85,82,11,82,12,6,85,16,83,94,9,0,94,19,73,18,73,24,64,44,12,2,65,0,50,94,0,94,0,0,87,94,0,95,0,7,68,19,69,1,70,0,93,83,0,20,64,30,32,44,31,43,32,63,0,30,49,9,51,7,49,62,12,8,74,62,0,1,32,45,0,20,51,94,0,18,49,0,86,2,33,7,74,25,33,44,0,30,12,44,12,19,31,24,63,82,0,0,2,51,0,64,26,1,18,68,20,13,82,0,24,49,62,0,1,12,0,69,20,33,8,31,8,69,9,64,9,33,7,63,18,63,25,13,94,0,25,1,44,0,30,0,30,0,2,13,2,1,82,0,20,1,25,12,25,31,62,0,30,12,8,12,2,1,9,13,19,12,31,0,20,1,30,0,1,0,9,1,25,0,25,0,19,0,2.0
66,40,74,26,24,73,39,66,52,53,0,67,27,27,68,41,55,53,42,68,19,90,1,1,75,27,42,40,27,0,74,40,41,26,68,66,26,40,54,52,41,9,94,9,85,76,19,75,18,10,84,19,83,88,18,1,95,20,73,20,74,27,55,54,20,1,55,0,41,94,4,89,6,1,85,89,5,95,0,10,68,21,68,1,69,0,94,76,1,21,55,41,28,52,27,53,28,68,1,41,42,11,42,10,41,67,18,10,75,68,6,0,27,54,1,21,42,94,0,20,41,0,84,1,28,10,74,27,28,54,6,40,19,53,19,20,27,26,54,75,5,0,1,42,0,54,27,1,20,68,21,20,76,6,26,41,67,5,0,19,0,68,21,28,10,27,11,69,11,55,11,28,10,54,20,54,27,20,89,0,27,6,53,5,40,5,41,6,1,20,1,1,75,0,21,1,26,19,26,27,67,0,41,20,10,19,1,6,11,20,20,19,41,1,21,6,40,0,0,5,11,1,26,5,26,0,20,5,2.0
65,33,75,27,42,89,51,50,59,41,0,67,29,43,52,53,42,61,35,67,19,82,1,1,91,44,35,52,28,0,90,52,34,43,51,66,28,52,42,60,34,1,94,1,94,76,19,76,18,1,93,3,93,80,17,1,95,5,90,4,90,44,43,61,19,1,43,0,34,94,12,82,13,1,94,81,13,95,1,1,51,5,52,1,52,0,94,77,1,5,43,53,29,60,28,61,29,67,1,53,35,2,35,1,34,66,18,2,91,67,14,0,28,61,1,5,35,94,0,4,34,0,93,1,29,1,90,44,29,61,14,52,18,60,18,4,28,43,42,76,13,0,1,35,0,42,44,1,4,51,5,19,77,14,43,34,66,13,0,18,0,51,5,29,1,28,2,52,2,43,2,29,1,42,4,42,44,19,81,0,44,14,60,13,52,13,53,14,1,19,1,1,76,0,5,1,43,18,43,28,66,0,53,19,1,18,1,14,2,19,4,18,53,1,5,14,52,0,0,13,2,1,43,13,43,0,4,13,1.0
56,50,81,34,21,74,34,71,40,56,0,59,36,22,72,37,58,42,53,59,12,94,1,0,76,23,53,36,36,0,75,36,52,22,72,58,36,36,58,42,52,13,94,14,80,83,12,83,11,14,80,18,79,93,9,0,95,19,75,19,75,23,58,43,12,1,59,0,52,94,1,94,1,0,81,93,1,95,1,14,72,19,72,0,73,0,94,84,1,20,58,37,37,42,36,43,37,59,1,37,53,15,53,14,52,58,11,14,75,59,2,0,36,43,1,20,53,94,0,19,52,0,80,1,37,14,75,23,37,43,2,36,11,42,11,19,36,22,58,83,1,0,1,53,0,58,23,1,19,72,20,12,84,2,22,52,58,1,0,11,0,72,20,37,14,36,14,72,15,58,15,37,14,58,19,58,23,12,93,0,23,2,42,1,36,1,37,2,1,12,1,1,83,0,20,1,22,11,22,36,58,0,37,12,14,11,1,2,15,12,19,11,37,1,20,2,36,0,0,1,15,1,22,1,22,0,19,1,2.0
64,41,71,26,33,72,44,57,51,48,0,66,29,36,58,45,50,53,42,67,23,84,1,1,75,36,43,45,28,0,74,45,42,35,59,66,28,45,49,52,42,0,94,1,94,73,22,72,22,0,94,18,94,81,21,0,95,19,75,20,74,36,50,53,23,1,50,0,42,94,9,83,12,1,95,83,11,95,0,0,59,21,60,1,60,0,94,73,1,21,50,46,29,52,28,53,29,67,1,46,43,1,43,0,42,66,22,1,75,67,12,0,28,53,1,21,43,94,0,20,42,0,94,1,29,0,74,36,29,53,12,45,22,52,22,20,28,35,49,72,11,0,1,43,0,49,36,1,20,59,21,23,73,12,35,42,66,11,0,22,0,59,21,29,0,28,1,60,1,50,1,29,0,49,20,49,36,23,83,0,36,12,52,11,45,11,46,12,1,23,1,1,72,0,21,1,35,22,35,28,66,0,46,23,0,22,1,12,1,23,20,22,46,1,21,12,45,0,0,11,1,1,35,11,35,0,20,11,1.0
55,59,93,37,27,67,29,65,33,63,1,56,38,28,67,30,64,34,60,57,1,95,1,5,69,29,61,30,38,4,68,30,60,28,65,56,38,30,64,34,60,2,87,5,87,94,1,93,1,5,86,25,86,94,1,2,91,27,68,25,68,28,65,35,2,5,65,4,60,94,0,94,1,4,90,94,0,95,0,5,66,27,67,5,67,1,90,94,1,27,65,31,39,34,38,34,39,57,1,31,60,6,61,5,60,56,1,6,68,57,1,4,38,35,1,27,61,94,0,26,60,4,89,5,39,5,68,29,39,35,1,30,1,34,1,26,38,28,64,93,0,0,5,61,4,64,29,1,26,66,27,2,94,1,28,60,56,0,4,1,4,66,27,39,5,38,6,67,6,65,6,39,5,64,26,64,29,2,94,0,29,1,34,0,30,0,31,1,5,2,5,1,93,0,27,1,28,1,28,38,56,0,31,2,5,1,5,1,6,2,26,1,31,1,27,1,30,0,4,0,6,1,28,0,28,0,26,0,2.0
56,45,70,36,33,68,39,59,47,53,1,57,38,35,61,41,55,49,47,58,24,95,1,2,70,35,47,40,37,1,69,40,46,34,60,57,36,40,54,47,46,1,93,3,92,72,23,71,23,2,92,24,91,94,22,1,94,26,70,25,69,35,55,49,24,2,55,1,46,94,0,94,1,2,93,94,0,95,0,2,60,26,61,2,61,1,93,72,1,26,55,41,38,48,37,49,38,58,1,41,47,3,47,2,46,57,23,3,70,58,1,1,37,49,1,26,47,94,0,25,46,1,92,2,38,2,69,35,38,49,1,40,23,48,23,25,37,34,54,71,0,0,2,47,1,54,35,1,25,60,26,24,72,1,34,46,57,0,1,23,1,60,26,38,2,37,3,61,3,55,3,38,2,54,25,54,35,24,94,0,35,1,48,0,40,0,41,1,2,24,2,1,71,0,26,1,34,23,34,37,57,0,41,24,2,23,2,1,3,24,25,23,41,1,26,1,40,0,1,0,3,1,34,0,34,0,25,0,2.0
59,37,74,31,21,80,45,67,53,43,0,60,33,25,68,47,47,55,38,62,20,91,1,0,83,25,40,48,32,0,82,47,38,22,69,61,32,47,44,54,38,5,94,5,88,76,18,75,19,5,88,10,87,88,18,0,95,10,81,11,81,25,47,56,20,1,47,0,39,94,2,90,5,0,89,90,4,95,0,6,70,13,69,1,71,0,94,76,1,13,47,49,34,55,32,56,33,62,1,48,40,7,40,6,39,61,19,5,82,62,5,0,33,56,1,13,40,94,0,11,39,0,88,1,34,6,82,25,34,56,5,48,19,55,19,12,33,23,45,75,4,0,1,40,0,46,25,1,11,70,13,20,76,5,23,38,61,4,0,19,0,70,13,34,6,33,7,70,7,47,7,34,6,46,11,46,25,20,90,0,25,5,55,4,48,4,49,5,1,20,1,1,75,0,13,1,24,19,24,32,61,0,49,20,6,19,1,5,7,20,12,19,49,1,13,5,48,0,0,4,7,1,24,4,24,0,12,4,2.0
61,37,67,31,30,80,43,62,55,49,0,62,32,31,64,45,50,56,39,63,26,90,1,1,81,32,39,44,32,0,80,44,38,31,63,62,32,44,50,56,38,7,94,9,87,69,26,68,26,8,86,14,85,88,25,1,95,15,81,14,80,32,51,57,27,1,51,0,38,94,4,89,6,1,87,89,5,95,0,8,63,15,64,1,64,0,94,69,1,15,51,45,33,56,32,56,33,63,1,45,39,9,39,8,38,62,26,9,81,63,6,0,32,57,1,15,39,94,0,14,38,0,86,1,33,8,80,32,33,57,6,44,26,56,26,14,32,31,50,68,5,0,1,39,0,50,32,1,14,63,15,27,69,6,31,38,62,5,0,26,0,63,15,33,8,32,9,64,9,51,9,33,8,50,14,50,32,27,89,0,32,6,56,5,44,5,45,6,1,27,1,1,68,0,15,1,31,26,31,32,62,0,45,27,8,26,1,6,9,27,14,26,45,1,15,6,44,0,0,5,9,1,31,5,31,0,14,5,1.0
51,44,69,41,40,76,45,50,48,47,0,53,42,42,52,47,48,49,46,53,22,94,2,1,78,43,46,45,42,0,77,45,45,42,52,51,41,45,48,48,44,0,94,2,93,74,22,73,20,1,93,16,92,93,17,0,95,17,78,17,77,43,49,50,22,1,49,0,45,93,1,93,2,1,94,93,1,94,1,1,52,18,53,1,53,0,94,74,2,18,49,47,43,48,41,50,43,53,2,47,46,2,46,1,45,52,20,2,78,53,2,0,42,50,2,18,46,93,1,17,45,0,93,1,43,1,77,43,43,50,2,46,21,49,20,17,42,42,48,73,1,1,1,46,0,48,43,2,17,52,18,22,74,2,42,45,52,1,0,21,0,52,18,43,1,42,2,53,2,49,2,43,1,48,17,48,43,22,93,1,43,2,49,1,46,1,47,2,1,22,1,2,73,1,18,2,42,21,42,42,52,1,47,22,1,21,1,2,2,22,17,21,47,2,18,2,46,1,0,1,2,2,42,1,42,1,17,1,2.0
62,39,71,30,33,70,47,59,53,45,0,62,32,35,61,49,47,55,41,64,22,87,1,1,72,35,41,48,31,0,71,48,40,34,60,63,31,48,46,54,40,1,94,2,94,74,20,73,21,1,93,22,93,84,19,1,95,24,72,23,71,35,47,55,22,1,47,0,40,94,6,86,9,1,94,86,8,95,0,1,60,24,61,1,61,0,94,74,1,24,47,49,32,54,31,55,32,64,1,49,41,2,41,1,40,63,21,2,72,64,9,0,31,55,1,24,41,94,0,23,40,0,93,1,32,1,71,35,32,55,9,48,21,54,21,23,31,34,46,73,8,0,1,41,0,46,35,1,23,60,24,22,74,9,34,40,63,8,0,21,0,60,24,32,1,31,2,61,2,47,2,32,1,46,23,46,35,22,86,0,35,9,54,8,48,8,49,9,1,22,1,1,73,0,24,1,34,21,34,31,63,0,49,22,1,21,1,9,2,22,23,21,49,1,24,9,48,0,0,8,2,1,34,8,34,0,23,8,1.0
51,44,75,41,31,69,42,59,48,50,0,53,42,34,61,43,52,49,45,53,18,92,0,1,72,34,46,43,42,0,71,43,45,33,61,52,42,43,51,49,45,3,94,6,89,77,18,77,17,5,89,21,87,90,15,0,95,23,72,23,71,34,52,50,18,1,52,0,45,94,2,91,3,1,90,91,3,95,0,5,61,24,62,1,62,0,94,78,1,24,52,44,43,49,42,50,42,53,1,43,46,6,46,5,45,52,17,6,72,53,4,0,42,50,1,24,46,94,0,23,45,0,89,1,43,5,71,34,43,50,4,43,17,49,17,23,42,33,51,77,3,0,1,46,0,51,34,1,23,61,24,18,77,4,33,45,52,3,0,17,0,61,24,43,5,42,6,62,6,52,6,43,5,51,23,51,34,18,91,0,34,4,49,3,43,3,44,4,1,18,1,1,77,0,24,1,33,17,33,42,52,0,44,18,5,17,1,4,6,18,23,17,44,1,24,4,43,0,0,3,6,1,33,3,33,0,23,3,2.0
51,49,77,41,30,71,35,60,41,55,0,53,43,32,63,37,57,44,51,53,16,94,1,1,74,33,52,37,42,0,73,37,51,32,62,52,42,37,57,43,51,10,94,11,83,79,16,79,15,11,83,19,82,93,13,0,95,22,73,21,73,32,58,44,16,1,58,0,51,94,1,94,1,0,84,93,1,95,1,11,62,22,63,1,63,0,94,80,1,22,58,38,43,43,42,44,43,53,1,38,51,12,52,11,51,52,15,12,73,53,2,0,42,44,1,22,52,94,0,21,51,0,83,1,43,11,73,33,43,44,2,37,15,43,15,21,42,32,57,79,1,0,1,52,0,57,33,1,21,62,22,16,80,2,32,51,52,1,0,15,0,62,22,43,11,42,12,63,12,58,12,43,11,57,21,57,33,16,93,0,33,2,43,1,37,1,38,2,1,16,1,1,79,0,22,1,32,15,32,42,52,0,38,16,11,15,1,2,12,16,21,15,38,1,22,2,37,0,0,1,12,1,32,1,32,0,21,1,2.0
58,34,79,32,32,69,43,60,58,47,0,61,33,32,61,45,48,58,35,61,15,86,4,1,72,33,36,45,34,0,71,45,35,33,61,60,33,45,49,58,35,1,94,1,94,81,15,80,14,1,93,21,93,84,13,1,95,23,71,23,71,33,49,60,15,1,50,0,35,90,8,86,10,1,94,85,9,92,4,1,61,23,62,1,62,0,94,81,4,24,50,46,34,59,34,60,34,61,4,45,35,2,36,1,35,60,14,2,72,61,10,0,34,60,4,24,36,91,3,23,35,0,93,1,35,1,71,34,35,60,10,45,14,59,14,23,34,33,49,80,9,2,1,36,0,49,34,4,23,61,24,15,81,10,33,35,60,9,0,14,0,61,24,35,1,34,2,62,2,50,2,35,1,49,23,49,34,15,85,3,34,10,59,9,45,9,46,10,1,15,1,4,80,3,24,4,33,14,33,34,60,3,46,15,1,14,1,10,2,15,23,14,46,4,24,10,45,3,0,9,2,4,33,9,33,3,23,9,1.0
71,47,80,19,31,72,34,61,43,58,0,73,21,32,61,35,59,45,49,73,12,86,0,1,76,32,49,35,21,0,75,35,49,32,62,73,21,35,59,45,49,4,94,5,90,82,12,82,12,5,89,16,88,84,10,1,95,18,75,19,75,32,59,45,12,1,60,0,49,94,8,85,9,1,90,85,9,95,0,5,62,19,63,1,63,0,94,83,0,19,60,35,21,45,21,45,21,74,0,35,49,6,50,5,49,73,12,6,76,73,9,0,21,46,0,19,50,94,0,19,49,0,89,1,22,5,75,32,21,45,9,35,12,45,12,19,21,32,59,82,9,0,1,50,0,59,33,0,19,62,19,13,82,9,32,49,73,9,0,12,0,62,19,22,5,21,6,63,6,60,6,22,5,59,19,59,32,12,85,0,32,9,45,9,35,9,35,9,1,13,1,1,82,0,20,1,32,12,32,21,73,0,35,12,5,12,1,10,6,13,19,12,36,0,19,10,35,0,0,9,6,1,32,9,32,0,19,9,2.0
69,35,77,23,33,82,46,59,57,46,0,71,25,35,61,48,48,59,37,71,17,83,2,1,83,35,37,47,24,0,82,47,36,34,60,70,24,47,47,58,36,1,94,2,94,78,17,78,16,1,93,12,93,81,15,1,95,13,83,12,82,35,48,59,17,1,48,0,36,92,11,83,12,1,94,82,12,94,2,1,60,13,61,1,61,0,94,79,2,13,48,48,25,58,24,59,25,71,2,48,37,2,37,1,36,70,16,2,83,71,13,0,24,59,2,13,37,93,1,12,36,0,93,1,25,1,82,35,25,59,13,47,16,58,16,12,24,34,47,78,12,0,1,37,0,47,35,2,12,60,13,17,79,13,34,36,70,12,0,16,0,60,13,25,1,24,2,61,2,48,2,25,1,47,12,47,35,17,82,1,35,13,58,12,47,12,48,13,1,17,1,2,78,1,13,2,34,16,34,24,70,1,48,17,1,16,1,13,2,17,12,16,48,2,13,13,47,1,0,12,2,2,34,12,34,1,12,12,1.0
58,43,65,34,32,68,42,60,49,50,0,60,35,32,60,42,50,50,43,60,27,91,2,1,70,33,43,43,35,0,69,43,44,33,61,59,35,43,51,50,44,2,94,4,92,69,27,68,26,3,91,24,90,88,23,1,95,24,70,25,69,32,50,51,27,1,52,0,44,93,2,90,5,1,92,90,4,94,1,3,61,24,62,1,62,0,94,69,2,24,52,44,35,50,35,51,35,60,2,43,43,4,45,3,44,59,26,4,70,60,5,0,35,51,2,25,45,93,1,25,44,0,91,1,36,3,69,34,35,51,5,43,26,50,26,25,35,33,51,68,4,1,1,45,0,51,34,2,25,61,26,27,69,5,33,44,59,4,0,26,0,61,26,36,3,35,4,62,4,52,4,36,3,51,25,51,34,27,90,1,34,5,50,4,43,4,44,5,1,27,1,2,68,1,26,2,33,26,33,35,59,1,44,27,3,26,1,5,4,27,25,26,44,2,26,5,43,1,0,4,4,2,33,4,33,1,25,4,1.0
65,37,93,23,15,91,28,75,51,60,0,68,25,17,76,31,63,53,40,69,1,95,1,1,93,18,41,31,25,0,92,30,39,16,76,68,25,30,62,53,39,0,92,1,92,94,1,93,1,0,92,1,92,94,1,0,94,1,92,1,91,18,63,55,2,2,64,0,40,94,0,94,1,1,94,94,0,95,0,0,76,2,77,2,78,0,93,94,1,3,64,32,27,54,25,54,26,69,1,31,41,2,41,0,39,68,1,1,92,69,1,1,26,55,1,3,41,94,0,1,39,0,93,2,27,0,91,18,27,55,1,31,1,54,1,2,25,16,62,93,0,0,2,41,0,63,18,1,1,76,3,2,94,1,16,39,68,0,1,1,0,77,3,27,1,25,2,77,2,64,2,27,0,62,1,62,18,2,94,0,18,1,54,0,31,0,32,1,2,2,2,1,93,0,3,1,17,1,17,25,68,0,32,2,1,1,2,1,2,2,2,1,32,1,3,1,31,0,1,0,2,1,17,0,17,0,2,0,1.0
61,35,70,31,33,67,44,59,57,48,0,62,32,33,59,45,48,58,36,63,23,87,2,1,70,35,36,45,32,0,69,45,36,34,60,62,32,45,49,58,36,1,94,1,94,73,22,72,22,1,93,23,93,85,20,1,95,24,69,25,69,34,48,59,23,1,50,0,36,93,7,87,9,1,94,86,8,94,2,1,60,24,61,1,61,0,94,73,2,25,50,46,33,58,32,59,33,63,2,46,36,2,37,1,36,62,22,2,70,63,9,0,32,59,2,26,37,93,1,25,36,0,93,1,33,1,69,35,33,59,9,45,22,58,22,25,32,34,49,72,8,1,1,37,0,49,35,2,25,60,26,23,73,9,34,36,62,8,0,22,0,60,26,33,1,32,2,61,2,50,2,33,1,49,25,49,35,23,86,1,35,9,58,8,45,8,46,9,1,23,1,2,72,1,26,2,34,22,34,32,62,1,46,23,1,22,1,9,2,23,25,22,46,2,26,9,45,1,0,8,2,2,34,8,34,1,25,8,1.0
54,38,66,38,39,76,54,51,54,38,0,56,38,42,54,54,40,54,38,56,28,91,0,1,82,42,40,54,39,0,81,54,39,41,53,54,38,54,39,54,38,1,94,1,94,67,28,67,26,1,93,8,93,89,26,1,95,14,81,13,81,42,40,56,28,1,40,0,39,94,3,90,4,1,94,90,4,95,0,1,53,14,54,1,54,0,94,68,1,14,40,56,40,54,38,56,38,56,1,54,40,2,40,1,39,55,26,2,82,56,5,0,39,56,1,14,40,94,0,13,39,0,93,1,40,1,81,42,40,56,5,55,27,55,26,13,39,41,39,67,4,0,1,40,0,39,42,1,13,53,14,28,67,5,41,39,55,4,0,27,0,53,14,40,1,39,2,54,2,40,2,40,1,39,13,39,42,28,90,0,42,5,55,4,55,4,56,5,1,28,1,1,67,0,14,1,41,27,41,39,55,0,56,28,1,27,1,5,2,28,13,27,56,1,14,5,55,0,0,4,2,1,41,4,41,0,13,4,2.0
