@relation 'Sax dominant'

@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMff numeric
@attribute o1atLff numeric
@attribute o1atMhh numeric
@attribute o1atLhh numeric
@attribute o1atMhi numeric
@attribute o1atLhi numeric
@attribute o1atMfg numeric
@attribute o1atLfg numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMfh numeric
@attribute o1atLfh numeric
@attribute o1atMdf numeric
@attribute o1atLdf numeric
@attribute o1atMdh numeric
@attribute o1atLdh numeric
@attribute o1atMdk numeric
@attribute o1atLdk numeric
@attribute o1atMgd numeric
@attribute o1atLgd numeric
@attribute o1atMge numeric
@attribute o1atLge numeric
@attribute o1atMig numeric
@attribute o1atLig numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMkj numeric
@attribute o1atLkj numeric
@attribute o1atMih numeric
@attribute o1atLih numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atLkk numeric
@attribute o1atMii numeric
@attribute o1atLii numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMee numeric
@attribute o1atLee numeric
@attribute o1atMef numeric
@attribute o1atLef numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMgh numeric
@attribute o1atLgh numeric
@attribute o1atMgi numeric
@attribute o1atLgi numeric
@attribute o1atMeg numeric
@attribute o1atLeg numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMcf numeric
@attribute o1atLcf numeric
@attribute o1atMeh numeric
@attribute o1atLeh numeric
@attribute o1atMcg numeric
@attribute o1atLcg numeric
@attribute o1atMak numeric
@attribute o1atLak numeric
@attribute o1atMhe numeric
@attribute o1atLhe numeric
@attribute o1atMhf numeric
@attribute o1atLhf numeric
@attribute o1atMfd numeric
@attribute o1atLfd numeric
@attribute o1atMji numeric
@attribute o1atLji numeric
@attribute o1atMhg numeric
@attribute o1atLhg numeric
@attribute o1atMfe numeric
@attribute o1atLfe numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMhj numeric
@attribute o1atLhj numeric
@attribute o1atMdg numeric
@attribute o1atLdg numeric
@attribute o1atMif numeric
@attribute o1atLif numeric
@attribute o1atMgf numeric
@attribute o1atLgf numeric
@attribute o1atMgg numeric
@attribute o1atLgg numeric
@attribute o1atMei numeric
@attribute o1atLei numeric
@attribute o1atMjh numeric
@attribute o1atLjh numeric
@attribute o1atMfi numeric
@attribute o1atLfi numeric
@attribute o1atMek numeric
@attribute o1atLek numeric
@attribute o1atMfj numeric
@attribute o1atLfj numeric
@attribute o1atMjg numeric
@attribute o1atLjg numeric
@attribute o1atMgj numeric
@attribute o1atLgj numeric
@attribute o1atMfc numeric
@attribute o1atLfc numeric
@attribute o1atMki numeric
@attribute o1atLki numeric
@attribute o1atMhk numeric
@attribute o1atLhk numeric
@attribute o1atMkh numeric
@attribute o1atLkh numeric
@attribute o1atMjd numeric
@attribute o1atLjd numeric
@attribute o1atMhd numeric
@attribute o1atLhd numeric
@attribute o1atMje numeric
@attribute o1atLje numeric
@attribute o1atMij numeric
@attribute o1atLij numeric
@attribute o1atMjj numeric
@attribute o1atLjj numeric
@attribute o1atMjf numeric
@attribute o1atLjf numeric
@attribute o1atMie numeric
@attribute o1atLie numeric
@attribute o1atMck numeric
@attribute o1atLck numeric
@attribute o1atMgk numeric
@attribute o1atLgk numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMfk numeric
@attribute o1atLfk numeric
@attribute o1atMci numeric
@attribute o1atLci numeric
@attribute o1atMgc numeric
@attribute o1atLgc numeric
@attribute o1atMej numeric
@attribute o1atLej numeric
@attribute o1atMaa numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMbk numeric
@attribute o1atLbk numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMbf numeric
@attribute o1atLbf numeric
@attribute o1atMfb numeric
@attribute o1atLfb numeric
@attribute o1atMkf numeric
@attribute o1atLkf numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMdi numeric
@attribute o1atLdi numeric
@attribute o1atMkg numeric
@attribute o1atLkg numeric
@attribute o1atMaf numeric
@attribute o1atLaf numeric
@attribute o1atMjk numeric
@attribute o1atLjk numeric
@attribute o1atMah numeric
@attribute o1atLah numeric
@attribute o1atMbj numeric
@attribute o1atLbj numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMch numeric
@attribute o1atLch numeric
@attribute o1atMbh numeric
@attribute o1atLbh numeric
@attribute o1atMhc numeric
@attribute o1atLhc numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMbi numeric
@attribute o1atLbi numeric
@attribute o1atMic numeric
@attribute o1atLic numeric
@attribute destClass {1,3,2}

@data
18,94,54,28,83,9,84,7,59,20,27,63,64,13,28,39,31,18,32,4,31,29,54,29,76,8,0,63,90,4,85,7,28,63,3,86,5,0,94,44,50,46,35,0,94,75,12,75,7,50,26,0,63,0,39,54,17,0,29,1,5,55,18,65,17,31,39,88,5,75,14,50,36,0,94,85,5,30,29,65,8,61,24,67,18,54,8,86,6,64,7,56,4,64,5,76,6,75,5,0,39,88,4,87,3,86,4,31,6,31,18,55,6,87,4,89,4,65,6,55,8,1,4,77,3,0,95,66,3,0,8,0,29,54,6,0,0,95,0,63,1,4,0,94,0,94,0,39,0,39,65,4,0,94,31,8,76,4,0,40,91,3,0,19,0,6,0,94,0,18,0,18,0,18,0,95,0,94,0,64,0,8,0,8,2
15,94,62,31,81,13,83,6,65,21,22,69,67,14,24,45,24,17,26,4,25,25,47,25,76,7,0,69,90,3,83,6,20,69,2,85,3,0,94,35,59,45,42,0,94,75,13,76,6,46,24,0,69,0,45,47,16,0,25,1,5,48,17,68,15,25,45,87,3,75,15,44,40,0,94,84,5,24,25,68,7,67,20,73,18,48,7,85,5,68,6,50,3,68,5,77,5,76,5,0,45,88,3,87,3,86,4,25,6,25,17,49,6,86,3,88,3,69,5,48,8,1,4,78,3,0,95,70,3,0,8,0,25,48,5,0,0,95,0,69,1,4,0,94,0,94,0,45,0,45,69,4,0,94,24,8,77,4,0,46,91,2,0,18,0,6,0,94,0,17,0,17,0,17,0,95,0,94,0,70,0,8,0,8,1
23,94,53,28,80,11,82,8,58,20,28,59,63,15,29,41,34,20,36,3,35,30,52,30,74,10,0,59,91,3,83,8,31,59,2,86,6,0,94,40,47,43,34,0,94,72,14,73,9,48,24,0,59,0,41,52,18,0,30,1,4,53,20,64,19,35,41,88,5,72,15,48,37,0,94,83,5,33,30,64,10,59,25,65,19,52,9,84,6,63,9,54,2,63,5,74,6,73,5,0,41,88,3,85,2,84,3,35,6,35,20,53,6,87,4,90,4,64,6,53,10,1,3,75,2,0,95,65,2,0,10,0,30,52,5,0,0,95,0,59,1,3,0,94,0,94,0,41,0,41,64,3,0,94,34,10,74,3,0,42,92,2,0,21,0,6,0,94,0,20,0,20,0,20,0,95,0,94,0,60,0,10,0,10,2
7,94,58,28,84,6,86,5,64,18,15,76,67,10,16,40,18,12,19,3,18,25,53,24,82,7,0,76,91,3,87,5,15,76,2,89,4,0,94,42,65,47,37,0,94,80,7,81,5,52,23,0,76,0,40,53,12,0,25,1,4,54,12,69,11,17,40,90,4,80,10,50,37,0,94,86,3,18,25,69,7,67,21,76,14,53,7,87,4,68,6,55,3,68,3,82,4,81,3,0,40,90,3,88,2,87,3,18,4,18,12,54,4,89,3,90,3,69,4,54,7,1,3,83,2,0,95,70,2,0,7,0,25,53,4,0,0,95,0,76,1,3,0,94,0,94,0,40,0,40,69,3,0,94,18,7,82,3,0,41,92,2,0,13,0,4,0,94,0,12,0,12,0,12,0,95,0,94,0,77,0,7,0,7,3
13,94,58,27,83,13,84,6,63,21,20,67,66,14,26,43,27,17,28,4,27,27,49,27,76,6,0,67,90,3,84,6,23,67,2,85,3,0,94,35,53,45,36,0,94,76,13,76,6,48,26,0,67,0,43,50,17,0,27,1,5,50,17,66,15,27,43,87,3,76,15,44,39,0,94,85,5,27,27,66,6,65,20,73,18,50,7,86,5,66,6,52,4,66,5,77,5,76,5,0,43,88,3,88,3,87,4,27,6,27,17,51,6,86,3,88,3,67,5,50,7,1,4,78,3,0,95,68,3,0,7,0,27,50,6,0,0,95,0,67,1,4,0,94,0,94,0,43,0,43,67,4,0,94,27,7,77,4,0,44,91,2,0,18,0,6,0,94,0,17,0,17,0,17,0,95,0,94,0,68,0,7,0,7,3
12,94,56,26,81,10,84,7,60,20,21,71,64,14,22,37,23,18,24,4,23,28,56,28,76,8,0,71,90,4,85,7,22,71,3,88,5,0,94,46,60,49,35,0,94,74,12,75,7,53,27,0,71,0,37,55,18,0,28,1,5,57,18,65,17,23,37,89,5,74,15,51,36,0,94,84,4,23,28,66,9,63,22,68,18,56,9,85,5,65,7,58,4,65,4,76,5,75,4,0,37,89,4,86,3,85,4,23,5,23,18,57,5,88,4,89,4,66,5,57,9,1,4,77,3,0,95,67,3,0,9,0,28,56,5,0,0,95,0,71,1,4,0,94,0,94,0,37,0,37,66,4,0,94,23,9,76,4,0,38,91,3,0,19,0,5,0,94,0,18,0,18,0,18,0,95,0,94,0,72,0,9,0,9,3
20,74,49,34,74,14,80,8,53,24,22,58,59,20,26,47,32,25,34,3,33,33,44,32,69,11,10,61,91,3,81,9,28,58,2,89,6,0,94,30,48,36,38,7,84,64,17,68,11,40,26,8,61,8,49,43,21,10,33,1,4,45,25,59,24,32,49,90,4,65,18,40,44,7,84,80,3,29,31,61,13,54,28,58,21,44,12,81,4,60,11,46,2,60,3,69,4,68,3,10,49,90,3,82,2,81,3,33,4,33,25,45,4,89,3,90,3,61,4,45,13,11,3,70,2,0,95,62,2,10,13,10,33,44,3,0,0,95,0,61,1,3,0,94,0,94,0,49,0,49,61,3,0,84,32,13,69,3,0,50,92,2,0,26,0,4,0,94,10,25,0,25,10,25,0,85,0,84,0,62,0,13,10,13,2
19,94,62,28,83,12,85,6,66,21,24,64,68,13,28,40,29,16,31,3,30,25,53,25,77,6,0,64,91,3,85,6,27,64,2,87,3,0,94,42,53,50,34,0,94,77,13,77,6,51,23,0,64,0,40,53,15,0,25,1,4,54,16,68,15,30,40,89,3,77,14,49,37,0,94,86,4,29,25,68,7,67,20,74,18,53,6,87,4,68,6,55,2,68,4,78,4,77,4,0,40,89,3,88,2,87,3,30,5,30,16,54,5,88,3,90,3,69,5,54,7,1,3,79,2,0,95,70,2,0,7,0,25,53,4,0,0,95,0,64,1,3,0,94,0,94,0,40,0,40,69,3,0,94,29,7,78,3,0,41,92,2,0,17,0,5,0,94,0,16,0,16,0,16,0,95,0,94,0,65,0,7,0,7,3
21,94,53,27,82,11,85,6,59,21,29,61,62,14,30,38,33,18,34,4,33,30,54,29,76,7,0,61,90,4,85,7,31,61,3,88,4,0,94,45,49,47,34,0,94,74,13,75,6,52,27,0,61,0,38,54,17,0,30,1,5,56,18,63,16,32,38,89,4,75,15,50,36,0,94,85,4,32,30,64,8,61,24,69,19,55,8,86,5,63,6,57,4,63,4,76,5,75,4,0,38,89,4,87,3,86,4,33,5,33,18,56,5,88,4,89,4,64,5,56,8,1,4,77,3,0,95,65,3,0,8,0,30,55,5,0,0,95,0,61,1,4,0,94,0,94,0,38,0,38,64,4,0,94,33,8,76,4,0,39,91,3,0,19,0,5,0,94,0,18,0,18,0,18,0,95,0,94,0,62,0,8,0,8,2
23,94,51,32,83,9,85,7,57,22,28,59,61,13,29,45,34,18,36,4,35,32,48,30,76,8,0,59,90,4,86,7,28,59,3,88,5,0,94,36,47,39,38,0,94,75,13,75,7,44,26,0,59,0,45,48,16,0,32,1,5,49,18,62,17,33,45,89,5,75,14,46,38,0,94,85,4,33,32,62,8,58,29,67,21,48,7,86,5,61,7,50,3,61,4,76,5,75,4,0,45,89,4,87,3,86,4,35,5,35,18,49,5,88,4,89,4,62,5,49,8,1,4,77,3,0,95,63,3,0,8,0,32,48,4,0,0,95,0,59,1,4,0,94,0,94,0,45,0,45,62,4,0,94,34,8,76,4,0,46,91,3,0,19,0,5,0,94,0,18,0,18,0,18,0,95,0,94,0,60,0,8,0,8,3
18,94,53,28,81,9,84,7,60,21,26,62,62,14,27,39,32,17,33,4,32,30,54,30,77,8,0,62,90,4,85,7,30,62,3,88,5,0,94,44,48,46,33,0,94,75,13,76,7,52,25,0,62,0,39,53,16,0,30,1,5,55,17,63,16,32,39,89,5,75,14,49,37,0,94,84,4,31,30,64,9,61,24,69,19,54,9,85,5,63,7,56,4,63,4,77,5,76,4,0,39,89,4,86,3,85,4,32,5,32,17,55,5,88,4,89,4,64,5,55,9,1,4,78,3,0,95,65,3,0,9,0,30,54,5,0,0,95,0,62,1,4,0,94,0,94,0,39,0,39,64,4,0,94,32,9,77,4,0,40,91,3,0,18,0,5,0,94,0,17,0,17,0,17,0,95,0,94,0,63,0,9,0,9,3
17,78,50,32,80,15,83,8,54,24,23,60,60,20,25,45,30,25,32,3,31,33,46,33,69,10,9,63,91,3,84,10,28,59,2,88,6,2,94,34,49,39,38,6,85,67,18,68,9,43,27,8,63,8,46,47,22,9,33,1,4,48,25,61,23,31,46,89,5,69,17,43,43,5,85,83,4,28,32,61,10,53,28,59,22,47,9,84,5,60,9,49,2,60,4,69,5,68,4,9,46,89,3,85,2,84,3,31,5,31,25,48,5,88,4,90,4,61,5,48,10,10,3,70,2,0,95,62,2,9,10,9,33,47,4,0,0,95,0,63,1,3,0,94,0,94,0,46,0,46,61,3,0,85,30,10,69,3,0,47,92,2,0,26,0,5,0,94,9,25,0,25,9,25,0,86,0,85,0,64,0,10,9,10,1
19,85,40,35,82,10,83,5,48,27,23,60,54,15,26,49,32,20,34,3,33,38,43,34,72,8,5,61,91,3,84,4,25,60,2,85,4,1,94,29,47,33,40,4,89,71,12,72,6,39,31,4,61,5,50,43,16,5,38,1,4,44,20,56,19,29,50,88,4,70,17,35,42,4,89,85,4,29,38,56,8,53,29,64,22,43,7,86,4,54,7,45,2,55,5,74,6,73,4,5,50,88,3,87,2,86,3,33,6,33,20,44,6,87,3,90,3,56,6,44,8,6,3,75,2,0,95,57,2,5,8,5,38,43,5,0,0,95,0,61,1,3,0,94,0,94,0,50,0,50,56,3,0,89,32,8,74,3,0,51,92,2,0,21,0,6,0,94,5,20,0,20,5,20,0,90,0,89,0,62,0,8,5,8,3
17,86,49,31,76,13,81,8,54,24,21,61,60,19,25,47,30,24,32,3,31,33,44,32,70,11,4,63,91,3,82,9,25,61,2,88,6,2,94,31,49,38,37,3,89,66,17,69,11,42,27,5,63,5,47,46,20,5,33,1,4,47,24,60,21,30,46,89,5,67,17,41,41,3,89,81,4,27,33,61,12,54,27,59,21,46,11,82,5,60,11,48,2,60,4,70,5,69,4,5,47,89,3,83,2,82,3,31,5,31,24,47,5,88,4,90,4,61,5,47,12,6,3,71,2,0,95,62,2,5,12,5,33,46,4,0,0,95,0,63,1,3,0,94,0,94,0,47,0,47,61,3,0,89,30,12,70,3,0,48,92,2,0,25,0,5,0,94,5,24,0,24,5,24,0,90,0,89,0,64,0,12,5,12,1
8,94,63,25,83,9,85,5,68,19,12,78,69,12,15,40,16,13,17,3,16,24,53,24,81,7,0,78,91,3,85,7,14,78,2,87,3,0,94,39,70,49,36,0,94,79,11,79,6,53,23,0,78,0,40,53,13,0,24,1,4,54,13,70,12,16,40,89,3,81,12,52,38,0,94,86,3,16,24,70,7,69,22,77,17,53,7,87,5,69,6,55,3,69,4,81,5,80,4,0,40,89,3,88,2,87,3,16,5,16,13,54,5,88,3,90,3,70,5,54,7,1,3,82,2,0,95,71,2,0,7,0,24,53,5,0,0,95,0,78,1,3,0,94,0,94,0,40,0,40,70,3,0,94,16,7,81,3,0,41,92,2,0,14,0,5,0,94,0,13,0,13,0,13,0,95,0,94,0,79,0,7,0,7,3
19,94,55,28,80,11,82,8,60,21,27,61,64,16,28,39,33,19,34,4,33,29,55,29,75,10,0,61,90,4,83,8,31,61,3,86,6,0,94,44,47,47,33,0,94,73,14,74,9,52,24,0,61,0,39,54,18,0,29,1,5,55,19,65,19,33,39,88,5,73,15,50,37,0,94,83,5,32,29,65,10,61,24,67,19,54,10,84,6,64,9,56,4,64,5,75,6,74,5,0,39,88,4,85,3,84,4,33,6,33,19,55,6,87,4,89,4,65,6,55,10,1,4,76,3,0,95,66,3,0,10,0,29,54,6,0,0,95,0,61,1,4,0,94,0,94,0,39,0,39,65,4,0,94,33,10,75,4,0,40,91,3,0,20,0,6,0,94,0,19,0,19,0,19,0,95,0,94,0,62,0,10,0,10,1
0,94,57,19,75,10,79,9,60,18,0,94,64,13,0,31,0,19,1,4,0,27,58,27,74,11,0,94,90,4,79,8,0,94,3,83,7,0,94,51,94,54,31,0,94,71,12,73,10,57,27,0,94,0,31,61,19,0,27,1,5,62,19,65,14,0,31,86,6,70,13,54,31,0,94,80,6,0,27,67,12,61,18,66,17,62,13,81,7,66,11,64,4,66,7,75,8,74,7,0,31,86,4,82,3,81,4,0,8,0,19,63,8,85,6,89,5,67,8,63,13,1,4,76,3,0,95,68,3,0,13,0,27,62,8,0,0,95,0,94,1,4,0,94,0,94,0,31,0,31,67,4,0,94,0,13,75,4,0,32,91,3,0,20,0,8,0,94,0,19,0,19,0,19,0,95,0,94,0,95,0,13,0,13,1
8,94,62,28,84,6,86,5,67,17,15,78,69,9,15,37,16,11,17,3,16,23,57,23,83,7,0,78,91,3,87,5,13,78,2,89,4,0,94,48,70,51,36,0,94,81,7,82,5,55,22,0,78,0,37,56,11,0,23,1,4,57,11,71,11,16,37,90,4,81,10,55,34,0,94,86,3,16,23,71,7,70,21,78,14,56,7,87,4,70,6,58,3,70,3,83,4,82,3,0,37,90,3,88,2,87,3,16,4,16,11,57,4,89,3,90,3,71,4,57,7,1,3,84,2,0,95,72,2,0,7,0,23,56,4,0,0,95,0,78,1,3,0,94,0,94,0,37,0,37,71,3,0,94,16,7,83,3,0,38,92,2,0,12,0,4,0,94,0,11,0,11,0,11,0,95,0,94,0,79,0,7,0,7,3
13,94,61,28,83,13,84,6,64,21,21,69,67,15,25,40,25,17,26,4,25,26,52,26,76,6,0,69,90,3,84,6,23,69,2,85,3,0,94,42,57,49,36,0,94,76,13,76,6,52,26,0,69,0,40,53,17,0,26,1,5,53,17,67,15,25,40,87,3,76,15,49,38,0,94,85,5,25,26,67,6,66,21,73,19,53,7,86,5,67,6,55,4,67,5,77,5,76,5,0,40,88,3,88,3,87,4,25,6,25,17,54,6,86,3,88,3,68,5,53,7,1,4,78,3,0,95,69,3,0,7,0,26,53,6,0,0,95,0,69,1,4,0,94,0,94,0,40,0,40,68,4,0,94,25,7,77,4,0,41,91,2,0,18,0,6,0,94,0,17,0,17,0,17,0,95,0,94,0,70,0,7,0,7,2
19,94,53,29,80,13,83,8,58,21,25,60,63,18,27,42,33,22,35,3,34,30,49,30,72,10,0,60,91,3,84,9,30,60,2,88,6,0,94,39,45,43,33,0,94,70,16,71,9,48,23,0,60,0,42,51,20,0,30,1,4,52,22,64,19,34,42,89,5,71,15,47,38,0,94,83,4,32,30,64,10,57,25,63,19,51,9,84,5,63,9,53,2,63,4,72,5,71,4,0,42,89,3,85,2,84,3,34,5,34,22,52,5,88,4,90,4,64,5,52,10,1,3,73,2,0,95,65,2,0,10,0,30,51,4,0,0,95,0,60,1,3,0,94,0,94,0,42,0,42,64,3,0,94,33,10,72,3,0,43,92,2,0,23,0,5,0,94,0,22,0,22,0,22,0,95,0,94,0,61,0,10,0,10,3
9,94,59,26,81,6,84,6,64,18,17,76,66,9,17,36,18,12,19,4,18,26,58,25,82,9,0,76,90,4,85,5,16,76,3,88,5,0,94,48,67,50,35,0,94,79,8,81,7,55,25,0,76,0,36,57,12,0,26,1,5,58,12,68,12,17,36,89,5,78,11,55,34,0,94,84,4,18,26,68,9,67,23,76,17,57,9,85,5,67,8,59,4,67,4,82,5,81,4,0,36,89,4,86,3,85,4,18,5,18,12,58,5,88,4,89,4,68,5,58,9,1,4,83,3,0,95,69,3,0,9,0,26,57,5,0,0,95,0,76,1,4,0,94,0,94,0,36,0,36,68,4,0,94,18,9,82,4,0,37,91,3,0,13,0,5,0,94,0,12,0,12,0,12,0,95,0,94,0,77,0,9,0,9,1
20,94,55,27,81,11,84,7,60,21,27,61,63,16,28,38,33,19,34,4,33,29,55,29,75,8,0,61,90,4,85,8,32,61,3,88,5,0,94,45,48,48,32,0,94,73,14,74,7,53,24,0,61,0,38,54,18,0,29,1,5,56,19,64,18,33,38,89,5,74,15,50,37,0,94,84,4,32,29,65,9,61,23,67,19,55,9,85,5,64,7,57,4,64,4,75,5,74,4,0,38,89,4,86,3,85,4,33,5,33,19,56,5,88,4,89,4,65,5,56,9,1,4,76,3,0,95,66,3,0,9,0,29,55,5,0,0,95,0,61,1,4,0,94,0,94,0,38,0,38,65,4,0,94,33,9,75,4,0,39,91,3,0,20,0,5,0,94,0,19,0,19,0,19,0,95,0,94,0,62,0,9,0,9,2
19,84,40,32,82,10,83,5,47,26,24,58,54,14,26,46,32,21,34,3,33,38,45,35,71,8,6,61,91,3,84,4,27,59,2,85,4,2,94,32,47,35,38,3,88,70,12,71,6,40,31,5,61,6,47,46,17,6,38,1,4,47,21,56,19,30,47,88,4,69,18,36,41,4,88,85,4,29,38,56,8,53,27,62,22,46,7,86,4,54,7,48,2,55,5,73,6,72,4,6,47,88,3,87,2,86,3,33,6,33,21,47,6,87,3,90,3,56,6,47,8,7,3,74,2,0,95,57,2,6,8,6,38,46,5,0,0,95,0,61,1,3,0,94,0,94,0,47,0,47,56,3,0,88,32,8,73,3,0,48,92,2,0,22,0,6,0,94,6,21,0,21,6,21,0,89,0,88,0,62,0,8,6,8,3
20,94,54,27,81,11,84,7,60,20,28,62,63,14,29,38,32,18,33,4,32,29,55,29,76,8,0,62,90,4,85,8,31,62,3,88,5,0,94,45,50,47,34,0,94,74,13,75,7,52,26,0,62,0,38,54,17,0,29,1,5,56,18,64,17,32,38,89,5,75,15,50,37,0,94,84,4,31,29,65,9,62,23,69,18,55,9,85,5,64,7,57,4,64,4,76,5,75,4,0,38,89,4,86,3,85,4,32,5,32,18,56,5,88,4,89,4,65,5,56,9,1,4,77,3,0,95,66,3,0,9,0,29,55,5,0,0,95,0,62,1,4,0,94,0,94,0,38,0,38,65,4,0,94,32,9,76,4,0,39,91,3,0,19,0,5,0,94,0,18,0,18,0,18,0,95,0,94,0,63,0,9,0,9,3
11,92,58,29,83,13,84,6,63,21,16,71,66,14,20,43,22,17,23,4,22,27,48,27,76,6,1,72,90,3,84,6,20,72,2,85,3,0,94,35,61,44,38,0,93,76,13,76,6,47,25,0,72,1,44,49,17,1,27,1,5,49,17,66,15,22,44,87,3,76,15,43,42,1,93,85,5,22,27,66,6,65,20,73,18,49,7,86,5,66,6,51,4,66,5,77,5,76,5,1,44,88,3,88,3,87,4,22,6,22,17,50,6,86,3,88,3,67,5,49,7,2,4,78,3,0,95,68,3,1,7,1,27,49,6,0,0,95,0,72,1,4,0,94,0,94,0,44,0,44,67,4,0,93,22,7,77,4,0,45,91,2,0,18,0,6,0,94,1,17,0,17,1,17,0,94,0,93,0,73,0,7,1,7,1
17,75,46,33,78,15,82,8,51,26,21,58,58,21,25,45,30,26,32,3,31,35,45,34,68,11,11,63,91,3,83,10,27,59,2,88,6,3,94,33,49,38,37,6,83,65,18,67,10,42,29,9,63,10,47,46,22,11,35,1,4,47,26,59,24,30,47,89,5,67,19,39,43,7,83,82,4,27,34,59,11,52,27,57,22,46,10,83,5,58,10,48,2,58,4,68,5,67,4,11,47,89,3,84,2,83,3,31,5,31,26,47,5,88,4,90,4,59,5,47,11,12,3,69,2,0,95,60,2,11,11,11,35,46,4,0,0,95,0,63,1,3,0,94,0,94,0,47,0,47,59,3,0,83,30,11,68,3,0,48,92,2,0,27,0,5,0,94,11,26,0,26,11,26,0,84,0,83,0,64,0,11,11,11,2
19,94,53,27,76,13,80,8,58,20,27,60,63,17,27,39,33,22,35,3,34,30,52,30,72,11,0,60,91,3,81,9,31,60,2,86,6,0,94,43,45,45,32,0,94,68,16,71,11,50,23,0,60,0,39,54,20,0,30,1,4,55,22,63,19,34,39,88,5,69,15,50,36,0,94,81,5,32,30,64,12,57,25,63,19,54,11,82,6,63,11,56,2,63,5,72,6,71,5,0,39,88,3,83,2,82,3,34,6,34,22,55,6,87,4,90,4,64,6,55,12,1,3,73,2,0,95,65,2,0,12,0,30,54,5,0,0,95,0,60,1,3,0,94,0,94,0,39,0,39,64,3,0,94,33,12,72,3,0,40,92,2,0,23,0,6,0,94,0,22,0,22,0,22,0,95,0,94,0,61,0,12,0,12,3
17,92,51,28,73,16,78,10,56,21,25,60,61,20,26,41,32,26,34,3,33,31,49,31,68,12,1,61,91,3,79,12,29,61,2,86,7,0,94,40,45,43,33,0,93,64,19,67,12,47,24,1,61,1,41,51,23,1,31,1,4,53,26,61,22,33,41,88,5,66,16,47,37,1,93,79,5,30,31,63,14,53,25,58,19,52,13,80,6,62,12,54,2,62,5,68,6,67,5,1,41,88,3,81,2,80,3,33,6,33,26,53,6,87,4,90,4,63,6,53,14,2,3,69,2,0,95,64,2,1,14,1,31,52,5,0,0,95,0,61,1,3,0,94,0,94,0,41,0,41,63,3,0,93,32,14,68,3,0,42,92,2,0,27,0,6,0,94,1,26,0,26,1,26,0,94,0,93,0,62,0,14,1,14,1
8,94,63,25,84,6,86,5,68,18,14,78,70,9,14,36,16,11,17,4,16,23,58,23,83,7,0,78,90,3,87,4,15,78,3,89,4,0,94,47,70,53,34,0,94,81,8,82,6,56,21,0,78,0,36,57,11,0,23,1,5,58,11,71,11,16,36,89,4,80,10,54,35,0,94,86,3,16,23,71,7,70,19,78,15,57,7,87,4,70,6,59,4,70,3,83,4,82,3,0,36,90,4,88,3,87,4,16,4,16,11,58,4,89,3,89,3,71,4,58,7,1,4,84,3,0,95,72,3,0,7,0,23,57,4,0,0,95,0,78,1,4,0,94,0,94,0,36,0,36,71,4,0,94,16,7,83,4,0,37,91,3,0,12,0,4,0,94,0,11,0,11,0,11,0,95,0,94,0,79,0,7,0,7,3
13,91,59,30,83,13,84,6,63,21,20,69,66,13,23,44,23,17,25,4,22,27,48,25,76,6,2,70,90,3,84,6,19,70,2,85,3,1,94,36,59,44,40,1,92,76,13,76,6,46,26,2,70,2,44,49,16,2,27,1,5,49,15,66,15,22,44,87,3,76,15,44,39,2,92,85,5,23,27,66,6,65,21,73,19,49,6,86,5,66,6,51,3,66,5,77,5,76,5,2,44,88,3,88,3,87,4,24,6,23,17,50,5,86,3,88,3,67,5,49,6,3,4,78,3,0,95,68,3,2,7,2,27,49,5,0,0,95,0,70,1,4,0,94,0,94,0,44,0,44,67,4,0,92,23,7,77,4,0,45,91,2,0,18,0,6,0,94,2,17,0,17,2,17,0,93,0,92,0,71,0,7,2,7,3
