@relation 'Sax dominant'

@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMaa numeric
@attribute o1atLcc numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute destClass {1.0,2.0}

@data
61,61,30,27,32,63,65,31,32,63,64,30,32,31,32,30,1.0
61,56,33,27,36,59,65,31,36,59,64,30,36,31,36,30,2.0
58,57,32,30,35,60,62,34,35,60,61,33,35,34,35,33,1.0
59,57,34,32,36,59,61,34,36,59,61,34,36,34,36,34,2.0
56,56,35,35,37,58,58,37,37,58,58,37,37,37,37,37,2.0
59,60,30,30,33,63,62,33,32,62,62,33,33,33,32,33,1.0
61,55,34,30,37,58,63,32,37,58,63,32,37,32,37,32,1.0
51,61,28,37,31,64,55,41,31,64,54,40,31,41,31,40,2.0
53,57,32,37,35,60,56,40,35,60,55,39,35,40,35,39,2.0
59,58,33,27,35,60,64,32,35,60,63,31,35,32,35,31,2.0
50,60,29,38,32,63,54,42,32,63,53,41,32,42,32,41,2.0
59,58,29,29,33,62,63,33,33,62,62,32,33,33,33,32,1.0
62,62,28,28,31,65,65,31,30,64,64,30,31,31,30,30,2.0
63,53,36,25,39,56,67,29,39,56,66,28,39,29,39,28,1.0
59,59,32,29,34,61,63,33,34,61,62,32,34,33,34,32,2.0
61,63,28,27,30,65,65,31,30,65,64,30,30,31,30,30,1.0
57,54,37,34,39,56,59,36,39,56,59,36,39,36,39,36,1.0
55,56,35,31,37,58,60,36,37,58,59,35,37,36,37,35,1.0
60,57,34,31,36,59,62,33,36,59,62,33,36,33,36,33,1.0
58,56,35,32,37,58,61,35,37,58,60,34,37,35,37,34,2.0
61,58,31,28,34,61,64,31,34,61,64,31,34,31,34,31,1.0
52,62,29,36,31,64,56,40,31,64,55,39,31,40,31,39,2.0
55,58,31,36,34,61,57,38,34,61,57,38,34,38,34,38,2.0
46,64,27,40,29,66,51,45,29,66,50,44,29,45,29,44,1.0
51,66,25,35,27,68,56,40,27,68,55,39,27,40,27,39,1.0
61,57,34,29,36,59,64,32,36,59,63,31,36,32,36,31,2.0
58,59,32,30,34,61,62,34,34,61,61,33,34,34,34,33,2.0
61,65,25,29,28,68,64,32,27,67,63,31,28,32,27,31,2.0
53,58,31,36,34,61,56,39,34,61,56,39,34,39,34,39,1.0
63,62,27,24,30,65,67,28,30,65,67,28,30,28,30,28,1.0
62,62,29,26,31,64,66,30,31,64,65,29,31,30,31,29,2.0
55,58,32,36,35,61,57,38,34,60,57,38,35,38,34,38,2.0
54,54,36,35,39,57,57,38,38,56,57,38,39,38,38,38,1.0
60,62,29,28,31,64,64,32,31,64,63,31,31,32,31,31,1.0
59,57,30,29,34,61,63,33,34,61,62,32,34,33,34,32,1.0
53,57,32,34,35,60,57,38,35,60,57,38,35,38,35,38,2.0
60,60,29,29,32,63,63,32,32,63,63,32,32,32,32,32,2.0
58,59,32,30,34,61,62,34,34,61,61,33,34,34,34,33,2.0
59,66,25,27,27,68,64,32,27,68,63,31,27,32,27,31,2.0
55,57,32,36,35,60,57,38,35,60,57,38,35,38,35,38,2.0
59,61,30,29,32,63,63,33,32,63,62,32,32,33,32,32,2.0
59,58,31,30,34,61,62,33,34,61,62,33,34,33,34,33,1.0
59,58,33,32,35,60,61,34,35,60,61,34,35,34,35,34,2.0
58,55,36,30,38,57,62,34,38,57,61,33,38,34,38,33,1.0
58,58,29,30,33,62,62,34,33,62,61,33,33,34,33,33,1.0
62,63,28,27,30,65,65,30,30,65,65,30,30,30,30,30,2.0
59,61,29,30,32,64,62,33,31,63,62,33,32,33,31,33,2.0
59,59,32,29,34,61,63,33,34,61,62,32,34,33,34,32,1.0
54,63,26,32,29,66,59,37,29,66,58,36,29,37,29,36,2.0
58,58,33,33,35,60,60,35,35,60,60,35,35,35,35,35,1.0
57,62,27,29,30,65,62,34,30,65,61,33,30,34,30,33,2.0
59,54,37,31,39,56,62,34,39,56,61,33,39,34,39,33,2.0
53,53,37,37,40,56,56,40,39,55,55,39,40,40,39,39,1.0
55,61,30,36,32,63,57,38,32,63,57,38,32,38,32,38,2.0
56,59,30,35,33,62,58,37,33,62,58,37,33,37,33,37,2.0
58,61,30,30,32,63,62,34,32,63,61,33,32,34,32,33,1.0
60,57,32,29,35,60,63,32,35,60,63,32,35,32,35,32,2.0
54,59,30,37,33,62,56,39,33,62,56,39,33,39,33,39,2.0
60,57,34,28,36,59,64,32,36,59,63,31,36,32,36,31,1.0
58,56,33,31,36,59,61,34,36,59,61,34,36,34,36,34,1.0
58,56,33,30,36,59,62,34,36,59,61,33,36,34,36,33,1.0
57,59,32,32,34,61,60,35,34,61,60,35,34,35,34,35,1.0
55,54,37,36,39,56,57,38,39,56,57,38,39,38,39,38,2.0
56,61,28,29,31,64,61,34,31,64,61,34,31,34,31,34,1.0
54,55,34,34,37,58,58,38,37,58,57,37,37,38,37,37,2.0
61,57,34,27,36,59,65,31,36,59,64,30,36,31,36,30,1.0
62,71,21,27,23,73,65,30,22,72,65,30,23,30,22,30,2.0
57,65,25,31,28,68,61,35,27,67,60,34,28,35,27,34,2.0
56,57,34,35,36,59,58,37,36,59,58,37,36,37,36,37,2.0
60,57,34,31,36,59,62,33,36,59,62,33,36,33,36,33,1.0
60,58,31,29,34,61,63,32,34,61,63,32,34,32,34,32,1.0
47,64,27,41,29,66,51,45,29,66,50,44,29,45,29,44,1.0
60,57,30,28,34,61,64,32,34,61,63,31,34,32,34,31,1.0
59,58,33,32,35,60,61,34,35,60,61,34,35,34,35,34,2.0
62,58,30,27,34,62,65,30,33,61,65,30,34,30,33,30,1.0
60,63,28,28,30,65,64,32,30,65,63,31,30,32,30,31,1.0
57,57,33,34,36,60,59,36,35,59,59,36,36,36,35,36,2.0
52,59,30,37,33,62,55,40,33,62,55,40,33,40,33,40,2.0
60,57,34,29,36,59,63,32,36,59,63,32,36,32,36,32,1.0
60,60,29,27,32,63,64,31,32,63,64,31,32,31,32,31,2.0
56,55,36,35,38,57,58,37,38,57,58,37,38,37,38,37,1.0
58,59,31,31,34,62,61,34,33,61,61,34,34,34,33,34,2.0
52,62,29,36,31,64,56,40,31,64,55,39,31,40,31,39,2.0
56,61,30,31,32,63,60,35,32,63,60,35,32,35,32,35,1.0
63,55,34,28,37,58,65,30,37,58,65,30,37,30,37,30,1.0
55,58,33,34,35,60,58,37,35,60,58,37,35,37,35,37,1.0
54,62,27,33,30,65,58,37,30,65,58,37,30,37,30,37,1.0
52,61,30,36,32,63,56,40,32,63,55,39,32,40,32,39,2.0
54,62,31,35,32,63,57,38,32,63,57,38,32,38,32,38,1.0
60,60,31,28,33,62,64,32,33,62,63,31,33,32,33,31,2.0
60,62,29,28,31,64,64,32,31,64,63,31,31,32,31,31,1.0
58,56,35,30,37,58,62,34,37,58,61,33,37,34,37,33,2.0
55,57,34,36,36,59,57,38,36,59,57,38,36,38,36,38,2.0
57,56,35,34,37,58,59,36,37,58,59,36,37,36,37,36,1.0
60,56,35,29,37,58,63,32,37,58,63,32,37,32,37,32,1.0
59,65,23,27,27,69,64,32,26,68,63,31,27,32,26,31,1.0
57,55,33,34,37,59,59,36,36,58,59,36,37,36,36,36,2.0
58,54,37,30,39,56,62,34,39,56,61,33,39,34,39,33,1.0
62,64,27,28,29,66,65,31,29,66,64,30,29,31,29,30,1.0
56,59,30,35,33,62,58,37,33,62,58,37,33,37,33,37,2.0
60,61,26,28,30,65,64,32,30,65,63,31,30,32,30,31,1.0
51,61,28,37,31,64,55,41,31,64,54,40,31,41,31,40,2.0
59,57,31,30,35,61,62,33,34,60,62,33,35,33,34,33,2.0
58,62,27,31,30,65,61,34,30,65,61,34,30,34,30,34,1.0
59,57,30,29,34,61,63,33,34,61,62,32,34,33,34,32,1.0
61,58,33,27,35,60,65,31,35,60,64,30,35,31,35,30,1.0
53,64,27,35,29,66,57,39,29,66,56,38,29,39,29,38,2.0
54,61,28,31,31,64,59,36,31,64,59,36,31,36,31,36,2.0
54,62,29,37,31,64,56,39,31,64,56,39,31,39,31,39,2.0
58,60,30,31,33,63,61,34,32,62,61,34,33,34,32,34,2.0
56,56,35,35,37,58,58,37,37,58,58,37,37,37,37,37,2.0
59,59,32,29,34,61,63,33,34,61,62,32,34,33,34,32,2.0
59,56,33,30,36,59,62,33,36,59,62,33,36,33,36,33,2.0
57,55,36,34,38,57,59,36,38,57,59,36,38,36,38,36,2.0
54,51,37,34,41,55,58,38,40,54,57,37,41,38,40,37,1.0
59,60,29,29,32,63,63,33,32,63,62,32,32,33,32,32,1.0
53,58,31,38,34,61,55,40,34,61,55,40,34,40,34,40,2.0
59,57,34,32,36,59,61,34,36,59,61,34,36,34,36,34,2.0
56,58,32,33,35,61,59,36,34,60,59,36,35,36,34,36,2.0
58,55,36,33,38,57,60,35,38,57,60,35,38,35,38,35,1.0
53,61,28,34,31,64,57,38,31,64,57,38,31,38,31,38,1.0
61,64,26,29,29,67,64,32,28,66,63,31,29,32,28,31,2.0
58,59,31,31,34,62,61,34,33,61,61,34,34,34,33,34,2.0
58,60,31,30,33,62,62,34,33,62,61,33,33,34,33,33,2.0
58,57,32,28,35,60,63,33,35,60,62,32,35,33,35,32,1.0
57,58,33,32,35,60,60,35,35,60,60,35,35,35,35,35,1.0
56,56,34,35,37,59,58,37,36,58,58,37,37,37,36,37,1.0
59,60,27,29,31,64,63,33,31,64,62,32,31,33,31,32,2.0
59,62,28,29,31,65,63,33,30,64,62,32,31,33,30,32,2.0
58,60,31,30,33,62,62,34,33,62,61,33,33,34,33,33,2.0
57,61,28,31,31,64,61,35,31,64,60,34,31,35,31,34,2.0
59,57,32,30,35,60,62,33,35,60,62,33,35,33,35,33,1.0
57,60,29,33,32,63,60,36,32,63,59,35,32,36,32,35,2.0
53,56,33,35,36,59,57,39,36,59,56,38,36,39,36,38,2.0
59,55,34,29,37,58,63,33,37,58,62,32,37,33,37,32,1.0
61,66,24,27,27,69,65,31,26,68,64,30,27,31,26,30,2.0
50,63,28,38,30,65,54,42,30,65,53,41,30,42,30,41,2.0
62,69,23,26,25,71,66,30,24,70,65,29,25,30,24,29,1.0
58,55,36,33,38,57,60,35,38,57,60,35,38,35,38,35,2.0
57,60,29,31,32,63,61,35,32,63,60,34,32,35,32,34,2.0
61,56,35,27,37,58,65,31,37,58,64,30,37,31,37,30,1.0
61,59,32,27,34,61,65,31,34,61,64,30,34,31,34,30,1.0
59,56,33,29,36,59,63,33,36,59,62,32,36,33,36,32,1.0
53,59,30,34,33,62,57,38,33,62,57,38,33,38,33,38,1.0
58,57,34,30,36,59,62,34,36,59,61,33,36,34,36,33,1.0
61,62,30,27,32,64,65,31,31,63,64,30,32,31,31,30,1.0
58,57,32,31,35,60,61,34,35,60,61,34,35,34,35,34,1.0
58,60,27,30,31,64,62,34,31,64,61,33,31,34,31,33,1.0
57,56,32,34,36,60,59,36,35,59,59,36,36,36,35,36,1.0
60,62,29,28,31,64,64,32,31,64,63,31,31,32,31,31,1.0
56,53,38,32,40,55,60,36,40,55,59,35,40,36,40,35,2.0
59,59,32,27,34,61,64,32,34,61,63,31,34,32,34,31,1.0
59,56,35,32,37,58,61,34,37,58,61,34,37,34,37,34,2.0
55,54,35,35,38,57,58,38,38,57,57,37,38,38,38,37,2.0
51,63,28,36,30,65,55,40,30,65,55,40,30,40,30,40,2.0
59,57,34,32,36,59,61,34,36,59,61,34,36,34,36,34,1.0
56,54,37,35,39,56,58,37,39,56,58,37,39,37,39,37,2.0
61,66,24,29,27,69,64,32,26,68,63,31,27,32,26,31,2.0
60,56,34,29,37,59,63,32,36,58,63,32,37,32,36,32,2.0
58,61,30,30,32,63,62,34,32,63,61,33,32,34,32,33,1.0
58,58,31,33,34,61,60,35,34,61,60,35,34,35,34,35,2.0
57,55,36,34,38,57,59,36,38,57,59,36,38,36,38,36,2.0
57,54,35,31,38,57,61,35,38,57,60,34,38,35,38,34,1.0
59,64,26,29,29,67,63,33,28,66,62,32,29,33,28,32,1.0
60,55,36,26,38,57,65,31,38,57,64,30,38,31,38,30,2.0
54,58,31,33,34,61,58,37,34,61,58,37,34,37,34,37,2.0
59,53,36,32,39,56,61,34,39,56,61,34,39,34,39,34,2.0
57,56,35,33,37,58,60,36,37,58,59,35,37,36,37,35,2.0
54,56,33,35,36,59,57,38,36,59,57,38,36,38,36,38,1.0
59,54,35,29,38,57,63,33,38,57,62,32,38,33,38,32,1.0
58,56,33,31,36,59,61,34,36,59,61,34,36,34,36,34,2.0
59,56,32,30,36,60,62,33,35,59,62,33,36,33,35,33,2.0
60,58,31,28,34,61,64,32,34,61,63,31,34,32,34,31,1.0
56,56,33,30,36,59,61,35,36,59,60,34,36,35,36,34,2.0
58,60,28,31,32,64,61,34,31,63,61,34,32,34,31,34,2.0
61,62,29,30,31,64,63,32,31,64,63,32,31,32,31,32,2.0
54,57,32,36,35,60,57,39,35,60,56,38,35,39,35,38,2.0
56,56,35,35,37,58,58,37,37,58,58,37,37,37,37,37,2.0
58,57,33,31,36,60,61,34,35,59,61,34,36,34,35,34,1.0
57,65,24,31,27,68,61,35,27,68,60,34,27,35,27,34,2.0
59,57,34,32,36,59,61,34,36,59,61,34,36,34,36,34,2.0
55,53,38,36,40,55,57,38,40,55,57,38,40,38,40,38,2.0
59,58,31,30,34,61,62,33,34,61,62,33,34,33,34,33,1.0
57,54,37,33,39,56,60,36,39,56,59,35,39,36,39,35,2.0
60,57,30,28,34,61,64,32,34,61,63,31,34,32,34,31,1.0
53,59,30,34,33,62,57,38,33,62,57,38,33,38,33,38,2.0
61,60,31,27,33,62,65,31,33,62,64,30,33,31,33,30,1.0
58,62,28,31,31,65,61,34,30,64,61,34,31,34,30,34,2.0
57,50,38,34,42,54,59,36,41,53,59,36,42,36,41,36,1.0
55,55,36,35,38,57,58,38,38,57,57,37,38,38,38,37,2.0
60,54,37,29,39,56,63,32,39,56,63,32,39,32,39,32,1.0
61,57,34,27,36,59,65,31,36,59,64,30,36,31,36,30,1.0
57,57,34,34,36,59,59,36,36,59,59,36,36,36,36,36,1.0
60,57,34,31,36,59,62,33,36,59,62,33,36,33,36,33,1.0
55,58,33,33,35,60,59,37,35,60,58,36,35,37,35,36,2.0
62,63,27,28,30,66,65,31,29,65,64,30,30,31,29,30,2.0
56,61,28,33,31,64,59,36,31,64,59,36,31,36,31,36,1.0
59,58,33,32,35,60,61,34,35,60,61,34,35,34,35,34,2.0
60,61,28,28,31,64,64,32,31,64,63,31,31,32,31,31,1.0
61,61,28,27,31,64,65,31,31,64,64,30,31,31,31,30,1.0
60,60,31,28,33,62,64,32,33,62,63,31,33,32,33,31,1.0
54,60,29,37,32,63,56,39,32,63,56,39,32,39,32,39,2.0
61,62,29,27,31,64,65,31,31,64,64,30,31,31,31,30,1.0
49,65,26,39,28,67,53,43,28,67,52,42,28,43,28,42,2.0
62,61,30,26,32,63,66,30,32,63,65,29,32,30,32,29,2.0
60,52,39,28,41,54,64,32,41,54,63,31,41,32,41,31,2.0
60,55,33,31,37,59,62,33,36,58,62,33,37,33,36,33,2.0
61,60,31,30,33,62,63,32,33,62,63,32,33,32,33,32,2.0
58,56,31,30,35,60,62,34,35,60,61,33,35,34,35,33,1.0
63,60,29,27,32,63,66,30,32,63,65,29,32,30,32,29,1.0
54,54,36,36,39,57,57,39,38,56,56,38,39,39,38,38,1.0
54,57,33,37,36,60,56,39,35,59,56,39,36,39,35,39,1.0
53,59,30,36,33,62,56,39,33,62,56,39,33,39,33,39,1.0
60,55,36,31,38,57,62,33,38,57,62,33,38,33,38,33,2.0
62,56,35,28,37,58,65,31,37,58,64,30,37,31,37,30,2.0
48,62,29,40,31,64,52,44,31,64,51,43,31,44,31,43,2.0
58,58,33,33,35,60,60,35,35,60,60,35,35,35,35,35,1.0
60,59,28,28,32,63,64,32,32,63,63,31,32,32,32,31,1.0
54,62,29,34,31,64,58,38,31,64,57,37,31,38,31,37,2.0
60,56,35,28,37,58,64,32,37,58,63,31,37,32,37,31,2.0
57,57,34,34,36,59,59,36,36,59,59,36,36,36,36,36,1.0
60,67,23,29,26,70,63,32,25,69,63,32,26,32,25,32,1.0
59,60,31,27,33,62,64,32,33,62,63,31,33,32,33,31,2.0
62,59,31,27,34,62,65,30,33,61,65,30,34,30,33,30,1.0
59,62,28,29,31,65,63,33,30,64,62,32,31,33,30,32,2.0
62,62,28,28,31,65,65,31,30,64,64,30,31,31,30,30,1.0
56,54,35,32,38,57,60,36,38,57,59,35,38,36,38,35,2.0
58,58,33,33,35,60,60,35,35,60,60,35,35,35,35,35,2.0
58,57,34,33,36,59,60,35,36,59,60,35,36,35,36,35,2.0
54,59,30,35,33,62,57,38,33,62,57,38,33,38,33,38,2.0
56,62,27,32,30,65,60,36,30,65,59,35,30,36,30,35,1.0
58,57,34,33,36,59,60,35,36,59,60,35,36,35,36,35,1.0
60,59,32,28,34,61,64,32,34,61,63,31,34,32,34,31,1.0
58,55,36,33,38,57,60,35,38,57,60,35,38,35,38,35,2.0
59,58,29,29,33,62,63,33,33,62,62,32,33,33,33,32,1.0
55,54,36,32,39,57,59,36,38,56,59,36,39,36,38,36,1.0
53,58,31,36,34,61,56,39,34,61,56,39,34,39,34,39,2.0
50,63,28,39,30,65,53,42,30,65,53,42,30,42,30,42,2.0
59,57,34,32,36,59,61,34,36,59,61,34,36,34,36,34,2.0
57,56,35,34,37,58,59,36,37,58,59,36,37,36,37,36,1.0
56,56,35,35,37,58,58,37,37,58,58,37,37,37,37,37,2.0
54,60,29,30,32,63,60,36,32,63,59,35,32,36,32,35,2.0
59,62,29,27,31,64,64,32,31,64,63,31,31,32,31,31,1.0
56,67,24,27,26,69,62,33,26,69,62,33,26,33,26,33,2.0
59,57,30,29,34,61,63,33,34,61,62,32,34,33,34,32,1.0
53,61,28,34,31,64,57,38,31,64,57,38,31,38,31,38,1.0
60,64,27,29,29,66,63,32,29,66,63,32,29,32,29,32,2.0
57,55,36,34,38,57,59,36,38,57,59,36,38,36,38,36,2.0
59,56,31,29,35,60,63,33,35,60,62,32,35,33,35,32,1.0
50,65,26,34,28,67,56,40,28,67,55,39,28,40,28,39,1.0
60,54,37,31,39,56,62,33,39,56,62,33,39,33,39,33,2.0
57,52,37,30,39,55,61,33,40,55,61,34,40,34,40,34,2.0
57,65,24,29,27,68,62,34,27,68,61,33,27,34,27,33,2.0
63,60,29,25,32,63,67,29,32,63,66,28,32,29,32,28,1.0
45,65,26,43,28,67,49,47,28,67,48,46,28,47,28,46,1.0
59,63,25,30,29,67,62,33,28,66,62,33,29,33,28,33,1.0
60,62,29,28,31,64,64,32,31,64,63,31,31,32,31,31,1.0
53,58,33,36,35,60,56,39,35,60,56,39,35,39,35,39,1.0
56,57,34,35,36,59,58,37,36,59,58,37,36,37,36,37,1.0
58,58,29,30,33,62,62,34,33,62,61,33,33,34,33,33,1.0
58,59,32,30,34,61,62,34,34,61,61,33,34,34,34,33,2.0
59,55,34,29,37,58,63,33,37,58,62,32,37,33,37,32,1.0
58,55,36,33,38,57,60,35,38,57,60,35,38,35,38,35,2.0
58,55,34,30,37,58,62,34,37,58,61,33,37,34,37,33,1.0
59,61,30,29,32,63,63,33,32,63,62,32,32,33,32,32,2.0
59,59,32,29,34,61,63,33,34,61,62,32,34,33,34,32,2.0
61,60,31,27,33,62,65,31,33,62,64,30,33,31,33,30,2.0
64,61,28,24,31,64,68,28,31,64,67,27,31,28,31,27,2.0
57,58,33,29,35,60,62,34,35,60,61,33,35,34,35,33,1.0
58,54,37,33,39,56,60,35,39,56,60,35,39,35,39,35,2.0
57,59,30,34,33,62,59,36,33,62,59,36,33,36,33,36,2.0
55,61,28,36,31,64,57,38,31,64,57,38,31,38,31,38,1.0
56,63,26,30,29,66,61,35,29,66,60,34,29,35,29,34,1.0
61,58,31,29,34,61,64,32,34,61,63,31,34,32,34,31,1.0
57,52,36,33,40,56,60,36,39,55,59,35,40,36,39,35,1.0
50,65,26,35,28,67,55,40,28,67,55,40,28,40,28,40,2.0
60,60,31,28,33,62,64,32,33,62,63,31,33,32,33,31,1.0
56,57,32,33,35,60,59,36,35,60,59,36,35,36,35,36,2.0
58,59,32,30,34,61,62,34,34,61,61,33,34,34,34,33,2.0
59,58,30,30,34,62,62,33,33,61,62,33,34,33,33,33,1.0
55,60,31,31,33,62,60,36,33,62,59,35,33,36,33,35,2.0
59,59,32,29,34,61,63,33,34,61,62,32,34,33,34,32,2.0
52,59,30,36,33,62,56,40,33,62,55,39,33,40,33,39,2.0
57,55,36,34,38,57,59,36,38,57,59,36,38,36,38,36,2.0
64,63,28,26,30,65,67,29,30,65,66,28,30,29,30,28,1.0
61,57,34,29,36,59,64,32,36,59,63,31,36,32,36,31,1.0
61,58,33,27,35,60,65,31,35,60,64,30,35,31,35,30,1.0
60,62,29,26,31,64,65,31,31,64,64,30,31,31,31,30,2.0
58,60,31,30,33,62,62,34,33,62,61,33,33,34,33,33,2.0
59,58,33,32,35,60,61,34,35,60,61,34,35,34,35,34,2.0
60,59,28,28,32,63,64,32,32,63,63,31,32,32,32,31,1.0
58,59,30,33,33,62,60,35,33,62,60,35,33,35,33,35,2.0
56,61,28,30,31,64,61,35,31,64,60,34,31,35,31,34,2.0
59,63,28,29,30,65,63,33,30,65,62,32,30,33,30,32,2.0
53,58,31,34,34,61,57,38,34,61,57,38,34,38,34,38,2.0
63,60,31,27,33,62,66,30,33,62,65,29,33,30,33,29,1.0
60,59,28,28,32,63,64,32,32,63,63,31,32,32,32,31,1.0
59,58,29,29,33,62,63,33,33,62,62,32,33,33,33,32,1.0
66,63,27,24,30,66,69,27,29,65,68,26,30,27,29,26,1.0
59,57,34,29,36,59,63,33,36,59,62,32,36,33,36,32,2.0
56,63,26,31,29,66,60,35,29,66,60,35,29,35,29,35,1.0
56,60,29,33,32,63,59,36,32,63,59,36,32,36,32,36,1.0
54,58,31,37,34,61,56,39,34,61,56,39,34,39,34,39,2.0
58,59,32,30,34,61,62,34,34,61,61,33,34,34,34,33,2.0
54,64,27,37,29,66,56,39,29,66,56,39,29,39,29,39,1.0
60,57,34,31,36,59,62,33,36,59,62,33,36,33,36,33,2.0
53,59,30,36,33,62,56,39,33,62,56,39,33,39,33,39,2.0
58,55,33,29,37,59,62,33,36,58,62,33,37,33,36,33,1.0
59,57,32,32,35,60,61,34,35,60,61,34,35,34,35,34,2.0
59,62,30,29,32,64,63,33,31,63,62,32,32,33,31,32,2.0
59,58,32,30,35,61,62,33,34,60,62,33,35,33,34,33,2.0
58,60,30,31,33,63,61,34,32,62,61,34,33,34,32,34,1.0
62,64,27,29,29,66,64,31,29,66,64,31,29,31,29,31,1.0
62,58,33,26,35,60,66,30,35,60,65,29,35,30,35,29,2.0
60,58,31,29,34,61,63,32,34,61,63,32,34,32,34,32,1.0
61,62,26,28,30,66,64,31,29,65,64,31,30,31,29,31,1.0
58,62,28,31,31,65,61,34,30,64,61,34,31,34,30,34,1.0
52,60,29,36,32,63,56,40,32,63,55,39,32,40,32,39,2.0
58,58,31,31,34,61,61,34,34,61,61,34,34,34,34,34,2.0
61,58,31,28,34,61,64,31,34,61,64,31,34,31,34,31,1.0
59,53,38,32,40,55,61,34,40,55,61,34,40,34,40,34,2.0
58,58,31,31,34,61,61,34,34,61,61,34,34,34,34,34,1.0
56,57,34,30,36,59,61,35,36,59,60,34,36,35,36,34,2.0
61,56,35,27,37,58,65,31,37,58,64,30,37,31,37,30,1.0
58,58,29,30,33,62,62,34,33,62,61,33,33,34,33,33,1.0
58,53,36,32,39,56,61,35,39,56,60,34,39,35,39,34,2.0
59,62,28,29,31,65,63,33,30,64,62,32,31,33,30,32,2.0
56,57,34,35,36,59,58,37,36,59,58,37,36,37,36,37,2.0
63,55,34,28,37,58,65,30,37,58,65,30,37,30,37,30,1.0
59,62,27,29,30,65,63,33,30,65,62,32,30,33,30,32,1.0
58,63,28,33,30,65,60,35,30,65,60,35,30,35,30,35,2.0
55,52,36,35,40,56,58,38,39,55,57,37,40,38,39,37,1.0
55,59,30,34,33,62,58,37,33,62,58,37,33,37,33,37,2.0
57,58,33,31,35,60,61,35,35,60,60,34,35,35,35,34,2.0
56,59,30,35,33,62,58,37,33,62,58,37,33,37,33,37,2.0
51,59,30,37,33,62,55,41,33,62,54,40,33,41,33,40,2.0
57,54,35,33,38,57,60,36,38,57,59,35,38,36,38,35,1.0
58,59,32,33,34,61,60,35,34,61,60,35,34,35,34,35,1.0
56,57,34,32,36,59,60,36,36,59,59,35,36,36,36,35,2.0
54,56,33,33,36,59,58,37,36,59,58,37,36,37,36,37,1.0
59,58,29,29,33,62,63,33,33,62,62,32,33,33,33,32,1.0
55,58,33,36,35,60,57,38,35,60,57,38,35,38,35,38,2.0
58,58,33,30,35,60,62,34,35,60,61,33,35,34,35,33,2.0
60,58,33,31,35,60,62,33,35,60,62,33,35,33,35,33,1.0
59,63,28,29,30,65,63,33,30,65,62,32,30,33,30,32,1.0
56,53,37,35,40,56,58,37,39,55,58,37,40,37,39,37,1.0
56,53,37,35,40,56,58,37,39,55,58,37,40,37,39,37,1.0
60,57,34,30,36,59,63,33,36,59,62,32,36,33,36,32,2.0
58,58,33,30,35,60,62,34,35,60,61,33,35,34,35,33,1.0
63,62,28,27,31,65,66,30,30,64,65,29,31,30,30,29,1.0
59,60,31,29,33,62,63,33,33,62,62,32,33,33,33,32,1.0
55,56,35,36,37,58,57,38,37,58,57,38,37,38,37,38,2.0
62,61,28,26,31,64,66,30,31,64,65,29,31,30,31,29,2.0
57,56,34,31,37,59,61,35,36,58,60,34,37,35,36,34,1.0
54,62,29,34,31,64,58,38,31,64,57,37,31,38,31,37,2.0
54,56,33,37,36,59,56,39,36,59,56,39,36,39,36,39,2.0
58,70,22,28,24,72,63,33,23,71,62,32,24,33,23,32,2.0
55,51,37,35,41,55,58,38,40,54,57,37,41,38,40,37,1.0
54,60,29,37,32,63,56,39,32,63,56,39,32,39,32,39,2.0
61,58,33,30,35,60,63,32,35,60,63,32,35,32,35,32,1.0
53,62,27,34,30,65,57,38,30,65,57,38,30,38,30,38,1.0
62,62,29,26,31,64,66,30,31,64,65,29,31,30,31,29,1.0
50,64,27,39,29,66,53,42,29,66,53,42,29,42,29,42,2.0
56,61,28,35,31,64,58,37,31,64,58,37,31,37,31,37,2.0
59,58,33,27,35,60,64,32,35,60,63,31,35,32,35,31,2.0
58,62,29,30,31,64,62,34,31,64,61,33,31,34,31,33,1.0
62,60,31,26,33,62,66,30,33,62,65,29,33,30,33,29,2.0
60,59,32,31,34,61,62,33,34,61,62,33,34,33,34,33,2.0
51,56,35,40,37,58,53,42,37,58,53,42,37,42,37,42,1.0
59,57,34,32,36,59,61,34,36,59,61,34,36,34,36,34,1.0
55,54,35,33,38,57,59,37,38,57,58,36,38,37,38,36,2.0
61,66,25,27,27,68,65,31,27,68,64,30,27,31,27,30,2.0
64,62,29,26,31,64,67,29,31,64,66,28,31,29,31,28,1.0
60,58,33,28,35,60,64,32,35,60,63,31,35,32,35,31,2.0
61,60,27,27,31,64,65,31,31,64,64,30,31,31,31,30,2.0
61,56,33,29,36,59,64,32,36,59,63,31,36,32,36,31,1.0
60,58,33,28,35,60,64,32,35,60,63,31,35,32,35,31,2.0
59,59,32,27,34,61,64,32,34,61,63,31,34,32,34,31,2.0
58,56,35,33,37,58,60,35,37,58,60,35,37,35,37,35,2.0
50,61,28,39,31,64,53,42,31,64,53,42,31,42,31,42,2.0
63,62,29,27,31,64,66,30,31,64,65,29,31,30,31,29,1.0
