@relation 'Sax dominant'

@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMaaa numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMdcb numeric
@attribute o1atLdcb numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atLddd numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMacd numeric
@attribute o1atLacd numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMadd numeric
@attribute o1atLadd numeric
@attribute o1atMbdd numeric
@attribute o1atLbdd numeric
@attribute o1atMcbd numeric
@attribute o1atLcbd numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMdca numeric
@attribute o1atLdca numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMcab numeric
@attribute o1atLcab numeric
@attribute o1atMdba numeric
@attribute o1atLdba numeric
@attribute o1atMddb numeric
@attribute o1atLddb numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMdbb numeric
@attribute o1atLdbb numeric
@attribute o1atMbbd numeric
@attribute o1atLbbd numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMdbc numeric
@attribute o1atLdbc numeric
@attribute o1atMcac numeric
@attribute o1atLcac numeric
@attribute o1atMabd numeric
@attribute o1atLabd numeric
@attribute o1atMbac numeric
@attribute o1atLbac numeric
@attribute o1atMbdc numeric
@attribute o1atLbdc numeric
@attribute o1atMacb numeric
@attribute o1atLacb numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMadc numeric
@attribute o1atLadc numeric
@attribute o1atMdda numeric
@attribute o1atLdda numeric
@attribute o1atMdaa numeric
@attribute o1atLdaa numeric
@attribute o1atMdab numeric
@attribute o1atLdab numeric
@attribute o2atMaaa numeric
@attribute o2atMabb numeric
@attribute o2atLabb numeric
@attribute o2atMbbc numeric
@attribute o2atLbbc numeric
@attribute o2atMccc numeric
@attribute o2atLccc numeric
@attribute o2atMaab numeric
@attribute o2atLaab numeric
@attribute o2atMbbb numeric
@attribute o2atLbbb numeric
@attribute o2atMbcc numeric
@attribute o2atLbcc numeric
@attribute o2atMcdd numeric
@attribute o2atLcdd numeric
@attribute o2atMddc numeric
@attribute o2atLddc numeric
@attribute o2atMdcb numeric
@attribute o2atLdcb numeric
@attribute o2atMcdc numeric
@attribute o2atLcdc numeric
@attribute o2atMdcd numeric
@attribute o2atLdcd numeric
@attribute o2atMccd numeric
@attribute o2atLccd numeric
@attribute o2atLddd numeric
@attribute o2atMcbc numeric
@attribute o2atLcbc numeric
@attribute o2atMdcc numeric
@attribute o2atLdcc numeric
@attribute o2atMbcb numeric
@attribute o2atLbcb numeric
@attribute o2atMccb numeric
@attribute o2atLccb numeric
@attribute o2atMcbb numeric
@attribute o2atLcbb numeric
@attribute o2atMabc numeric
@attribute o2atLabc numeric
@attribute o2atMbba numeric
@attribute o2atLbba numeric
@attribute o2atMbaa numeric
@attribute o2atLbaa numeric
@attribute o2atMbdc numeric
@attribute o2atLbdc numeric
@attribute o2atMcbd numeric
@attribute o2atLcbd numeric
@attribute o2atMbab numeric
@attribute o2atLbab numeric
@attribute o2atMbdd numeric
@attribute o2atLbdd numeric
@attribute o2atMbcd numeric
@attribute o2atLbcd numeric
@attribute o3atMccc numeric
@attribute o3atLccc numeric
@attribute o3atMcdd numeric
@attribute o3atLcdd numeric
@attribute o3atMddc numeric
@attribute o3atLddc numeric
@attribute o3atMccd numeric
@attribute o3atLccd numeric
@attribute o3atLddd numeric
@attribute o3atMdcc numeric
@attribute o3atLdcc numeric
@attribute o3atMbcb numeric
@attribute o3atLbcb numeric
@attribute o3atMabb numeric
@attribute o3atLabb numeric
@attribute o3atMdcb numeric
@attribute o3atLdcb numeric
@attribute o3atMcbb numeric
@attribute o3atLcbb numeric
@attribute o3atMbbc numeric
@attribute o3atLbbc numeric
@attribute o3atMbab numeric
@attribute o3atLbab numeric
@attribute o3atMbcd numeric
@attribute o3atLbcd numeric
@attribute o3atMabd numeric
@attribute o3atLabd numeric
@attribute o3atMcdc numeric
@attribute o3atLcdc numeric
@attribute o3atMbbb numeric
@attribute o3atLbbb numeric
@attribute o3atMcba numeric
@attribute o3atLcba numeric
@attribute o3atMdca numeric
@attribute o3atLdca numeric
@attribute o3atMdcd numeric
@attribute o3atLdcd numeric
@attribute o3atMcab numeric
@attribute o3atLcab numeric
@attribute o3atMccb numeric
@attribute o3atLccb numeric
@attribute o3atMbcc numeric
@attribute o3atLbcc numeric
@attribute o3atMcbc numeric
@attribute o3atLcbc numeric
@attribute o3atMddb numeric
@attribute o3atLddb numeric
@attribute o3atMdbd numeric
@attribute o3atLdbd numeric
@attribute o3atMbbd numeric
@attribute o3atLbbd numeric
@attribute o3atMcbd numeric
@attribute o3atLcbd numeric
@attribute o3atMbba numeric
@attribute o3atLbba numeric
@attribute o3atMbaa numeric
@attribute o3atLbaa numeric
@attribute o3atMaad numeric
@attribute o3atLaad numeric
@attribute o3atMaaa numeric
@attribute o3atMbdd numeric
@attribute o3atLbdd numeric
@attribute o3atMdbc numeric
@attribute o3atLdbc numeric
@attribute o3atMdbb numeric
@attribute o3atLdbb numeric
@attribute o3atMaab numeric
@attribute o3atLaab numeric
@attribute o3atMcaa numeric
@attribute o3atLcaa numeric
@attribute o3atMbad numeric
@attribute o3atLbad numeric
@attribute destClass {-1.0,1.0}

@data
12,9,14,16,12,24,4,24,3,19,5,17,11,16,15,13,17,22,4,3,12,16,12,17,13,15,13,6,21,5,18,9,12,16,22,4,20,7,13,4,19,4,18,4,16,10,17,9,14,5,12,10,14,11,13,11,14,6,20,4,24,3,17,8,18,7,18,6,17,5,13,11,19,5,19,4,13,7,12,6,13,9,17,5,12,11,12,10,12,5,14,4,13,6,13,6,4,6,25,7,24,21,22,5,26,6,24,8,23,23,6,23,6,6,7,21,7,23,5,22,7,5,7,22,22,7,6,23,6,22,6,22,6,24,4,24,4,24,8,7,7,7,5,24,8,6,8,7,29,14,30,0,29,0,30,0,0,29,0,11,16,0,30,14,0,12,17,11,16,0,30,13,0,0,1,29,0,10,30,0,17,0,0,30,0,0,17,14,15,12,14,13,14,14,0,14,0,12,1,14,0,0,30,0,30,0,1,0,13,0,13,0,12,0,0,30,0,17,0,1,1.0
22,4,21,6,20,25,3,26,3,24,4,23,4,23,5,21,7,24,3,3,22,7,20,8,22,5,22,4,24,3,23,4,21,8,25,3,24,3,23,4,25,3,24,3,23,4,24,4,22,4,22,5,21,5,22,4,22,5,25,4,25,3,24,3,24,3,24,4,24,3,21,5,24,3,25,3,22,3,22,4,22,4,24,3,22,5,21,5,22,4,22,4,21,5,22,4,0,0,30,0,30,15,30,0,30,0,30,0,30,21,6,21,6,0,9,15,9,21,3,18,9,3,0,30,18,9,0,30,0,30,0,30,0,30,0,30,0,30,0,9,0,9,0,30,0,6,0,9,26,11,28,3,26,2,27,4,2,26,2,15,13,0,30,17,2,16,13,16,13,0,30,17,4,0,4,26,3,15,30,0,13,0,2,27,2,0,13,17,12,17,12,17,11,17,2,17,2,16,4,17,4,0,30,0,30,0,4,0,17,3,17,2,16,2,0,30,0,13,0,4,-1.0
23,4,23,5,22,26,3,26,2,25,3,24,4,24,4,23,6,25,3,2,23,5,22,6,24,4,24,4,24,3,24,4,23,6,25,2,24,3,24,3,25,3,24,3,24,4,24,3,24,3,23,4,23,5,24,4,24,4,26,3,26,2,24,3,24,3,25,3,24,3,23,5,25,3,25,2,24,3,23,4,24,3,24,3,23,5,23,4,23,3,24,3,23,4,24,3,0,0,30,0,30,17,29,0,30,0,30,1,30,22,5,22,5,0,8,17,8,22,3,19,8,2,0,29,19,8,0,30,0,29,0,29,0,30,0,30,0,30,1,8,0,8,0,30,1,5,1,8,19,12,24,4,23,4,22,5,2,21,5,9,15,0,28,14,5,11,15,10,15,0,28,13,6,1,7,19,6,8,27,0,16,1,6,24,2,1,16,13,13,11,13,13,12,14,4,14,2,11,6,14,5,0,28,0,29,0,7,0,13,4,13,5,11,5,0,29,0,17,0,6,1.0
13,11,15,15,13,21,6,22,7,19,9,18,12,17,14,14,16,19,7,5,13,15,13,16,14,14,13,8,18,8,18,11,13,15,20,8,18,10,14,7,18,6,18,7,17,11,17,10,15,9,13,11,15,12,14,12,15,9,19,7,21,5,17,10,18,10,18,9,17,7,14,12,17,7,18,8,14,10,13,8,14,10,17,8,13,12,13,11,13,9,15,7,14,9,14,9,4,6,25,7,24,27,22,5,26,6,24,8,23,29,0,29,0,6,1,28,1,29,0,28,1,0,7,22,28,1,6,23,6,22,6,22,6,24,4,24,4,24,8,1,7,1,5,24,8,0,8,1,29,15,30,0,29,0,30,0,0,29,0,12,16,0,30,14,0,13,17,12,16,0,30,13,0,0,1,29,0,12,30,0,17,0,0,30,0,0,17,14,16,12,15,13,15,14,0,14,0,13,1,14,0,0,30,0,30,0,1,0,13,0,13,0,13,0,0,30,0,17,0,1,1.0
12,5,14,15,10,26,2,27,3,24,4,22,7,20,14,12,17,25,2,2,12,15,11,17,13,14,12,3,25,3,24,5,11,16,26,4,25,4,13,3,23,2,23,2,21,6,21,5,14,4,12,6,14,7,13,7,14,4,24,3,26,2,22,4,23,4,22,4,21,2,12,7,22,2,23,4,13,4,12,3,13,5,22,3,12,7,11,6,12,4,14,3,12,4,13,4,13,15,16,18,13,30,11,14,17,17,15,19,12,30,0,30,0,17,0,30,0,30,0,30,0,0,18,11,30,0,17,12,17,11,17,11,15,13,13,15,13,15,19,0,18,0,14,15,19,0,19,0,10,30,13,16,12,16,12,18,15,11,17,0,30,0,30,0,17,0,30,0,30,0,30,0,18,0,18,10,17,0,30,0,30,0,17,13,15,0,30,0,30,0,30,0,30,0,16,0,15,0,18,0,18,0,30,0,30,0,18,0,0,16,0,17,0,17,0,30,0,30,0,18,1.0
17,8,17,10,16,26,3,26,2,20,3,18,8,17,8,17,12,25,3,2,16,10,16,12,17,9,18,4,24,3,19,8,16,11,25,2,24,6,18,3,20,3,19,3,17,8,18,6,19,3,16,8,18,10,17,8,19,4,21,3,26,2,19,6,19,6,19,3,18,3,17,10,20,3,20,2,18,6,16,4,18,7,19,3,16,10,16,9,17,3,19,3,17,4,17,3,3,5,26,6,25,16,23,4,27,5,25,7,24,20,8,20,8,5,10,17,10,20,7,18,10,7,6,23,18,10,5,24,5,23,5,23,5,25,3,25,3,25,7,10,6,10,4,25,7,8,7,10,26,19,29,0,28,0,28,1,0,27,1,1,26,0,30,4,1,0,26,0,26,0,30,4,2,0,2,27,1,0,30,0,26,0,1,29,0,0,26,4,22,3,22,4,23,4,0,4,0,0,2,4,1,0,30,0,30,0,2,0,4,0,4,1,0,1,0,30,0,26,0,2,1.0
10,11,12,18,10,23,6,23,6,18,7,16,13,14,17,11,19,22,6,5,10,18,10,19,11,17,11,7,21,7,18,11,10,18,22,7,21,10,11,6,17,6,17,6,15,12,15,11,12,7,10,12,12,13,11,13,12,7,18,6,23,5,16,10,17,10,16,7,15,6,11,13,17,6,17,7,11,10,10,7,11,11,16,7,10,13,10,12,10,7,12,6,11,7,11,7,10,12,19,14,17,30,15,11,20,13,18,15,16,30,0,30,0,13,0,30,0,30,0,30,0,0,14,15,30,0,13,16,13,15,13,15,12,17,10,18,10,18,15,0,14,0,11,18,15,0,15,0,22,30,25,4,24,4,24,6,3,23,5,0,30,0,30,0,5,0,30,0,30,0,30,0,6,0,6,22,5,0,30,0,30,0,5,25,3,0,30,0,30,0,30,0,30,0,4,0,3,0,6,0,6,0,30,0,30,0,6,0,0,4,0,5,0,5,0,30,0,30,0,6,1.0
6,8,7,23,5,25,4,25,4,21,5,19,10,17,22,6,24,24,5,3,5,23,5,24,6,22,6,5,23,5,21,8,5,23,24,5,23,7,6,4,20,4,20,5,18,9,18,8,7,5,5,9,7,10,6,10,7,5,21,4,25,3,20,7,20,7,19,5,18,5,6,10,20,5,20,5,6,7,5,5,6,8,20,5,5,10,5,9,6,5,7,4,6,5,6,5,15,17,14,19,12,24,10,16,15,18,13,20,11,26,5,24,4,18,4,24,5,25,4,25,6,4,19,10,24,4,18,11,18,10,18,10,17,12,15,13,15,13,20,5,19,6,16,13,20,5,20,6,3,25,7,19,8,20,5,21,17,5,22,2,26,0,27,4,23,3,27,2,25,1,27,3,21,1,21,3,22,2,27,2,27,2,23,8,18,1,27,3,26,2,25,3,25,4,20,4,18,3,21,4,21,2,28,1,29,1,22,0,3,19,3,22,3,23,0,28,1,27,2,21,1.0
18,5,18,9,17,26,3,26,2,22,3,19,6,18,7,18,11,25,3,2,17,9,17,11,18,8,19,4,24,3,21,5,17,10,25,2,24,3,19,3,22,3,21,3,19,6,19,4,20,3,17,6,19,8,18,6,20,4,23,3,26,2,21,3,21,4,20,3,19,3,18,8,22,3,22,2,19,4,17,4,19,5,21,3,17,8,17,7,18,3,20,3,18,4,18,3,3,5,26,6,25,20,23,4,27,5,25,7,24,25,1,25,1,5,5,23,5,25,3,21,5,0,6,23,21,5,5,24,5,23,5,23,5,25,3,25,3,25,7,5,6,5,4,25,7,1,7,5,24,30,27,2,26,2,26,4,1,25,3,0,30,0,30,0,3,0,30,0,30,0,30,0,4,0,4,24,3,0,30,0,30,0,3,27,1,0,30,0,30,0,30,0,30,0,2,0,1,0,4,0,4,0,30,0,30,0,4,0,0,2,0,3,0,3,0,30,0,30,0,4,1.0
6,10,8,21,5,22,7,22,7,19,8,17,12,15,19,6,23,21,7,6,6,21,5,23,7,20,7,8,20,8,19,10,5,22,21,8,20,9,7,7,18,7,18,7,16,11,16,10,8,8,6,11,8,12,7,12,8,8,19,7,22,6,17,9,18,9,17,8,16,7,6,12,18,7,18,8,7,9,6,8,7,10,17,8,6,12,5,11,6,8,8,7,6,8,7,8,15,17,14,21,10,30,8,16,15,20,13,22,9,30,0,30,0,20,0,30,0,30,0,30,0,0,21,8,30,0,20,9,20,8,20,8,17,10,15,13,15,13,22,0,21,0,16,13,22,0,22,0,13,30,19,8,18,8,16,12,6,15,11,0,30,0,30,0,11,0,30,0,30,0,30,0,12,0,12,14,11,0,30,0,30,0,11,19,7,0,30,0,30,0,30,0,30,0,8,0,7,0,12,0,12,0,30,0,30,0,12,0,0,8,0,11,0,11,0,30,0,30,0,12,-1.0
21,4,22,7,20,27,2,27,2,26,3,25,5,24,6,21,8,26,2,1,21,7,20,8,22,6,22,3,25,3,25,4,21,8,26,2,25,3,22,2,25,2,25,2,24,4,24,3,22,3,21,4,22,5,22,5,22,3,26,2,27,1,24,3,25,3,25,3,24,2,21,5,25,2,25,2,22,3,21,3,22,3,24,3,21,5,21,4,21,3,22,2,21,3,22,3,0,0,30,2,29,19,27,0,30,1,30,3,28,24,3,24,3,1,6,21,6,24,3,21,6,2,2,27,21,6,1,28,1,27,1,27,0,29,0,30,0,30,3,6,2,6,0,30,3,3,3,6,24,27,27,2,26,2,26,4,1,25,3,0,29,0,30,1,3,0,29,0,29,0,30,1,4,0,4,24,3,0,30,0,29,0,3,27,1,0,29,1,28,1,28,1,28,1,2,1,1,0,4,1,4,0,30,0,30,0,4,0,1,2,1,3,0,3,0,30,0,29,0,4,-1.0
16,12,16,13,15,22,6,22,6,18,8,17,12,16,12,16,14,20,8,4,15,13,15,14,16,12,16,8,18,8,17,12,15,13,20,7,18,11,16,6,17,6,17,8,16,12,16,11,17,8,15,12,17,13,16,12,17,8,18,6,22,4,17,11,17,11,17,8,16,8,16,13,17,8,17,7,16,11,15,8,16,11,17,8,15,13,15,12,16,8,17,6,16,8,16,8,4,6,25,7,24,13,22,5,26,6,24,8,23,19,7,19,7,6,11,15,11,19,7,15,11,5,7,22,15,11,6,23,6,22,6,22,6,24,4,24,4,24,8,11,7,11,5,24,8,7,8,11,25,12,28,1,27,1,27,2,0,26,1,15,13,0,30,17,2,16,14,15,13,0,30,16,2,0,3,25,2,15,30,0,14,0,2,28,0,0,14,16,13,15,12,16,12,17,1,17,0,16,3,17,2,0,30,0,30,0,3,0,16,1,16,1,16,2,0,30,0,14,0,3,1.0
15,9,17,13,15,21,6,22,6,20,8,19,10,19,12,16,14,19,7,5,15,13,15,14,16,12,15,8,19,7,19,9,15,13,20,7,19,8,16,7,20,6,19,7,19,9,19,8,17,8,15,9,17,10,16,10,17,9,21,7,21,6,19,8,19,8,20,9,19,7,16,10,19,7,20,7,16,8,15,8,16,8,19,7,15,10,15,9,15,8,17,7,16,9,16,9,0,1,30,2,26,25,23,0,30,1,29,4,24,27,2,27,2,4,3,25,3,27,1,26,3,1,4,24,26,3,2,26,4,24,2,26,1,26,0,29,0,29,4,3,4,3,0,29,4,2,4,3,29,5,30,0,29,0,30,0,0,29,0,14,11,0,30,19,0,15,10,15,11,0,30,20,1,0,1,29,0,11,30,0,10,0,0,30,0,0,10,19,6,19,7,19,5,19,0,19,0,15,1,19,0,0,30,0,30,0,1,0,20,0,19,0,15,0,0,30,0,10,0,1,-1.0
6,12,8,21,4,24,4,25,5,17,6,15,14,14,19,6,23,23,4,4,6,21,4,23,7,19,6,5,23,5,16,12,5,22,24,5,23,10,7,5,16,4,16,4,14,13,14,12,8,6,6,13,8,14,7,14,8,6,17,5,24,4,15,11,16,11,15,6,14,4,6,14,15,4,16,5,7,11,6,5,7,12,15,5,6,14,5,13,6,6,8,5,6,6,7,6,17,19,12,21,10,30,8,18,13,20,11,22,9,30,0,30,0,20,0,30,0,30,0,30,0,0,21,8,30,0,20,9,20,8,20,8,19,10,17,11,17,11,22,0,21,0,18,11,22,0,22,0,21,23,23,6,22,6,22,8,5,21,7,0,27,0,30,3,7,1,27,1,27,0,30,3,8,0,8,21,7,0,30,0,27,0,7,23,6,0,27,3,25,3,25,3,24,3,6,3,6,1,8,3,8,0,30,0,30,0,8,0,3,6,3,7,1,7,0,30,0,27,0,8,-1.0
10,10,12,18,10,22,5,23,6,20,8,19,11,18,17,11,19,20,6,4,10,18,10,19,11,17,10,7,19,7,19,10,10,18,21,7,19,9,11,6,19,5,19,6,18,10,18,9,12,8,10,10,12,11,11,11,12,8,20,6,22,4,18,9,19,9,19,8,18,6,11,11,18,6,19,7,11,9,10,7,11,9,18,7,10,11,10,10,10,8,12,6,11,8,11,8,3,5,26,6,25,22,23,4,27,5,25,7,24,26,2,26,2,5,4,23,4,26,1,24,4,1,6,23,24,4,5,24,5,23,5,23,5,25,3,25,3,25,7,4,6,4,4,25,7,2,7,4,29,16,30,0,29,0,30,0,0,29,0,11,17,0,30,13,0,12,18,11,17,0,30,12,0,0,1,29,0,11,30,0,18,0,0,30,0,0,18,13,17,11,16,12,16,13,0,13,0,12,1,13,0,0,30,0,30,0,1,0,12,0,12,0,12,0,0,30,0,18,0,1,1.0
18,7,17,10,16,26,3,26,2,21,3,20,8,19,9,17,11,25,3,2,18,11,16,12,18,9,19,4,24,3,21,7,17,12,25,2,24,5,19,3,21,3,20,3,19,8,19,7,18,3,18,8,18,9,18,8,18,4,22,3,26,2,20,6,20,6,20,4,19,3,17,9,21,3,21,3,18,6,18,4,18,7,20,3,18,9,17,8,18,3,18,3,17,4,18,4,0,0,30,0,30,30,29,0,30,0,30,1,30,30,0,30,0,0,0,30,0,30,0,30,0,0,0,29,30,0,0,30,0,29,0,29,0,30,0,30,0,30,1,0,0,0,0,30,1,0,1,0,23,30,26,3,25,3,25,5,2,24,4,0,30,0,30,0,4,0,30,0,30,0,30,0,5,0,5,23,4,0,30,0,30,0,4,26,2,0,30,0,30,0,30,0,30,0,3,0,2,0,5,0,5,0,30,0,30,0,5,0,0,3,0,4,0,4,0,30,0,30,0,5,-1.0
12,11,14,16,12,22,5,23,6,19,8,18,12,17,15,13,17,20,6,4,12,16,12,17,13,15,12,7,19,7,19,11,12,16,21,8,19,10,13,6,18,5,18,6,17,11,17,10,14,8,12,11,14,12,13,12,14,8,19,6,22,4,17,10,18,10,18,8,17,6,13,12,17,6,18,8,13,10,12,7,13,10,17,7,12,12,12,11,12,8,14,6,13,8,13,8,3,5,26,6,25,30,23,4,27,5,25,7,24,30,0,30,0,5,0,30,0,30,0,30,0,0,6,23,30,0,5,24,5,23,5,23,5,25,3,25,3,25,7,0,6,0,4,25,7,0,7,0,29,13,30,0,29,0,30,1,0,29,0,5,20,0,30,10,0,6,20,6,20,0,30,10,1,0,1,29,0,4,30,0,20,0,0,30,0,0,20,10,16,10,16,10,15,10,0,10,0,6,1,10,1,0,30,0,30,0,1,0,10,0,10,0,6,0,0,30,0,20,0,1,1.0
11,13,13,17,11,23,4,24,5,17,7,16,14,15,16,12,18,21,5,4,11,17,11,18,12,16,11,6,21,6,17,13,11,17,22,7,20,12,12,5,16,4,16,5,15,13,15,12,13,7,11,13,13,14,12,14,13,7,17,5,23,4,15,12,16,12,16,7,15,5,12,14,15,5,16,7,12,12,11,6,12,12,15,6,11,14,11,13,11,7,13,5,12,7,12,7,6,8,23,10,21,27,19,7,24,9,22,11,20,29,0,29,0,9,1,28,1,29,0,28,1,0,10,19,28,1,9,20,9,19,9,19,8,21,6,22,6,22,11,1,10,1,7,22,11,0,11,1,25,17,28,0,28,0,27,1,0,27,2,8,20,0,30,10,2,8,20,8,20,0,30,10,2,0,2,26,1,7,30,0,20,0,2,29,0,0,20,10,18,9,18,10,18,10,0,10,0,8,2,10,1,0,30,0,30,0,2,0,10,0,10,2,8,2,0,30,0,20,0,2,1.0
14,10,16,14,14,20,8,21,9,20,10,19,11,18,13,15,15,19,8,8,14,14,14,15,15,13,14,9,19,9,19,10,14,14,20,9,19,9,15,9,19,8,19,8,18,10,18,9,16,10,14,10,16,11,15,11,16,10,20,9,20,8,18,9,19,9,19,10,18,8,15,11,18,8,19,9,15,9,14,9,15,9,18,9,14,11,14,10,14,10,16,9,15,10,15,10,2,4,27,6,25,30,23,3,28,5,26,7,24,30,0,30,0,5,0,30,0,30,0,30,0,0,6,23,30,0,5,24,5,23,5,23,4,25,2,26,2,26,7,0,6,0,3,26,7,0,7,0,29,14,30,0,29,0,30,1,0,29,0,12,16,0,30,14,0,13,16,13,16,0,30,14,1,0,1,29,0,12,30,0,16,0,0,30,0,0,16,14,15,14,15,14,14,14,0,14,0,13,1,14,1,0,30,0,30,0,1,0,14,0,14,0,13,0,0,30,0,16,0,1,1.0
19,0,20,8,14,30,0,30,0,30,0,30,0,30,6,17,11,30,0,0,19,8,15,11,19,6,19,0,30,0,30,0,16,10,30,0,30,0,19,0,30,0,30,0,30,0,30,0,20,0,19,0,20,0,19,0,20,0,30,0,30,0,30,0,30,0,30,0,30,0,17,0,30,0,30,0,19,0,19,0,19,0,30,0,19,0,16,0,19,0,20,0,17,0,19,0,9,11,20,12,19,18,17,10,21,11,19,13,18,20,11,18,10,11,10,18,11,19,10,19,12,10,12,17,18,10,11,18,11,17,11,17,11,19,9,19,9,19,13,11,12,12,10,19,13,11,13,12,0,30,4,24,4,24,2,26,22,2,26,0,30,0,30,0,26,0,30,0,30,0,30,0,26,0,26,0,26,0,30,0,30,0,26,4,22,0,30,0,30,0,30,0,30,0,24,0,22,0,26,0,26,0,30,0,30,0,26,0,0,24,0,26,0,26,0,30,0,30,0,26,-1.0
15,11,17,13,15,22,6,22,6,19,8,18,12,17,12,16,14,20,7,4,15,13,15,14,16,12,16,8,19,8,19,11,15,13,20,8,19,10,16,6,18,6,18,7,17,11,17,10,17,8,15,11,17,12,16,12,17,8,19,6,22,5,17,10,18,10,18,8,17,7,16,12,18,7,18,8,16,10,15,8,16,10,17,8,15,12,15,11,15,8,17,6,16,8,16,8,3,5,26,6,25,23,23,4,27,5,25,7,24,25,4,25,4,5,5,23,5,25,3,24,5,3,6,23,24,5,5,24,5,23,5,23,5,25,3,25,3,25,7,5,6,5,4,25,7,4,7,5,29,15,30,0,29,0,30,0,0,29,0,10,18,0,30,12,0,10,18,10,18,0,30,12,1,0,1,29,0,9,30,0,18,0,0,30,0,0,18,12,16,11,16,12,16,12,0,12,0,10,1,12,0,0,30,0,30,0,1,0,12,0,12,0,10,0,0,30,0,18,0,1,1.0
16,9,17,12,16,25,3,25,3,20,5,18,10,17,11,17,13,23,3,2,16,12,16,13,17,11,17,4,22,4,19,9,16,12,23,4,21,7,17,3,19,3,19,4,17,10,17,9,18,5,16,10,18,11,17,10,18,5,20,3,25,2,17,8,18,8,18,5,17,4,17,11,18,3,18,4,17,8,16,5,17,9,18,5,16,11,16,10,16,5,18,3,17,5,17,5,4,6,25,7,24,21,22,5,26,6,24,8,23,23,6,23,6,6,7,21,7,23,5,22,7,5,7,22,22,7,6,23,6,22,6,22,6,24,4,24,4,24,8,7,7,7,5,24,8,6,8,7,25,24,28,1,27,1,27,3,0,26,2,0,28,0,30,2,2,0,28,0,28,0,30,2,3,0,3,25,2,0,30,0,28,0,2,28,0,0,28,2,26,2,26,2,26,2,1,2,0,0,3,2,3,0,30,0,30,0,3,0,2,1,2,2,0,2,0,30,0,28,0,3,1.0
21,5,21,7,19,25,3,26,4,25,5,24,6,23,6,20,8,24,3,3,21,8,19,9,21,6,21,4,24,4,24,5,20,9,25,4,24,4,22,4,24,3,24,3,23,5,23,4,21,5,21,5,21,6,21,6,21,5,25,4,25,3,23,4,24,4,24,5,23,3,20,6,23,3,24,4,21,4,21,4,21,4,23,4,21,6,20,5,21,5,21,4,20,5,21,5,0,0,30,0,30,14,30,0,30,0,30,0,30,19,8,19,8,0,11,14,11,19,6,16,11,5,0,30,16,11,0,30,0,30,0,30,0,30,0,30,0,30,0,11,0,11,0,30,0,8,0,11,27,6,29,2,27,1,28,3,1,27,1,17,10,0,30,20,1,18,10,18,10,0,30,20,3,0,3,27,2,17,30,0,10,0,1,28,1,0,10,20,8,20,8,20,7,20,1,20,1,18,3,20,3,0,30,0,30,0,3,0,20,2,20,1,18,1,0,30,0,10,0,3,-1.0
6,10,7,22,4,23,6,23,6,20,7,19,11,18,21,5,24,22,7,5,5,22,5,24,6,22,6,7,21,7,19,10,4,23,22,6,21,9,6,6,19,6,19,7,18,10,18,9,7,7,5,10,7,11,6,11,7,7,20,6,23,5,19,9,19,9,19,7,18,7,5,11,19,7,19,6,6,9,5,7,6,9,19,7,5,11,4,10,6,7,7,6,5,7,6,7,16,18,13,21,10,27,8,17,14,20,12,22,9,29,2,27,1,20,1,27,2,28,1,28,3,1,21,8,27,1,20,9,20,8,20,8,18,10,16,12,16,12,22,2,21,3,17,12,22,2,22,3,7,30,13,12,14,13,10,16,10,10,17,0,30,0,30,0,17,0,30,0,30,0,30,0,16,0,16,8,16,0,30,0,30,0,17,14,11,0,30,0,30,0,30,0,30,0,13,0,11,0,16,0,16,0,30,0,30,0,16,0,0,12,0,17,0,17,0,30,0,30,0,16,-1.0
