@relation 'Sax dominant'

@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMaa numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atLcc numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o2atMaa numeric
@attribute o2atMbb numeric
@attribute o2atLbb numeric
@attribute o2atLcc numeric
@attribute o2atMab numeric
@attribute o2atLab numeric
@attribute o2atMbc numeric
@attribute o2atLbc numeric
@attribute o2atMba numeric
@attribute o2atLba numeric
@attribute o2atMcb numeric
@attribute o2atLcb numeric
@attribute o3atLcc numeric
@attribute o3atMbb numeric
@attribute o3atLbb numeric
@attribute o3atMaa numeric
@attribute o3atMab numeric
@attribute o3atLab numeric
@attribute o3atMcb numeric
@attribute o3atLcb numeric
@attribute o3atMba numeric
@attribute o3atLba numeric
@attribute o3atMbc numeric
@attribute o3atLbc numeric
@attribute destClass {2,3,7,6,4,5,1}

@data
31,11,19,20,12,19,11,0,31,0,31,0,16,22,12,8,18,14,23,9,17,13,22,8,10,20,22,7,8,23,21,11,8,23,20,10,5.0
31,22,8,9,23,8,22,0,31,0,31,0,26,31,3,0,27,4,31,0,27,4,31,0,22,8,24,6,7,25,8,22,6,24,9,23,5.0
31,3,26,27,4,27,4,0,31,0,31,0,25,27,5,3,26,6,28,4,25,5,27,3,19,11,26,3,4,27,12,20,4,27,11,19,7.0
31,14,16,17,15,16,14,0,31,0,31,0,16,29,12,1,18,14,30,2,17,13,29,1,21,9,31,0,0,31,10,22,0,31,9,21,6.0
31,6,24,25,7,24,6,0,31,0,31,0,22,23,8,7,23,9,24,8,22,8,23,7,11,18,31,0,0,31,19,12,0,31,19,12,6.0
31,19,10,11,20,11,20,0,31,0,31,0,17,23,12,7,18,13,24,8,18,13,23,7,17,13,31,0,0,31,14,18,0,31,13,17,4.0
31,11,18,19,12,19,12,0,31,0,31,0,13,21,16,9,14,17,22,10,14,17,21,9,11,19,31,0,0,31,20,12,0,31,19,11,5.0
31,9,21,21,9,22,10,0,31,0,31,0,9,21,20,9,10,21,22,10,10,21,21,9,14,16,18,12,12,18,17,15,13,19,16,14,2.0
31,3,27,27,3,28,4,0,31,0,31,0,14,31,16,0,14,16,31,0,15,17,31,0,24,6,27,3,4,28,6,24,3,27,7,25,5.0
31,10,20,20,10,21,11,0,31,0,31,0,13,20,16,10,14,17,21,11,14,17,20,10,14,16,19,10,11,20,17,15,11,20,16,14,4.0
29,7,22,23,8,23,8,0,30,1,30,1,13,24,16,6,14,17,25,7,14,17,24,6,14,15,31,0,0,31,16,15,0,31,16,15,5.0
31,7,22,23,8,23,8,0,31,0,31,0,13,31,17,0,13,17,31,0,14,18,31,0,23,7,26,4,5,27,7,23,4,26,8,24,4.0
31,19,10,11,20,11,20,0,31,0,31,0,18,19,12,11,19,13,20,12,18,12,19,11,14,16,18,11,12,19,17,15,12,19,16,14,7.0
31,14,16,17,15,16,14,0,31,0,31,0,13,16,17,14,14,18,17,15,13,17,16,14,11,18,19,10,11,20,19,12,11,20,19,12,2.0
31,4,25,26,5,26,5,0,31,0,31,0,10,20,19,10,11,20,21,11,11,20,20,10,9,19,31,0,0,31,21,11,0,31,20,10,6.0
31,10,19,20,11,20,11,0,31,0,31,0,14,22,15,8,15,16,23,9,15,16,22,8,13,16,31,0,0,31,17,14,0,31,17,14,6.0
31,6,24,25,7,24,6,0,31,0,31,0,19,21,11,9,20,12,22,10,19,11,21,9,7,22,31,0,0,31,23,8,0,31,23,8,4.0
31,9,21,22,10,21,9,0,31,0,31,0,22,23,8,7,23,9,24,8,22,8,23,7,13,16,31,0,0,31,17,14,0,31,17,14,4.0
31,20,10,10,20,11,21,0,31,0,31,0,4,19,25,11,5,26,20,12,5,26,19,11,4,26,14,15,16,15,27,5,16,15,26,4,2.0
31,12,17,18,13,18,13,0,31,0,31,0,12,21,17,9,13,18,22,10,13,18,21,9,8,22,31,0,0,31,23,9,0,31,22,8,5.0
31,11,17,19,13,18,12,0,31,0,31,0,18,31,11,0,19,12,31,0,19,12,31,0,23,6,27,3,4,28,7,24,3,27,7,24,6.0
31,10,19,20,11,20,11,0,31,0,31,0,13,25,16,5,14,17,26,6,14,17,25,5,14,16,31,0,0,31,17,15,0,31,16,14,5.0
31,6,24,24,6,25,7,0,31,0,31,0,13,18,16,12,14,17,19,13,14,17,18,12,6,20,31,0,0,31,23,9,0,31,22,8,5.0
31,17,13,14,18,13,17,0,31,0,31,0,3,31,26,0,4,27,31,0,4,27,31,0,16,14,18,12,13,19,14,16,12,18,15,17,6.0
31,10,20,21,11,20,10,0,31,0,31,0,13,26,15,4,15,17,27,5,14,16,26,4,12,18,23,6,7,24,19,13,7,24,18,12,4.0
31,4,25,26,5,26,5,0,31,0,31,0,11,23,18,7,12,19,24,8,12,19,23,7,16,14,23,6,7,24,15,17,7,24,14,16,7.0
31,8,22,23,9,22,8,0,31,0,31,0,21,22,9,8,22,10,23,9,21,9,22,8,14,16,31,0,0,31,17,15,0,31,16,14,6.0
31,11,18,19,12,19,12,0,31,0,31,0,13,21,16,9,14,17,22,10,14,17,21,9,10,20,31,0,0,31,21,11,0,31,20,10,4.0
31,7,23,23,7,24,8,0,31,0,31,0,8,23,21,7,9,22,24,8,9,22,23,7,16,14,20,10,10,20,15,17,11,21,14,16,3.0
31,3,27,27,3,28,4,0,31,0,31,0,5,16,24,14,6,25,17,15,6,25,16,14,3,27,22,7,8,23,28,4,8,23,27,3,3.0
31,11,18,19,12,19,12,0,31,0,31,0,9,24,20,6,10,21,25,7,10,21,24,6,10,20,20,9,10,21,21,11,10,21,20,10,2.0
31,5,25,25,5,26,6,0,31,0,31,0,16,18,13,12,17,14,19,13,17,14,18,12,12,18,31,0,0,31,19,13,0,31,18,12,5.0
20,29,1,1,29,2,30,9,21,10,21,10,12,19,17,11,13,18,20,12,13,18,19,11,6,24,10,19,20,11,25,7,20,11,24,6,1.0
31,19,11,12,20,11,19,0,31,0,31,0,11,22,18,7,12,19,23,8,12,19,23,8,24,6,25,5,6,26,6,24,5,25,7,25,3.0
31,26,4,5,27,4,26,0,31,0,31,0,18,20,12,10,19,13,21,11,18,12,20,10,13,17,22,7,8,23,18,14,8,23,17,13,4.0
21,29,1,2,30,1,29,8,22,9,22,9,17,18,13,12,18,14,19,13,17,13,18,12,13,17,20,9,10,21,18,14,10,21,17,13,7.0
31,7,23,24,8,23,7,0,31,0,31,0,12,22,16,8,14,18,23,9,13,17,22,8,12,18,31,0,0,31,19,13,0,31,18,12,6.0
26,11,18,19,12,19,12,3,27,4,27,4,15,25,14,5,16,15,26,6,16,15,25,5,24,5,31,0,0,31,6,25,0,31,6,25,2.0
31,6,24,25,7,24,6,0,31,0,31,0,17,18,13,12,18,14,19,13,17,13,18,12,9,19,31,0,0,31,21,11,0,31,20,10,5.0
31,14,15,16,15,16,15,0,31,0,31,0,13,21,16,9,14,17,22,10,14,17,21,9,10,20,31,0,0,31,21,11,0,31,20,10,5.0
31,5,25,26,6,25,5,0,31,0,31,0,22,23,8,7,23,9,24,8,22,8,23,7,12,17,31,0,0,31,18,13,0,31,18,13,5.0
31,23,6,7,24,7,24,0,31,0,31,0,15,23,13,7,17,15,24,8,16,14,23,7,11,19,20,9,10,21,20,12,10,21,19,11,7.0
31,13,16,17,14,17,14,0,31,0,31,0,16,22,13,8,17,14,23,9,17,14,22,8,10,19,31,0,0,31,20,11,0,31,20,11,4.0
31,6,24,25,7,24,6,0,31,0,31,0,20,21,10,9,21,11,22,10,20,10,21,9,13,14,31,0,0,31,16,15,0,31,16,15,2.0
31,10,19,20,11,20,11,0,31,0,31,0,8,20,21,10,9,22,21,11,9,22,20,10,7,23,27,2,3,28,24,8,3,28,23,7,5.0
31,8,22,22,8,23,9,0,31,0,31,0,11,18,18,12,12,19,19,13,12,19,18,12,12,18,19,8,10,21,19,13,10,21,18,12,2.0
31,22,7,8,23,8,23,0,31,0,31,0,19,20,11,10,20,12,21,11,19,11,20,10,14,16,20,9,10,21,17,15,10,21,16,14,7.0
31,9,21,22,10,21,9,0,31,0,31,0,22,23,8,7,23,9,24,8,22,8,23,7,18,11,31,0,0,31,12,19,0,31,12,19,4.0
31,23,6,7,24,7,24,0,31,0,31,0,20,22,10,8,21,11,23,9,20,10,22,8,14,16,24,5,6,25,17,15,6,25,16,14,6.0
31,31,0,0,31,0,31,0,31,0,31,0,11,22,18,8,12,19,23,9,12,19,22,8,12,18,18,11,12,19,19,13,12,19,18,12,6.0
28,19,11,12,20,11,19,1,29,2,29,2,18,20,12,10,19,13,21,11,18,12,20,10,17,12,31,0,0,31,13,18,0,31,13,18,5.0
31,7,22,23,8,23,8,0,31,0,31,0,11,20,18,10,12,19,21,11,12,19,20,10,12,18,31,0,0,31,19,13,0,31,18,12,6.0
31,16,14,15,17,14,16,0,31,0,31,0,21,31,8,0,22,9,31,0,22,9,31,0,20,9,31,0,0,31,10,21,0,31,10,21,4.0
31,30,0,0,30,1,31,0,31,0,31,0,21,25,8,5,22,9,26,6,22,9,25,5,19,11,23,7,7,23,12,20,8,24,11,19,3.0
28,25,5,6,26,5,25,2,29,3,28,2,14,31,15,0,15,16,31,0,15,16,31,0,23,7,24,6,7,25,7,23,6,24,8,24,5.0
31,7,23,24,8,23,7,0,31,0,31,0,25,26,5,4,26,6,27,5,25,5,26,4,12,17,31,0,0,31,18,13,0,31,18,13,5.0
31,12,18,19,13,18,12,0,31,0,31,0,17,30,11,0,19,13,31,1,18,12,30,0,18,12,31,0,0,31,13,19,0,31,12,18,4.0
27,27,3,4,28,3,27,2,28,3,28,3,19,20,11,10,20,12,21,11,19,11,20,10,15,15,21,8,9,22,16,16,9,22,15,15,4.0
31,7,23,23,7,24,8,0,31,0,31,0,12,31,18,0,12,18,31,0,13,19,31,0,22,8,24,6,7,25,8,22,6,24,9,23,3.0
26,14,15,16,15,16,15,3,27,4,27,4,15,31,15,0,15,15,31,0,16,16,31,0,24,5,30,0,1,31,6,25,0,30,6,25,2.0
31,12,18,18,12,19,13,0,31,0,31,0,10,23,19,7,11,20,24,8,11,20,23,7,15,15,20,9,10,21,16,16,10,21,15,15,3.0
31,1,29,29,1,30,2,0,31,0,31,0,8,31,22,0,8,22,31,0,9,23,31,0,23,7,27,3,4,28,7,23,3,27,8,24,3.0
31,4,26,26,4,27,5,0,31,0,31,0,9,21,20,9,10,21,22,10,10,21,21,9,10,20,25,4,5,26,21,11,5,26,20,10,3.0
31,20,10,11,21,10,20,0,31,0,31,0,12,14,18,16,13,19,15,17,12,18,14,16,10,20,24,5,6,25,21,11,6,25,20,10,3.0
31,3,27,28,4,27,3,0,31,0,31,0,16,18,14,12,17,15,19,13,16,14,18,12,10,18,31,0,0,31,20,12,0,31,19,11,4.0
27,13,16,17,14,17,14,2,28,3,28,3,0,31,31,0,0,31,31,0,0,31,31,0,11,19,14,15,16,15,19,11,16,15,20,12,3.0
31,8,22,23,9,22,8,0,31,0,31,0,25,27,5,3,26,6,28,4,25,5,27,3,20,10,29,0,1,30,11,21,1,30,10,20,7.0
31,8,22,22,8,23,9,0,31,0,31,0,2,8,28,21,2,28,9,22,3,29,9,22,12,17,19,10,11,20,18,13,11,20,18,13,1.0
31,1,28,29,2,29,2,0,31,0,31,0,8,19,21,11,9,22,20,12,9,22,19,11,8,22,26,3,4,27,23,9,4,27,22,8,4.0
24,22,8,9,23,8,22,5,25,6,25,6,19,21,11,9,20,12,22,10,19,11,21,9,15,15,23,6,7,24,16,16,7,24,15,15,4.0
31,8,19,21,10,21,10,0,31,0,31,0,15,20,13,10,17,15,21,11,16,14,20,10,10,20,31,0,0,31,21,11,0,31,20,10,6.0
31,7,22,23,8,23,8,0,31,0,31,0,13,22,16,8,14,17,23,9,14,17,22,8,15,15,31,0,0,31,16,16,0,31,15,15,6.0
31,10,19,20,11,20,11,0,31,0,31,0,14,22,15,8,15,16,23,9,15,16,22,8,9,20,31,0,0,31,21,10,0,31,21,10,5.0
31,22,5,7,24,7,24,0,31,0,31,0,18,20,12,10,19,13,21,11,18,12,20,10,14,16,21,8,9,22,17,15,9,22,16,14,4.0
31,17,12,13,18,13,18,0,31,0,31,0,16,23,13,7,17,14,24,8,17,14,23,7,17,13,31,0,0,31,14,18,0,31,13,17,4.0
31,20,10,11,21,10,20,0,31,0,31,0,20,22,10,8,21,11,23,9,20,10,22,8,18,12,24,5,6,25,13,19,6,25,12,18,2.0
31,9,20,21,10,21,10,0,31,0,31,0,13,23,16,7,14,17,24,8,14,17,23,7,13,17,31,0,0,31,18,14,0,31,17,13,5.0
31,8,20,22,10,21,9,0,31,0,31,0,21,22,9,8,22,10,23,9,21,9,22,8,16,13,31,0,0,31,14,17,0,31,14,17,2.0
31,8,22,22,8,23,9,0,31,0,31,0,10,20,19,10,11,20,21,11,11,20,20,10,9,21,31,0,0,31,22,10,0,31,21,9,2.0
31,8,21,22,9,22,9,0,31,0,31,0,14,21,15,9,15,16,22,10,15,16,21,9,10,20,31,0,0,31,21,11,0,31,20,10,4.0
31,5,25,26,6,25,5,0,31,0,31,0,20,21,10,9,21,11,22,10,20,10,21,9,16,13,31,0,0,31,14,17,0,31,14,17,2.0
31,19,10,11,20,11,20,0,31,0,31,0,15,24,14,6,16,15,25,7,16,15,24,6,11,18,31,0,0,31,19,12,0,31,19,12,5.0
31,4,26,27,5,26,4,0,31,0,31,0,16,18,14,12,17,15,19,13,16,14,18,12,6,24,31,0,0,31,25,7,0,31,24,6,3.0
31,8,22,23,9,22,8,0,31,0,31,0,14,17,16,13,15,17,18,14,14,16,17,13,11,18,23,6,7,24,19,12,7,24,19,12,2.0
31,22,8,9,23,8,22,0,31,0,31,0,17,19,13,11,18,14,20,12,17,13,19,11,14,16,23,6,7,24,17,15,7,24,16,14,4.0
31,1,29,30,2,29,1,0,31,0,31,0,0,19,31,11,0,31,20,12,0,31,19,11,4,26,17,12,13,18,27,5,13,18,26,4,2.0
31,1,29,30,2,29,1,0,31,0,31,0,13,15,17,14,14,18,16,15,13,17,16,15,9,20,31,0,0,31,21,10,0,31,21,10,3.0
31,21,9,10,22,9,21,0,31,0,31,0,22,24,8,6,23,9,25,7,22,8,24,6,19,10,31,0,0,31,11,20,0,31,11,20,1.0
31,28,2,3,29,2,28,0,31,0,31,0,17,19,13,11,18,14,20,12,17,13,19,11,13,17,19,10,11,20,18,14,11,20,17,13,3.0
31,15,15,16,16,15,15,0,31,0,31,0,18,31,11,0,19,12,31,0,19,12,31,0,27,1,31,0,0,31,2,28,0,31,3,29,2.0
31,28,1,2,29,2,29,0,31,0,31,0,21,23,9,7,22,10,24,8,21,9,23,7,16,14,21,8,9,22,15,17,9,22,14,16,7.0
31,7,23,24,8,23,7,0,31,0,31,0,18,20,12,10,19,13,21,11,18,12,20,10,14,16,31,0,0,31,17,15,0,31,16,14,7.0
3,31,0,0,31,0,31,26,4,27,4,27,5,18,25,11,5,25,19,12,6,26,19,12,1,29,5,25,26,6,29,1,25,5,30,2,1.0
31,11,18,19,12,19,12,0,31,0,31,0,9,20,20,10,10,21,21,11,10,21,20,10,8,22,24,5,6,25,23,9,6,25,22,8,3.0
31,31,0,0,31,0,31,0,31,0,31,0,18,21,11,9,19,12,22,10,19,12,21,9,14,16,19,10,11,20,17,15,11,20,16,14,4.0
31,7,23,24,8,23,7,0,31,0,31,0,21,22,9,8,22,10,23,9,21,9,22,8,7,22,31,0,0,31,23,8,0,31,23,8,4.0
31,6,22,23,7,24,8,0,31,0,31,0,9,21,20,9,10,21,22,10,10,21,21,9,13,17,26,1,3,28,18,14,3,28,17,13,7.0
31,23,7,8,24,7,23,0,31,0,31,0,18,20,12,10,19,13,21,11,18,12,20,10,12,18,23,6,7,24,19,13,7,24,18,12,6.0
16,25,5,5,25,6,26,13,17,14,17,14,5,19,24,11,6,25,20,12,6,25,19,11,5,25,10,20,20,10,26,6,21,11,25,5,1.0
31,30,0,0,30,1,31,0,31,0,31,0,15,22,14,8,16,15,23,9,16,15,22,8,14,16,22,7,8,23,17,15,8,23,16,14,7.0
31,22,8,9,23,8,22,0,31,0,31,0,13,31,16,0,14,17,31,0,14,17,31,0,23,7,25,5,6,26,7,23,5,25,8,24,3.0
31,6,24,24,6,25,7,0,31,0,31,0,6,18,23,12,7,24,19,13,7,24,18,12,5,25,27,2,3,28,26,6,3,28,25,5,2.0
31,15,15,16,16,15,15,0,31,0,31,0,19,20,11,10,20,12,21,11,19,11,20,10,10,20,31,0,0,31,21,11,0,31,20,10,6.0
31,4,26,27,5,26,4,0,31,0,31,0,7,22,21,8,9,23,23,9,8,22,22,8,10,20,31,0,0,31,21,11,0,31,20,10,3.0
31,0,31,31,0,31,0,0,31,0,31,0,11,18,17,12,13,19,19,13,12,18,18,12,5,25,31,0,0,31,26,6,0,31,25,5,5.0
31,13,16,17,14,17,14,0,31,0,31,0,13,20,16,10,14,17,21,11,14,17,20,10,9,21,31,0,0,31,22,10,0,31,21,9,5.0
31,9,20,21,10,21,10,0,31,0,31,0,12,20,17,10,13,18,21,11,13,18,20,10,12,18,31,0,0,31,19,13,0,31,18,12,6.0
31,9,20,21,10,21,10,0,31,0,31,0,12,22,17,8,13,18,23,9,13,18,22,8,11,19,31,0,0,31,20,12,0,31,19,11,4.0
24,18,12,13,19,12,18,6,25,7,24,6,1,31,28,0,2,29,31,0,2,29,31,0,11,19,13,17,18,14,19,11,17,13,20,12,1.0
24,12,18,19,13,18,12,5,25,6,25,6,20,28,8,2,22,10,29,3,21,9,28,2,14,15,31,0,0,31,16,15,0,31,16,15,5.0
31,13,16,17,14,17,14,0,31,0,31,0,14,19,15,11,15,16,20,12,15,16,19,11,5,23,31,0,0,31,25,7,0,31,24,6,3.0
31,9,20,21,10,21,10,0,31,0,31,0,13,22,16,8,14,17,23,9,14,17,22,8,15,15,31,0,0,31,16,16,0,31,15,15,6.0
31,6,24,24,6,25,7,0,31,0,31,0,10,31,19,0,11,20,31,0,11,20,31,0,25,4,29,1,1,29,5,26,2,30,5,26,1.0
31,27,3,4,28,3,27,0,31,0,31,0,19,21,11,9,20,12,22,10,19,11,21,9,14,16,21,8,9,22,17,15,9,22,16,14,2.0
31,5,25,26,6,25,5,0,31,0,31,0,16,21,12,9,18,14,22,10,17,13,21,9,12,18,31,0,0,31,19,13,0,31,18,12,5.0
31,12,18,19,13,18,12,0,31,0,31,0,14,28,14,2,16,16,29,3,15,15,28,2,19,11,31,0,0,31,12,20,0,31,11,19,6.0
31,10,19,20,11,20,11,0,31,0,31,0,21,29,7,1,23,9,30,2,22,8,29,1,15,15,31,0,0,31,16,16,0,31,15,15,4.0
31,11,18,19,12,19,12,0,31,0,31,0,12,21,17,9,13,18,22,10,13,18,21,9,9,21,25,4,5,26,22,10,5,26,21,9,3.0
31,16,13,14,17,14,17,0,31,0,31,0,11,18,18,12,12,19,19,13,12,19,18,12,6,24,29,0,1,30,25,7,1,30,24,6,5.0
31,0,31,31,0,31,0,0,31,0,31,0,5,29,23,1,7,25,30,2,6,24,29,1,25,5,28,2,2,28,6,26,3,29,5,25,2.0
25,31,0,0,31,0,31,5,26,6,25,5,1,31,29,0,1,29,31,0,2,30,31,0,10,20,13,17,18,14,20,10,17,13,21,11,1.0
31,11,17,19,13,18,12,0,31,0,31,0,19,22,11,8,20,12,23,9,19,11,22,8,16,13,23,6,7,24,14,17,7,24,14,17,2.0
31,8,22,22,8,23,9,0,31,0,31,0,15,21,14,9,16,15,22,10,16,15,21,9,14,16,22,7,8,23,17,15,8,23,16,14,7.0
31,4,26,27,5,26,4,0,31,0,31,0,12,18,17,12,13,18,19,13,13,18,18,12,11,19,24,5,6,25,20,12,6,25,19,11,6.0
31,18,12,13,19,12,18,0,31,0,31,0,17,19,13,11,18,14,20,12,17,13,19,11,14,16,20,9,10,21,17,15,10,21,16,14,2.0
31,9,20,21,10,21,10,0,31,0,31,0,13,21,16,9,14,17,22,10,14,17,21,9,12,17,31,0,0,31,18,13,0,31,18,13,6.0
31,6,24,24,6,25,7,0,31,0,31,0,6,14,23,16,7,24,15,17,7,24,14,16,1,29,22,5,7,24,30,2,7,24,29,1,2.0
31,8,21,22,9,22,9,0,31,0,31,0,12,22,17,8,13,18,23,9,13,18,22,8,11,19,31,0,0,31,20,12,0,31,19,11,4.0
31,12,17,18,13,18,13,0,31,0,31,0,12,21,17,9,13,18,22,10,13,18,21,9,10,20,31,0,0,31,21,11,0,31,20,10,5.0
31,9,20,21,10,21,10,0,31,0,31,0,15,16,15,14,16,16,17,15,15,15,16,14,3,25,31,0,0,31,27,5,0,31,26,4,3.0
28,23,6,7,24,7,24,2,29,3,28,2,16,24,13,6,17,14,25,7,17,14,24,6,19,10,31,0,0,31,11,20,0,31,11,20,2.0
31,10,19,20,11,20,11,0,31,0,31,0,15,22,14,8,16,15,23,9,16,15,22,8,13,17,31,0,0,31,18,14,0,31,17,13,5.0
27,8,22,22,8,23,9,3,27,3,28,4,0,3,31,26,0,31,4,27,0,31,4,27,5,24,10,19,20,11,25,6,20,11,25,6,1.0
26,21,8,9,22,9,22,4,27,5,26,4,8,31,22,0,8,22,31,0,9,23,31,0,22,8,24,6,7,25,8,22,6,24,9,23,3.0
31,16,14,15,17,14,16,0,31,0,31,0,20,30,8,0,22,10,31,1,21,9,30,0,22,8,31,0,0,31,9,23,0,31,8,22,6.0
31,7,22,23,8,23,8,0,31,0,31,0,9,19,20,11,10,21,20,12,10,21,19,11,8,22,31,0,0,31,23,9,0,31,22,8,2.0
31,6,23,24,7,24,7,0,31,0,31,0,9,21,20,9,10,21,22,10,10,21,21,9,9,21,31,0,0,31,22,10,0,31,21,9,2.0
31,21,8,9,22,9,22,0,31,0,31,0,11,23,18,7,12,19,24,8,12,19,23,7,8,22,18,11,12,19,23,9,12,19,22,8,5.0
31,15,15,16,16,15,15,0,31,0,31,0,17,19,13,11,18,14,20,12,17,13,19,11,13,17,31,0,0,31,18,14,0,31,17,13,5.0
31,3,27,28,4,27,3,0,31,0,31,0,14,15,16,14,15,17,16,15,14,16,16,15,8,21,31,0,0,31,22,9,0,31,22,9,1.0
26,14,15,16,15,16,15,3,27,4,27,4,16,29,13,1,17,14,30,2,17,14,29,1,24,5,31,0,0,31,6,25,0,31,6,25,2.0
25,27,3,4,28,3,27,4,26,5,26,5,19,21,11,9,20,12,22,10,19,11,21,9,14,16,23,6,7,24,17,15,7,24,16,14,5.0
31,26,4,5,27,4,26,0,31,0,31,0,20,21,10,9,21,11,22,10,20,10,21,9,16,14,22,7,8,23,15,17,8,23,14,16,2.0
31,8,21,22,9,22,9,0,31,0,31,0,11,21,18,9,12,19,22,10,12,19,21,9,10,20,31,0,0,31,21,11,0,31,20,10,4.0
21,20,10,11,21,10,20,9,22,10,21,9,22,31,7,0,23,8,31,0,23,8,31,0,12,18,14,16,17,15,18,12,16,14,19,13,4.0
31,21,9,10,22,9,21,0,31,0,31,0,20,21,10,9,21,11,22,10,20,10,21,9,15,15,21,8,9,22,16,16,9,22,15,15,7.0
31,0,30,30,0,31,1,0,31,0,31,0,8,18,21,12,9,22,19,13,9,22,18,12,4,26,31,0,0,31,27,5,0,31,26,4,3.0
31,10,20,20,10,21,11,0,31,0,31,0,5,21,24,9,6,25,22,10,6,25,21,9,12,18,17,12,13,18,19,13,13,18,18,12,4.0
24,31,0,0,31,0,31,5,25,6,25,6,21,31,8,0,22,9,31,0,22,9,31,0,25,4,31,0,0,31,5,26,0,31,5,26,2.0
31,4,26,27,5,26,4,0,31,0,31,0,18,19,12,11,19,13,20,12,18,12,19,11,13,16,31,0,0,31,17,14,0,31,17,14,4.0
31,9,21,22,10,21,9,0,31,0,31,0,12,22,17,8,13,18,23,9,13,18,22,8,14,16,19,10,11,20,17,15,11,20,16,14,7.0
31,10,19,20,11,20,11,0,31,0,31,0,12,21,17,9,13,18,22,10,13,18,21,9,11,19,31,0,0,31,20,12,0,31,19,11,5.0
31,10,19,20,11,20,11,0,31,0,31,0,12,20,17,10,13,18,21,11,13,18,20,10,9,20,31,0,0,31,21,10,0,31,21,10,5.0
31,6,24,25,7,24,6,0,31,0,31,0,11,22,18,8,12,19,23,9,12,19,22,8,15,15,23,6,7,24,16,16,7,24,15,15,7.0
31,27,3,4,28,3,27,0,31,0,31,0,21,22,9,8,22,10,23,9,21,9,22,8,17,13,23,6,7,24,14,18,7,24,13,17,4.0
31,28,2,3,29,2,28,0,31,0,31,0,21,23,9,7,22,10,24,8,21,9,23,7,17,13,21,9,9,21,14,18,10,22,13,17,7.0
6,31,0,0,31,0,31,23,7,24,7,24,4,14,26,14,4,26,15,15,5,27,16,16,0,31,0,31,31,0,31,0,31,0,31,0,1.0
31,14,16,16,14,17,15,0,31,0,31,0,18,21,11,9,19,12,22,10,19,12,21,9,13,17,22,7,8,23,18,14,8,23,17,13,7.0
25,31,0,0,31,0,31,4,26,5,26,5,20,26,9,4,21,10,27,5,21,10,26,4,20,9,31,0,0,31,10,21,0,31,10,21,3.0
31,10,19,20,11,20,11,0,31,0,31,0,13,23,16,7,14,17,24,8,14,17,23,7,13,17,31,0,0,31,18,14,0,31,17,13,6.0
31,18,11,12,19,12,19,0,31,0,31,0,14,31,16,0,14,16,31,0,15,17,31,0,25,4,30,0,1,31,5,26,0,30,5,26,3.0
31,30,0,0,30,1,31,0,31,0,31,0,0,31,31,0,0,31,31,0,0,31,31,0,13,17,17,12,13,18,17,13,13,18,18,14,1.0
31,6,24,24,6,25,7,0,31,0,31,0,8,31,22,0,8,22,31,0,9,23,31,0,21,9,24,6,7,25,9,21,6,24,10,22,3.0
31,6,23,24,7,24,7,0,31,0,31,0,15,23,14,7,16,15,24,8,16,15,23,7,12,17,31,0,0,31,18,13,0,31,18,13,6.0
31,16,14,15,17,14,16,0,31,0,31,0,18,20,12,10,19,13,21,11,18,12,20,10,11,16,31,0,0,31,18,13,0,31,18,13,3.0
21,21,9,9,21,10,22,8,22,9,22,9,5,18,24,12,6,25,19,13,6,25,18,12,6,24,13,17,17,13,25,7,18,14,24,6,1.0
24,18,12,13,19,12,18,5,25,6,25,6,22,31,7,0,23,8,31,0,23,8,31,0,22,7,30,0,1,31,8,23,0,30,8,23,2.0
31,7,22,23,8,23,8,0,31,0,31,0,15,23,14,7,16,15,24,8,16,15,23,7,18,11,31,0,0,31,12,19,0,31,12,19,4.0
31,0,29,30,1,30,1,0,31,0,31,0,15,16,15,14,16,16,17,15,15,15,16,14,9,19,31,0,0,31,21,11,0,31,20,10,5.0
31,25,5,6,26,5,25,0,31,0,31,0,18,31,9,0,20,11,31,0,20,11,31,0,22,8,23,7,8,24,8,22,7,23,9,23,5.0
31,7,22,23,8,23,8,0,31,0,31,0,11,18,18,12,12,19,19,13,12,19,18,12,7,23,31,0,0,31,24,8,0,31,23,7,2.0
31,19,11,11,19,12,20,0,31,0,31,0,13,24,16,6,14,17,25,7,14,17,24,6,15,15,20,9,10,21,16,16,10,21,15,15,6.0
31,7,22,23,8,23,8,0,31,0,31,0,13,23,16,7,14,17,24,8,14,17,23,7,14,16,31,0,0,31,17,15,0,31,16,14,5.0
31,5,25,26,6,25,5,0,31,0,31,0,20,22,10,8,21,11,23,9,20,10,22,8,11,16,31,0,0,31,18,13,0,31,18,13,4.0
23,17,13,14,18,13,17,7,24,8,23,7,7,31,23,0,8,24,31,0,7,23,31,0,13,17,15,15,16,16,17,13,15,15,18,14,5.0
31,23,6,7,24,7,24,0,31,0,31,0,20,22,10,8,21,11,23,9,20,10,22,8,14,16,24,5,6,25,17,15,6,25,16,14,6.0
31,22,6,8,24,7,23,0,31,0,31,0,20,22,10,8,21,11,23,9,20,10,22,8,16,13,28,1,2,29,14,17,2,29,14,17,4.0
