@relation 'Sax dominant'

@attribute o1atMcca numeric
@attribute o1atLcca numeric
@attribute o1atMaaa numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMded numeric
@attribute o1atLded numeric
@attribute o1atMacd numeric
@attribute o1atLacd numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMcde numeric
@attribute o1atLcde numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atLeee numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMdca numeric
@attribute o1atLdca numeric
@attribute o1atMcce numeric
@attribute o1atLcce numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMadd numeric
@attribute o1atLadd numeric
@attribute o1atMdcb numeric
@attribute o1atLdcb numeric
@attribute o1atMaed numeric
@attribute o1atLaed numeric
@attribute o1atMedc numeric
@attribute o1atLedc numeric
@attribute o1atMcdb numeric
@attribute o1atLcdb numeric
@attribute o1atMdba numeric
@attribute o1atLdba numeric
@attribute o1atMbce numeric
@attribute o1atLbce numeric
@attribute o1atMadc numeric
@attribute o1atLadc numeric
@attribute o1atMede numeric
@attribute o1atLede numeric
@attribute o1atMbdc numeric
@attribute o1atLbdc numeric
@attribute o1atMabd numeric
@attribute o1atLabd numeric
@attribute o1atMedb numeric
@attribute o1atLedb numeric
@attribute o1atMdbb numeric
@attribute o1atLdbb numeric
@attribute o1atMbdd numeric
@attribute o1atLbdd numeric
@attribute o1atMecb numeric
@attribute o1atLecb numeric
@attribute o1atMaec numeric
@attribute o1atLaec numeric
@attribute o1atMabe numeric
@attribute o1atLabe numeric
@attribute o1atMaee numeric
@attribute o1atLaee numeric
@attribute o1atMbbe numeric
@attribute o1atLbbe numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute destClass {2,1}

@data
14,68,12,14,79,57,34,57,34,53,65,13,71,19,72,23,37,72,19,15,37,53,36,13,80,16,77,57,32,74,19,73,19,72,32,55,36,55,37,58,19,15,73,23,69,21,68,14,71,13,79,17,22,66,75,18,74,18,16,72,18,70,14,36,56,20,13,78,15,34,21,36,15,19,57,19,21,36,14,36,23,20,15,36,75,17,23,36,15,37,21,19,18,36,23,34,21,19,15,19,15,20,15,18,19,20,15,69,1.0
13,74,11,13,80,55,38,54,37,53,73,12,75,17,76,19,40,77,14,14,40,53,39,12,81,15,78,55,37,79,14,78,14,77,36,53,38,54,40,56,15,14,77,19,75,17,74,13,75,12,80,12,18,73,80,13,79,13,15,76,16,74,13,38,54,15,12,79,14,38,17,38,14,14,54,14,17,39,13,38,19,15,14,39,80,12,19,39,14,40,17,14,16,38,19,38,17,14,14,14,14,15,14,13,17,15,14,75,2.0
15,73,13,15,78,53,39,52,38,48,72,14,74,18,75,20,42,75,16,16,42,48,41,14,79,16,76,53,36,77,16,76,16,75,36,50,40,51,42,54,17,16,76,20,74,18,72,14,73,13,78,14,19,72,78,15,77,15,16,74,17,72,15,40,51,17,13,77,16,39,18,40,16,16,52,16,18,41,14,40,20,17,16,41,78,14,20,41,16,42,18,16,17,40,20,39,18,16,16,16,16,17,16,15,18,17,16,74,1.0
14,71,12,14,79,53,38,53,38,49,69,13,73,18,74,21,41,75,16,15,41,49,40,13,80,16,77,53,36,77,16,76,16,75,36,51,40,51,41,54,16,15,75,21,72,19,71,14,73,13,79,14,20,70,78,15,77,15,16,74,17,72,14,40,52,17,13,78,15,38,19,40,15,16,53,16,19,40,14,40,21,17,15,40,78,14,21,40,15,41,19,16,17,40,21,38,19,16,15,16,15,17,15,15,18,17,15,72,1.0
13,75,11,13,80,60,33,59,32,57,74,12,76,16,77,18,35,74,17,14,35,57,34,12,81,14,78,60,31,76,17,75,17,74,31,58,33,59,35,61,18,14,78,18,76,16,75,13,76,12,80,15,17,74,77,16,76,16,14,77,15,75,13,33,59,18,12,79,14,33,16,33,14,17,59,17,16,34,13,33,18,18,14,34,77,15,18,34,14,35,16,17,15,33,18,33,16,17,14,17,14,18,14,16,16,18,14,76,2.0
14,73,12,14,79,52,39,52,39,48,72,13,74,18,75,20,42,77,14,15,42,48,41,13,80,16,77,52,37,79,14,78,14,77,37,50,41,50,42,53,14,15,76,20,74,18,73,14,74,13,79,12,19,72,80,13,79,13,16,75,17,73,14,41,51,15,13,78,15,39,18,41,15,14,52,14,18,41,14,41,20,15,15,41,80,12,20,41,15,42,18,14,17,41,20,39,18,14,15,14,15,15,15,13,18,15,15,74,1.0
13,75,11,13,80,59,34,58,33,56,74,12,76,16,77,18,36,74,17,14,36,56,35,12,81,14,78,59,32,76,17,75,17,74,32,57,34,58,36,60,18,14,78,18,76,16,75,13,76,12,80,15,17,74,77,16,76,16,14,77,15,75,13,34,58,18,12,79,14,34,16,34,14,17,58,17,16,35,13,34,18,18,14,35,77,15,18,35,14,36,16,17,15,34,18,34,16,17,14,17,14,18,14,16,16,18,14,76,2.0
14,73,12,14,79,55,37,54,36,50,72,13,74,18,75,20,40,75,16,15,40,50,39,13,80,16,77,55,34,77,16,76,16,75,34,52,38,53,40,56,17,15,76,20,74,18,73,14,74,13,79,14,19,72,78,15,77,15,16,75,17,73,14,38,53,17,13,78,15,37,18,38,15,16,54,16,18,39,14,38,20,17,15,39,78,14,20,39,15,40,18,16,17,38,20,37,18,16,15,16,15,17,15,15,18,17,15,74,1.0
12,75,10,12,81,57,36,56,35,55,74,11,76,16,77,18,38,72,19,13,38,55,37,11,82,14,79,57,35,74,19,73,19,72,34,55,36,56,38,58,20,13,78,18,76,16,75,12,76,11,81,17,17,74,75,18,74,18,14,77,15,75,12,36,56,20,11,80,13,36,16,36,13,19,56,19,16,37,12,36,18,20,13,37,75,17,18,37,13,38,16,19,15,36,18,36,16,19,13,19,13,20,13,18,16,20,13,76,2.0
13,75,11,13,80,58,37,56,36,56,74,12,76,16,77,18,38,76,15,14,38,56,37,12,81,14,78,57,36,78,16,77,15,76,36,56,36,57,38,58,16,14,78,18,76,16,75,13,76,12,80,13,17,74,79,14,78,14,14,77,15,75,13,36,57,16,12,79,14,37,16,36,14,15,56,15,16,37,13,36,18,16,14,37,79,13,18,37,14,38,16,15,15,36,18,37,16,15,14,15,14,16,14,14,16,16,14,76,2.0
12,68,10,13,81,56,39,54,38,54,66,11,70,21,72,24,40,71,20,13,40,54,39,11,82,19,79,55,38,73,21,72,20,71,38,54,38,55,40,56,21,13,72,24,69,22,68,12,70,11,81,18,23,67,74,19,73,19,19,71,20,69,12,38,55,21,11,80,13,39,22,38,13,20,54,20,22,39,12,38,24,21,13,39,74,18,24,39,13,40,22,20,20,38,24,39,22,20,13,20,13,21,13,19,21,21,13,69,2.0
13,64,11,13,80,56,35,55,34,49,62,12,67,23,68,27,39,73,18,14,39,50,38,12,81,19,78,56,32,75,18,74,18,73,32,52,36,53,38,57,19,14,69,26,65,24,64,13,67,12,80,16,26,62,76,17,75,17,20,68,22,66,13,37,53,19,12,79,14,35,25,37,14,18,55,18,24,38,13,37,27,19,14,38,76,16,26,38,14,39,25,18,22,37,27,35,25,18,14,18,14,19,14,17,23,19,14,65,1.0
12,76,10,12,81,50,41,50,41,46,75,11,77,15,77,17,43,80,11,13,44,46,43,11,82,14,79,50,39,82,11,81,11,80,39,48,43,48,43,51,11,12,78,16,76,16,76,12,77,11,81,9,16,75,83,10,82,10,14,77,15,76,12,43,49,12,11,80,13,41,16,43,13,11,50,11,16,43,12,43,17,12,12,43,83,9,16,43,12,44,16,11,15,43,17,41,16,11,12,11,12,12,13,10,15,12,12,77,2.0
14,71,12,14,79,55,36,55,36,51,69,13,73,18,74,21,39,73,18,15,39,51,38,13,80,16,77,55,34,75,18,74,18,73,34,53,38,53,39,56,18,15,75,21,72,19,71,14,73,13,79,16,20,70,76,17,75,17,16,74,17,72,14,38,54,19,13,78,15,36,19,38,15,18,55,18,19,38,14,38,21,19,15,38,76,16,21,38,15,39,19,18,17,38,21,36,19,18,15,18,15,19,15,17,18,19,15,72,1.0
15,73,13,15,78,52,39,52,39,48,72,14,74,18,75,20,42,76,15,16,42,48,41,14,79,16,76,52,37,78,15,77,15,76,37,50,41,50,42,53,15,16,76,20,74,18,72,14,73,13,78,13,19,72,79,14,78,14,16,74,17,72,15,41,51,16,13,77,16,39,18,41,16,15,52,15,18,41,14,41,20,16,16,41,79,13,20,41,16,42,18,15,17,41,20,39,18,15,16,15,16,16,16,14,18,16,16,74,1.0
14,68,12,14,79,57,35,56,34,52,65,13,71,19,72,23,38,73,18,15,38,52,37,13,80,16,77,57,32,75,18,74,18,73,32,54,36,55,38,58,19,15,73,23,69,21,68,14,71,13,79,16,22,66,76,17,75,17,16,72,18,70,14,36,55,19,13,78,15,35,21,36,15,18,56,18,21,37,14,36,23,19,15,37,76,16,23,37,15,38,21,18,18,36,23,35,21,18,15,18,15,19,15,17,19,19,15,69,1.0
14,74,12,14,79,53,38,53,38,49,73,13,75,17,76,19,41,76,15,15,41,49,40,13,80,15,77,53,36,78,15,77,15,76,36,51,40,51,41,54,15,15,77,19,75,17,74,14,75,13,79,13,18,73,79,14,78,14,15,76,16,74,14,40,52,16,13,78,15,38,17,40,15,15,53,15,17,40,14,40,19,16,15,40,79,13,19,40,15,41,17,15,16,40,19,38,17,15,15,15,15,16,15,14,17,16,15,75,1.0
14,71,12,14,79,57,36,56,35,54,69,13,73,18,74,21,38,73,18,15,38,54,37,13,80,16,77,57,34,75,18,74,18,73,34,55,36,56,38,58,19,15,75,21,72,19,71,14,73,13,79,16,20,70,76,17,75,17,16,74,17,72,14,36,56,19,13,78,15,36,19,36,15,18,56,18,19,37,14,36,21,19,15,37,76,16,21,37,15,38,19,18,17,36,21,36,19,18,15,18,15,19,15,17,18,19,15,72,1.0
13,74,11,13,80,57,35,56,34,52,73,12,75,17,76,19,38,77,14,14,38,53,37,12,81,15,78,57,33,79,14,78,14,77,33,54,36,55,38,58,15,14,77,19,75,17,74,13,75,12,80,12,18,73,80,13,79,13,15,76,16,74,13,36,55,15,12,79,14,35,17,36,14,14,56,14,17,37,13,36,19,15,14,37,80,12,19,37,14,38,17,14,16,36,19,35,17,14,14,14,14,15,14,13,17,15,14,75,2.0
15,73,13,15,78,54,37,54,37,50,72,14,74,18,75,20,40,74,17,16,40,50,39,14,79,16,76,54,35,76,17,75,17,74,35,52,39,52,40,55,17,16,76,20,74,18,73,15,74,14,78,15,19,72,77,16,76,16,16,75,17,73,15,39,53,18,14,77,16,37,18,39,16,17,54,17,18,39,15,39,20,18,16,39,77,15,20,39,16,40,18,17,17,39,20,37,18,17,16,17,16,18,16,16,18,18,16,74,1.0
14,74,12,14,79,60,34,59,33,57,73,13,75,17,75,18,35,72,19,14,35,58,34,13,80,16,77,59,33,74,20,73,19,72,33,58,34,58,35,60,20,14,76,18,74,18,74,14,75,13,79,17,18,73,75,18,74,18,16,75,17,74,14,34,58,20,13,78,15,34,18,34,15,19,59,19,18,34,14,34,18,20,15,35,75,17,19,34,14,35,18,19,17,34,19,34,18,19,15,19,14,20,15,18,17,20,14,75,1.0
13,74,11,13,80,58,37,56,36,56,73,12,75,17,76,19,38,76,15,14,38,56,37,12,81,15,78,57,36,78,16,77,15,76,36,56,36,57,38,58,16,14,77,19,75,17,74,13,75,12,80,13,18,73,79,14,78,14,15,76,16,75,13,36,57,16,13,79,14,37,17,36,14,15,56,15,17,37,13,36,19,16,14,37,79,13,19,37,14,38,17,15,16,36,19,37,17,15,14,15,14,16,14,14,17,16,14,75,2.0
14,72,12,14,79,44,47,44,47,40,70,13,74,17,74,19,49,86,5,15,50,40,49,13,80,15,77,44,45,88,5,87,5,86,45,42,49,42,48,45,5,14,75,18,72,19,71,13,73,12,79,3,19,70,89,4,88,4,15,73,17,72,14,49,43,5,12,78,15,47,19,49,15,5,44,5,19,49,13,49,20,6,14,49,89,3,18,49,14,50,19,5,17,49,19,47,19,5,14,5,14,6,15,4,17,6,14,73,2.0
12,74,10,12,81,59,34,58,33,56,73,11,75,17,76,19,36,73,18,13,36,56,35,11,82,15,79,59,32,75,18,74,18,73,32,57,34,58,36,60,19,13,77,19,75,17,74,12,75,11,81,16,18,73,76,17,75,17,15,76,16,75,12,34,58,19,12,80,13,34,17,34,13,18,58,18,17,35,12,34,19,19,13,35,76,16,19,35,13,36,17,18,16,34,19,34,17,18,13,18,13,19,13,17,17,19,13,75,2.0
14,63,12,14,79,56,36,55,35,51,61,13,65,26,66,29,39,73,18,15,39,51,38,13,80,23,77,56,33,75,18,74,18,73,33,53,37,54,39,57,19,15,67,29,64,27,63,14,65,13,79,16,28,61,76,17,75,17,23,66,25,64,14,37,54,19,13,78,15,36,27,37,15,18,55,18,27,38,14,37,29,19,15,38,76,16,29,38,15,39,27,18,25,37,29,36,27,18,15,18,15,19,15,17,26,19,15,64,1.0
14,70,12,14,79,52,39,52,39,48,68,13,72,19,73,21,42,75,16,15,42,48,41,13,80,16,77,52,37,77,16,76,16,75,37,50,41,50,41,53,16,15,74,21,71,20,70,14,72,13,79,14,21,68,78,15,77,15,16,73,18,71,14,41,51,16,13,78,15,39,20,41,15,16,52,16,20,41,14,41,22,17,15,41,78,14,21,41,15,42,20,16,18,41,21,39,20,16,15,16,15,17,15,15,19,17,15,71,1.0
12,75,10,12,81,59,34,58,33,56,74,11,76,16,77,18,36,73,18,13,36,56,35,11,82,14,79,59,32,75,18,74,18,73,32,57,34,58,36,60,19,13,78,18,76,16,75,12,76,11,81,16,17,74,76,17,75,17,14,77,15,75,12,34,58,19,11,80,13,34,16,34,13,18,58,18,16,35,12,34,18,19,13,35,76,16,18,35,13,36,16,18,15,34,18,34,16,18,13,18,13,19,13,17,16,19,13,76,2.0
13,75,11,13,80,57,36,56,35,54,74,12,76,16,77,18,38,73,18,14,38,54,37,12,81,14,78,57,34,75,18,74,18,73,34,55,36,56,38,58,19,14,78,18,76,16,75,13,76,12,80,16,17,74,76,17,75,17,14,77,15,75,13,36,56,19,12,79,14,36,16,36,14,18,56,18,16,37,13,36,18,19,14,37,76,16,18,37,14,38,16,18,15,36,18,36,16,18,14,18,14,19,14,17,16,19,14,76,2.0
14,73,12,14,79,56,35,56,35,52,72,13,74,18,75,20,38,74,17,15,38,52,37,13,80,16,77,56,33,76,17,75,17,74,33,54,37,54,38,57,17,15,76,20,74,18,73,14,74,13,79,15,19,72,77,16,76,16,16,75,17,73,14,37,55,18,13,78,15,35,18,37,15,17,56,17,18,37,14,37,20,18,15,37,77,15,20,37,15,38,18,17,17,37,20,35,18,17,15,17,15,18,15,16,18,18,15,74,1.0
13,76,11,13,80,47,44,47,44,43,75,12,77,15,77,17,46,83,8,14,47,43,46,12,81,14,78,47,42,85,8,84,8,83,42,45,46,45,46,48,8,13,78,16,76,16,76,13,77,12,80,6,16,75,86,7,85,7,14,77,15,76,13,46,46,9,12,79,14,44,16,46,14,8,47,8,16,46,13,46,17,9,13,46,86,6,16,46,13,47,16,8,15,46,17,44,16,8,13,8,13,9,14,7,15,9,13,77,2.0
13,76,11,13,80,57,31,58,32,53,75,12,77,15,77,16,34,77,13,13,35,53,34,12,81,14,78,58,29,78,13,78,13,76,29,56,35,55,34,58,13,13,78,16,76,16,76,13,77,12,80,11,16,75,80,12,80,12,14,77,15,76,13,35,56,14,12,79,13,32,16,35,14,14,59,14,16,34,13,35,16,14,13,35,80,11,16,34,13,35,16,14,15,35,16,31,16,14,13,14,13,14,14,12,15,14,13,77,2.0
14,73,12,14,79,55,36,55,36,51,72,13,74,18,75,20,39,73,18,15,39,51,38,13,80,16,77,55,34,75,18,74,18,73,34,53,38,53,39,56,18,15,76,20,74,18,73,14,74,13,79,16,19,72,76,17,75,17,16,75,17,73,14,38,54,19,13,78,15,36,18,38,15,18,55,18,18,38,14,38,20,19,15,38,76,16,20,38,15,39,18,18,17,38,20,36,18,18,15,18,15,19,15,17,18,19,15,74,1.0
14,74,12,14,79,55,37,54,36,50,73,13,75,17,76,19,40,75,16,15,40,50,39,13,80,15,77,55,34,77,16,76,16,75,34,52,38,53,40,56,17,15,77,19,75,17,73,13,74,12,79,14,18,73,78,15,77,15,15,75,16,73,14,38,53,17,12,78,15,37,17,38,15,16,54,16,17,39,13,38,19,17,15,39,78,14,19,39,15,40,17,16,16,38,19,37,17,16,15,16,15,17,15,15,17,17,15,75,1.0
13,69,11,13,80,57,35,56,34,53,67,12,72,18,73,22,38,73,18,14,38,53,37,12,81,15,78,57,33,75,18,74,18,73,32,54,36,55,38,58,19,14,74,22,70,20,69,13,72,12,80,16,21,68,76,17,75,17,16,73,17,71,13,36,55,19,12,79,14,35,20,36,14,18,56,18,20,37,13,36,22,19,14,37,76,16,22,37,14,38,20,18,17,36,22,35,20,18,14,18,14,19,14,17,18,19,14,70,1.0
15,62,13,15,78,57,36,56,35,54,60,14,64,27,65,30,38,72,19,16,38,54,37,14,79,24,76,57,34,74,19,73,19,72,34,55,36,56,38,58,20,16,66,30,63,28,62,15,64,14,78,17,29,60,75,18,74,18,24,65,26,63,15,36,56,20,14,77,16,36,28,36,16,19,56,19,28,37,15,36,30,20,16,37,75,17,30,37,16,38,28,19,26,36,30,36,28,19,16,19,16,20,16,18,27,20,16,63,1.0
14,70,12,14,79,57,34,57,34,53,68,13,72,19,73,22,37,73,18,15,37,53,36,13,80,16,77,57,32,75,18,74,18,73,32,55,36,55,37,58,18,15,74,22,71,20,70,14,72,13,79,16,21,68,76,17,75,17,16,73,18,71,14,36,56,19,13,78,15,34,20,36,15,18,57,18,20,36,14,36,22,19,15,36,76,16,22,36,15,37,20,18,18,36,22,34,20,18,15,18,15,19,15,17,19,19,15,71,1.0
13,74,11,13,80,56,36,55,35,51,73,12,75,17,76,19,39,77,14,14,39,51,38,12,81,15,78,56,33,79,14,78,14,77,33,53,37,54,39,57,15,14,77,19,75,17,74,13,75,12,80,12,18,73,80,13,79,13,15,76,16,74,13,37,54,15,12,79,14,36,17,37,14,14,55,14,17,38,13,37,19,15,14,38,80,12,19,38,14,39,17,14,16,37,19,36,17,14,14,14,14,15,14,13,17,15,14,75,2.0
14,66,12,14,79,57,35,56,34,52,63,13,69,21,70,25,38,73,18,15,38,52,37,13,80,17,77,57,32,75,18,74,18,73,32,54,36,55,38,58,19,15,71,25,67,23,66,14,69,13,79,16,24,63,76,17,75,17,17,70,20,68,14,36,55,19,13,78,15,35,23,36,15,18,56,18,23,37,14,36,25,19,15,37,76,16,25,37,15,38,23,18,20,36,25,35,23,18,15,18,15,19,15,17,21,19,15,67,1.0
13,75,11,13,80,46,45,46,45,42,74,12,76,16,76,18,47,80,11,14,48,42,47,12,81,15,78,46,43,82,11,81,11,80,43,44,47,44,47,47,11,13,77,17,75,17,75,13,76,12,80,9,17,74,83,10,82,10,15,76,16,75,13,47,45,12,12,79,14,45,17,47,14,11,46,11,17,47,13,47,18,12,13,47,83,9,17,47,13,48,17,11,16,47,18,45,17,11,13,11,13,12,14,10,16,12,13,76,2.0
13,74,11,13,80,58,33,58,33,54,73,12,75,17,76,19,36,76,15,14,36,54,35,12,81,15,78,58,31,78,15,77,15,76,31,56,35,56,36,59,15,14,77,19,75,17,74,13,75,12,80,13,18,73,79,14,78,14,15,76,16,74,13,35,57,16,12,79,14,33,17,35,14,15,58,15,17,35,13,35,19,16,14,35,79,13,19,35,14,36,17,15,16,35,19,33,17,15,14,15,14,16,14,14,17,16,14,75,2.0
14,72,12,14,79,54,37,53,36,47,70,13,74,17,75,20,41,76,15,15,41,48,40,13,80,15,77,54,34,78,15,77,15,76,34,50,38,51,41,55,16,15,76,20,73,17,72,14,74,13,79,13,19,71,79,14,78,14,15,75,16,73,14,39,51,16,13,78,15,37,18,39,15,15,53,15,17,40,14,39,20,16,15,40,79,13,20,40,15,41,18,15,16,39,20,37,18,15,15,15,15,16,15,14,17,16,15,73,1.0
14,62,12,14,79,59,34,58,33,54,60,13,64,27,64,29,36,73,18,14,36,56,35,13,80,25,77,58,33,75,19,74,18,73,33,56,34,56,35,59,19,14,65,28,62,28,62,14,64,13,79,16,29,60,76,17,75,17,25,64,27,63,14,35,56,19,13,78,15,34,29,35,15,18,58,18,28,35,14,35,29,19,15,36,76,16,29,35,14,36,29,18,27,35,30,34,29,18,15,18,14,19,15,17,27,19,14,63,1.0
14,64,12,14,79,59,32,59,31,54,62,13,67,23,67,26,35,72,19,14,35,56,34,13,80,20,77,59,31,74,19,73,19,72,30,56,34,56,35,60,20,14,68,26,64,26,64,14,67,13,79,17,26,62,75,18,74,18,21,67,23,66,14,34,56,20,13,78,15,32,26,34,15,19,59,19,26,34,14,34,26,20,15,35,75,17,27,34,14,35,26,19,23,34,27,32,26,19,15,19,14,20,15,18,23,20,14,65,1.0
13,64,11,13,80,60,33,59,32,57,62,12,66,25,67,28,35,73,18,14,35,57,34,12,81,22,78,60,31,75,18,74,18,73,31,58,33,59,35,61,19,14,68,28,65,26,64,13,66,12,80,16,27,62,76,17,75,17,22,67,24,65,13,33,59,19,12,79,14,33,26,33,14,18,59,18,26,34,13,33,28,19,14,34,76,16,28,34,14,35,26,18,24,33,28,33,26,18,14,18,14,19,14,17,25,19,14,65,1.0
15,73,13,15,78,56,36,55,35,51,72,14,74,18,75,20,39,74,17,16,39,51,38,14,79,16,76,56,33,76,17,75,17,74,33,53,37,54,39,57,18,16,76,20,74,18,72,14,73,13,78,15,19,72,77,16,76,16,16,74,17,72,15,37,54,18,13,77,16,36,18,37,16,17,55,17,18,38,14,37,20,18,16,38,77,15,20,38,16,39,18,17,17,37,20,36,18,17,16,17,16,18,16,16,18,18,16,74,1.0
14,54,12,14,79,59,35,58,34,56,51,13,57,33,57,36,36,69,22,14,36,57,35,13,80,30,77,58,34,71,23,70,22,69,34,57,34,57,36,59,23,14,58,36,54,35,54,14,57,13,79,20,36,51,72,21,71,21,30,57,33,56,14,35,57,23,13,78,15,35,36,35,15,22,58,22,35,35,14,35,36,23,15,36,72,20,37,35,14,36,36,22,33,35,37,35,36,22,15,22,14,23,15,21,33,23,14,55,1.0
14,72,12,14,79,52,40,51,39,47,70,13,74,17,75,20,43,76,15,15,43,47,42,13,80,15,77,52,37,78,15,77,15,76,37,49,41,50,43,53,16,15,76,20,73,18,72,14,74,13,79,13,19,71,79,14,78,14,15,75,16,73,14,41,50,16,13,78,15,40,18,41,15,15,51,15,18,42,14,41,20,16,15,42,79,13,20,42,15,43,18,15,16,41,20,40,18,15,15,15,15,16,15,14,17,16,15,73,1.0
14,73,12,14,79,50,39,50,40,45,72,13,74,17,75,19,43,78,13,15,43,45,42,13,80,16,77,50,38,80,13,79,13,78,37,47,43,47,42,51,13,14,76,18,74,18,73,14,74,13,79,11,18,72,81,12,80,12,16,75,17,73,14,43,48,14,13,78,15,40,18,43,15,13,50,13,18,42,14,43,19,14,14,43,81,11,18,43,15,44,18,13,17,43,20,40,18,13,14,13,15,14,15,12,18,14,14,74,2.0
15,73,13,15,78,52,40,51,40,47,72,14,74,18,74,19,42,76,15,15,43,47,42,14,79,17,76,51,38,78,16,77,15,76,38,49,42,49,42,52,16,15,75,19,73,19,73,15,74,14,78,13,19,72,79,14,78,14,17,74,18,73,15,42,49,16,14,77,16,41,19,42,16,15,51,15,19,42,15,42,19,16,15,43,79,13,19,42,15,43,19,15,18,42,20,40,19,15,15,15,15,16,16,14,18,16,15,74,1.0
13,75,11,13,80,54,37,53,37,50,74,12,76,16,76,17,39,78,12,13,40,50,39,12,81,15,78,54,35,79,13,79,12,77,35,52,39,52,39,54,13,13,77,17,75,17,75,13,76,12,80,10,17,74,81,11,81,11,15,76,16,75,13,39,52,13,12,79,13,38,17,39,14,13,54,13,17,39,13,39,17,13,13,40,81,10,17,39,13,40,17,13,16,39,17,37,17,13,13,13,13,13,14,11,16,13,13,76,2.0
14,73,12,14,79,56,35,56,35,52,72,13,74,18,75,20,38,74,17,15,38,52,37,13,80,16,77,56,33,76,17,75,17,74,33,54,37,54,38,57,17,15,76,20,74,18,73,14,74,13,79,15,19,72,77,16,76,16,16,75,17,73,14,37,55,18,13,78,15,35,18,37,15,17,56,17,18,37,14,37,20,18,15,37,77,15,20,37,15,38,18,17,17,37,20,35,18,17,15,17,15,18,15,16,18,18,15,74,1.0
14,73,12,14,79,53,37,53,37,47,72,13,74,18,75,20,41,75,16,15,41,48,40,13,80,16,77,53,35,76,16,75,16,74,35,50,39,50,41,54,16,15,76,20,74,17,73,14,74,13,79,13,19,72,78,14,77,14,16,75,17,73,14,40,51,17,13,78,15,37,18,40,15,16,53,16,17,40,14,40,20,17,15,40,78,14,20,40,15,41,18,16,17,40,20,37,18,16,15,16,15,17,15,14,18,17,15,74,1.0
15,74,13,15,78,60,34,59,33,57,73,14,75,17,75,18,35,72,19,15,35,58,34,14,79,16,76,59,33,74,20,73,19,72,33,58,34,58,35,60,20,15,76,18,74,18,74,15,75,14,78,17,18,73,75,18,74,18,16,75,17,74,15,34,58,20,14,77,16,34,18,34,16,19,59,19,18,34,15,34,18,20,16,35,75,17,19,34,15,35,18,19,17,34,19,34,18,19,16,19,15,20,16,18,17,20,15,75,1.0
14,74,12,14,79,58,35,57,34,55,73,13,75,17,76,19,37,75,16,15,37,55,36,13,80,15,77,58,33,77,16,76,16,75,33,56,35,57,37,59,17,15,77,19,75,17,74,14,75,13,79,14,18,73,78,15,77,15,15,76,16,74,14,35,57,17,13,78,15,35,17,35,15,16,57,16,17,36,14,35,19,17,15,36,78,14,19,36,15,37,17,16,16,35,19,35,17,16,15,16,15,17,15,15,17,17,15,75,2.0
12,75,10,12,81,56,36,55,35,51,74,11,76,16,77,18,39,77,14,13,39,51,38,11,82,14,79,56,33,79,14,78,14,77,33,53,37,54,39,57,15,13,78,18,76,16,75,12,76,11,81,12,17,74,80,13,79,13,14,77,15,75,12,37,54,15,11,80,13,36,16,37,13,14,55,14,16,38,12,37,18,15,13,38,80,12,18,38,13,39,16,14,15,37,18,36,16,14,13,14,13,15,13,13,16,15,13,76,2.0
14,73,12,14,79,55,35,55,35,50,72,13,74,18,75,20,39,74,17,15,39,51,38,13,80,16,77,55,34,76,17,75,17,74,33,52,38,52,39,56,17,15,76,20,74,18,73,14,74,13,79,15,19,72,77,16,76,16,16,75,17,73,14,38,53,18,13,78,15,35,18,38,15,17,55,17,18,38,14,38,20,18,15,38,77,15,20,38,15,39,18,17,17,38,20,35,18,17,15,17,15,18,15,16,18,18,15,74,1.0
