@relation 'Sax dominant'

@attribute o1atLee numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMaa numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute destClass {1,3,2}

@data
4,84,17,55,38,28,94,88,6,36,52,65,22,41,28,43,7,1,8,42,28,87,7,66,27,41,52,67,6,66,7,42,7,0,95,0,0,53,0,52,0,29,0,28,0,94,3
4,86,15,57,38,28,94,89,5,37,52,67,21,41,26,43,6,1,7,42,26,88,6,68,25,41,52,69,5,68,6,42,6,0,95,0,0,53,0,52,0,27,0,26,0,94,3
4,84,18,54,40,26,94,88,6,34,54,64,23,39,29,41,7,1,8,40,29,87,7,65,28,39,54,66,6,65,7,40,7,0,95,0,0,55,0,54,0,30,0,29,0,94,3
3,85,14,68,46,22,94,89,5,34,59,73,19,34,20,36,6,1,7,34,20,88,5,73,18,33,59,75,5,74,5,35,6,0,95,0,0,60,0,59,0,21,0,20,0,94,3
3,85,15,67,48,20,94,89,5,32,61,72,20,32,21,34,6,1,7,32,21,88,5,72,19,31,61,74,5,73,5,33,6,0,95,0,0,62,0,61,0,22,0,21,0,94,1
3,85,7,67,50,18,94,89,4,28,63,75,14,30,17,32,6,1,7,31,17,88,4,75,17,31,63,78,5,77,6,31,6,0,95,0,0,64,0,63,0,18,0,17,0,94,3
4,88,13,63,38,32,94,90,4,40,50,71,18,43,22,45,5,1,6,44,22,89,5,72,22,44,50,73,4,72,5,44,5,0,95,0,0,51,0,50,0,23,0,22,0,94,3
3,83,14,68,45,23,94,88,6,35,58,73,19,35,20,37,7,1,8,35,20,87,6,73,18,34,58,75,6,74,6,36,7,0,95,0,0,59,0,58,0,21,0,20,0,94,3
3,85,14,56,43,23,94,89,4,32,57,66,21,36,26,38,6,1,7,37,26,88,5,67,25,36,57,69,5,68,6,37,6,0,95,0,0,58,0,57,0,27,0,26,0,94,2
3,85,14,56,44,22,94,89,4,30,58,66,20,35,26,37,6,1,7,36,26,88,5,67,25,35,58,69,5,68,6,36,6,0,95,0,0,59,0,58,0,27,0,26,0,94,3
3,87,16,54,40,26,94,90,4,33,54,65,21,39,28,41,5,1,6,40,28,89,5,66,27,39,54,67,4,66,5,40,5,0,95,0,0,55,0,54,0,29,0,28,0,94,2
3,87,13,57,40,26,94,90,4,35,54,68,20,39,25,41,5,1,6,40,25,89,5,69,24,39,54,70,4,69,5,40,5,0,95,0,0,55,0,54,0,26,0,25,0,94,1
4,88,10,64,37,35,94,90,4,42,48,73,16,45,20,47,5,1,6,46,20,89,5,74,19,45,48,75,4,74,5,46,5,0,95,0,0,49,0,48,0,21,0,20,0,94,3
3,87,8,76,51,15,94,90,3,28,65,79,12,28,13,30,5,1,6,29,13,89,4,80,13,29,65,82,4,81,5,29,5,0,95,0,0,66,0,65,0,14,0,13,0,94,3
4,88,12,66,38,34,94,90,4,42,49,73,17,44,20,46,5,1,6,45,20,89,5,74,20,45,49,75,4,74,5,45,5,0,95,0,0,50,0,49,0,21,0,20,0,94,3
5,83,17,57,37,31,94,87,7,39,50,66,22,43,27,45,8,1,9,44,27,86,8,67,25,42,50,68,7,67,8,44,8,0,95,0,0,51,0,50,0,28,0,27,0,94,2
3,85,14,56,43,23,94,89,4,32,57,66,21,36,26,38,6,1,7,37,26,88,5,67,24,35,57,69,5,68,6,37,6,0,95,0,0,58,0,57,0,27,0,26,0,94,3
3,83,14,70,49,19,94,88,6,30,62,74,17,31,19,33,7,1,8,31,19,87,6,74,18,31,62,76,6,75,6,32,7,0,95,0,0,63,0,62,0,20,0,19,0,94,3
3,87,18,54,43,25,94,90,4,32,56,64,23,37,29,39,5,1,6,38,29,89,5,65,26,35,56,66,4,65,5,38,5,0,95,0,0,57,0,56,0,30,0,29,0,94,3
4,86,18,54,42,26,94,89,5,33,55,64,23,38,29,40,6,1,7,39,29,88,6,65,28,38,55,66,5,65,6,39,6,0,95,0,0,56,0,55,0,30,0,29,0,94,2
3,87,12,74,47,17,94,90,4,31,62,77,15,31,16,33,5,1,6,32,16,89,5,78,15,31,62,79,4,78,5,32,5,0,95,0,0,63,0,62,0,17,0,16,0,94,2
3,85,12,58,43,23,94,89,4,32,57,68,19,36,24,38,6,1,7,37,24,88,5,69,23,36,57,71,5,70,6,37,6,0,95,0,0,58,0,57,0,25,0,24,0,94,3
5,83,17,57,38,28,94,87,7,37,52,66,22,41,27,43,8,1,9,42,27,86,8,67,25,40,52,68,7,67,8,42,8,0,95,0,0,53,0,52,0,28,0,27,0,94,3
3,85,15,51,44,22,94,89,4,30,58,63,23,35,29,37,6,1,7,36,29,88,5,64,27,34,58,66,5,65,6,36,6,0,95,0,0,59,0,58,0,30,0,29,0,94,2
4,86,17,55,40,26,94,89,5,34,54,65,22,39,28,41,6,1,7,40,28,88,6,66,27,39,54,67,5,66,6,40,6,0,95,0,0,55,0,54,0,29,0,28,0,94,3
3,85,18,52,42,26,94,89,4,34,55,62,25,38,30,40,6,1,7,39,30,88,6,64,27,36,55,65,5,64,6,39,6,0,95,0,0,56,0,55,0,31,0,30,0,94,3
3,87,10,74,49,19,94,90,3,30,62,77,13,31,15,33,5,1,6,32,15,89,5,79,15,32,62,80,4,79,5,32,5,0,95,0,0,63,0,62,0,16,0,15,0,94,1
3,87,14,56,41,23,94,90,4,32,56,67,20,37,26,39,5,1,6,38,26,89,5,68,25,37,56,69,4,68,5,38,5,0,95,0,0,57,0,56,0,27,0,26,0,94,3
4,84,8,72,90,0,94,88,6,1,92,78,14,2,15,3,7,1,8,2,15,87,5,77,14,1,92,80,7,79,7,2,7,0,95,0,0,93,0,92,0,16,0,15,0,94,1
3,87,12,74,51,17,94,90,4,29,64,77,15,29,16,31,5,1,6,30,16,89,5,78,15,29,64,79,4,78,5,30,5,0,95,0,0,65,0,64,0,17,0,16,0,94,3
4,84,16,56,40,26,94,88,6,35,54,66,22,39,27,41,7,1,8,40,27,87,7,67,27,40,54,68,6,67,7,40,7,0,95,0,0,55,0,54,0,28,0,27,0,94,3
4,84,17,55,38,28,94,88,6,35,52,65,21,41,28,43,7,1,8,42,28,87,7,66,27,41,52,67,6,66,7,42,7,0,95,0,0,53,0,52,0,29,0,28,0,94,1
4,88,16,56,44,24,94,90,4,33,57,66,23,36,27,38,5,1,6,37,27,89,5,67,25,35,57,68,4,67,5,37,5,0,95,0,0,58,0,57,0,28,0,27,0,94,1
3,85,13,63,50,18,94,89,5,28,63,71,19,30,22,32,6,1,7,31,22,88,5,71,22,31,63,73,5,72,6,31,6,0,95,0,0,64,0,63,0,23,0,22,0,94,3
3,83,14,66,45,23,94,88,6,35,58,72,20,35,21,37,7,1,8,35,21,87,6,72,19,34,58,74,6,73,6,36,7,0,95,0,0,59,0,58,0,22,0,21,0,94,2
3,87,14,56,39,25,94,90,4,34,54,67,20,39,26,41,5,1,6,40,26,89,5,68,25,39,54,69,4,68,5,40,5,0,95,0,0,55,0,54,0,27,0,26,0,94,3
3,87,8,72,42,22,94,90,3,36,57,77,14,36,15,38,5,1,6,37,15,89,4,78,14,36,57,80,4,79,5,37,5,0,95,0,0,58,0,57,0,16,0,15,0,94,2
3,87,8,72,43,19,94,90,3,34,59,77,14,34,15,36,5,1,6,35,15,89,4,78,14,34,59,80,4,79,5,35,5,0,95,0,0,60,0,59,0,16,0,15,0,94,3
4,84,18,54,39,27,94,88,6,35,53,64,23,40,29,42,7,1,8,41,29,87,7,65,27,39,53,66,6,65,7,41,7,0,95,0,0,54,0,53,0,30,0,29,0,94,3
3,85,13,57,44,22,94,89,4,31,58,67,20,35,25,37,6,1,7,36,25,88,5,68,24,35,58,70,5,69,6,36,6,0,95,0,0,59,0,58,0,26,0,25,0,94,3
3,85,14,54,43,23,94,89,4,31,57,65,21,36,27,38,6,1,7,37,27,88,5,66,25,35,57,68,5,67,6,37,6,0,95,0,0,58,0,57,0,28,0,27,0,94,1
3,83,15,67,49,21,94,88,6,32,61,72,20,32,21,34,7,1,8,32,21,87,6,72,19,31,61,74,6,73,6,33,7,0,95,0,0,62,0,61,0,22,0,21,0,94,3
3,87,13,51,39,25,94,90,4,34,54,65,22,39,28,41,5,1,6,40,28,89,4,65,25,37,54,67,4,66,5,40,5,0,95,0,0,55,0,54,0,29,0,28,0,94,1
3,85,13,55,43,23,94,89,4,32,57,66,21,36,26,38,6,1,7,37,26,88,5,67,25,36,57,69,5,68,6,37,6,0,95,0,0,58,0,57,0,27,0,26,0,94,1
3,89,8,72,49,19,94,91,3,30,62,78,13,31,15,33,4,1,5,32,15,90,4,79,15,32,62,80,3,79,4,32,4,0,95,0,0,63,0,62,0,16,0,15,0,94,3
4,84,17,55,39,27,94,88,6,35,53,65,22,40,28,42,7,1,8,41,28,87,7,66,27,40,53,67,6,66,7,41,7,0,95,0,0,54,0,53,0,29,0,28,0,94,3
4,86,15,57,39,27,94,89,5,37,53,67,22,40,26,42,6,1,7,41,26,88,6,68,25,40,53,69,5,68,6,41,6,0,95,0,0,54,0,53,0,27,0,26,0,94,2
3,83,15,65,41,25,94,88,6,38,55,71,21,38,22,40,7,1,8,39,22,87,6,71,21,38,55,73,6,72,7,39,7,0,95,0,0,56,0,55,0,23,0,22,0,94,2
3,87,16,52,44,24,94,90,4,30,57,64,22,36,29,38,5,1,6,37,29,89,5,65,27,35,57,66,4,65,5,37,5,0,95,0,0,58,0,57,0,30,0,29,0,94,3
4,86,18,54,41,27,94,89,5,35,54,64,24,39,29,41,6,1,7,40,29,88,6,65,27,38,54,66,5,65,6,40,6,0,95,0,0,55,0,54,0,30,0,29,0,94,3
4,86,11,67,36,34,94,89,5,44,48,74,17,45,19,47,6,1,7,46,19,88,6,75,19,46,48,76,5,75,6,46,6,0,95,0,0,49,0,48,0,20,0,19,0,94,3
3,87,13,57,39,25,94,90,4,34,54,68,19,39,25,41,5,1,6,40,25,89,5,69,24,39,54,70,4,69,5,40,5,0,95,0,0,55,0,54,0,26,0,25,0,94,1
4,84,17,55,36,28,94,88,6,36,51,65,21,42,28,44,7,1,8,43,28,87,7,66,27,42,51,67,6,66,7,43,7,0,95,0,0,52,0,51,0,29,0,28,0,94,3
3,85,13,71,40,24,94,89,5,38,55,75,17,38,18,40,6,1,7,39,18,88,5,75,18,39,55,77,5,76,6,39,6,0,95,0,0,56,0,55,0,19,0,18,0,94,1
5,83,17,57,39,25,94,87,7,35,54,66,22,39,27,41,8,1,9,40,27,86,8,67,25,38,54,68,7,67,8,40,8,0,95,0,0,55,0,54,0,28,0,27,0,94,3
0,94,2,86,93,1,93,95,0,2,93,89,6,2,6,2,1,2,1,1,5,94,0,89,5,1,93,90,1,89,0,1,0,1,94,1,2,94,1,93,2,6,1,5,1,93,1
4,86,17,55,44,24,94,89,5,33,57,65,24,36,28,38,6,1,7,37,28,88,6,66,26,35,57,67,5,66,6,37,6,0,95,0,0,58,0,57,0,29,0,28,0,94,2
3,85,14,56,41,23,94,89,4,32,56,66,20,37,26,39,6,1,7,38,26,88,5,67,26,38,56,69,5,68,6,38,6,0,95,0,0,57,0,56,0,27,0,26,0,94,3
3,87,13,73,44,22,94,90,4,35,58,76,16,35,17,37,5,1,6,36,17,89,5,77,16,35,58,78,4,77,5,36,5,0,95,0,0,59,0,58,0,18,0,17,0,94,3
4,86,11,65,35,35,94,89,5,43,47,73,16,46,20,48,6,1,7,47,20,88,6,74,19,46,47,75,5,74,6,47,6,0,95,0,0,48,0,47,0,21,0,20,0,94,2
4,88,7,73,39,33,94,90,4,42,50,79,12,43,14,45,5,1,6,44,14,89,5,80,14,44,50,81,4,80,5,44,5,0,95,0,0,51,0,50,0,15,0,14,0,94,1
4,86,14,62,36,32,94,89,5,41,49,70,19,44,23,46,6,1,7,45,23,88,6,71,21,43,49,72,5,71,6,45,6,0,95,0,0,50,0,49,0,24,0,23,0,94,1
5,83,17,57,37,27,94,87,7,37,52,66,22,41,27,43,8,1,9,42,27,86,8,67,25,40,52,68,7,67,8,42,8,0,95,0,0,53,0,52,0,28,0,27,0,94,2
4,84,14,62,37,31,94,88,6,40,50,70,19,43,23,45,7,1,8,44,23,87,7,71,21,42,50,72,6,71,7,44,7,0,95,0,0,51,0,50,0,24,0,23,0,94,1
3,87,16,54,43,25,94,90,4,32,56,65,22,37,28,39,5,1,6,38,28,89,5,66,26,36,56,67,4,66,5,38,5,0,95,0,0,57,0,56,0,29,0,28,0,94,3
4,88,11,67,36,36,94,90,4,45,47,74,17,46,19,48,5,1,6,47,19,89,5,75,19,47,47,76,4,75,5,47,5,0,95,0,0,48,0,47,0,20,0,19,0,94,2
3,83,14,68,45,23,94,88,6,35,58,73,19,35,20,37,7,1,8,35,20,87,6,73,18,34,58,75,6,74,6,36,7,0,95,0,0,59,0,58,0,21,0,20,0,94,3
4,88,18,54,42,26,94,90,4,33,55,64,23,38,29,40,5,1,6,39,29,89,5,65,27,37,55,66,4,65,5,39,5,0,95,0,0,56,0,55,0,30,0,29,0,94,3
3,85,15,69,45,25,94,89,5,36,57,73,19,36,20,38,6,1,7,37,20,88,5,73,19,36,57,75,5,74,6,37,6,0,95,0,0,58,0,57,0,21,0,20,0,94,1
4,88,11,65,35,35,94,90,4,43,47,73,16,46,20,48,5,1,6,47,20,89,5,74,20,47,47,75,4,74,5,47,5,0,95,0,0,48,0,47,0,21,0,20,0,94,3
4,84,16,56,38,28,94,88,6,37,52,66,22,41,27,43,7,1,8,42,27,87,7,67,26,41,52,68,6,67,7,42,7,0,95,0,0,53,0,52,0,28,0,27,0,94,3
4,86,16,56,42,26,94,89,5,35,55,66,23,38,27,40,6,1,7,39,27,88,6,67,26,38,55,68,5,67,6,39,6,0,95,0,0,56,0,55,0,28,0,27,0,94,2
3,87,10,74,45,17,94,90,3,32,61,77,14,32,15,34,5,1,6,33,15,89,5,79,15,33,61,80,4,79,5,33,5,0,95,0,0,62,0,61,0,16,0,15,0,94,2
5,83,16,60,35,31,94,87,7,39,49,68,19,44,25,46,8,1,9,45,25,86,8,69,23,43,49,70,7,69,8,45,8,0,95,0,0,50,0,49,0,26,0,25,0,94,1
4,84,17,57,38,28,94,88,6,37,52,66,22,41,27,43,7,1,8,42,27,87,7,67,26,41,52,68,6,67,7,42,7,0,95,0,0,53,0,52,0,28,0,27,0,94,3
3,85,14,70,43,23,94,89,5,36,57,74,18,36,19,38,6,1,7,36,19,88,5,74,17,35,57,76,5,75,5,37,6,0,95,0,0,58,0,57,0,20,0,19,0,94,2
3,83,14,68,41,19,94,88,6,35,58,73,19,35,20,37,7,1,8,35,20,87,6,73,18,34,58,75,6,74,6,36,7,0,95,0,0,59,0,58,0,21,0,20,0,94,3
3,89,7,75,41,29,94,91,3,41,53,80,13,41,13,42,4,1,5,41,13,90,4,81,13,41,53,82,4,81,4,41,4,0,95,0,0,54,0,53,0,14,0,13,0,94,3
3,83,13,71,50,18,94,88,6,30,63,75,17,30,18,32,7,1,8,30,18,87,6,75,17,30,63,77,6,76,6,31,7,0,95,0,0,64,0,63,0,19,0,18,0,94,3
3,85,14,70,46,22,94,89,5,34,59,74,18,34,19,36,6,1,7,35,19,88,5,74,19,35,59,76,5,75,6,35,6,0,95,0,0,60,0,59,0,20,0,19,0,94,3
3,85,15,69,47,21,94,89,5,33,60,73,19,33,20,35,6,1,7,33,20,88,5,73,19,33,60,75,5,74,5,34,6,0,95,0,0,61,0,60,0,21,0,20,0,94,1
3,83,13,67,43,23,94,88,6,34,57,73,17,36,20,38,7,1,8,37,20,87,6,73,19,36,57,75,6,74,7,37,7,0,95,0,0,58,0,57,0,21,0,20,0,94,1
4,84,18,54,40,26,94,88,6,34,54,64,23,39,29,41,7,1,8,40,29,87,7,65,28,39,54,66,6,65,7,40,7,0,95,0,0,55,0,54,0,30,0,29,0,94,3
4,86,12,64,35,33,94,89,5,42,48,72,17,45,21,47,6,1,7,46,21,88,6,73,20,45,48,74,5,73,6,46,6,0,95,0,0,49,0,48,0,22,0,21,0,94,3
4,84,16,56,40,24,94,88,6,33,55,66,21,38,27,40,7,1,8,39,27,87,7,67,25,37,55,68,6,67,7,39,7,0,95,0,0,56,0,55,0,28,0,27,0,94,3
4,86,16,56,39,27,94,89,5,36,53,66,22,40,27,42,6,1,7,41,27,88,6,67,26,40,53,68,5,67,6,41,6,0,95,0,0,54,0,53,0,28,0,27,0,94,2
3,87,10,74,47,21,94,90,4,33,60,78,14,33,15,35,5,1,6,34,15,89,4,78,15,34,60,80,4,79,5,34,5,0,95,0,0,61,0,60,0,16,0,15,0,94,3
5,83,17,55,38,26,94,87,7,35,53,65,22,40,28,42,8,1,9,41,28,86,8,66,26,39,53,67,7,66,8,41,8,0,95,0,0,54,0,53,0,29,0,28,0,94,3
4,88,10,66,37,33,94,90,4,43,49,74,17,44,19,46,5,1,6,45,19,89,5,75,19,45,49,76,4,75,5,45,5,0,95,0,0,50,0,49,0,20,0,19,0,94,2
4,86,13,63,36,34,94,89,5,43,48,71,19,45,22,47,6,1,7,46,22,88,6,72,20,44,48,73,5,72,6,46,6,0,95,0,0,49,0,48,0,23,0,22,0,94,2
3,85,13,55,43,21,94,89,4,31,58,66,21,35,26,37,6,1,7,36,26,88,5,67,26,36,58,69,5,68,6,36,6,0,95,0,0,59,0,58,0,27,0,26,0,94,3
4,84,14,56,40,24,94,88,6,33,55,67,20,38,26,40,7,1,8,39,26,87,7,68,25,38,55,69,6,68,7,39,7,0,95,0,0,56,0,55,0,27,0,26,0,94,1
3,85,13,57,40,24,94,89,4,34,55,67,20,38,25,40,6,1,7,39,25,88,5,68,25,39,55,70,5,69,6,39,6,0,95,0,0,56,0,55,0,26,0,25,0,94,1
3,85,15,55,43,23,94,89,4,31,57,65,21,36,27,38,6,1,7,37,27,88,5,66,26,36,57,68,5,67,6,37,6,0,95,0,0,58,0,57,0,28,0,27,0,94,3
4,88,17,55,42,26,94,90,4,34,55,65,23,38,28,40,5,1,6,39,28,89,5,66,26,37,55,67,4,66,5,39,5,0,95,0,0,56,0,55,0,29,0,28,0,94,3
3,85,14,70,41,23,94,89,5,37,56,74,18,37,19,39,6,1,7,37,19,88,5,74,17,36,56,76,5,75,5,38,6,0,95,0,0,57,0,56,0,20,0,19,0,94,1
3,87,13,73,47,17,94,90,4,31,62,76,16,31,17,33,5,1,6,32,17,89,5,77,17,32,62,78,4,77,5,32,5,0,95,0,0,63,0,62,0,18,0,17,0,94,3
3,87,14,56,40,24,94,90,4,33,55,67,20,38,26,40,5,1,6,39,26,89,5,68,24,37,55,69,4,68,5,39,5,0,95,0,0,56,0,55,0,27,0,26,0,94,3
3,85,12,58,40,24,94,89,4,34,55,68,19,38,24,40,6,1,7,39,24,88,5,69,22,37,55,71,5,70,6,39,6,0,95,0,0,56,0,55,0,25,0,24,0,94,1
4,86,19,53,43,25,94,89,5,32,56,63,24,37,30,39,6,1,7,38,30,88,6,64,28,36,56,65,5,64,6,38,6,0,95,0,0,57,0,56,0,31,0,30,0,94,1
3,85,14,72,42,24,94,89,5,37,56,75,17,37,18,39,6,1,7,38,18,88,5,75,18,38,56,77,5,76,6,38,6,0,95,0,0,57,0,56,0,19,0,18,0,94,2
3,85,13,57,35,31,94,89,4,40,49,67,20,44,25,46,6,1,7,45,25,88,6,69,22,42,49,70,5,69,6,45,6,0,95,0,0,50,0,49,0,26,0,25,0,94,1
3,87,9,77,47,17,94,90,3,31,62,79,12,31,13,33,5,1,6,32,13,89,5,81,13,32,62,82,4,81,5,32,5,0,95,0,0,63,0,62,0,14,0,13,0,94,2
4,86,18,54,42,26,94,89,5,34,55,64,24,38,29,40,6,1,7,39,29,88,6,65,27,37,55,66,5,65,6,39,6,0,95,0,0,56,0,55,0,30,0,29,0,94,3
3,87,14,56,44,24,94,90,4,31,57,67,20,36,26,38,5,1,6,37,26,89,5,68,24,35,57,69,4,68,5,37,5,0,95,0,0,58,0,57,0,27,0,26,0,94,3
0,92,1,91,92,0,94,94,0,1,93,91,2,1,2,2,1,1,2,1,2,93,1,92,2,1,93,93,1,92,1,1,1,0,95,0,0,94,0,93,0,3,0,2,0,94,1
5,83,17,57,38,28,94,87,7,37,52,66,22,41,27,43,8,1,9,42,27,86,8,67,26,41,52,68,7,67,8,42,8,0,95,0,0,53,0,52,0,28,0,27,0,94,3
4,86,15,57,37,27,94,89,5,37,52,67,21,41,26,43,6,1,7,42,26,88,6,68,25,41,52,69,5,68,6,42,6,0,95,0,0,53,0,52,0,27,0,26,0,94,2
3,83,14,66,44,22,94,88,6,33,58,72,18,35,21,37,7,1,8,36,21,87,6,72,20,35,58,74,6,73,7,36,7,0,95,0,0,59,0,58,0,22,0,21,0,94,3
4,88,11,65,36,32,94,90,4,42,49,73,17,44,20,46,5,1,6,45,20,89,5,74,20,45,49,75,4,74,5,45,5,0,95,0,0,50,0,49,0,21,0,20,0,94,2
3,83,14,70,49,19,94,88,6,31,62,74,18,31,19,33,7,1,8,31,19,87,6,74,17,30,62,76,6,75,6,32,7,0,95,0,0,63,0,62,0,20,0,19,0,94,3
3,85,13,71,47,21,94,89,5,33,60,75,17,33,18,35,6,1,7,34,18,88,5,75,18,34,60,77,5,76,6,34,6,0,95,0,0,61,0,60,0,19,0,18,0,94,2
3,83,15,67,53,17,94,88,6,28,65,72,20,28,21,30,7,1,8,28,21,87,6,72,19,27,65,74,6,73,6,29,7,0,95,0,0,66,0,65,0,22,0,21,0,94,2
3,85,12,56,41,23,94,89,4,33,56,67,20,37,25,39,6,1,7,38,25,88,4,67,25,38,56,70,5,69,6,38,6,0,95,0,0,57,0,56,0,26,0,25,0,94,1
3,83,15,67,48,18,94,88,6,31,62,72,20,31,21,33,7,1,8,31,21,87,6,72,19,30,62,74,6,73,6,32,7,0,95,0,0,63,0,62,0,22,0,21,0,94,2
4,88,11,65,39,35,94,90,4,41,49,73,16,44,20,46,5,1,6,45,20,89,5,74,20,45,49,75,4,74,5,45,5,0,95,0,0,50,0,49,0,21,0,20,0,94,3
3,87,14,56,40,26,94,90,4,34,54,67,20,39,26,41,5,1,6,40,26,89,5,68,25,39,54,69,4,68,5,40,5,0,95,0,0,55,0,54,0,27,0,26,0,94,3
3,87,16,52,43,23,94,90,4,30,57,64,22,36,29,38,5,1,6,37,29,89,5,65,26,34,57,66,4,65,5,37,5,0,95,0,0,58,0,57,0,30,0,29,0,94,3
3,85,15,53,44,22,94,89,4,30,58,64,22,35,28,37,6,1,7,36,28,88,5,65,26,34,58,67,5,66,6,36,6,0,95,0,0,59,0,58,0,29,0,28,0,94,2
4,88,9,63,37,33,94,90,4,40,49,73,15,44,20,46,5,1,6,45,20,89,5,74,19,44,49,75,4,74,5,45,5,0,95,0,0,50,0,49,0,21,0,20,0,94,3
3,87,13,73,44,18,94,90,4,33,60,76,16,33,17,35,5,1,6,34,17,89,5,77,16,33,60,78,4,77,5,34,5,0,95,0,0,61,0,60,0,18,0,17,0,94,3
3,85,13,73,44,20,94,89,5,34,59,76,16,34,17,36,6,1,7,35,17,88,6,77,15,33,59,78,5,77,6,35,6,0,95,0,0,60,0,59,0,18,0,17,0,94,2
3,85,14,56,43,23,94,89,4,32,57,66,21,36,26,38,6,1,7,37,26,88,5,67,25,36,57,69,5,68,6,37,6,0,95,0,0,58,0,57,0,27,0,26,0,94,2
3,83,15,67,45,25,94,88,6,36,57,72,20,36,21,38,7,1,8,37,21,87,6,72,20,36,57,74,6,73,7,37,7,0,95,0,0,58,0,57,0,22,0,21,0,94,2
4,84,15,57,39,29,94,88,6,37,52,67,21,41,26,43,7,1,8,42,26,87,7,68,24,40,52,69,6,68,7,42,7,0,95,0,0,53,0,52,0,27,0,26,0,94,1
4,88,9,67,37,37,94,90,4,44,47,75,15,46,18,48,5,1,6,47,18,89,5,76,18,47,47,77,4,76,5,47,5,0,95,0,0,48,0,47,0,19,0,18,0,94,2
4,86,15,57,38,28,94,89,5,37,52,67,21,41,26,43,6,1,7,42,26,88,6,68,25,41,52,69,5,68,6,42,6,0,95,0,0,53,0,52,0,27,0,26,0,94,3
5,83,17,57,37,31,94,87,7,39,50,66,22,43,27,45,8,1,9,44,27,86,8,67,25,42,50,68,7,67,8,44,8,0,95,0,0,51,0,50,0,28,0,27,0,94,1
4,88,13,63,37,33,94,90,4,41,49,71,18,44,22,46,5,1,6,45,22,89,5,72,21,44,49,73,4,72,5,45,5,0,95,0,0,50,0,49,0,23,0,22,0,94,3
3,85,9,63,43,23,94,89,4,34,57,72,17,36,20,38,6,1,7,37,20,88,4,72,20,37,57,75,5,74,6,37,6,0,95,0,0,58,0,57,0,21,0,20,0,94,3
3,87,17,51,44,24,94,90,4,29,57,63,22,36,30,38,5,1,6,37,30,89,5,64,28,35,57,65,4,64,5,37,5,0,95,0,0,58,0,57,0,31,0,30,0,94,3
4,86,14,62,35,33,94,89,5,41,48,70,18,45,23,47,6,1,7,46,23,88,6,71,22,45,48,72,5,71,6,46,6,0,95,0,0,49,0,48,0,24,0,23,0,94,3
4,84,16,56,40,26,94,88,6,35,54,66,22,39,27,41,7,1,8,40,27,87,7,67,27,40,54,68,6,67,7,40,7,0,95,0,0,55,0,54,0,28,0,27,0,94,3
3,85,14,70,46,22,94,89,5,34,59,74,18,34,19,36,6,1,7,34,19,88,5,74,17,33,59,76,5,75,5,35,6,0,95,0,0,60,0,59,0,20,0,19,0,94,3
4,84,13,57,33,35,94,88,5,43,46,67,20,47,25,49,7,1,8,48,25,87,7,69,21,44,46,70,6,69,7,48,7,0,95,0,0,47,0,46,0,26,0,25,0,94,1
3,85,13,55,43,23,94,89,4,32,57,66,21,36,26,38,6,1,7,37,26,88,5,67,24,35,57,69,5,68,6,37,6,0,95,0,0,58,0,57,0,27,0,26,0,94,3
3,87,10,74,52,14,94,90,3,27,66,77,14,28,15,29,5,1,6,28,15,89,5,79,14,27,66,80,5,79,5,28,5,0,95,0,0,67,0,66,0,16,0,15,0,94,3
3,89,9,71,42,26,94,91,3,37,55,77,14,38,16,40,4,1,5,39,16,90,4,78,16,39,55,79,3,78,4,39,4,0,95,0,0,56,0,55,0,17,0,16,0,94,3
4,84,16,56,38,28,94,88,6,37,52,66,22,41,27,43,7,1,8,42,27,87,7,67,26,41,52,68,6,67,7,42,7,0,95,0,0,53,0,52,0,28,0,27,0,94,3
3,85,13,55,40,24,94,89,4,34,55,66,21,38,26,40,6,1,7,39,26,88,5,67,25,38,55,69,5,68,6,39,6,0,95,0,0,56,0,55,0,27,0,26,0,94,3
3,85,7,67,49,19,94,89,4,29,62,75,14,31,17,33,6,1,7,32,17,88,4,75,17,32,62,78,5,77,6,32,6,0,95,0,0,63,0,62,0,18,0,17,0,94,3
3,83,15,67,50,18,94,88,6,30,63,72,20,30,21,32,7,1,8,30,21,87,6,72,19,29,63,74,6,73,6,31,7,0,95,0,0,64,0,63,0,22,0,21,0,94,2
