@relation 'Sax dominant'

@attribute o1atLccc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMaaa numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMacb numeric
@attribute o1atLacb numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o2atMbba numeric
@attribute o2atLbba numeric
@attribute o2atMaaa numeric
@attribute o2atMbbb numeric
@attribute o2atLbbb numeric
@attribute o2atMbaa numeric
@attribute o2atLbaa numeric
@attribute o2atMabb numeric
@attribute o2atLabb numeric
@attribute o2atMaab numeric
@attribute o2atLaab numeric
@attribute o2atMbab numeric
@attribute o2atLbab numeric
@attribute o2atLccc numeric
@attribute o2atMcbb numeric
@attribute o2atLcbb numeric
@attribute o2atMccb numeric
@attribute o2atLccb numeric
@attribute o3atMaaa numeric
@attribute o3atMabb numeric
@attribute o3atLabb numeric
@attribute o3atMbcb numeric
@attribute o3atLbcb numeric
@attribute o3atMbbc numeric
@attribute o3atLbbc numeric
@attribute o3atMaab numeric
@attribute o3atLaab numeric
@attribute o3atMbbb numeric
@attribute o3atLbbb numeric
@attribute o3atLccc numeric
@attribute o3atMbcc numeric
@attribute o3atLbcc numeric
@attribute o3atMbaa numeric
@attribute o3atLbaa numeric
@attribute o3atMbba numeric
@attribute o3atLbba numeric
@attribute o4atMbcb numeric
@attribute o4atLbcb numeric
@attribute o4atMbbc numeric
@attribute o4atLbbc numeric
@attribute o4atMcbb numeric
@attribute o4atLcbb numeric
@attribute o4atLccc numeric
@attribute o4atMbcc numeric
@attribute o4atLbcc numeric
@attribute o4atMbbb numeric
@attribute o4atMccb numeric
@attribute o4atLccb numeric
@attribute o4atMcbc numeric
@attribute o4atLcbc numeric
@attribute o5atLccc numeric
@attribute o5atMcbb numeric
@attribute o5atLcbb numeric
@attribute o5atMbbc numeric
@attribute o5atLbbc numeric
@attribute o5atMccb numeric
@attribute o5atLccb numeric
@attribute o5atMbbb numeric
@attribute o5atLbbb numeric
@attribute o5atMbcc numeric
@attribute o5atLbcc numeric
@attribute o5atMcbc numeric
@attribute o5atLcbc numeric
@attribute o5atMbba numeric
@attribute o5atLbba numeric
@attribute o5atMbaa numeric
@attribute o5atLbaa numeric
@attribute o5atMaab numeric
@attribute o5atLaab numeric
@attribute o5atMabc numeric
@attribute o5atLabc numeric
@attribute o5atMbab numeric
@attribute o5atLbab numeric
@attribute o5atMaaa numeric
@attribute o5atMaac numeric
@attribute o5atLaac numeric
@attribute o5atMbcb numeric
@attribute o5atLbcb numeric
@attribute destClass {2.0,1.0}

@data
2,11,6,0,5,12,3,13,4,9,17,0,18,0,18,10,4,0,9,5,1,4,0,6,0,18,0,17,0,17,12,2,0,17,0,18,0,18,18,0,18,0,18,0,18,0,18,0,18,0,18,0,15,17,1,18,0,18,0,16,2,18,0,0,18,0,16,1,16,0,0,17,1,18,0,16,16,2,17,0,0,16,1,16,8,4,10,4,9,5,9,3,14,4,8,5,8,0,14,0,14,0,14,0,9,0,14,0,0,9,3,9,2.0
0,18,0,2,0,18,0,18,0,18,16,2,17,1,18,18,0,0,18,0,2,0,2,0,0,17,0,16,1,16,18,0,0,16,1,18,0,18,17,0,18,0,17,0,17,0,17,0,18,0,18,0,13,15,4,18,0,18,0,14,5,18,3,0,18,0,13,3,13,3,0,18,0,18,0,18,18,0,18,0,0,18,0,18,11,0,13,0,13,1,12,0,14,1,12,1,12,0,14,0,14,0,14,0,13,0,14,0,0,13,0,13,1.0
0,18,0,2,0,18,0,18,0,18,16,2,17,1,18,18,0,0,18,0,2,0,2,0,0,17,0,16,1,16,18,0,0,16,3,16,1,18,15,2,17,1,15,1,15,2,15,0,18,0,18,0,11,13,6,16,1,17,2,12,7,16,5,0,18,1,11,5,11,5,0,18,0,18,0,18,18,0,18,0,0,18,0,18,7,4,9,4,9,5,8,3,14,5,8,5,7,0,14,0,14,0,14,0,9,0,14,0,0,9,3,9,1.0
0,18,0,2,0,18,0,18,0,18,16,2,17,1,18,18,0,0,18,0,2,0,2,0,0,17,0,16,1,16,18,0,0,16,5,14,3,18,13,4,15,3,13,3,13,4,13,0,18,0,18,0,8,10,9,13,4,14,5,9,10,13,8,3,15,4,8,8,8,8,0,18,0,18,0,18,18,0,18,0,0,18,0,18,4,8,6,8,5,9,5,7,14,8,4,9,4,0,14,0,14,0,14,0,5,0,14,0,0,5,7,5,2.0
0,18,0,2,0,18,0,18,0,18,16,2,17,1,18,18,0,0,18,0,2,0,2,0,0,17,0,16,1,16,18,0,0,16,0,18,0,18,18,0,18,0,18,0,18,0,18,0,18,0,18,0,14,16,3,18,0,18,0,15,4,18,2,0,18,0,14,2,14,2,0,18,0,18,0,18,18,0,18,0,0,18,0,18,11,0,13,0,13,1,12,0,14,1,12,1,12,0,14,0,14,0,14,0,13,0,14,0,0,13,0,13,1.0
0,18,0,2,0,18,0,18,0,18,16,2,17,1,18,18,0,0,18,0,2,0,2,0,0,17,0,16,1,16,18,0,0,16,5,14,3,18,13,4,15,3,13,3,13,4,13,0,18,0,18,0,10,12,7,14,3,15,4,11,8,14,6,2,16,3,10,6,10,6,0,18,0,18,0,18,18,0,18,0,0,18,0,18,6,6,8,6,7,7,7,5,14,6,6,7,6,0,14,0,14,0,14,0,7,0,14,0,0,7,5,7,1.0
0,18,0,1,0,18,0,18,0,18,17,1,18,0,18,18,0,0,18,0,1,0,1,0,0,18,0,17,0,17,18,0,0,17,5,14,3,18,13,4,15,3,13,3,13,4,13,0,18,0,18,0,10,12,7,14,3,15,4,11,8,14,6,2,16,3,10,6,10,6,0,18,0,18,0,18,18,0,18,0,0,18,0,18,4,8,6,8,5,9,5,7,14,8,4,9,4,0,14,0,14,0,14,0,5,0,14,0,0,5,7,5,1.0
0,18,0,1,0,18,0,18,0,18,17,1,18,0,18,18,0,0,18,0,1,0,1,0,0,18,0,17,0,17,18,0,0,17,0,18,0,18,18,0,18,0,18,0,18,0,18,0,18,0,18,0,15,17,1,18,0,18,0,16,2,18,0,0,18,0,16,1,16,0,0,17,1,18,0,16,16,2,17,0,0,16,1,16,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,0,14,0,14,1.0
0,14,3,0,2,15,0,16,1,12,17,0,18,0,18,13,1,0,13,2,1,1,0,3,0,18,0,17,0,17,15,0,0,17,0,18,0,18,18,0,18,0,18,0,18,0,18,0,18,0,18,0,15,17,1,18,0,18,0,16,2,18,0,0,18,0,16,1,16,0,0,17,1,18,0,16,16,2,17,0,0,16,1,16,11,0,13,0,13,1,12,0,14,1,12,1,12,0,14,0,14,0,14,0,13,0,14,0,0,13,0,13,2.0
0,18,0,2,0,18,0,18,0,18,16,2,17,1,18,18,0,0,18,0,2,0,2,0,0,17,0,16,1,16,18,0,0,16,2,17,0,18,16,1,18,0,16,0,16,1,16,0,18,0,18,0,14,16,3,17,0,18,1,15,4,17,2,0,18,0,14,2,14,2,0,18,0,18,0,18,18,0,18,0,0,18,0,18,10,2,12,2,11,3,11,1,14,2,10,3,10,0,14,0,14,0,14,0,11,0,14,0,0,11,1,11,1.0
0,18,0,2,0,18,0,18,0,18,16,2,17,1,18,18,0,0,18,0,2,0,2,0,0,17,0,16,1,16,18,0,0,16,1,18,0,18,17,0,18,0,17,0,17,0,17,0,18,0,18,0,13,15,4,17,0,18,1,14,5,17,3,0,18,0,13,3,13,3,0,18,0,18,0,18,18,0,18,0,0,18,0,18,11,0,13,0,13,1,12,0,14,1,12,1,12,0,14,0,14,0,14,0,13,0,14,0,0,13,0,13,2.0
0,15,2,1,2,16,1,16,1,14,17,1,18,0,18,15,2,0,14,2,1,1,1,2,0,18,0,17,0,17,16,0,0,17,1,18,0,18,17,0,18,0,17,0,17,0,17,0,18,0,18,0,13,15,4,18,0,18,0,14,5,18,3,0,18,0,13,3,13,3,0,18,0,18,0,18,18,0,18,0,0,18,0,18,6,6,8,6,7,7,7,5,14,6,6,7,6,0,14,0,14,0,14,0,7,0,14,0,0,7,5,7,2.0
0,18,0,2,0,18,0,18,0,18,16,2,17,1,18,18,0,0,18,0,2,0,2,0,0,17,0,16,1,16,18,0,0,16,6,13,4,18,12,5,14,4,12,4,12,5,12,0,18,0,18,0,7,9,10,12,5,13,6,8,11,12,9,4,14,5,7,9,7,9,0,18,0,18,0,18,18,0,18,0,0,18,0,18,1,11,3,11,2,12,2,10,14,11,1,12,1,0,14,0,14,0,14,0,2,0,14,0,0,2,10,2,2.0
0,18,0,2,0,18,0,18,0,18,16,2,17,1,18,18,0,0,18,0,2,0,2,0,0,17,0,16,1,16,18,0,0,16,7,11,4,18,9,5,13,5,10,4,11,6,10,0,18,0,18,0,8,10,9,13,4,14,5,9,10,13,8,3,15,4,8,8,8,8,0,18,0,18,0,18,18,0,18,0,0,18,0,18,3,8,5,8,5,9,4,7,14,9,4,9,3,0,14,0,14,0,14,0,5,0,14,0,0,5,7,5,1.0
0,18,0,2,0,18,0,18,0,18,16,2,17,1,18,18,0,0,18,0,2,0,2,0,0,17,0,16,1,16,18,0,0,16,3,16,1,18,15,2,17,1,15,1,15,2,15,0,18,0,18,0,11,13,6,16,1,17,2,12,7,16,5,0,18,1,11,5,11,5,0,18,0,18,0,18,18,0,18,0,0,18,0,18,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,0,14,0,14,2.0
0,18,0,2,0,18,0,18,0,18,16,2,17,1,18,18,0,0,18,0,2,0,2,0,0,17,0,16,1,16,18,0,0,16,4,15,2,18,14,3,16,2,14,2,14,3,14,0,18,0,18,0,10,12,7,14,3,15,4,11,8,14,6,2,16,3,10,6,10,6,0,18,0,18,0,18,18,0,18,0,0,18,0,18,4,8,6,8,5,9,5,7,14,8,4,9,4,0,14,0,14,0,14,0,5,0,14,0,0,5,7,5,1.0
0,18,0,2,0,18,0,18,0,18,16,2,17,1,18,18,0,0,18,0,2,0,2,0,0,17,0,16,1,16,18,0,0,16,6,13,4,18,12,5,14,4,12,4,12,5,12,0,18,0,18,0,7,9,10,12,5,13,6,8,11,12,9,4,14,5,7,9,7,9,0,18,0,18,0,18,18,0,18,0,0,18,0,18,3,9,5,9,4,10,4,8,14,9,3,10,3,0,14,0,14,0,14,0,4,0,14,0,0,4,8,4,2.0
0,16,2,0,1,16,0,17,1,15,17,0,18,0,18,15,0,0,15,1,1,1,0,2,0,18,0,17,0,17,16,0,0,17,0,18,0,18,18,0,18,0,18,0,18,0,18,0,18,0,18,0,10,12,6,17,0,18,1,11,7,17,5,0,18,0,11,6,11,5,0,17,0,17,0,17,15,1,16,0,1,16,1,16,8,4,10,4,9,5,9,3,14,4,8,5,8,0,14,0,14,0,14,0,9,0,14,0,0,9,3,9,2.0
0,16,1,2,1,17,0,17,0,15,16,2,17,1,18,16,1,0,16,1,2,0,2,1,0,17,0,16,1,16,17,0,0,16,5,14,3,18,13,4,15,3,13,3,13,4,13,0,18,0,18,0,9,11,8,14,3,15,4,10,9,14,7,2,16,3,9,7,9,7,0,18,0,18,0,18,18,0,18,0,0,18,0,18,1,11,3,11,2,12,2,10,14,11,1,12,1,0,14,0,14,0,14,0,2,0,14,0,0,2,10,2,1.0
0,18,0,2,0,18,0,18,0,18,16,2,17,1,18,18,0,0,18,0,2,0,2,0,0,17,0,16,1,16,18,0,0,16,4,15,2,18,14,3,16,2,14,2,14,3,14,0,18,0,18,0,10,12,7,15,2,16,3,11,8,15,6,1,17,2,10,6,10,6,0,18,0,18,0,18,18,0,18,0,0,18,0,18,8,4,10,4,9,5,9,3,14,4,8,5,8,0,14,0,14,0,14,0,9,0,14,0,0,9,3,9,2.0
0,18,0,2,0,18,0,18,0,18,16,2,17,1,18,18,0,0,18,0,2,0,2,0,0,17,0,16,1,16,18,0,0,16,3,16,1,18,15,2,17,1,15,1,15,2,15,0,18,0,18,0,11,13,6,15,2,16,3,12,7,15,5,1,17,2,11,5,11,5,0,18,0,18,0,18,18,0,18,0,0,18,0,18,7,4,9,4,9,5,8,3,14,5,8,5,7,0,14,0,14,0,14,0,9,0,14,0,0,9,3,9,1.0
0,18,0,2,0,18,0,18,0,18,16,2,17,1,18,18,0,0,18,0,2,0,2,0,0,17,0,16,1,16,18,0,0,16,0,18,0,18,18,0,18,0,18,0,18,0,18,0,18,0,18,0,14,16,3,18,0,18,0,15,4,18,2,0,18,0,14,2,14,2,0,18,0,18,0,17,17,1,18,0,0,17,0,17,9,3,11,3,10,4,10,2,14,3,9,4,9,0,14,0,14,0,14,0,10,0,14,0,0,10,2,10,2.0
0,18,0,2,0,18,0,18,0,18,16,2,17,1,18,18,0,0,18,0,2,0,2,0,0,17,0,16,1,16,18,0,0,16,1,18,0,18,17,0,18,0,17,0,17,0,17,0,18,0,18,0,13,15,4,18,0,18,0,14,5,18,3,0,18,0,13,3,13,3,0,18,0,18,0,18,18,0,18,0,0,18,0,18,6,6,8,6,7,7,7,5,14,6,6,7,6,0,14,0,14,0,14,0,7,0,14,0,0,7,5,7,1.0
0,18,0,2,0,18,0,18,0,18,16,2,17,1,18,18,0,0,18,0,2,0,2,0,0,17,0,16,1,16,18,0,0,16,3,16,1,18,15,2,17,1,15,1,15,2,15,0,18,0,18,0,12,14,5,16,1,17,2,13,6,16,4,0,18,1,12,4,12,4,0,18,0,18,0,18,18,0,18,0,0,18,0,18,7,5,9,5,8,6,8,4,14,5,7,6,7,0,14,0,14,0,14,0,8,0,14,0,0,8,4,8,1.0
2,13,4,1,4,14,3,14,3,12,17,1,18,0,18,13,4,0,12,4,1,3,1,4,0,18,0,17,0,17,14,2,0,17,4,15,2,18,14,3,16,2,14,2,14,3,14,0,18,0,18,0,9,11,8,14,3,15,4,10,9,14,7,2,16,3,9,7,9,7,0,18,0,18,0,18,18,0,18,0,0,18,0,18,0,12,2,12,1,13,1,11,14,12,0,13,0,0,14,0,14,0,14,0,1,0,14,0,0,1,11,1,2.0
0,18,0,1,0,18,0,18,0,18,17,1,18,0,18,18,0,0,18,0,1,0,1,0,0,18,0,17,0,17,18,0,0,17,5,14,3,18,13,4,15,3,13,3,13,4,13,0,18,0,18,0,9,11,8,14,3,15,4,10,9,14,7,2,16,3,9,7,9,7,0,18,0,18,0,18,18,0,18,0,0,18,0,18,3,9,5,9,4,10,4,8,14,9,3,10,3,0,14,0,14,0,14,0,4,0,14,0,0,4,8,4,2.0
0,18,0,1,0,18,0,18,0,18,17,1,18,0,18,18,0,0,18,0,1,0,1,0,0,18,0,17,0,17,18,0,0,17,5,14,3,18,13,4,15,3,13,3,13,4,13,0,18,0,18,0,9,11,8,14,3,15,4,10,9,14,7,2,16,3,9,7,9,7,0,18,0,18,0,18,18,0,18,0,0,18,0,18,5,7,7,7,6,8,6,6,14,7,5,8,5,0,14,0,14,0,14,0,6,0,14,0,0,6,6,6,2.0
0,18,0,2,0,18,0,18,0,18,16,2,17,1,18,18,0,0,18,0,2,0,2,0,0,17,0,16,1,16,18,0,0,16,7,12,5,18,11,6,13,5,11,5,11,6,11,0,18,0,18,0,6,8,11,11,6,12,7,7,12,11,10,5,13,6,6,10,6,10,0,18,0,18,0,18,18,0,18,0,0,18,0,18,1,11,3,11,2,12,2,10,14,11,1,12,1,0,14,0,14,0,14,0,2,0,14,0,0,2,10,2,2.0
0,18,0,2,0,18,0,18,0,18,16,2,17,1,18,18,0,0,18,0,2,0,2,0,0,17,0,16,1,16,18,0,0,16,1,18,0,18,17,0,18,0,17,0,17,0,17,0,18,0,18,0,12,14,5,17,0,18,1,13,6,17,4,0,18,0,12,4,12,4,0,18,0,18,0,18,18,0,18,0,0,18,0,18,8,4,10,4,9,5,9,3,14,4,8,5,8,0,14,0,14,0,14,0,9,0,14,0,0,9,3,9,2.0
0,18,0,2,0,18,0,18,0,18,16,2,17,1,18,18,0,0,18,0,2,0,2,0,0,17,0,16,1,16,18,0,0,16,4,15,2,18,14,3,16,2,14,2,14,3,14,0,18,0,18,0,10,12,7,14,3,15,4,11,8,14,6,2,16,3,10,6,10,6,0,18,0,18,0,18,18,0,18,0,0,18,0,18,4,8,6,8,5,9,5,7,14,8,4,9,4,0,14,0,14,0,14,0,5,0,14,0,0,5,7,5,1.0
0,18,0,1,0,18,0,18,0,18,17,1,18,0,18,18,0,0,18,0,1,0,1,0,0,18,0,17,0,17,18,0,0,17,0,18,0,18,18,0,18,0,18,0,18,0,18,0,18,0,18,0,14,16,2,18,0,18,0,15,3,18,1,0,18,0,15,2,15,1,0,17,1,18,0,16,16,2,17,0,0,16,1,16,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,0,14,0,14,1.0
0,18,0,1,0,18,0,18,0,18,17,1,18,0,18,18,0,0,18,0,1,0,1,0,0,18,0,17,0,17,18,0,0,17,0,18,0,18,18,0,18,0,18,0,18,0,18,0,18,0,18,0,14,16,3,18,0,18,0,15,4,18,2,0,18,0,14,2,14,2,0,18,0,18,0,18,18,0,18,0,0,18,0,18,9,3,11,3,10,4,10,2,14,3,9,4,9,0,14,0,14,0,14,0,10,0,14,0,0,10,2,10,2.0
5,10,7,1,7,11,6,11,6,9,17,1,18,0,18,10,7,0,9,7,1,6,1,7,0,18,0,17,0,17,11,5,0,17,1,18,0,18,17,0,18,0,17,0,17,0,17,0,18,0,18,0,12,14,5,17,0,18,1,13,6,17,4,0,18,0,12,4,12,4,0,18,0,18,0,18,18,0,18,0,0,18,0,18,3,9,5,9,4,10,4,8,14,9,3,10,3,0,14,0,14,0,14,0,4,0,14,0,0,4,8,4,2.0
0,18,0,2,0,18,0,18,0,18,16,2,17,1,18,18,0,0,18,0,2,0,2,0,0,17,0,16,1,16,18,0,0,16,5,14,3,18,13,4,15,3,13,3,13,4,13,0,18,0,18,0,10,12,7,14,3,15,4,11,8,14,6,2,16,3,10,6,10,6,0,18,0,18,0,18,18,0,18,0,0,18,0,18,6,6,8,6,7,7,7,5,14,6,6,7,6,0,14,0,14,0,14,0,7,0,14,0,0,7,5,7,1.0
0,13,4,0,3,14,1,15,2,11,17,0,18,0,18,12,2,0,11,3,1,2,0,4,0,18,0,17,0,17,14,0,0,17,0,18,0,18,18,0,18,0,18,0,18,0,18,0,18,0,18,0,14,16,2,18,0,18,0,15,3,18,1,0,18,0,15,2,15,1,0,17,1,18,0,16,16,2,17,0,0,16,1,16,9,3,11,3,10,4,10,2,14,3,9,4,9,0,14,0,14,0,14,0,10,0,14,0,0,10,2,10,2.0
0,18,0,2,0,18,0,18,0,18,16,2,17,1,18,18,0,0,18,0,2,0,2,0,0,17,0,16,1,16,18,0,0,16,0,18,0,18,18,0,18,0,18,0,18,0,18,0,18,0,18,0,13,15,4,18,0,18,0,14,5,18,3,0,18,0,13,3,13,3,0,18,0,18,0,18,18,0,18,0,0,18,0,18,6,6,8,6,7,7,7,5,14,6,6,7,6,0,14,0,14,0,14,0,7,0,14,0,0,7,5,7,2.0
0,18,0,1,0,18,0,18,0,18,17,1,18,0,18,18,0,0,18,0,1,0,1,0,0,18,0,17,0,17,18,0,0,17,0,18,0,18,18,0,18,0,18,0,18,0,18,0,18,0,18,0,14,16,2,18,0,18,0,15,3,18,1,0,18,0,15,2,15,1,0,18,0,18,0,17,17,1,18,0,0,17,0,17,9,3,11,3,10,4,10,2,14,3,9,4,9,0,14,0,14,0,14,0,10,0,14,0,0,10,2,10,1.0
0,18,0,2,0,18,0,18,0,18,16,2,17,1,18,18,0,0,18,0,2,0,2,0,0,17,0,16,1,16,18,0,0,16,4,15,2,18,14,3,16,2,14,2,14,3,14,0,18,0,18,0,10,12,7,14,3,15,4,11,8,14,6,2,16,3,10,6,10,6,0,18,0,18,0,18,18,0,18,0,0,18,0,18,6,6,8,6,7,7,7,5,14,6,6,7,6,0,14,0,14,0,14,0,7,0,14,0,0,7,5,7,1.0
0,18,0,2,0,18,0,18,0,18,16,2,17,1,18,18,0,0,18,0,2,0,2,0,0,17,0,16,1,16,18,0,0,16,4,15,2,18,14,3,16,2,14,2,14,3,14,0,18,0,18,0,11,13,6,15,2,16,3,12,7,15,5,1,17,2,11,5,11,5,0,18,0,18,0,18,18,0,18,0,0,18,0,18,7,5,9,5,8,6,8,4,14,5,7,6,7,0,14,0,14,0,14,0,8,0,14,0,0,8,4,8,1.0
0,18,0,2,0,18,0,18,0,18,16,2,17,1,18,18,0,0,18,0,2,0,2,0,0,17,0,16,1,16,18,0,0,16,3,16,1,18,15,2,17,1,15,1,15,2,15,0,18,0,18,0,12,14,5,16,1,17,2,13,6,16,4,0,18,1,12,4,12,4,0,18,0,18,0,18,18,0,18,0,0,18,0,18,8,4,10,4,9,5,9,3,14,4,8,5,8,0,14,0,14,0,14,0,9,0,14,0,0,9,3,9,1.0
5,10,7,1,7,11,6,11,6,9,17,1,18,0,18,10,7,0,9,7,1,6,1,7,0,18,0,17,0,17,11,5,0,17,3,16,1,18,15,2,17,1,15,1,15,2,15,0,18,0,18,0,9,11,8,15,2,16,3,10,9,15,7,1,17,2,9,7,9,7,0,18,0,18,0,18,18,0,18,0,0,18,0,18,0,12,2,12,1,13,1,11,14,12,0,13,0,0,14,0,14,0,14,0,1,0,14,0,0,1,11,1,2.0
0,18,0,2,0,18,0,18,0,18,16,2,17,1,18,18,0,0,18,0,2,0,2,0,0,17,0,16,1,16,18,0,0,16,5,14,3,18,13,4,15,3,13,3,13,4,13,0,18,0,18,0,10,12,7,14,3,15,4,11,8,14,6,2,16,3,10,6,10,6,0,18,0,18,0,18,18,0,18,0,0,18,0,18,5,7,7,7,6,8,6,6,14,7,5,8,5,0,14,0,14,0,14,0,6,0,14,0,0,6,6,6,1.0
0,15,2,1,2,16,1,16,1,14,17,1,18,0,18,15,2,0,14,2,1,1,1,2,0,18,0,17,0,17,16,0,0,17,1,18,0,18,17,0,18,0,17,0,17,0,17,0,18,0,18,0,13,15,4,18,0,18,0,14,5,18,3,0,18,0,13,3,13,3,0,18,0,18,0,18,18,0,18,0,0,18,0,18,4,8,6,8,5,9,5,7,14,8,4,9,4,0,14,0,14,0,14,0,5,0,14,0,0,5,7,5,2.0
0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,14,3,12,18,2,13,4,14,3,13,4,14,2,0,18,0,18,0,5,7,12,10,7,11,8,6,13,10,11,6,12,7,5,11,5,11,0,18,0,18,0,18,18,0,18,0,0,18,0,18,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,0,14,0,14,2.0
0,18,0,2,0,18,0,18,0,18,16,2,17,1,18,18,0,0,18,0,2,0,2,0,0,17,0,16,1,16,18,0,0,16,3,16,1,18,15,2,17,1,15,1,15,2,15,0,18,0,18,0,12,14,5,17,0,18,1,13,6,17,4,0,18,0,12,4,12,4,0,18,0,18,0,18,18,0,18,0,0,18,0,18,7,5,9,5,8,6,8,4,14,5,7,6,7,0,14,0,14,0,14,0,8,0,14,0,0,8,4,8,1.0
0,18,0,2,0,18,0,18,0,18,16,2,17,1,18,18,0,0,18,0,2,0,2,0,0,17,0,16,1,16,18,0,0,16,3,16,1,18,15,2,17,1,15,1,15,2,15,0,18,0,18,0,12,14,5,16,1,17,2,13,6,16,4,0,18,1,12,4,12,4,0,18,0,18,0,18,18,0,18,0,0,18,0,18,7,5,9,5,8,6,8,4,14,5,7,6,7,0,14,0,14,0,14,0,8,0,14,0,0,8,4,8,1.0
0,18,0,2,0,18,0,18,0,18,16,2,17,1,18,18,0,0,18,0,2,0,2,0,0,17,0,16,1,16,18,0,0,16,3,16,1,18,15,2,17,1,15,1,15,2,15,0,18,0,18,0,11,13,6,15,2,16,3,12,7,15,5,1,17,2,11,5,11,5,0,18,0,18,0,18,18,0,18,0,0,18,0,18,4,8,6,8,5,9,5,7,14,8,4,9,4,0,14,0,14,0,14,0,5,0,14,0,0,5,7,5,1.0
0,18,0,2,0,18,0,18,0,18,16,2,17,1,18,18,0,0,18,0,2,0,2,0,0,17,0,16,1,16,18,0,0,16,4,15,2,18,14,3,16,2,14,2,14,3,14,0,18,0,18,0,9,11,8,14,3,15,4,10,9,14,7,2,16,3,9,7,9,7,0,18,0,18,0,18,18,0,18,0,0,18,0,18,7,5,9,5,8,6,8,4,14,5,7,6,7,0,14,0,14,0,14,0,8,0,14,0,0,8,4,8,2.0
0,18,0,2,0,18,0,18,0,18,16,2,17,1,18,18,0,0,18,0,2,0,2,0,0,17,0,16,1,16,18,0,0,16,2,17,0,18,16,1,18,0,16,0,16,1,16,0,18,0,18,0,13,15,4,17,0,18,1,14,5,17,3,0,18,0,13,3,13,3,0,18,0,18,0,18,18,0,18,0,0,18,0,18,8,4,10,4,9,5,9,3,14,4,8,5,8,0,14,0,14,0,14,0,9,0,14,0,0,9,3,9,1.0
0,15,2,1,2,16,1,16,1,14,17,1,18,0,18,15,2,0,14,2,1,1,1,2,0,18,0,17,0,17,16,0,0,17,0,18,0,18,18,0,18,0,18,0,18,0,18,0,18,0,18,0,13,15,4,18,0,18,0,14,5,18,3,0,18,0,13,3,13,3,0,18,0,18,0,18,18,0,18,0,0,18,0,18,4,8,6,8,5,9,5,7,14,8,4,9,4,0,14,0,14,0,14,0,5,0,14,0,0,5,7,5,2.0
2,13,4,1,4,14,3,14,3,12,17,1,18,0,18,13,4,0,12,4,1,3,1,4,0,18,0,17,0,17,14,2,0,17,0,18,0,18,18,0,18,0,18,0,18,0,18,0,18,0,18,0,14,16,2,18,0,18,0,15,3,18,1,0,18,0,15,2,15,1,0,17,1,18,0,16,16,2,17,0,0,16,1,16,6,6,8,6,7,7,7,5,14,6,6,7,6,0,14,0,14,0,14,0,7,0,14,0,0,7,5,7,1.0
0,18,0,2,0,18,0,18,0,18,16,2,17,1,18,18,0,0,18,0,2,0,2,0,0,17,0,16,1,16,18,0,0,16,1,18,0,18,17,0,18,0,17,0,17,0,17,0,18,0,18,0,13,15,4,17,0,18,1,14,5,17,3,0,18,0,13,3,13,3,0,18,0,18,0,18,18,0,18,0,0,18,0,18,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,0,14,0,14,2.0
0,18,0,2,0,18,0,18,0,18,16,2,17,1,18,18,0,0,18,0,2,0,2,0,0,17,0,16,1,16,18,0,0,16,6,13,4,18,12,5,14,4,12,4,12,5,12,0,18,0,18,0,6,8,11,12,5,13,6,7,12,12,10,4,14,5,6,10,6,10,0,18,0,18,0,18,18,0,18,0,0,18,0,18,1,11,3,11,2,12,2,10,14,11,1,12,1,0,14,0,14,0,14,0,2,0,14,0,0,2,10,2,2.0
0,18,0,1,0,18,0,18,0,18,17,1,18,0,18,18,0,0,18,0,1,0,1,0,0,18,0,17,0,17,18,0,0,17,5,14,3,18,13,4,15,3,13,3,13,4,13,0,18,0,18,0,8,10,9,14,3,15,4,9,10,14,8,2,16,3,8,8,8,8,0,18,0,18,0,18,18,0,18,0,0,18,0,18,3,9,5,9,4,10,4,8,14,9,3,10,3,0,14,0,14,0,14,0,4,0,14,0,0,4,8,4,2.0
