@relation 'Sax dominant'

@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMaa numeric
@attribute o1atLcc numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute destClass {2.0,3.0,4.0,1.0}

@data
71,66,14,13,22,74,77,19,18,73,76,15,22,19,21,18,1.0
70,69,15,12,21,75,77,19,19,74,76,17,21,19,20,18,3.0
69,70,18,17,22,74,74,22,19,73,73,19,22,22,21,21,1.0
69,70,16,17,20,75,74,21,18,74,73,19,21,22,20,21,1.0
71,71,17,19,20,75,74,21,19,74,73,20,21,22,20,21,2.0
68,72,18,18,20,75,73,22,20,74,72,22,21,23,20,22,2.0
68,70,20,22,23,73,71,25,21,72,70,23,23,25,22,24,1.0
68,70,18,18,21,74,73,22,21,73,72,22,22,23,21,22,4.0
73,70,16,15,20,75,77,18,19,74,76,17,21,19,20,18,1.0
67,73,15,17,19,77,73,23,16,76,72,20,19,23,18,22,1.0
68,69,21,20,22,72,72,22,23,71,71,23,24,24,23,23,4.0
75,72,14,15,19,77,78,18,17,76,77,16,19,18,18,17,3.0
72,76,14,16,16,79,76,19,15,78,75,18,17,20,16,19,3.0
71,71,17,17,19,75,75,19,20,74,74,20,21,21,20,20,4.0
71,75,15,15,16,78,76,18,17,77,75,19,18,20,17,19,4.0
72,74,14,14,16,78,77,17,17,77,76,18,18,19,17,18,4.0
74,70,18,18,21,74,76,19,21,73,75,19,22,20,21,19,2.0
70,70,18,16,20,74,75,19,21,73,74,20,22,21,21,20,4.0
68,69,19,18,21,73,73,21,22,72,72,22,23,23,22,22,4.0
74,75,11,10,15,80,80,15,14,79,79,14,16,16,15,15,4.0
72,70,16,16,20,75,76,19,19,74,75,18,21,20,20,19,3.0
74,72,14,16,19,77,77,19,18,76,76,18,19,19,18,18,1.0
77,72,12,11,16,78,81,13,17,77,80,14,18,15,17,14,4.0
68,68,12,12,18,76,76,18,18,75,75,18,20,20,19,19,4.0
71,73,17,17,19,76,75,20,18,75,74,19,20,21,19,20,1.0
72,71,17,16,20,75,76,19,20,74,75,19,21,20,20,19,4.0
70,74,12,14,16,79,76,19,16,78,75,19,17,20,16,19,4.0
71,71,17,19,21,75,74,22,18,74,73,19,21,22,20,21,1.0
72,68,20,20,23,72,74,21,22,71,73,20,24,22,23,21,3.0
70,71,17,16,20,75,75,20,19,74,74,19,21,21,20,20,3.0
71,71,17,15,20,75,76,19,19,74,75,18,21,20,20,19,2.0
70,71,13,12,19,77,77,19,16,76,76,16,19,19,18,18,2.0
71,69,17,15,22,74,76,20,21,73,75,19,22,20,21,19,1.0
72,70,14,14,18,76,77,17,18,75,76,17,20,19,19,18,2.0
74,72,12,12,18,78,79,17,16,77,78,15,18,17,17,16,1.0
70,72,16,18,19,76,74,21,18,75,73,20,20,22,19,21,2.0
72,72,12,12,17,78,78,17,16,77,77,16,18,18,17,17,3.0
69,74,14,13,16,78,76,18,15,77,75,17,18,20,17,19,4.0
65,73,17,17,19,76,72,23,19,75,71,23,20,24,19,23,4.0
71,74,14,13,16,78,77,17,17,77,76,18,18,19,17,18,4.0
68,73,17,18,19,76,73,22,18,75,72,21,20,23,19,22,1.0
72,73,19,16,20,75,76,19,19,74,75,18,21,20,20,19,3.0
74,72,14,12,17,77,79,15,18,76,78,16,19,17,18,16,4.0
72,72,16,16,19,76,76,19,18,75,75,18,20,20,19,19,3.0
66,75,13,14,16,79,74,21,15,78,73,20,17,22,16,21,2.0
73,76,14,15,17,79,77,19,16,78,76,18,17,19,16,18,1.0
70,67,19,18,24,72,74,22,22,71,73,20,24,22,23,21,3.0
67,66,18,19,22,72,72,22,22,71,71,22,24,24,23,23,3.0
68,70,18,18,20,74,73,21,21,73,72,22,22,23,21,22,4.0
74,71,13,14,18,77,78,17,17,76,77,16,19,18,18,17,2.0
74,71,15,16,18,76,77,17,18,75,76,17,20,19,19,18,2.0
73,70,16,17,21,75,76,20,18,74,75,17,21,20,20,19,1.0
74,73,15,16,19,77,77,19,17,76,76,17,19,19,18,18,1.0
77,76,10,11,15,81,81,15,13,80,80,13,15,15,14,14,3.0
68,67,15,18,21,74,73,22,20,73,72,21,22,23,21,22,2.0
74,73,15,14,19,77,78,18,17,76,77,16,19,18,18,17,1.0
72,73,13,12,17,78,78,17,15,77,77,15,18,18,17,17,3.0
72,72,14,16,18,77,76,19,17,76,75,18,19,20,18,19,3.0
68,73,19,20,21,75,72,24,19,74,71,22,21,24,20,23,2.0
69,63,17,15,24,71,75,20,22,70,74,18,25,21,24,20,3.0
71,75,15,15,18,78,76,20,17,77,75,19,18,20,17,19,2.0
65,65,19,19,24,71,71,24,23,70,70,23,25,25,24,24,4.0
76,75,11,12,15,80,80,15,15,79,79,15,16,16,15,15,4.0
72,72,14,14,18,77,77,18,17,76,76,17,19,19,18,18,3.0
71,75,15,15,18,78,76,20,17,77,75,19,18,20,17,19,1.0
68,68,16,18,22,74,73,23,20,73,72,21,22,23,21,22,3.0
70,72,16,18,19,76,74,21,19,75,73,21,20,22,19,21,3.0
67,73,13,11,16,78,76,18,16,77,75,18,18,20,17,19,4.0
72,67,15,14,22,74,77,19,20,73,76,17,22,19,21,18,1.0
66,68,22,22,24,71,70,25,23,70,69,24,25,26,24,25,2.0
69,75,15,15,18,78,75,21,16,77,74,19,18,21,17,20,1.0
69,72,16,17,18,76,74,20,18,75,73,20,20,22,19,21,1.0
67,70,18,19,22,74,72,24,20,73,71,22,22,24,21,23,4.0
67,73,15,15,18,77,74,21,18,76,73,21,19,22,18,21,2.0
72,69,13,14,19,76,77,18,18,75,76,17,20,19,19,18,2.0
69,70,14,13,17,76,76,17,19,75,75,19,20,20,19,19,4.0
70,71,11,14,17,78,76,19,15,77,75,17,18,20,17,19,1.0
70,74,16,18,19,77,74,22,16,76,73,19,19,22,18,21,1.0
70,73,15,16,18,77,75,20,17,76,74,19,19,21,18,20,4.0
67,66,20,21,23,71,71,23,24,70,70,24,25,25,24,24,4.0
66,72,18,18,20,75,72,23,19,74,71,22,21,24,20,23,3.0
71,72,16,17,20,76,75,21,18,75,74,19,20,21,19,20,1.0
69,68,20,19,23,72,73,22,23,71,72,22,24,23,23,22,3.0
68,73,15,16,19,77,74,22,16,76,73,19,19,22,18,21,1.0
73,72,14,13,19,77,78,18,16,76,77,15,19,18,18,17,3.0
71,72,14,13,17,77,77,17,18,76,76,18,19,19,18,18,4.0
71,74,16,17,19,77,75,21,16,76,74,18,19,21,18,20,1.0
69,73,13,13,17,78,76,19,16,77,75,18,18,20,17,19,3.0
68,65,19,18,25,71,73,23,20,70,72,18,25,23,24,22,1.0
72,67,17,16,22,73,76,19,21,72,75,18,23,20,22,19,4.0
69,71,17,19,21,75,73,23,19,74,72,21,21,23,20,22,1.0
71,70,20,19,22,73,74,21,22,72,73,21,23,22,22,21,2.0
69,71,19,19,22,74,73,23,20,73,72,21,22,23,21,22,1.0
74,73,13,14,17,78,78,17,17,77,77,17,18,18,17,17,4.0
70,69,19,18,23,73,74,22,22,72,73,21,23,22,22,21,3.0
73,69,17,17,22,74,76,20,20,73,75,18,22,20,21,19,3.0
76,71,11,10,18,78,81,15,16,77,80,13,18,15,17,14,3.0
72,75,13,14,17,79,77,19,15,78,76,17,17,19,16,18,1.0
72,74,14,14,18,78,77,19,15,77,76,16,18,19,17,18,1.0
69,71,15,17,20,76,74,22,19,75,73,21,20,22,19,21,1.0
69,75,13,13,17,79,76,20,15,78,75,18,17,20,16,19,2.0
74,71,15,16,20,76,77,19,18,75,76,17,20,19,19,18,3.0
69,70,20,21,21,73,72,22,22,72,71,23,23,24,22,23,4.0
71,74,14,13,18,78,77,19,15,77,76,16,18,19,17,18,1.0
72,72,18,20,21,75,74,22,19,74,73,20,21,22,20,21,2.0
69,73,13,11,17,78,77,18,17,77,76,18,18,19,17,18,3.0
70,71,19,18,21,74,74,21,21,73,73,21,22,22,21,21,4.0
72,73,15,16,18,77,76,19,16,76,75,17,19,20,18,19,1.0
70,67,19,20,24,72,73,23,22,71,72,21,24,23,23,22,3.0
75,72,14,15,19,77,78,18,17,76,77,16,19,18,18,17,3.0
68,68,20,20,23,72,72,23,22,71,71,22,24,24,23,23,3.0
71,70,18,19,21,74,74,21,20,73,73,20,22,22,21,21,3.0
69,74,16,17,18,77,74,21,17,76,73,20,19,22,18,21,3.0
70,74,16,18,17,77,74,20,16,76,73,19,19,22,18,21,1.0
69,77,13,13,16,80,76,20,15,79,75,19,16,20,15,19,3.0
70,71,15,16,20,76,75,21,18,75,74,19,20,21,19,20,2.0
68,67,21,20,24,71,72,23,23,70,71,22,25,24,24,23,3.0
74,72,12,12,18,78,79,17,15,77,78,14,18,17,17,16,1.0
70,70,16,16,20,75,75,20,19,74,74,19,21,21,20,20,2.0
68,71,17,18,21,75,73,23,19,74,72,21,21,23,20,22,2.0
74,74,16,16,18,77,77,18,17,76,76,17,19,19,18,18,3.0
69,72,16,17,19,76,74,21,18,75,73,20,20,22,19,21,1.0
72,67,15,16,20,74,76,18,21,73,75,19,22,20,21,19,3.0
72,70,18,18,21,74,75,20,21,73,74,20,22,21,21,20,4.0
70,67,15,16,22,74,75,21,19,73,74,18,22,21,21,20,1.0
68,70,18,18,22,74,73,23,19,73,72,20,22,23,21,22,1.0
74,71,17,16,20,75,77,18,19,74,76,17,21,19,20,18,3.0
69,73,11,13,16,79,76,19,15,78,75,18,17,20,16,19,2.0
73,73,17,17,19,76,76,19,19,75,75,19,20,20,19,19,3.0
74,77,13,12,16,80,79,17,14,79,78,15,16,17,15,16,2.0
70,68,22,20,23,71,73,21,24,70,72,22,25,23,24,22,4.0
71,72,18,19,21,75,74,22,18,74,73,19,21,22,20,21,1.0
67,68,18,17,22,73,73,22,21,72,72,21,23,23,22,22,3.0
70,72,16,18,19,76,74,21,18,75,73,20,20,22,19,21,3.0
74,73,15,14,19,77,78,18,17,76,77,16,19,18,18,17,1.0
72,71,15,16,18,76,76,18,18,75,75,18,20,20,19,19,2.0
65,73,17,17,19,76,72,23,17,75,71,21,20,24,19,23,3.0
68,73,17,18,20,76,73,23,18,75,72,21,20,23,19,22,2.0
70,67,15,16,21,74,75,20,20,73,74,19,22,21,21,20,2.0
66,65,19,18,24,71,72,23,23,70,71,22,25,24,24,23,2.0
65,66,20,19,25,71,71,25,23,70,70,23,25,25,24,24,3.0
67,65,15,13,21,73,75,19,21,72,74,19,23,21,22,20,2.0
72,68,16,14,21,74,77,18,21,73,76,18,22,19,21,18,4.0
77,72,14,13,17,77,80,14,17,76,79,14,19,16,18,15,4.0
70,75,17,16,18,77,75,20,17,76,74,19,19,21,18,20,3.0
68,65,17,16,24,72,74,22,23,71,73,21,24,22,23,21,1.0
72,71,17,16,20,75,76,19,19,74,75,18,21,20,20,19,2.0
71,75,15,15,18,78,76,20,16,77,75,18,18,20,17,19,2.0
70,73,11,12,16,79,77,18,13,78,76,15,17,19,16,18,2.0
67,71,17,17,20,75,73,22,20,74,72,22,21,23,20,22,4.0
68,70,20,20,22,73,72,23,21,72,71,22,23,24,22,23,3.0
66,70,20,20,22,73,71,24,22,72,70,24,23,25,22,24,2.0
70,72,18,18,20,75,74,21,19,74,73,20,21,22,20,21,2.0
75,75,11,11,15,80,80,15,15,79,79,15,16,16,15,15,3.0
73,71,13,15,18,77,77,18,17,76,76,17,19,19,18,18,1.0
73,69,17,15,21,74,77,18,21,73,76,18,22,19,21,18,2.0
75,73,11,11,17,79,80,16,14,78,79,13,17,16,16,15,1.0
71,71,15,15,20,76,76,20,18,75,75,18,20,20,19,19,1.0
72,73,17,14,19,76,77,18,19,75,76,18,20,19,19,18,4.0
70,71,15,16,20,76,75,21,18,75,74,19,20,21,19,20,1.0
71,66,16,15,23,73,76,20,21,72,75,18,23,20,22,19,2.0
71,71,17,19,21,75,74,22,18,74,73,19,21,22,20,21,1.0
70,72,16,14,19,76,76,19,18,75,75,18,20,20,19,19,4.0
72,70,16,16,19,75,76,18,20,74,75,19,21,20,20,19,4.0
74,69,15,16,21,75,77,19,20,74,76,18,21,19,20,18,3.0
77,72,16,15,19,76,79,16,18,75,78,15,20,17,19,16,2.0
73,68,18,17,23,73,76,20,20,72,75,17,23,20,22,19,1.0
73,70,18,17,21,74,76,19,20,73,75,18,22,20,21,19,3.0
70,72,12,12,15,78,77,16,17,77,76,18,18,19,17,18,3.0
70,73,11,10,16,79,78,17,15,78,77,16,17,18,16,17,4.0
74,68,14,14,20,75,78,17,18,74,77,15,21,18,20,17,1.0
72,71,15,14,18,76,77,17,18,75,76,17,20,19,19,18,4.0
70,73,17,18,19,76,74,21,19,75,73,21,20,22,19,21,2.0
70,75,13,14,17,79,76,20,14,78,75,17,17,20,16,19,1.0
75,75,13,13,17,79,79,17,16,78,78,16,17,17,16,16,4.0
72,69,17,16,21,74,76,19,21,73,75,19,22,20,21,19,4.0
74,76,14,12,16,79,79,16,15,78,78,15,17,17,16,16,3.0
71,72,16,17,20,76,75,21,17,75,74,18,20,21,19,20,1.0
72,73,15,16,19,77,76,20,16,76,75,17,19,20,18,19,2.0
71,68,18,19,22,73,74,21,22,72,73,21,23,22,22,21,1.0
72,69,19,16,22,73,76,19,21,72,75,18,23,20,22,19,2.0
69,71,19,17,20,74,74,20,21,73,73,21,22,22,21,21,4.0
72,74,16,16,18,77,76,19,18,76,75,19,19,20,18,19,3.0
65,69,19,19,22,73,71,24,21,72,70,23,23,25,22,24,3.0
68,70,18,18,21,74,73,22,19,73,72,20,22,23,21,22,1.0
73,71,19,17,21,74,76,19,20,73,75,18,22,20,21,19,2.0
71,74,16,15,18,77,76,19,18,76,75,19,19,20,18,19,4.0
75,75,13,13,16,79,79,16,16,78,78,16,17,17,16,16,3.0
71,72,14,15,19,77,76,20,16,76,75,17,19,20,18,19,1.0
74,72,16,16,19,76,77,18,18,75,76,17,20,19,19,18,3.0
73,74,12,15,17,79,77,19,15,78,76,17,17,19,16,18,1.0
68,67,21,22,24,71,71,24,22,70,70,22,25,25,24,24,1.0
71,73,17,17,19,76,75,20,18,75,74,19,20,21,19,20,2.0
70,69,19,18,21,73,74,20,22,72,73,21,23,22,22,21,4.0
68,74,14,14,16,78,75,19,17,77,74,20,18,21,17,20,4.0
68,74,16,16,18,77,74,21,17,76,73,20,19,22,18,21,3.0
70,75,15,14,17,78,76,19,17,77,75,19,18,20,17,19,3.0
72,70,18,18,21,74,75,20,21,73,74,20,22,21,21,20,3.0
69,74,14,15,16,78,75,19,16,77,74,19,18,21,17,20,3.0
71,71,17,17,20,75,75,20,19,74,74,19,21,21,20,20,1.0
72,73,15,16,18,77,76,19,17,76,75,18,19,20,18,19,3.0
74,71,15,16,20,76,77,19,18,75,76,17,20,19,19,18,2.0
68,66,20,20,23,71,72,22,24,70,71,23,25,24,24,23,4.0
72,77,11,12,14,81,78,17,14,80,77,17,15,18,14,17,1.0
71,75,15,15,17,78,76,19,16,77,75,18,18,20,17,19,1.0
67,72,16,17,19,76,73,22,18,75,72,21,20,23,19,22,3.0
72,70,16,16,20,75,76,19,19,74,75,18,21,20,20,19,3.0
71,73,13,13,17,78,77,18,16,77,76,17,18,19,17,18,3.0
72,73,13,14,18,78,77,19,17,77,76,18,18,19,17,18,3.0
75,74,14,15,17,78,78,17,16,77,77,16,18,18,17,17,3.0
68,68,22,22,24,71,71,24,22,70,70,22,25,25,24,24,1.0
72,71,17,16,21,75,76,20,19,74,75,18,21,20,20,19,1.0
70,69,21,20,23,72,73,22,23,71,72,22,24,23,23,22,4.0
72,74,14,14,16,78,77,17,17,77,76,18,18,19,17,18,4.0
71,71,17,17,21,75,75,21,19,74,74,19,21,21,20,20,1.0
68,70,18,18,22,74,73,23,20,73,72,21,22,23,21,22,1.0
72,74,16,18,19,77,75,21,17,76,74,19,19,21,18,20,1.0
71,73,13,13,17,78,77,18,16,77,76,17,18,19,17,18,1.0
73,71,19,19,21,74,75,20,21,73,74,20,22,21,21,20,4.0
72,73,15,16,18,77,76,19,17,76,75,18,19,20,18,19,2.0
74,71,15,14,19,76,78,17,19,75,77,17,20,18,19,17,4.0
68,72,18,16,21,75,74,22,19,74,73,20,21,22,20,21,3.0
73,73,15,15,17,77,77,17,17,76,76,17,19,19,18,18,4.0
72,67,17,16,21,73,76,18,22,72,75,19,23,20,22,19,4.0
74,73,15,14,18,77,78,17,17,76,77,16,19,18,18,17,2.0
74,70,14,12,19,76,79,16,19,75,78,16,20,17,19,16,1.0
70,74,16,16,18,77,75,20,17,76,74,19,19,21,18,20,3.0
65,72,16,15,19,76,73,22,18,75,72,21,20,23,19,22,2.0
71,69,17,17,22,74,75,21,20,73,74,19,22,21,21,20,1.0
71,68,18,17,21,73,75,19,21,72,74,19,23,21,22,20,4.0
69,73,17,15,19,76,75,20,19,75,74,20,20,21,19,20,4.0
72,73,17,16,20,76,76,20,19,75,75,19,20,20,19,19,2.0
71,66,20,19,23,71,74,20,23,70,73,20,25,22,24,21,1.0
69,69,17,19,22,74,73,23,20,73,72,21,22,23,21,22,1.0
72,73,15,14,17,77,77,17,17,76,76,17,19,19,18,18,4.0
70,69,17,16,22,74,75,21,21,73,74,20,22,21,21,20,3.0
69,71,17,17,20,75,74,21,20,74,73,21,21,22,20,21,2.0
72,72,18,18,21,75,75,21,20,74,74,20,21,21,20,20,1.0
69,70,18,19,22,74,73,23,20,73,72,21,22,23,21,22,1.0
71,69,17,17,21,74,75,20,20,73,74,19,22,21,21,20,3.0
68,67,19,20,24,72,72,24,21,71,71,21,24,24,23,23,1.0
71,73,13,15,18,78,76,20,16,77,75,18,18,20,17,19,3.0
73,70,12,11,19,77,79,17,18,76,78,16,19,17,18,16,3.0
67,69,19,19,22,73,72,23,20,72,71,21,23,24,22,23,2.0
69,73,15,17,18,77,74,21,17,76,73,20,19,22,18,21,2.0
73,72,14,13,19,77,78,18,16,76,77,15,19,18,18,17,1.0
75,71,17,15,20,75,78,17,19,74,77,16,21,18,20,17,3.0
76,74,12,12,17,79,80,16,15,78,79,14,17,16,16,15,2.0
69,72,18,19,21,75,73,23,18,74,72,20,21,23,20,22,1.0
71,71,17,17,19,75,75,19,20,74,74,20,21,21,20,20,4.0
72,75,15,18,18,78,75,21,15,77,74,18,18,21,17,20,1.0
69,67,13,15,20,75,75,20,18,74,74,18,21,21,20,20,2.0
73,74,16,17,18,77,76,19,17,76,75,18,19,20,18,19,3.0
72,70,16,16,19,75,76,18,18,74,75,17,21,20,20,19,2.0
72,72,16,16,20,76,76,20,18,75,75,18,20,20,19,19,1.0
77,73,11,11,17,79,81,15,16,78,80,14,17,15,16,14,3.0
68,70,16,18,20,75,73,22,19,74,72,21,21,23,20,22,3.0
76,72,14,14,19,77,79,17,18,76,78,16,19,17,18,16,1.0
71,68,18,19,23,73,74,22,21,72,73,20,23,22,22,21,3.0
74,70,14,16,19,76,77,18,18,75,76,17,20,19,19,18,3.0
71,71,15,15,19,76,76,19,17,75,75,17,20,20,19,19,1.0
75,72,14,13,18,77,79,16,17,76,78,15,19,17,18,16,3.0
69,69,17,15,21,74,75,20,20,73,74,19,22,21,21,20,3.0
72,69,17,16,20,74,76,18,21,73,75,19,22,20,21,19,4.0
68,67,19,16,23,72,74,21,22,71,73,20,24,22,23,21,3.0
71,66,16,17,23,73,75,21,22,72,74,20,23,21,22,20,3.0
75,74,14,13,17,78,79,16,16,77,78,15,18,17,17,16,4.0
69,69,17,19,21,74,73,22,20,73,72,21,22,23,21,22,2.0
67,71,19,19,20,74,72,22,21,73,71,23,22,24,21,23,4.0
76,72,14,14,18,77,79,16,18,76,78,16,19,17,18,16,3.0
71,69,21,21,23,72,73,22,22,71,72,21,24,23,23,22,3.0
72,71,17,18,20,75,75,20,20,74,74,20,21,21,20,20,3.0
73,70,16,15,19,75,77,17,19,74,76,17,21,19,20,18,3.0
65,74,14,15,17,78,73,22,16,77,72,21,18,23,17,22,4.0
69,71,19,19,21,74,73,22,21,73,72,22,22,23,21,22,2.0
67,71,17,17,19,75,73,21,20,74,72,22,21,23,20,22,4.0
70,72,12,14,18,78,76,20,16,77,75,18,18,20,17,19,1.0
75,75,15,15,17,78,78,17,16,77,77,16,18,18,17,17,2.0
70,72,18,18,20,75,74,21,20,74,73,21,21,22,20,21,2.0
68,70,16,16,20,75,74,21,19,74,73,20,21,22,20,21,1.0
71,69,19,19,22,73,74,21,21,72,73,20,23,22,22,21,2.0
76,71,11,12,18,78,80,16,17,77,79,15,18,16,17,15,1.0
72,65,19,18,23,71,75,19,23,70,74,19,25,21,24,20,4.0
72,71,17,16,20,75,76,19,19,74,75,18,21,20,20,19,3.0
73,75,15,15,18,78,77,19,15,77,76,16,18,19,17,18,1.0
70,72,18,18,20,75,74,21,18,74,73,19,21,22,20,21,3.0
75,67,17,15,22,73,78,17,21,72,77,16,23,18,22,17,3.0
62,70,20,22,22,73,68,27,21,72,67,26,23,28,22,27,3.0
71,70,18,19,22,74,74,22,21,73,73,21,22,22,21,21,1.0
72,73,15,16,19,77,76,20,16,76,75,17,19,20,18,19,1.0
73,70,16,15,21,75,77,19,19,74,76,17,21,19,20,18,2.0
75,74,12,13,16,79,79,16,15,78,78,15,17,17,16,16,3.0
69,71,17,17,19,75,74,20,20,74,73,21,21,22,20,21,4.0
69,72,14,17,17,77,74,20,17,76,73,20,19,22,18,21,3.0
70,71,15,16,19,76,75,20,18,75,74,19,20,21,19,20,3.0
72,72,16,16,18,76,76,18,19,75,75,19,20,20,19,19,4.0
70,71,15,16,20,76,75,21,18,75,74,19,20,21,19,20,1.0
74,70,14,14,20,76,78,18,18,75,77,16,20,18,19,17,1.0
71,74,14,13,18,78,77,19,15,77,76,16,18,19,17,18,1.0
67,72,18,19,20,75,72,23,19,74,71,22,21,24,20,23,3.0
74,68,12,14,19,76,78,17,18,75,77,16,20,18,19,17,3.0
66,69,13,12,18,76,75,19,18,75,74,19,20,21,19,20,3.0
71,73,15,13,18,77,77,18,17,76,76,17,19,19,18,18,1.0
68,71,17,20,20,75,72,23,20,74,71,23,21,24,20,23,2.0
69,71,17,19,20,75,73,22,18,74,72,20,21,23,20,22,1.0
72,67,17,18,23,73,75,21,20,72,74,18,23,21,22,20,1.0
69,71,17,17,19,75,74,20,20,74,73,21,21,22,20,21,4.0
71,68,20,19,23,72,74,21,23,71,73,21,24,22,23,21,4.0
69,68,16,13,21,74,76,19,21,73,75,19,22,20,21,19,2.0
72,65,17,16,23,72,76,19,22,71,75,18,24,20,23,19,1.0
73,71,17,19,20,75,75,20,19,74,74,19,21,21,20,20,2.0
69,73,17,17,19,76,74,21,19,75,73,21,20,22,19,21,4.0
71,73,13,11,17,78,78,17,16,77,77,16,18,18,17,17,2.0
69,68,20,21,23,72,72,23,22,71,71,22,24,24,23,23,3.0
68,69,17,16,22,74,74,22,19,73,73,19,22,22,21,21,1.0
68,67,19,20,23,72,72,23,23,71,71,23,24,24,23,23,3.0
73,75,13,13,16,79,78,17,16,78,77,17,17,18,16,17,4.0
75,69,15,13,20,75,79,16,19,74,78,15,21,17,20,16,3.0
75,74,14,13,16,78,79,15,17,77,78,16,18,17,17,16,4.0
71,71,17,13,20,75,77,18,19,74,76,17,21,19,20,18,4.0
75,72,14,13,18,77,79,16,17,76,78,15,19,17,18,16,3.0
70,73,17,16,18,76,75,19,19,75,74,20,20,21,19,20,4.0
69,68,20,21,22,72,72,22,22,71,71,22,24,24,23,23,4.0
74,72,14,14,18,77,78,17,16,76,77,15,19,18,18,17,1.0
68,69,19,18,22,73,73,22,20,72,72,20,23,23,22,22,2.0
79,74,12,11,17,79,82,14,14,78,81,11,17,14,16,13,1.0
68,69,17,16,22,74,74,22,19,73,73,19,22,22,21,21,2.0
73,76,14,15,17,79,77,19,16,78,76,18,17,19,16,18,1.0
71,70,18,19,21,74,74,21,20,73,73,20,22,22,21,21,2.0
73,71,17,17,21,75,76,20,19,74,75,18,21,20,20,19,1.0
71,73,13,13,17,78,77,18,16,77,76,17,18,19,17,18,2.0
69,67,19,19,23,72,73,22,23,71,72,22,24,23,23,22,4.0
64,66,16,14,21,73,73,21,21,72,72,21,23,23,22,22,4.0
72,72,18,18,21,75,75,21,19,74,74,19,21,21,20,20,3.0
71,68,14,15,21,75,76,20,19,74,75,18,21,20,20,19,3.0
72,71,19,18,21,74,75,20,20,73,74,19,22,21,21,20,4.0
72,70,18,18,21,74,75,20,20,73,74,19,22,21,21,20,1.0
69,68,18,19,23,73,73,23,22,72,72,22,23,23,22,22,1.0
76,74,14,14,18,78,79,17,16,77,78,15,18,17,17,16,3.0
67,69,19,19,23,73,72,24,21,72,71,22,23,24,22,23,3.0
76,71,15,14,19,76,79,16,18,75,78,15,20,17,19,16,2.0
66,66,20,18,23,71,72,22,23,70,71,22,25,24,24,23,2.0
70,73,17,18,20,76,74,22,18,75,73,20,20,22,19,21,1.0
74,72,10,12,16,79,79,16,15,78,78,15,17,17,16,16,1.0
72,67,17,14,22,73,77,18,20,72,76,16,23,19,22,18,3.0
68,67,19,18,23,72,73,22,21,71,72,20,24,23,23,22,3.0
76,74,12,12,17,79,80,16,16,78,79,15,17,16,16,15,3.0
67,70,18,17,21,74,73,22,20,73,72,21,22,23,21,22,3.0
75,75,13,11,16,79,80,15,15,78,79,14,17,16,16,15,2.0
73,73,15,13,18,77,78,17,16,76,77,15,19,18,18,17,3.0
73,73,13,13,17,78,78,17,17,77,77,17,18,18,17,17,2.0
73,73,13,15,18,78,77,19,15,77,76,16,18,19,17,18,1.0
70,69,13,12,18,76,77,17,19,75,76,18,20,19,19,18,2.0
69,72,18,19,20,75,73,22,19,74,72,21,21,23,20,22,3.0
68,69,15,16,20,75,74,21,19,74,73,20,21,22,20,21,3.0
76,76,12,10,16,80,81,15,14,79,80,13,16,15,15,14,3.0
73,67,11,11,19,76,79,16,19,75,78,16,20,17,19,16,3.0
71,71,15,15,19,76,76,19,19,75,75,19,20,20,19,19,3.0
72,70,16,16,21,75,76,20,19,74,75,18,21,20,20,19,2.0
75,73,15,13,18,77,79,16,17,76,78,15,19,17,18,16,1.0
76,77,13,12,14,80,80,14,15,79,79,15,16,16,15,15,4.0
74,75,13,14,17,79,78,18,15,78,77,16,17,18,16,17,1.0
67,67,19,21,24,72,71,25,22,71,70,23,24,25,23,24,1.0
71,72,14,15,17,77,76,18,18,76,75,19,19,20,18,19,2.0
69,68,20,19,23,72,73,22,23,71,72,22,24,23,23,22,4.0
73,70,18,17,20,74,76,18,21,73,75,19,22,20,21,19,4.0
73,66,14,15,21,74,77,18,20,73,76,17,22,19,21,18,3.0
70,71,19,18,20,74,74,20,21,73,73,21,22,22,21,21,4.0
72,71,15,14,19,76,77,18,19,75,76,18,20,19,19,18,4.0
70,72,16,14,18,76,76,18,19,75,75,19,20,20,19,19,4.0
68,67,17,18,23,73,73,23,20,72,72,20,23,23,22,22,2.0
72,74,14,14,18,78,77,19,16,77,76,17,18,19,17,18,1.0
70,74,16,18,19,77,74,22,16,76,73,19,19,22,18,21,1.0
69,74,16,17,17,77,74,20,18,76,73,21,19,22,18,21,4.0
66,68,20,22,23,72,70,25,21,71,69,23,24,26,23,25,1.0
74,70,14,14,19,76,78,17,18,75,77,16,20,18,19,17,3.0
68,69,21,22,24,72,71,25,22,71,70,23,24,25,23,24,1.0
74,70,12,12,18,77,79,16,16,76,78,14,19,17,18,16,2.0
72,70,16,16,19,75,76,18,19,74,75,18,21,20,20,19,4.0
73,70,18,17,22,74,76,20,21,73,75,19,22,20,21,19,4.0
76,73,15,14,19,77,79,17,18,76,78,16,19,17,18,16,4.0
