@relation 'Sax dominant'

@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMaaa numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atLccc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o2atMaaa numeric
@attribute o2atMabb numeric
@attribute o2atLabb numeric
@attribute o2atMbbc numeric
@attribute o2atLbbc numeric
@attribute o2atLccc numeric
@attribute o2atMaab numeric
@attribute o2atLaab numeric
@attribute o2atMbbb numeric
@attribute o2atLbbb numeric
@attribute o2atMbcc numeric
@attribute o2atLbcc numeric
@attribute o2atMbba numeric
@attribute o2atLbba numeric
@attribute o2atMbaa numeric
@attribute o2atLbaa numeric
@attribute o2atMabc numeric
@attribute o2atLabc numeric
@attribute o2atMbab numeric
@attribute o2atLbab numeric
@attribute o2atMccb numeric
@attribute o2atLccb numeric
@attribute o2atMaba numeric
@attribute o2atLaba numeric
@attribute o2atMcbb numeric
@attribute o2atLcbb numeric
@attribute o3atMbba numeric
@attribute o3atLbba numeric
@attribute o3atMaaa numeric
@attribute o3atMabb numeric
@attribute o3atLabb numeric
@attribute o3atLccc numeric
@attribute o3atMcbb numeric
@attribute o3atLcbb numeric
@attribute o3atMccb numeric
@attribute o3atLccb numeric
@attribute o3atMbbb numeric
@attribute o3atLbbb numeric
@attribute o3atMbaa numeric
@attribute o3atLbaa numeric
@attribute o3atMaab numeric
@attribute o3atLaab numeric
@attribute o3atMbbc numeric
@attribute o3atLbbc numeric
@attribute o3atMbcc numeric
@attribute o3atLbcc numeric
@attribute o3atMabc numeric
@attribute o3atLabc numeric
@attribute o3atMbab numeric
@attribute o3atLbab numeric
@attribute o3atMcbc numeric
@attribute o3atLcbc numeric
@attribute o3atMaba numeric
@attribute o3atLaba numeric
@attribute destClass {2.0,3.0,7.0,6.0,4.0,5.0,1.0}

@data
24,5,22,30,4,23,6,24,5,23,6,22,6,0,30,0,30,0,30,0,30,0,30,0,24,4,30,0,15,16,12,19,11,10,16,13,18,11,20,11,17,12,16,13,17,12,17,11,18,10,15,13,18,10,0,30,0,0,30,11,18,13,19,12,17,30,0,30,0,30,17,11,17,11,0,11,0,30,18,11,0,30,4.0
16,12,16,30,12,16,12,18,13,17,14,16,13,0,30,0,30,0,30,0,30,0,30,0,17,12,30,0,8,10,19,22,9,7,9,20,21,18,23,8,10,19,9,20,10,9,10,18,21,7,8,20,21,7,14,17,12,12,16,12,17,14,18,13,16,16,13,18,12,16,16,12,16,12,12,12,13,16,17,12,12,17,3.0
21,7,21,30,7,21,7,23,8,22,9,21,8,0,30,0,30,0,30,0,30,0,30,0,22,7,30,0,10,12,17,17,14,12,11,18,16,16,18,13,12,17,11,18,12,14,12,16,16,12,10,18,16,12,0,30,0,0,30,8,21,10,22,9,20,30,0,30,0,30,20,8,20,8,0,8,0,30,21,8,0,30,6.0
22,9,20,30,8,21,10,20,8,20,8,20,9,0,30,0,30,0,30,0,30,0,30,0,21,8,30,0,19,21,10,22,9,7,20,11,21,9,23,8,19,9,19,9,21,9,20,9,21,7,19,10,21,7,0,30,0,0,30,8,21,10,22,9,20,30,0,30,0,30,20,8,20,8,0,8,0,30,21,8,0,30,5.0
24,4,24,30,4,24,4,26,5,25,6,24,5,0,30,0,30,0,30,0,30,0,30,0,25,4,30,0,13,13,15,30,0,0,13,15,30,15,30,0,15,16,14,17,13,0,14,15,30,0,13,16,30,0,0,29,0,1,30,26,2,26,2,26,2,29,0,29,0,30,3,28,4,27,1,28,0,29,3,26,0,30,3.0
16,13,11,30,10,13,16,14,12,12,14,11,15,0,30,0,30,0,30,0,30,0,30,0,15,11,30,0,23,24,6,25,5,4,24,7,24,5,26,5,23,5,23,5,25,6,24,5,24,4,23,6,24,4,0,30,0,0,30,19,10,21,11,20,9,30,0,30,0,30,9,19,9,19,0,19,0,30,10,19,0,30,1.0
19,9,19,30,9,19,9,21,10,20,11,19,10,0,30,0,30,0,30,0,30,0,30,0,20,9,30,0,11,12,16,18,12,11,12,17,17,15,19,12,13,16,12,17,13,13,13,15,17,11,11,17,17,11,12,17,8,11,16,9,20,11,21,10,19,15,10,19,10,18,19,9,19,9,11,9,12,15,20,9,8,18,5.0
30,0,30,30,0,30,0,30,0,30,0,30,0,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,8,12,18,28,3,1,10,20,27,16,29,2,10,17,9,18,12,3,11,16,27,1,8,19,27,1,3,27,1,2,26,20,9,22,10,21,8,26,2,28,2,27,8,20,8,20,2,20,3,26,9,20,1,27,2.0
30,0,30,30,0,30,0,30,0,30,0,30,0,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,8,11,18,19,11,10,10,20,18,16,20,11,10,17,9,18,12,12,11,16,18,10,8,19,18,10,5,25,3,4,24,7,22,9,23,8,21,24,4,26,4,25,21,7,21,7,4,7,5,24,22,7,3,25,3.0
16,15,14,30,14,15,16,14,14,14,14,14,15,0,30,0,30,0,30,0,30,0,30,0,15,14,30,0,14,17,12,29,1,0,16,14,28,10,30,1,16,11,15,12,18,2,17,10,28,0,14,13,28,0,0,30,0,0,30,21,7,23,8,22,6,30,0,30,0,30,7,22,7,21,0,22,0,30,8,21,0,30,4.0
23,6,21,30,5,22,7,23,6,22,7,21,7,0,30,0,30,0,30,0,30,0,30,0,23,5,30,0,14,15,13,23,7,6,15,14,22,12,24,7,16,13,15,14,16,8,16,12,22,6,14,14,22,6,0,30,0,0,30,17,11,19,12,18,10,30,0,30,0,30,11,18,11,17,0,18,0,30,12,17,0,30,4.0
25,6,23,30,5,24,7,23,5,23,5,23,6,0,30,0,30,0,30,0,30,0,30,0,24,5,30,0,11,13,16,20,10,9,12,17,19,14,21,10,13,15,12,16,14,11,13,14,19,9,11,17,19,9,0,30,0,0,30,8,18,12,20,10,16,30,0,30,0,30,17,10,18,9,0,10,0,30,19,8,0,30,6.0
27,1,27,30,1,27,1,29,2,28,3,27,2,0,30,0,30,0,30,0,30,0,30,0,28,1,30,0,9,10,18,20,10,9,10,19,19,17,21,10,11,18,10,19,11,11,11,17,19,9,9,19,19,9,3,26,1,3,26,7,22,9,23,8,21,25,2,27,2,27,21,7,21,7,3,7,3,25,22,7,1,27,7.0
12,17,10,30,16,11,18,12,17,11,18,10,18,0,30,0,30,0,30,0,30,0,30,0,12,16,30,0,15,16,12,30,0,0,16,13,30,12,30,0,17,13,16,14,16,0,17,12,30,0,15,13,30,0,0,30,0,0,30,25,4,27,5,26,3,30,0,30,0,30,3,25,3,25,0,25,0,30,4,25,0,30,3.0
19,9,19,30,9,19,9,21,10,20,11,19,10,0,30,0,30,0,30,0,30,0,30,0,20,9,30,0,16,18,11,22,9,7,17,12,21,10,23,8,18,11,17,12,18,9,18,10,21,7,16,12,21,7,0,30,0,0,30,15,12,17,13,16,11,30,0,30,0,30,12,17,13,16,0,17,0,30,13,15,0,30,2.0
0,30,0,30,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,0,30,30,0,18,19,11,20,10,9,19,12,19,10,21,10,18,10,18,10,20,11,19,10,19,9,18,11,19,9,4,25,2,4,25,16,13,18,14,17,12,24,3,26,3,26,12,16,12,16,4,16,4,24,13,16,2,26,5.0
20,9,18,30,8,19,10,20,9,19,10,18,10,0,30,0,30,0,30,0,30,0,30,0,20,8,30,0,11,13,16,23,8,6,12,17,22,15,24,7,13,16,12,17,13,8,13,15,22,6,11,17,22,6,0,30,0,0,30,10,19,12,20,11,18,30,0,30,0,30,18,10,18,10,0,10,0,30,19,10,0,30,3.0
8,21,6,30,20,7,22,8,21,7,22,6,22,0,30,0,30,0,30,0,30,0,30,0,8,20,30,0,6,6,22,30,0,0,6,22,30,22,30,0,8,23,7,24,6,0,7,22,30,0,6,23,30,0,6,22,6,7,23,21,7,21,7,21,7,22,6,22,7,24,8,22,9,22,8,23,7,22,8,21,6,23,3.0
26,5,24,30,4,25,6,24,4,24,4,24,5,0,30,0,30,0,30,0,30,0,30,0,25,4,30,0,15,18,12,22,9,7,16,13,21,10,23,8,17,11,16,12,18,9,17,10,21,7,15,13,21,7,0,30,0,0,30,16,11,18,12,17,10,30,0,30,0,30,11,18,12,17,0,18,0,30,12,16,0,30,4.0
12,19,10,30,18,11,20,10,18,10,18,10,19,0,30,0,30,0,30,0,30,0,30,0,11,18,30,0,18,20,9,30,0,0,19,10,30,8,30,0,20,9,19,10,20,0,20,8,30,0,18,10,30,0,1,27,1,3,28,25,3,25,3,25,3,27,1,27,2,29,4,27,5,26,3,27,2,27,4,25,1,28,5.0
30,0,30,30,0,30,0,30,0,30,0,30,0,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,8,10,19,20,10,9,9,20,19,17,21,10,10,18,9,19,11,11,10,17,19,9,8,20,19,9,0,30,0,0,30,7,22,9,23,8,21,30,0,30,0,30,21,7,21,7,0,7,0,30,22,7,0,30,5.0
26,3,24,30,2,25,4,26,3,25,4,24,4,0,30,0,30,0,30,0,30,0,30,0,26,2,30,0,8,11,19,20,11,9,9,20,19,17,21,10,10,18,9,19,11,11,10,17,19,9,8,20,19,9,8,21,6,8,21,8,21,10,22,9,20,20,7,22,7,22,20,8,20,8,8,8,8,20,21,8,6,22,7.0
17,12,15,28,11,16,13,17,12,16,13,15,13,0,29,1,30,0,29,1,29,0,28,0,17,11,29,0,20,21,7,24,6,5,21,8,23,6,25,6,22,7,21,8,22,7,22,6,23,5,20,8,23,5,0,30,0,0,30,17,11,19,12,18,10,30,0,30,0,30,11,18,11,17,0,18,0,30,12,17,0,30,1.0
19,10,17,30,9,18,11,19,10,18,11,17,11,0,30,0,30,0,30,0,30,0,30,0,19,9,30,0,16,18,11,23,8,6,17,12,22,10,24,7,18,11,17,12,18,8,18,10,22,6,16,12,22,6,0,30,0,0,30,18,11,20,12,19,10,30,0,30,0,30,10,18,10,18,0,18,0,30,11,18,0,30,5.0
27,3,25,30,2,26,4,26,2,26,3,25,3,0,30,0,30,0,30,0,30,0,30,0,27,2,30,0,7,8,20,19,11,10,8,21,18,19,20,11,9,20,8,21,9,12,9,19,18,10,7,21,18,10,1,29,0,0,28,10,19,12,20,11,18,28,0,30,0,29,18,10,18,10,0,10,1,29,19,10,0,29,7.0
21,8,19,30,7,20,9,21,8,20,9,19,9,0,30,0,30,0,30,0,30,0,30,0,21,7,30,0,1,1,27,30,0,0,1,27,30,27,30,0,3,28,2,29,1,0,2,27,30,0,1,28,30,0,11,17,11,13,18,14,14,14,14,14,14,17,11,17,12,19,15,16,16,15,13,16,12,17,15,14,11,18,2.0
18,10,18,30,10,18,10,20,11,19,12,18,11,0,30,0,30,0,30,0,30,0,30,0,19,10,30,0,9,10,18,21,9,8,10,19,20,17,22,9,11,18,10,19,11,10,11,17,20,8,9,19,20,8,10,20,8,9,19,11,18,13,19,12,17,19,9,21,9,20,17,11,17,11,9,11,10,19,18,11,8,20,7.0
19,10,17,30,9,18,11,19,10,18,11,17,11,0,30,0,30,0,30,0,30,0,30,0,19,9,30,0,8,10,19,21,10,8,9,20,20,18,22,9,10,19,9,20,10,10,10,18,20,8,8,20,20,8,7,22,4,6,21,7,22,9,23,8,21,20,5,24,5,23,21,7,21,7,6,7,7,21,22,7,4,23,3.0
21,8,19,30,7,20,9,21,8,20,9,19,9,0,30,0,30,0,30,0,30,0,30,0,21,7,30,0,11,13,16,23,8,6,12,17,22,15,24,7,13,16,12,17,13,8,13,15,22,6,11,17,22,6,0,30,0,0,30,13,16,15,17,14,15,30,0,30,0,30,15,13,15,13,0,13,0,30,16,13,0,30,6.0
11,17,11,30,17,11,17,13,18,12,19,11,18,0,30,0,30,0,30,0,30,0,30,0,12,17,30,0,12,13,15,17,13,12,13,16,16,14,18,13,14,15,13,16,14,14,14,14,16,12,12,16,16,12,16,14,14,15,13,9,20,11,21,10,19,13,15,15,15,14,19,9,19,9,15,9,16,13,20,9,14,14,6.0
22,9,20,30,8,21,10,20,8,20,8,20,9,0,30,0,30,0,30,0,30,0,30,0,21,8,30,0,22,23,7,24,6,5,23,8,23,6,25,6,22,6,22,6,24,7,23,6,23,5,22,7,23,5,0,30,0,0,30,16,13,18,14,17,12,30,0,30,0,30,12,16,12,16,0,16,0,30,13,16,0,30,6.0
28,2,24,30,0,26,4,26,1,25,2,24,3,0,30,0,30,0,30,0,30,0,30,0,27,0,30,0,2,4,27,13,18,16,3,28,12,26,14,17,2,26,2,26,4,18,3,26,12,16,2,27,12,16,11,18,9,11,18,10,17,12,18,11,16,17,10,19,10,19,17,12,18,11,11,12,11,17,18,10,9,19,1.0
21,10,19,25,9,20,11,19,9,19,9,19,10,2,26,4,27,3,25,4,26,3,25,3,20,9,26,2,24,25,5,26,4,3,25,6,25,4,27,4,24,4,24,4,26,5,25,4,25,3,24,5,25,3,0,30,0,0,30,13,14,15,15,14,13,30,0,30,0,30,14,15,15,14,0,15,0,30,15,13,0,30,6.0
19,12,17,30,11,18,13,17,11,17,11,17,12,0,30,0,30,0,30,0,30,0,30,0,18,11,30,0,11,14,15,24,6,5,13,17,23,13,25,6,13,14,12,15,15,7,14,13,23,5,11,16,23,5,0,30,0,0,30,15,14,17,15,16,13,30,0,30,0,30,13,15,13,15,0,15,0,30,14,15,0,30,6.0
24,5,21,30,3,22,7,23,4,22,6,21,6,0,30,0,30,0,30,0,30,0,30,0,24,4,30,0,16,18,12,20,11,9,17,13,19,11,21,10,17,11,17,12,18,11,18,11,19,9,16,12,19,9,0,30,0,0,30,8,21,10,22,9,20,30,0,30,0,30,20,8,20,8,0,8,0,30,21,8,0,30,4.0
24,7,22,30,6,23,8,22,6,22,6,22,7,0,30,0,30,0,30,0,30,0,30,0,23,6,30,0,20,21,9,22,8,7,21,10,21,8,23,8,20,8,20,8,22,9,21,8,21,7,20,9,21,7,0,30,0,0,30,15,12,17,13,16,11,30,0,30,0,30,12,17,13,16,0,17,0,30,13,15,0,30,1.0
22,7,20,30,6,21,8,22,7,21,8,20,8,0,30,0,30,0,30,0,30,0,30,0,22,6,30,0,15,16,12,21,9,8,16,13,20,11,22,9,17,12,16,13,17,10,17,11,20,8,15,13,20,8,0,30,0,0,30,12,15,14,16,13,14,30,0,30,0,30,15,14,16,13,0,14,0,30,16,12,0,30,4.0
17,13,15,26,12,16,14,16,12,16,13,15,13,0,27,2,28,1,26,2,28,1,27,2,17,12,28,0,15,16,12,30,0,0,16,13,29,11,30,0,17,12,16,13,17,1,17,11,29,0,15,13,29,0,0,30,0,0,30,24,5,26,6,25,4,30,0,30,0,30,4,24,4,24,0,24,0,30,5,24,0,30,2.0
12,16,12,30,16,12,16,14,17,13,18,12,17,0,30,0,30,0,30,0,30,0,30,0,13,16,30,0,12,13,15,18,12,11,13,16,17,14,19,12,14,15,13,16,14,13,14,14,17,11,12,16,17,11,11,18,7,10,17,8,21,10,22,9,20,16,9,20,9,19,20,8,20,8,10,8,11,16,21,8,7,19,6.0
4,27,2,30,26,3,28,2,26,2,26,2,27,0,30,0,30,0,30,0,30,0,30,0,3,26,30,0,17,18,12,19,11,10,18,13,18,11,20,11,17,11,17,11,19,12,18,11,18,10,17,12,18,10,6,23,4,6,23,11,18,13,19,12,17,22,5,24,5,24,17,11,17,11,6,11,6,22,18,11,4,24,5.0
19,10,17,30,9,18,11,19,10,18,11,17,11,0,30,0,30,0,30,0,30,0,30,0,19,9,30,0,13,15,14,23,8,6,14,15,22,13,24,7,15,14,14,15,15,8,15,13,22,6,13,15,22,6,0,30,0,0,30,10,19,12,20,11,18,30,0,30,0,30,18,10,18,10,0,10,0,30,19,10,0,30,4.0
24,7,22,30,6,23,8,22,6,22,6,22,7,0,30,0,30,0,30,0,30,0,30,0,23,6,30,0,19,21,10,22,9,7,20,11,21,9,23,8,19,9,19,9,21,9,20,9,21,7,19,10,21,7,0,30,0,0,30,6,22,8,23,7,21,30,0,30,0,30,22,7,22,6,0,7,0,30,23,6,0,30,4.0
19,10,17,30,9,18,11,19,10,18,11,17,11,0,30,0,30,0,30,0,30,0,30,0,19,9,30,0,12,16,12,26,5,3,14,14,25,10,27,4,16,12,14,14,16,5,16,10,25,3,12,14,25,3,0,30,0,0,30,13,16,15,17,14,15,30,0,30,0,30,15,13,15,13,0,13,0,30,16,13,0,30,4.0
30,1,28,30,0,29,2,28,0,28,0,28,1,0,30,0,30,0,30,0,30,0,30,0,29,0,30,0,10,12,17,20,10,9,11,18,19,15,21,10,12,16,11,17,13,11,12,15,19,9,10,18,19,9,0,30,0,0,30,12,17,14,18,13,16,30,0,30,0,30,16,12,16,12,0,12,0,30,17,12,0,30,6.0
24,7,22,30,6,23,8,22,6,22,6,22,7,0,30,0,30,0,30,0,30,0,30,0,23,6,30,0,9,12,17,20,10,9,11,19,19,15,21,10,11,16,10,17,13,11,12,15,19,9,9,18,19,9,0,30,0,0,30,10,19,12,20,11,18,30,0,30,0,30,18,10,18,10,0,10,0,30,19,10,0,30,7.0
8,23,6,24,22,7,24,6,22,6,22,6,23,4,25,6,26,5,24,5,24,4,24,4,7,22,25,4,19,21,8,30,0,0,20,9,30,7,30,0,21,8,20,9,21,0,21,7,30,0,19,9,30,0,6,22,6,8,23,20,8,20,8,20,8,22,6,22,7,24,9,22,10,21,8,22,7,22,9,20,6,23,5.0
10,21,8,26,20,9,22,8,20,8,20,8,21,0,27,2,28,1,26,2,28,1,27,2,9,20,28,0,13,15,14,30,0,0,14,15,30,13,30,0,15,14,14,15,15,0,15,13,30,0,13,15,30,0,1,27,1,2,28,23,4,25,5,24,3,27,1,27,2,29,4,24,5,24,3,25,2,27,5,23,1,28,2.0
2,27,0,30,26,1,28,2,27,1,28,0,28,0,30,0,30,0,30,0,30,0,30,0,2,26,30,0,16,17,11,23,7,6,17,12,22,10,24,7,18,11,17,12,18,8,18,10,22,6,16,12,22,6,0,30,0,0,30,17,10,19,11,18,9,30,0,30,0,30,10,19,11,18,0,19,0,30,11,17,0,30,3.0
24,7,22,30,6,23,8,22,6,22,6,22,7,0,30,0,30,0,30,0,30,0,30,0,23,6,30,0,10,14,16,24,7,5,12,18,23,14,25,6,12,15,11,16,14,7,13,14,23,5,10,17,23,5,5,25,3,4,24,16,13,18,14,17,12,24,4,26,4,25,12,16,12,16,4,16,5,24,13,16,3,25,7.0
26,5,24,30,4,25,6,24,4,24,4,24,5,0,30,0,30,0,30,0,30,0,30,0,25,4,30,0,17,18,12,19,11,10,18,13,18,11,20,11,17,11,17,11,19,12,18,11,18,10,17,12,18,10,0,30,0,0,30,8,18,12,20,10,16,30,0,30,0,30,17,10,18,9,0,10,0,30,19,8,0,30,4.0
3,27,1,30,26,2,28,2,27,1,27,1,28,0,30,0,30,0,30,0,30,0,30,0,2,26,30,0,20,22,9,23,8,6,21,10,22,8,24,7,20,8,20,8,22,8,21,8,22,6,20,9,22,6,7,22,5,7,22,15,14,17,15,16,13,21,6,23,6,23,13,15,13,15,7,15,7,21,14,15,5,23,3.0
26,5,24,30,4,25,6,24,4,24,4,24,5,0,30,0,30,0,30,0,30,0,30,0,25,4,30,0,18,19,11,20,10,9,19,12,19,10,21,10,18,10,18,10,20,11,19,10,19,9,18,11,19,9,0,30,0,0,30,7,18,11,20,9,16,30,0,30,0,30,18,10,19,8,0,10,0,30,20,7,0,30,2.0
1,27,1,30,27,1,27,3,28,2,29,1,28,0,30,0,30,0,30,0,30,0,30,0,2,27,30,0,17,17,11,30,0,0,17,11,30,11,30,0,19,12,18,13,17,0,18,11,30,0,17,12,30,0,10,18,10,12,19,15,13,15,13,15,13,18,10,18,11,20,14,17,15,16,12,17,11,18,14,15,10,19,2.0
9,22,7,27,21,8,23,7,21,7,21,7,22,1,28,3,29,2,27,2,27,1,27,1,8,21,28,1,13,15,14,30,0,0,14,15,30,13,30,0,15,14,14,15,15,0,15,13,30,0,13,15,30,0,12,16,12,14,17,13,15,13,15,13,15,16,12,16,13,18,16,15,17,14,14,15,13,16,16,13,12,17,2.0
23,5,23,30,5,23,5,25,6,24,7,23,6,0,30,0,30,0,30,0,30,0,30,0,24,5,30,0,12,13,15,19,11,10,13,16,18,14,20,11,14,15,13,16,14,12,14,14,18,10,12,16,18,10,0,30,0,0,30,12,15,14,16,13,14,30,0,30,0,30,15,14,16,13,0,14,0,30,16,12,0,30,6.0
23,5,23,30,5,23,5,25,6,24,7,23,6,0,30,0,30,0,30,0,30,0,30,0,24,5,30,0,6,8,21,27,4,2,7,22,26,20,28,3,8,21,7,22,8,4,8,20,26,2,6,22,26,2,8,23,6,6,22,18,11,20,12,19,10,22,7,24,6,22,10,18,10,18,6,18,7,22,11,18,6,23,3.0
16,13,14,30,12,15,14,16,13,15,14,14,14,0,30,0,30,0,30,0,30,0,30,0,16,12,30,0,12,14,15,21,10,8,13,16,20,14,22,9,14,15,13,16,14,10,14,14,20,8,12,16,20,8,4,25,2,4,25,8,21,10,22,9,20,24,3,26,3,26,20,8,20,8,4,8,4,24,21,8,2,26,2.0
28,3,26,30,2,27,4,26,2,26,2,26,3,0,30,0,30,0,30,0,30,0,30,0,27,2,30,0,19,20,10,21,9,8,20,11,20,9,22,9,19,9,19,9,21,10,20,9,20,8,19,10,20,8,0,30,0,0,30,13,14,15,15,14,13,30,0,30,0,30,14,15,15,14,0,15,0,30,15,13,0,30,3.0
26,5,24,30,4,25,6,24,4,24,4,24,5,0,30,0,30,0,30,0,30,0,30,0,25,4,30,0,19,20,10,21,9,8,20,11,20,9,22,9,19,9,19,9,21,10,20,9,20,8,19,10,20,8,0,30,0,0,30,14,13,16,14,15,12,30,0,30,0,30,13,16,14,15,0,16,0,30,14,14,0,30,2.0
26,2,26,30,2,26,2,28,3,27,4,26,3,0,30,0,30,0,30,0,30,0,30,0,27,2,30,0,5,7,22,18,13,11,6,23,17,21,19,12,7,22,6,23,7,13,7,21,17,11,5,23,17,11,0,30,0,0,30,5,24,7,25,6,23,30,0,30,0,30,23,5,23,5,0,5,0,30,24,5,0,30,3.0
11,17,11,17,17,11,17,13,18,12,19,11,18,11,17,11,17,11,17,12,19,12,18,13,12,17,18,11,0,0,30,20,9,7,0,30,19,30,21,8,0,30,0,30,0,9,0,30,21,8,0,30,20,9,23,8,21,21,7,2,27,4,28,3,26,7,22,9,21,7,26,2,26,2,21,2,22,7,27,2,21,8,1.0
30,0,30,30,0,30,0,30,0,30,0,30,0,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,6,8,23,30,0,0,7,24,30,22,30,0,6,22,6,22,8,0,7,22,30,0,6,23,30,0,7,21,6,8,22,18,10,18,10,18,10,21,7,22,7,23,11,20,12,19,8,20,8,21,11,18,6,22,2.0
18,11,16,30,10,17,12,18,11,17,12,16,12,0,30,0,30,0,30,0,30,0,30,0,18,10,30,0,17,21,9,23,8,6,19,11,22,8,24,7,19,8,18,9,21,8,20,8,22,6,18,10,22,6,9,21,7,8,20,15,14,17,15,16,13,20,8,22,8,21,13,15,13,15,8,15,9,20,14,15,7,21,4.0
28,3,26,30,2,27,4,26,2,26,2,26,3,0,30,0,30,0,30,0,30,0,30,0,27,2,30,0,9,12,17,21,9,8,11,19,20,15,22,9,11,16,10,17,13,10,12,15,20,8,9,18,20,8,0,30,0,0,30,8,21,10,22,9,20,30,0,30,0,30,20,8,20,8,0,8,0,30,21,8,0,30,3.0
0,30,0,28,30,0,30,0,30,0,30,0,30,0,29,1,30,0,29,1,29,0,28,0,0,30,29,0,22,23,6,25,5,4,23,7,24,5,26,5,23,5,23,6,24,6,24,5,24,4,22,6,24,4,0,30,0,0,30,18,10,20,11,19,9,30,0,30,0,30,10,19,10,18,0,19,0,30,11,18,0,30,1.0
29,0,29,30,0,29,0,30,0,30,1,29,0,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,7,9,20,18,13,11,8,21,17,19,19,12,9,20,8,21,9,13,9,19,17,11,7,21,17,11,0,30,0,0,30,3,26,5,27,4,25,30,0,30,0,30,25,3,25,3,0,3,0,30,26,3,0,30,3.0
25,6,23,30,5,24,7,23,5,23,5,23,6,0,30,0,30,0,30,0,30,0,30,0,24,5,30,0,8,10,19,24,7,5,9,20,23,18,25,6,10,19,9,20,10,7,10,18,23,5,8,20,23,5,7,23,5,6,22,16,13,18,14,17,12,22,6,24,6,23,12,16,12,16,6,16,7,22,13,16,5,23,5.0
23,5,23,30,5,23,5,25,6,24,7,23,6,0,30,0,30,0,30,0,30,0,30,0,24,5,30,0,6,8,21,20,11,9,7,22,19,20,21,10,8,21,7,22,8,11,8,20,19,9,6,22,19,9,12,18,10,11,17,13,16,15,17,14,15,17,11,19,11,18,15,13,15,13,11,13,12,17,16,13,10,18,1.0
4,24,4,13,24,4,24,6,25,5,26,4,25,13,14,15,15,14,13,15,15,14,14,15,5,24,15,13,0,0,30,21,9,5,0,30,19,30,23,7,0,30,0,30,0,9,0,30,21,6,0,30,20,7,20,11,18,18,10,5,24,7,25,6,23,10,19,12,18,10,23,5,23,5,18,5,19,10,24,5,18,11,1.0
14,14,14,30,14,14,14,16,15,15,16,14,15,0,30,0,30,0,30,0,30,0,30,0,15,14,30,0,16,17,13,18,12,11,17,14,17,12,19,12,16,12,16,12,18,13,17,12,17,11,16,13,17,11,7,22,5,7,22,11,18,13,19,12,17,21,6,23,6,23,17,11,17,11,7,11,7,21,18,11,5,23,7.0
30,0,30,30,0,30,0,30,0,30,0,30,0,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,0,1,30,30,0,0,0,30,30,29,30,0,0,29,0,29,1,0,0,29,30,0,0,30,30,0,6,23,4,6,23,13,15,13,15,13,15,22,5,24,5,24,16,15,17,14,6,15,6,22,16,13,4,24,1.0
18,11,16,30,10,17,12,18,11,17,12,16,12,0,30,0,30,0,30,0,30,0,30,0,18,10,30,0,13,15,14,23,8,6,14,15,22,13,24,7,15,14,14,15,15,8,15,13,22,6,13,15,22,6,0,30,0,0,30,21,6,23,7,22,5,30,0,30,0,30,6,23,7,22,0,23,0,30,7,21,0,30,2.0
19,12,17,30,11,18,13,17,11,17,11,17,12,0,30,0,30,0,30,0,30,0,30,0,18,11,30,0,17,20,9,27,3,2,19,11,26,7,28,3,19,8,18,9,21,4,20,7,26,2,17,10,26,2,0,30,0,0,30,22,7,24,8,23,6,30,0,30,0,30,6,22,6,22,0,22,0,30,7,22,0,30,4.0
22,9,20,26,8,21,10,20,8,20,8,20,9,2,27,4,28,3,26,3,26,2,26,2,21,8,27,2,21,22,8,23,7,6,22,9,22,7,24,7,21,7,21,7,23,8,22,7,22,6,21,8,22,6,0,30,0,0,30,13,14,15,15,14,13,30,0,30,0,30,14,15,15,14,0,15,0,30,15,13,0,30,1.0
26,5,24,30,4,25,6,24,4,24,4,24,5,0,30,0,30,0,30,0,30,0,30,0,25,4,30,0,19,20,10,21,9,8,20,11,20,9,22,9,19,9,19,9,21,10,20,9,20,8,19,10,20,8,0,30,0,0,30,11,18,13,19,12,17,30,0,30,0,30,17,11,17,11,0,11,0,30,18,11,0,30,6.0
