@relation 'Sax dominant'

@attribute o1atMff numeric
@attribute o1atLff numeric
@attribute o1atMgg numeric
@attribute o1atLgg numeric
@attribute o1atMee numeric
@attribute o1atLee numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMef numeric
@attribute o1atLef numeric
@attribute o1atMfg numeric
@attribute o1atLfg numeric
@attribute o1atMgf numeric
@attribute o1atLgf numeric
@attribute o1atMfe numeric
@attribute o1atLfe numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMgh numeric
@attribute o1atLgh numeric
@attribute o1atMhg numeric
@attribute o1atLhg numeric
@attribute o1atMii numeric
@attribute o1atLii numeric
@attribute o1atMhh numeric
@attribute o1atLhh numeric
@attribute o1atMih numeric
@attribute o1atLih numeric
@attribute o1atMaa numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMhi numeric
@attribute o1atLhi numeric
@attribute o1atMfh numeric
@attribute o1atLfh numeric
@attribute o1atMjj numeric
@attribute o1atLjj numeric
@attribute o1atMjk numeric
@attribute o1atLjk numeric
@attribute o1atMkj numeric
@attribute o1atLkj numeric
@attribute o1atLkk numeric
@attribute o1atMij numeric
@attribute o1atLij numeric
@attribute o1atMji numeric
@attribute o1atLji numeric
@attribute o1atMeg numeric
@attribute o1atLeg numeric
@attribute o1atMdf numeric
@attribute o1atLdf numeric
@attribute o1atMge numeric
@attribute o1atLge numeric
@attribute o2atMbb numeric
@attribute o2atLbb numeric
@attribute o2atMjj numeric
@attribute o2atLjj numeric
@attribute o2atLkk numeric
@attribute o2atMbc numeric
@attribute o2atLbc numeric
@attribute o2atMcd numeric
@attribute o2atLcd numeric
@attribute o2atMde numeric
@attribute o2atLde numeric
@attribute o2atMgh numeric
@attribute o2atLgh numeric
@attribute o2atMhi numeric
@attribute o2atLhi numeric
@attribute o2atMij numeric
@attribute o2atLij numeric
@attribute o2atMjk numeric
@attribute o2atLjk numeric
@attribute o2atMeg numeric
@attribute o2atLeg numeric
@attribute o2atMcc numeric
@attribute o2atLcc numeric
@attribute o2atMii numeric
@attribute o2atLii numeric
@attribute o2atMce numeric
@attribute o2atLce numeric
@attribute o2atMgj numeric
@attribute o2atLgj numeric
@attribute o2atMdc numeric
@attribute o2atLdc numeric
@attribute o2atMcb numeric
@attribute o2atLcb numeric
@attribute o2atMkj numeric
@attribute o2atLkj numeric
@attribute o2atMji numeric
@attribute o2atLji numeric
@attribute o2atMaa numeric
@attribute o2atMab numeric
@attribute o2atLab numeric
@attribute o2atMef numeric
@attribute o2atLef numeric
@attribute o2atMfg numeric
@attribute o2atLfg numeric
@attribute o2atMgi numeric
@attribute o2atLgi numeric
@attribute o2atMee numeric
@attribute o2atLee numeric
@attribute o2atMdd numeric
@attribute o2atLdd numeric
@attribute o2atMed numeric
@attribute o2atLed numeric
@attribute o2atMeh numeric
@attribute o2atLeh numeric
@attribute o2atMhk numeric
@attribute o2atLhk numeric
@attribute o2atMik numeric
@attribute o2atLik numeric
@attribute o2atMdg numeric
@attribute o2atLdg numeric
@attribute o2atMba numeric
@attribute o2atLba numeric
@attribute o2atMff numeric
@attribute o2atLff numeric
@attribute o2atMfe numeric
@attribute o2atLfe numeric
@attribute o2atMgg numeric
@attribute o2atLgg numeric
@attribute o2atMgf numeric
@attribute o2atLgf numeric
@attribute o2atMei numeric
@attribute o2atLei numeric
@attribute o2atMhj numeric
@attribute o2atLhj numeric
@attribute o2atMbd numeric
@attribute o2atLbd numeric
@attribute o2atMdh numeric
@attribute o2atLdh numeric
@attribute o2atMdf numeric
@attribute o2atLdf numeric
@attribute o2atMfh numeric
@attribute o2atLfh numeric
@attribute o2atMhh numeric
@attribute o2atLhh numeric
@attribute o2atMih numeric
@attribute o2atLih numeric
@attribute o2atMfi numeric
@attribute o2atLfi numeric
@attribute o2atMhg numeric
@attribute o2atLhg numeric
@attribute o2atMcf numeric
@attribute o2atLcf numeric
@attribute o2atMfj numeric
@attribute o2atLfj numeric
@attribute o2atMfd numeric
@attribute o2atLfd numeric
@attribute o2atMac numeric
@attribute o2atLac numeric
@attribute o3atLkk numeric
@attribute o3atMjj numeric
@attribute o3atLjj numeric
@attribute o3atMcc numeric
@attribute o3atLcc numeric
@attribute o3atMdd numeric
@attribute o3atLdd numeric
@attribute o3atMee numeric
@attribute o3atLee numeric
@attribute o3atMbc numeric
@attribute o3atLbc numeric
@attribute o3atMcd numeric
@attribute o3atLcd numeric
@attribute o3atMde numeric
@attribute o3atLde numeric
@attribute o3atMef numeric
@attribute o3atLef numeric
@attribute o3atMkj numeric
@attribute o3atLkj numeric
@attribute o3atMji numeric
@attribute o3atLji numeric
@attribute o3atMih numeric
@attribute o3atLih numeric
@attribute o3atMhg numeric
@attribute o3atLhg numeric
@attribute o3atMgf numeric
@attribute o3atLgf numeric
@attribute o3atMfe numeric
@attribute o3atLfe numeric
@attribute o3atMed numeric
@attribute o3atLed numeric
@attribute o3atMdc numeric
@attribute o3atLdc numeric
@attribute o3atMcb numeric
@attribute o3atLcb numeric
@attribute o3atMhh numeric
@attribute o3atLhh numeric
@attribute o3atMgg numeric
@attribute o3atLgg numeric
@attribute o3atMff numeric
@attribute o3atLff numeric
@attribute o3atMfg numeric
@attribute o3atLfg numeric
@attribute o3atMgh numeric
@attribute o3atLgh numeric
@attribute o3atMii numeric
@attribute o3atLii numeric
@attribute o3atMbd numeric
@attribute o3atLbd numeric
@attribute o3atMgi numeric
@attribute o3atLgi numeric
@attribute o3atMik numeric
@attribute o3atLik numeric
@attribute o3atMdg numeric
@attribute o3atLdg numeric
@attribute o3atMbb numeric
@attribute o3atLbb numeric
@attribute o3atMij numeric
@attribute o3atLij numeric
@attribute o3atMjk numeric
@attribute o3atLjk numeric
@attribute o3atMdf numeric
@attribute o3atLdf numeric
@attribute o3atMaa numeric
@attribute o3atMab numeric
@attribute o3atLab numeric
@attribute o3atMeg numeric
@attribute o3atLeg numeric
@attribute o3atMba numeric
@attribute o3atLba numeric
@attribute o3atMhj numeric
@attribute o3atLhj numeric
@attribute o3atMdh numeric
@attribute o3atLdh numeric
@attribute o3atMhi numeric
@attribute o3atLhi numeric
@attribute o3atMce numeric
@attribute o3atLce numeric
@attribute o3atMeh numeric
@attribute o3atLeh numeric
@attribute o3atMfi numeric
@attribute o3atLfi numeric
@attribute o3atMge numeric
@attribute o3atLge numeric
@attribute o3atMfh numeric
@attribute o3atLfh numeric
@attribute o3atMcf numeric
@attribute o3atLcf numeric
@attribute o3atMhk numeric
@attribute o3atLhk numeric
@attribute o3atMfd numeric
@attribute o3atLfd numeric
@attribute o3atMgj numeric
@attribute o3atLgj numeric
@attribute o3atMcg numeric
@attribute o3atLcg numeric
@attribute o3atMac numeric
@attribute o3atLac numeric
@attribute o3atMig numeric
@attribute o3atLig numeric
@attribute o3atMei numeric
@attribute o3atLei numeric
@attribute o3atMec numeric
@attribute o3atLec numeric
@attribute o3atMhf numeric
@attribute o3atLhf numeric
@attribute destClass {2,3,7,6,4,5,1}

@data
14,20,24,15,9,29,0,31,0,31,0,31,10,21,15,16,15,16,10,21,1,30,0,31,0,31,0,31,0,31,0,31,1,30,25,6,25,6,31,0,31,5,31,0,0,0,31,31,0,15,6,31,0,31,0,31,0,0,31,0,31,0,10,16,1,21,10,16,11,22,22,9,8,12,19,16,15,19,13,20,11,21,10,22,10,23,9,20,12,15,18,21,10,16,13,21,10,16,15,12,19,22,8,21,9,7,8,23,19,12,20,11,21,11,19,12,18,14,18,12,20,11,21,9,22,9,19,12,8,23,19,11,19,11,20,11,19,11,20,11,21,10,12,15,19,11,19,12,20,11,20,10,20,10,20,11,20,10,16,12,20,10,18,11,8,19,3,27,10,8,24,13,21,15,16,6,25,9,22,14,17,15,15,28,4,21,11,20,12,18,14,17,15,16,16,14,16,8,22,6,25,19,13,17,14,16,15,16,14,17,13,20,11,6,22,17,11,20,3,14,14,5,31,20,10,27,3,14,15,0,0,31,15,14,0,31,19,10,14,13,19,11,9,17,15,13,16,11,16,15,16,13,9,15,19,3,14,16,17,10,9,14,0,25,18,12,15,11,9,17,17,14,3
22,10,31,7,20,12,18,15,15,31,0,31,20,10,23,8,23,8,21,11,19,13,16,16,0,31,0,31,15,15,0,31,18,12,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,23,0,31,0,31,0,31,0,0,31,0,31,0,20,8,18,10,21,8,10,22,28,2,2,11,20,15,16,25,6,27,3,28,3,28,3,29,2,27,4,14,19,28,3,16,7,28,3,15,15,11,20,28,2,28,2,7,8,23,27,4,27,3,28,3,27,5,23,14,24,6,27,4,28,3,29,3,25,4,8,23,27,3,27,3,27,3,27,3,28,4,28,3,11,16,25,4,25,4,27,3,27,3,27,3,28,3,27,3,16,4,28,3,24,3,8,20,8,22,13,0,31,0,31,0,31,0,31,0,31,0,31,0,31,23,9,18,14,12,20,7,25,0,31,0,31,0,31,0,31,0,31,11,24,6,31,0,31,0,31,6,24,17,19,0,31,6,19,17,8,0,31,0,31,17,13,22,8,0,31,0,0,31,0,31,0,31,11,13,0,24,11,19,0,31,0,24,0,19,0,31,0,24,0,31,11,8,0,31,6,13,0,31,0,31,7,20,0,19,0,31,0,25,5
29,12,31,1,16,22,8,27,3,31,0,31,17,13,29,1,30,2,18,14,9,23,4,28,0,31,0,31,3,27,0,31,8,22,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,29,0,31,0,31,0,31,0,0,31,0,31,0,17,1,8,13,18,2,13,19,19,12,11,14,17,16,15,17,14,18,13,18,12,19,12,20,12,18,14,16,16,18,12,17,15,19,13,16,14,14,17,19,11,18,12,10,11,20,17,14,18,13,18,13,17,14,16,14,16,14,18,13,19,12,19,12,17,14,11,20,17,13,17,13,18,13,17,13,18,13,19,12,14,15,17,13,17,14,18,13,18,12,18,12,18,13,18,12,17,14,18,13,16,13,11,17,0,30,6,0,31,0,31,7,31,0,31,0,31,0,31,9,22,31,1,25,7,22,10,20,12,19,13,9,22,0,31,0,31,0,31,21,11,19,12,18,20,18,12,19,11,24,9,0,31,19,9,24,0,0,12,0,31,24,6,30,0,0,22,0,0,31,9,12,0,31,21,6,0,11,21,9,0,31,9,11,18,9,9,13,18,11,0,22,21,0,0,22,19,6,0,12,0,31,20,10,9,9,0,31,19,12,6
31,6,31,0,23,11,19,15,15,31,0,31,24,7,31,0,31,0,24,7,20,12,16,16,0,31,0,31,15,15,0,31,19,11,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,31,0,24,0,19,7,24,0,5,31,31,0,0,6,25,12,20,20,11,30,1,31,0,31,0,31,0,27,1,10,24,31,0,12,11,31,0,11,19,6,25,31,0,31,0,0,0,31,26,4,30,1,31,1,25,9,19,18,20,10,27,1,31,0,31,0,21,2,0,31,29,3,26,4,30,1,29,1,27,1,31,0,6,20,21,1,20,5,30,1,30,0,30,0,30,1,30,0,12,5,30,0,20,4,0,25,12,18,14,0,31,0,31,6,31,0,31,0,31,0,31,7,24,19,13,17,15,15,17,13,19,11,21,7,24,0,31,0,31,0,31,14,18,12,20,10,23,10,20,12,18,16,16,0,31,12,16,16,12,0,20,0,31,16,14,18,12,0,24,0,0,31,7,20,0,31,14,14,0,18,14,16,0,31,7,18,10,16,7,21,10,18,0,24,14,12,0,24,12,14,0,20,0,31,13,17,7,16,0,31,11,19,4
16,16,20,13,13,19,10,23,7,25,5,31,14,17,17,14,17,14,14,17,11,20,7,23,5,25,6,26,8,24,0,31,11,20,21,10,21,10,31,0,31,9,31,0,0,0,31,31,0,17,10,31,0,31,0,31,0,0,31,0,31,0,14,14,11,17,14,14,4,28,23,7,7,5,26,11,20,15,16,22,8,23,8,23,8,24,7,22,9,9,25,23,8,11,16,23,8,11,20,5,26,23,7,23,7,1,2,29,22,9,22,9,23,8,21,14,14,18,15,15,22,9,23,8,24,8,16,9,2,29,22,9,21,9,22,8,22,8,22,9,23,8,5,20,16,9,16,10,22,9,22,8,22,8,23,9,22,8,11,10,23,8,15,9,2,26,1,29,2,0,31,15,31,21,14,0,31,0,31,16,15,21,9,30,2,29,3,27,5,26,6,24,8,22,10,16,15,0,31,0,31,26,5,25,7,23,9,23,7,25,5,28,4,0,31,25,4,28,1,16,7,0,31,28,2,29,1,16,9,0,0,31,21,7,0,31,26,2,16,5,26,4,0,15,21,5,23,4,22,8,23,5,0,9,26,1,16,10,25,2,0,7,0,31,26,5,21,4,0,15,24,6,1
31,0,31,0,31,0,29,12,17,31,0,31,31,0,31,0,31,0,31,0,30,1,18,13,0,31,0,31,18,13,0,31,30,1,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,31,0,31,0,30,0,31,0,6,31,24,6,6,7,24,10,20,17,14,23,8,24,7,24,7,25,6,23,9,10,23,24,7,11,15,24,7,11,20,7,24,24,6,24,6,0,0,31,22,9,23,8,24,8,22,13,15,19,16,14,23,8,24,7,25,7,17,9,0,31,22,8,22,8,23,8,22,8,23,8,24,7,7,20,17,8,17,9,23,8,23,7,23,7,23,8,23,7,11,9,23,7,16,8,0,24,9,21,12,0,31,4,31,10,25,0,31,0,31,5,26,11,20,22,10,19,13,17,15,15,17,14,18,11,20,5,26,0,31,0,31,16,16,14,17,13,19,13,17,14,16,18,14,0,31,14,14,18,9,5,17,0,31,18,12,21,9,5,20,0,0,31,11,17,0,31,16,12,5,16,16,14,0,26,11,16,13,14,11,18,13,16,0,20,16,9,5,20,14,12,0,17,0,31,15,15,11,14,0,26,14,17,7
4,29,7,25,1,31,0,31,0,31,0,31,2,30,5,26,5,26,1,29,0,31,0,31,0,31,0,31,0,31,0,31,0,31,8,23,8,23,13,20,9,22,10,21,0,0,31,10,21,5,23,31,16,31,0,31,0,0,14,17,14,17,2,26,0,30,1,26,2,31,25,7,4,2,28,6,24,11,19,19,11,21,9,23,8,26,5,16,13,6,28,22,9,6,19,20,8,7,25,3,29,26,5,23,8,0,0,31,15,15,18,12,20,10,15,18,10,24,12,20,16,11,21,5,23,5,11,13,0,31,17,14,16,15,19,12,18,13,16,10,21,8,2,24,11,11,11,15,18,11,20,10,21,10,18,10,20,11,6,15,18,8,12,15,0,28,0,31,0,25,13,27,5,29,3,18,14,26,6,28,4,30,2,31,0,31,0,31,0,30,0,30,0,29,1,27,3,25,5,17,13,31,0,30,0,30,1,30,1,31,0,31,0,18,6,31,0,31,0,28,1,17,21,31,0,31,0,28,2,8,9,22,30,1,9,22,31,0,28,1,31,0,26,4,30,1,31,0,29,0,31,1,26,2,31,0,27,1,31,0,26,1,9,14,30,0,30,0,25,3,30,0,1
31,4,31,0,25,8,22,12,18,31,0,31,26,5,31,0,31,0,26,5,23,9,19,13,0,31,0,31,18,12,0,31,22,8,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,31,0,26,0,22,5,26,0,4,31,29,1,1,5,26,10,22,27,4,28,2,29,2,29,2,30,1,28,3,8,25,29,2,10,4,29,2,9,21,5,26,29,1,29,1,0,0,31,28,3,28,3,29,2,27,3,27,20,27,3,28,3,29,2,30,2,28,3,0,31,28,3,27,3,28,2,28,2,28,3,29,2,5,22,28,3,28,4,28,3,28,2,28,2,29,3,28,2,10,4,29,2,27,3,0,26,10,20,14,0,31,0,31,0,31,0,31,0,31,0,31,2,29,21,11,17,15,15,17,13,19,10,21,2,29,0,31,0,31,0,31,14,18,12,20,9,27,10,21,12,18,16,16,0,31,12,16,16,10,0,21,0,31,16,14,20,10,0,29,0,0,31,2,21,0,31,14,14,0,18,14,16,0,31,2,18,10,16,2,21,10,18,0,29,14,10,0,29,12,14,0,21,0,31,13,17,2,16,0,31,10,19,4
30,4,31,0,26,8,21,14,15,31,0,31,27,5,31,1,30,0,26,4,22,9,16,15,0,31,0,31,16,15,0,31,22,9,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,31,0,27,1,22,5,26,0,8,24,21,9,9,9,22,11,19,14,16,21,10,21,10,21,9,22,9,15,11,11,21,21,9,12,17,21,10,12,19,9,22,21,9,21,9,5,6,25,15,15,20,10,21,10,15,16,13,18,14,17,16,11,22,10,22,9,14,11,6,25,20,14,16,15,20,10,20,10,16,10,21,10,9,19,14,11,14,15,21,10,21,10,21,9,21,10,20,10,12,15,21,10,14,15,6,22,2,28,5,0,31,0,31,6,31,0,31,0,31,0,31,7,24,29,3,26,6,23,9,20,11,15,16,7,24,0,31,0,31,0,31,22,10,19,15,14,23,15,16,20,11,25,8,0,31,20,8,25,2,0,16,0,31,25,5,28,2,0,24,0,0,31,7,16,0,31,22,5,0,11,22,8,0,31,7,11,15,8,7,16,15,11,0,24,22,2,0,24,20,5,0,16,0,31,20,9,7,8,0,31,15,11,5
31,0,31,0,31,4,26,25,4,31,0,31,31,0,31,0,31,0,31,0,27,5,5,26,0,31,0,31,5,26,0,31,26,4,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,31,0,31,0,26,0,31,0,7,27,18,13,11,7,23,11,19,16,15,17,14,17,13,18,13,19,12,17,14,10,22,17,13,11,15,18,14,11,20,8,23,19,12,17,13,2,3,28,16,14,17,14,17,14,16,14,16,19,16,14,17,14,18,12,18,12,17,15,3,28,16,14,16,14,17,14,16,14,17,14,18,13,8,20,17,14,16,15,17,14,17,13,17,13,17,14,17,13,11,15,17,14,16,14,3,23,0,31,3,0,31,12,31,16,18,0,31,0,31,12,18,16,14,31,0,28,4,24,8,21,11,19,13,17,15,13,19,0,31,0,31,23,10,20,12,18,14,18,12,20,10,27,7,0,31,20,7,27,0,12,12,0,31,27,3,31,0,12,14,0,0,31,16,12,0,31,23,3,12,10,23,7,0,18,16,10,18,7,17,13,18,10,0,14,23,0,13,15,20,3,0,12,0,31,21,8,16,7,0,19,19,11,6
25,7,27,5,23,10,20,15,15,31,0,31,23,7,25,5,26,6,24,8,21,11,16,16,0,31,0,31,15,15,0,31,20,10,27,3,28,4,31,0,31,3,31,0,0,0,31,31,0,25,3,31,0,31,0,31,0,0,31,0,31,0,23,5,20,7,24,6,8,31,28,3,2,9,22,17,14,26,5,27,4,27,3,28,3,29,3,27,5,16,21,27,3,18,6,28,4,17,13,9,22,28,2,27,3,0,0,31,26,5,27,4,27,4,26,5,25,12,25,5,27,4,28,3,28,3,26,5,0,31,26,4,26,4,27,4,26,4,27,4,28,3,9,14,26,4,26,5,27,4,27,3,27,3,27,4,27,3,18,5,27,4,25,4,0,22,6,24,8,0,31,0,31,0,31,0,31,0,31,0,31,0,31,25,7,23,9,20,11,19,12,9,22,0,31,0,31,0,31,0,31,19,11,18,21,8,31,9,22,18,12,22,10,0,31,19,11,22,6,0,22,0,31,22,8,24,6,0,31,0,0,31,0,22,0,31,20,8,0,12,20,10,0,31,0,12,9,11,0,22,9,12,0,31,20,6,0,31,19,8,0,22,0,31,19,11,0,11,0,31,9,12,4
31,1,31,0,29,4,26,16,13,31,0,31,29,1,31,0,31,0,30,2,27,5,14,17,0,31,0,31,14,17,0,31,26,4,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,31,0,29,0,26,1,30,0,11,21,20,10,10,12,19,15,15,18,12,19,11,20,11,20,11,21,10,19,12,15,18,20,11,15,13,20,11,16,15,12,19,20,10,20,10,8,9,22,19,12,19,12,20,11,18,12,18,14,18,12,19,12,20,11,21,11,19,12,9,22,19,12,18,12,19,11,19,11,19,12,20,11,12,15,19,12,19,12,19,12,19,11,19,11,20,12,19,11,16,13,20,11,18,12,9,19,0,30,5,0,31,0,31,0,31,0,31,0,31,0,31,0,31,31,1,26,6,20,12,9,23,1,30,0,31,0,31,0,31,0,31,19,21,7,29,0,31,1,30,8,22,25,11,0,31,8,11,25,0,0,30,0,31,25,5,30,0,0,31,0,0,31,0,30,0,31,19,5,0,22,19,11,0,31,0,22,1,11,0,30,1,22,0,31,19,0,0,31,8,5,0,30,0,31,9,12,0,11,0,31,1,23,5
31,0,31,0,31,4,25,24,6,31,0,31,31,0,31,0,31,0,31,0,26,5,7,25,0,31,0,31,6,24,0,31,26,5,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,31,0,31,0,26,0,31,0,10,23,19,12,11,11,20,16,16,16,15,17,14,18,13,19,13,20,12,17,14,15,19,18,13,16,15,18,13,15,15,11,20,19,11,18,12,6,7,24,16,14,17,14,18,14,16,14,16,15,16,14,17,14,18,12,19,12,17,15,7,24,16,14,16,14,17,14,16,14,17,14,18,13,11,16,17,14,16,15,17,14,17,13,17,13,17,14,17,13,16,15,17,13,16,14,7,20,4,26,8,3,31,6,26,8,23,0,31,4,27,7,24,9,22,27,5,23,9,21,11,19,12,12,19,9,22,7,24,4,27,0,31,20,11,18,18,11,21,12,19,19,12,22,10,0,27,19,10,22,4,7,19,0,31,22,8,26,4,7,22,0,0,31,9,19,0,31,20,8,7,12,20,10,4,24,9,12,12,10,9,19,12,12,4,22,20,4,7,22,19,8,4,19,0,31,19,11,9,10,4,24,12,12,4
31,0,31,0,29,11,18,20,9,31,0,31,30,1,31,0,31,0,30,1,19,12,10,21,0,31,0,31,10,21,0,31,19,12,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,31,0,30,0,19,1,30,0,6,28,24,6,6,7,24,11,20,14,16,23,8,24,7,24,7,25,6,23,8,10,23,24,7,11,16,24,7,11,20,7,24,24,6,24,6,1,2,29,22,8,23,8,24,8,22,15,14,19,15,16,23,8,24,7,25,7,15,9,2,29,22,8,22,8,23,8,22,8,23,8,24,7,7,20,15,8,14,9,23,8,23,7,23,7,23,8,23,7,11,9,23,7,15,8,2,24,6,24,8,0,31,7,31,16,22,0,31,0,31,8,23,17,14,25,7,23,9,22,10,21,11,19,13,17,14,8,23,0,31,0,31,21,10,20,12,18,13,18,12,20,10,22,9,0,31,20,9,22,6,8,12,0,31,22,8,24,6,8,14,0,0,31,17,12,0,31,21,8,8,10,21,9,0,23,17,10,18,9,17,13,18,10,0,14,21,6,8,14,20,8,0,12,0,31,21,10,17,9,0,23,19,11,3
31,0,31,0,31,0,31,15,15,31,0,31,31,0,31,0,31,0,31,0,31,0,15,15,0,31,0,31,16,16,0,31,31,0,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,31,0,31,0,31,0,31,0,5,31,19,12,11,6,25,11,20,15,17,17,15,18,14,19,13,20,12,16,16,10,24,18,13,11,17,17,13,11,20,6,25,19,11,18,12,0,0,31,15,16,16,15,17,14,15,16,14,19,14,16,16,15,18,12,19,12,15,16,0,31,15,15,15,15,16,15,15,15,16,14,18,13,6,20,15,15,15,16,16,15,17,14,17,13,16,14,16,14,11,16,16,13,14,15,0,25,4,26,8,4,31,14,25,16,15,0,31,5,26,15,16,16,14,27,5,23,9,21,11,19,13,18,14,17,15,15,16,5,26,0,31,20,12,18,13,17,14,17,13,18,12,22,10,0,26,18,10,22,4,15,13,0,31,22,8,26,4,15,14,0,0,31,16,13,0,31,20,8,15,12,20,10,5,16,16,12,17,10,17,14,17,12,5,14,20,4,15,15,18,8,5,13,0,31,19,11,16,10,5,16,18,13,1
31,3,31,0,27,7,22,16,13,31,0,31,27,3,31,0,31,0,28,4,23,8,14,17,0,31,0,31,14,17,0,31,23,8,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,31,0,27,0,23,3,28,0,8,26,25,5,5,8,22,11,19,13,17,24,6,25,6,25,6,26,5,24,7,10,21,25,6,11,17,25,6,11,20,9,22,25,5,25,5,3,4,27,24,7,24,7,25,6,23,16,13,19,14,17,24,7,25,6,26,6,14,7,4,27,24,7,23,7,24,6,24,6,24,7,25,6,9,20,14,7,14,8,24,7,24,6,24,6,25,7,24,6,11,8,25,6,14,7,4,22,8,22,10,0,31,4,31,10,25,0,31,0,31,5,26,11,20,23,9,21,11,19,13,17,14,14,17,11,20,5,26,0,31,0,31,18,13,16,16,13,19,14,17,17,14,20,12,0,31,17,12,20,8,5,17,0,31,20,10,22,8,5,20,0,0,31,11,17,0,31,18,10,5,14,18,12,0,26,11,14,14,12,11,17,14,14,0,20,18,8,5,20,17,10,0,17,0,31,17,13,11,12,0,26,14,14,2
31,1,31,0,29,6,23,12,17,23,6,31,29,1,31,0,31,0,30,2,24,7,18,13,7,24,7,24,18,13,0,31,24,7,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,31,0,31,0,31,0,31,0,0,31,0,31,0,29,0,24,1,30,0,4,31,23,8,7,5,26,9,22,12,19,22,9,22,8,23,8,24,8,22,10,8,25,22,8,9,19,23,9,9,22,5,26,23,7,22,8,0,0,31,21,10,22,9,22,9,21,18,11,21,12,19,22,9,23,8,23,8,12,10,0,31,21,9,21,9,22,9,21,9,22,9,23,8,5,22,12,9,12,10,22,9,22,8,22,8,22,9,22,8,9,10,22,9,12,9,0,26,5,25,7,0,31,0,31,9,31,0,31,0,31,0,31,10,21,26,6,24,8,22,10,21,11,16,15,10,21,0,31,0,31,0,31,21,10,20,14,15,20,16,15,20,10,23,9,0,31,20,9,23,5,0,15,0,31,23,7,25,5,0,21,0,0,31,10,15,0,31,21,7,0,10,21,9,0,31,10,10,16,9,10,15,16,10,0,21,21,5,0,21,20,7,0,15,0,31,21,10,10,9,0,31,16,11,2
26,12,31,3,17,19,9,30,0,31,0,31,18,13,27,4,27,4,18,13,11,21,1,31,0,31,0,31,0,30,0,31,10,20,31,0,31,0,31,0,31,0,31,0,0,0,31,31,0,27,0,31,0,31,0,31,0,0,31,0,31,0,18,4,10,13,18,4,15,21,22,8,7,16,15,20,12,20,11,21,10,22,9,22,9,23,7,21,10,19,14,22,9,20,11,22,9,19,11,16,15,23,8,22,8,8,9,22,20,10,21,10,22,10,20,10,20,11,20,10,21,10,22,8,23,8,21,11,9,22,20,10,20,10,21,10,20,10,21,10,22,9,16,12,21,10,20,11,21,10,21,9,21,9,21,10,21,9,20,11,21,9,20,10,9,15,2,27,10,0,31,0,31,5,31,0,31,0,31,0,31,6,25,28,3,21,11,18,14,16,16,12,19,6,25,0,31,0,31,0,31,17,15,15,17,10,24,12,19,15,15,20,13,0,31,15,13,20,3,0,19,0,31,20,10,28,3,0,25,0,0,31,6,19,0,31,17,10,0,15,17,13,0,31,6,15,12,13,6,19,12,15,0,25,17,3,0,25,15,10,0,19,0,31,16,14,6,13,0,31,12,16,6
