@relation 'Sax dominant'

@attribute o1atMaaa numeric
@attribute o1atMabd numeric
@attribute o1atLabd numeric
@attribute o1atMbde numeric
@attribute o1atLbde numeric
@attribute o1atMeec numeric
@attribute o1atLeec numeric
@attribute o1atMeca numeric
@attribute o1atLeca numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atLeee numeric
@attribute o1atMaae numeric
@attribute o1atLaae numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMadd numeric
@attribute o1atLadd numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMddb numeric
@attribute o1atLddb numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbdd numeric
@attribute o1atLbdd numeric
@attribute o1atMdbc numeric
@attribute o1atLdbc numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMdbb numeric
@attribute o1atLdbb numeric
@attribute o1atMbbd numeric
@attribute o1atLbbd numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMcdb numeric
@attribute o1atLcdb numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMcee numeric
@attribute o1atLcee numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMeeb numeric
@attribute o1atLeeb numeric
@attribute o1atMcce numeric
@attribute o1atLcce numeric
@attribute o1atMebb numeric
@attribute o1atLebb numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMdcb numeric
@attribute o1atLdcb numeric
@attribute o1atMbbe numeric
@attribute o1atLbbe numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMded numeric
@attribute o1atLded numeric
@attribute o1atMedb numeric
@attribute o1atLedb numeric
@attribute o1atMcde numeric
@attribute o1atLcde numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMbee numeric
@attribute o1atLbee numeric
@attribute o1atMeda numeric
@attribute o1atLeda numeric
@attribute o1atMdca numeric
@attribute o1atLdca numeric
@attribute o1atMabe numeric
@attribute o1atLabe numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMdaa numeric
@attribute o1atLdaa numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMace numeric
@attribute o1atLace numeric
@attribute o1atMdda numeric
@attribute o1atLdda numeric
@attribute o1atMacd numeric
@attribute o1atLacd numeric
@attribute o1atMdeb numeric
@attribute o1atLdeb numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMebc numeric
@attribute o1atLebc numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMbad numeric
@attribute o1atLbad numeric
@attribute o1atMecb numeric
@attribute o1atLecb numeric
@attribute o1atMcca numeric
@attribute o1atLcca numeric
@attribute o1atMade numeric
@attribute o1atLade numeric
@attribute o1atMaad numeric
@attribute o1atLaad numeric
@attribute o1atMdba numeric
@attribute o1atLdba numeric
@attribute o1atMeba numeric
@attribute o1atLeba numeric
@attribute o1atMaee numeric
@attribute o1atLaee numeric
@attribute o1atMedc numeric
@attribute o1atLedc numeric
@attribute o1atMbce numeric
@attribute o1atLbce numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMcec numeric
@attribute o1atLcec numeric
@attribute o1atMecc numeric
@attribute o1atLecc numeric
@attribute o1atMced numeric
@attribute o1atLced numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMeea numeric
@attribute o1atLeea numeric
@attribute o1atMeaa numeric
@attribute o1atLeaa numeric
@attribute o1atMbac numeric
@attribute o1atLbac numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMdec numeric
@attribute o1atLdec numeric
@attribute o1atMceb numeric
@attribute o1atLceb numeric
@attribute o1atMede numeric
@attribute o1atLede numeric
@attribute o1atMbed numeric
@attribute o1atLbed numeric
@attribute o1atMbdc numeric
@attribute o1atLbdc numeric
@attribute o1atMbae numeric
@attribute o1atLbae numeric
@attribute o1atMdce numeric
@attribute o1atLdce numeric
@attribute o1atMcbe numeric
@attribute o1atLcbe numeric
@attribute o1atMbec numeric
@attribute o1atLbec numeric
@attribute o1atMcda numeric
@attribute o1atLcda numeric
@attribute o1atMecd numeric
@attribute o1atLecd numeric
@attribute o1atMdea numeric
@attribute o1atLdea numeric
@attribute o1atMeab numeric
@attribute o1atLeab numeric
@attribute o1atMdab numeric
@attribute o1atLdab numeric
@attribute o1atMaed numeric
@attribute o1atLaed numeric
@attribute o1atMadc numeric
@attribute o1atLadc numeric
@attribute destClass {1.0,-1.0}

@data
0,0,45,47,1,49,0,0,0,0,47,45,45,0,94,0,48,45,46,44,46,0,47,0,93,0,0,1,94,0,1,43,50,42,46,42,44,93,47,42,46,42,94,1,93,40,47,43,45,44,45,44,0,47,44,44,44,47,45,47,50,0,44,47,46,0,47,1,45,0,0,94,46,44,49,41,45,43,45,1,47,42,93,0,46,0,50,1,49,40,47,0,0,0,0,43,0,1,93,0,0,44,0,48,0,1,0,42,0,45,46,0,45,45,46,0,0,93,0,44,45,0,0,46,1,1,0,45,0,44,0,0,1,0,49,0,46,1,0,94,0,93,45,0,47,0,50,0,93,0,0,0,0,0,0,47,45,43,49,0,44,0,94,0,47,0,45,43,0,1,49,1,45,1,45,0,0,44,49,0,0,0,0,0,0,44,1,0,0,44,1.0
32,35,53,39,0,39,0,36,0,34,55,35,51,33,58,33,54,34,52,35,52,34,54,33,57,0,35,1,94,0,36,52,39,50,38,52,34,53,38,51,36,51,94,0,93,50,37,50,36,52,36,51,33,53,35,52,34,53,34,52,40,0,35,52,38,0,38,0,36,0,33,55,36,51,39,51,37,52,37,0,37,51,93,0,38,0,40,0,39,50,39,0,36,0,36,53,36,0,93,0,34,54,33,56,36,0,36,52,35,52,38,0,35,51,36,0,33,55,35,51,37,0,34,53,37,0,34,55,35,54,35,0,37,0,39,0,37,0,32,57,34,53,35,0,37,0,39,0,93,0,36,0,34,0,34,52,35,51,39,0,35,0,94,0,38,0,34,52,36,0,40,0,38,0,34,0,34,52,39,0,36,0,35,0,35,52,36,0,33,53,1.0
32,35,47,40,0,46,0,36,0,34,54,42,50,33,58,34,53,36,51,37,52,35,54,34,57,0,35,1,94,0,36,45,46,44,39,45,35,53,39,45,38,45,94,0,93,43,44,44,37,46,37,45,34,52,37,46,35,53,36,51,47,0,36,52,39,0,45,0,37,0,33,55,38,45,46,44,38,46,38,0,44,45,93,0,39,0,47,0,46,43,40,0,36,0,36,46,36,0,93,0,34,47,34,55,37,0,36,45,36,46,39,0,37,50,38,0,34,55,36,45,38,0,35,52,37,0,34,48,36,47,36,0,37,0,46,0,39,0,32,57,35,53,42,0,44,0,46,0,93,0,36,0,34,0,36,51,42,45,46,0,37,0,94,0,39,0,36,46,37,0,47,0,39,0,36,0,35,46,46,0,36,0,35,0,35,46,36,0,34,46,1.0
0,0,34,52,29,60,28,0,30,0,41,56,39,0,94,0,42,51,40,50,40,0,41,0,93,26,0,31,64,27,0,32,57,31,51,31,50,93,51,31,52,31,61,27,59,29,57,32,51,33,51,33,0,41,50,33,50,41,51,41,61,28,50,41,52,28,58,29,51,30,0,94,51,33,58,30,51,32,51,30,58,31,59,29,52,30,59,29,59,29,53,28,0,30,0,32,0,31,63,28,0,33,0,42,0,31,0,31,0,34,51,29,51,39,52,29,0,93,0,33,51,30,0,40,0,30,0,34,0,33,0,30,1,29,60,29,52,30,0,94,0,93,56,30,58,29,57,30,61,28,0,28,0,30,0,41,56,32,58,29,50,30,63,26,51,30,51,32,0,30,60,27,51,29,51,30,0,33,59,28,0,29,0,30,0,33,0,31,0,33,1.0
0,1,54,38,7,40,6,0,7,0,55,36,51,0,94,1,56,35,53,35,53,0,55,0,93,6,0,9,86,6,1,51,38,50,36,51,34,93,36,51,36,50,85,6,83,49,37,50,35,53,35,54,1,53,35,52,34,55,35,56,41,6,35,55,38,7,39,6,36,8,1,94,36,52,38,50,36,52,37,9,37,50,83,6,37,7,40,6,38,49,39,7,0,7,0,52,1,9,85,6,0,53,0,56,1,7,0,51,1,52,36,7,36,51,37,6,0,93,0,54,37,7,0,53,1,7,0,54,0,53,0,8,1,7,39,6,38,7,0,94,0,93,36,6,38,6,38,6,84,6,0,7,0,8,0,56,36,51,38,6,35,7,86,6,36,7,35,52,0,9,40,6,38,6,35,7,0,52,39,6,0,7,0,8,0,53,1,7,1,52,1.0
18,22,14,26,12,79,11,22,12,20,68,77,64,20,72,21,68,23,66,24,65,21,67,19,71,10,21,13,82,11,22,13,79,12,24,13,21,67,25,13,24,13,81,12,79,12,78,12,23,13,23,13,21,66,24,13,21,67,22,66,80,11,23,65,25,11,79,12,23,11,20,69,24,13,77,13,24,13,24,12,77,13,79,11,25,11,80,12,78,12,26,11,22,11,21,14,23,12,81,10,20,14,20,69,23,12,21,13,22,13,24,12,24,64,24,11,19,69,21,13,25,11,21,66,23,12,20,15,21,14,21,12,23,11,78,11,25,12,18,71,21,67,77,12,78,11,79,11,80,10,22,11,20,12,21,66,77,13,77,12,24,12,82,10,25,11,23,14,22,12,79,12,26,12,23,12,21,13,79,10,21,12,22,11,22,13,22,11,21,14,1.0
30,32,56,35,6,37,6,33,7,31,59,33,55,30,60,32,57,32,55,31,55,31,57,30,59,5,33,8,87,5,33,54,35,54,33,53,30,55,33,54,34,53,86,5,84,52,34,54,32,53,32,54,32,57,31,55,30,55,32,55,38,6,31,55,34,6,36,6,32,6,30,57,33,54,36,53,33,53,33,6,35,53,84,6,34,6,37,6,36,52,35,6,34,7,33,55,33,7,86,6,32,56,32,60,35,7,33,54,33,56,33,6,33,55,34,6,30,57,32,54,33,6,31,57,35,6,32,57,32,55,32,7,35,6,37,6,35,6,30,59,30,55,33,7,35,6,35,7,85,6,34,6,32,7,32,55,33,55,36,6,31,7,87,5,33,7,32,55,33,6,38,5,34,6,32,7,31,56,36,6,33,6,32,6,32,53,33,7,32,55,1.0
0,1,48,45,5,46,5,0,6,0,48,42,44,0,94,1,49,41,46,42,46,0,48,0,93,4,0,7,88,4,1,45,44,43,44,45,41,93,43,45,43,44,87,4,85,43,43,43,43,47,42,48,1,46,42,45,41,48,41,49,47,4,42,48,45,5,45,4,43,6,1,94,42,45,45,44,44,46,44,7,44,44,85,5,45,6,46,4,45,43,46,5,0,6,0,46,1,7,87,5,0,47,0,49,1,5,0,45,1,45,44,5,42,44,43,5,0,93,0,48,44,6,0,46,1,5,0,48,0,47,0,6,1,5,46,5,44,5,0,94,0,93,42,5,44,5,44,5,86,5,0,5,0,6,0,49,42,44,45,5,42,5,88,4,43,6,41,46,0,7,47,4,45,4,41,6,0,45,45,5,0,5,0,6,0,47,1,6,1,46,-1.0
0,0,41,52,2,53,0,0,1,0,42,48,38,0,94,0,43,47,40,48,40,0,42,0,93,0,0,3,92,1,1,38,53,35,49,38,47,93,52,37,48,38,91,2,89,35,50,36,48,41,49,40,0,41,48,38,47,42,47,42,53,1,48,42,51,1,50,3,49,2,0,94,49,38,51,37,49,40,49,3,49,38,89,1,50,1,53,2,51,36,52,1,0,1,0,40,0,3,91,0,0,41,0,43,0,3,0,38,0,39,49,2,48,38,49,0,0,93,0,40,50,1,0,40,1,2,0,41,0,41,0,2,1,1,52,0,49,3,0,94,0,93,48,1,50,0,53,1,90,0,0,1,0,2,0,42,48,37,51,1,48,2,92,0,52,1,47,39,0,3,52,3,50,3,47,1,0,38,52,0,0,2,0,2,0,41,1,1,0,40,1.0
30,34,55,38,0,38,0,34,0,32,56,34,52,32,60,32,56,33,54,34,53,32,55,31,59,0,33,1,94,0,34,53,38,51,37,53,33,55,37,53,35,52,94,0,93,51,36,51,35,53,35,53,32,54,34,53,33,55,33,54,39,0,34,53,37,0,37,0,35,0,32,57,35,53,38,52,36,53,36,0,36,52,93,0,37,0,39,0,38,51,38,0,34,0,34,54,35,0,93,0,32,55,32,57,35,0,34,53,34,53,37,0,34,52,35,0,31,57,33,53,36,0,32,54,35,0,32,56,33,55,33,0,35,0,38,0,36,0,30,59,33,55,34,0,36,0,38,0,93,0,34,0,32,0,33,54,34,52,38,0,34,0,94,0,37,0,33,54,34,0,39,0,37,0,33,0,32,53,38,0,34,0,34,0,34,53,34,0,32,54,1.0
17,21,14,25,12,79,11,21,12,19,69,77,65,19,73,20,69,22,67,23,66,20,68,18,72,10,20,13,82,11,21,13,79,12,23,13,20,68,24,13,23,13,81,12,79,12,78,12,22,13,22,13,20,67,23,13,20,68,21,67,80,11,22,66,24,11,79,12,22,11,19,70,23,13,77,13,23,13,23,12,77,13,79,11,24,11,80,12,78,12,25,11,21,11,20,14,22,12,81,10,19,14,19,70,22,12,20,13,21,13,23,12,23,65,23,11,18,70,20,13,24,11,20,67,22,12,19,15,20,14,20,12,22,11,78,11,24,12,17,72,20,68,77,12,78,11,79,11,80,10,21,11,19,12,20,67,77,13,77,12,23,12,82,10,24,11,22,14,21,12,79,12,25,12,22,12,20,13,79,10,20,12,21,11,21,13,21,11,20,14,1.0
0,0,44,48,1,50,0,0,0,0,46,47,44,0,94,0,47,46,45,46,45,0,46,0,93,0,0,1,94,0,1,42,51,41,47,41,45,93,48,41,47,42,94,1,93,39,48,42,46,43,46,43,0,46,46,43,45,46,46,46,51,0,46,46,47,0,48,1,46,0,0,94,47,43,50,41,47,43,46,1,48,42,93,0,47,0,51,1,50,40,48,0,0,0,0,43,0,1,93,0,0,43,0,47,0,1,0,41,0,44,47,0,47,44,47,0,0,93,0,43,47,0,0,45,1,1,0,44,0,43,0,0,1,0,50,0,47,1,0,94,0,93,47,0,48,0,51,0,93,0,0,0,0,0,0,46,47,43,50,0,46,0,94,0,48,0,46,43,0,1,50,1,47,1,46,0,0,43,50,0,0,0,0,0,0,43,1,0,0,44,1.0
30,33,55,37,0,37,0,34,0,32,57,33,53,31,60,31,56,32,54,33,54,32,56,31,59,0,33,1,94,0,34,54,37,52,36,54,32,55,36,53,34,53,94,0,93,52,35,52,34,54,34,53,31,55,33,54,32,55,32,54,38,0,33,54,36,0,36,0,34,0,31,57,34,53,37,53,35,54,35,0,35,53,93,0,36,0,38,0,37,52,37,0,34,0,34,55,34,0,93,0,32,56,31,58,34,0,34,54,33,54,36,0,33,53,34,0,31,57,33,53,35,0,32,55,35,0,32,57,33,56,33,0,35,0,37,0,35,0,30,59,32,55,33,0,35,0,37,0,93,0,34,0,32,0,32,54,33,53,37,0,33,0,94,0,36,0,32,54,34,0,38,0,36,0,32,0,32,54,37,0,34,0,33,0,33,54,34,0,31,55,1.0
32,35,53,39,0,39,0,36,0,34,55,35,51,33,58,33,54,34,52,35,52,34,54,33,57,0,35,1,94,0,36,52,39,50,38,52,34,53,38,51,36,51,94,0,93,50,37,50,36,52,36,51,33,53,35,52,34,53,34,52,40,0,35,52,38,0,38,0,36,0,33,55,36,51,39,51,37,52,37,0,37,51,93,0,38,0,40,0,39,50,39,0,36,0,36,53,36,0,93,0,34,54,33,56,36,0,36,52,35,52,38,0,35,51,36,0,33,55,35,51,37,0,34,53,37,0,34,55,35,54,35,0,37,0,39,0,37,0,32,57,34,53,35,0,37,0,39,0,93,0,36,0,34,0,34,52,35,51,39,0,35,0,94,0,38,0,34,52,36,0,40,0,38,0,34,0,34,52,39,0,36,0,35,0,35,52,36,0,33,53,1.0
0,0,37,56,4,57,0,0,1,0,38,53,34,0,94,0,39,53,36,51,36,0,38,0,93,0,0,4,91,1,1,35,58,34,51,34,51,93,56,34,53,32,89,4,86,32,55,34,51,36,53,36,0,37,51,36,51,38,53,38,58,1,51,38,55,1,55,4,53,3,0,94,55,36,53,32,51,34,53,4,53,32,87,1,53,1,58,4,55,32,56,1,0,1,0,34,0,4,90,0,0,36,0,39,0,4,0,34,0,37,52,3,53,34,55,0,0,93,0,36,53,1,0,36,1,4,0,37,0,36,0,3,1,1,55,0,55,4,0,94,0,93,53,1,55,0,58,1,88,0,0,1,0,3,0,38,53,34,54,1,51,3,91,0,56,1,53,34,0,4,55,4,53,4,53,1,0,36,57,0,0,3,0,3,0,36,1,1,0,35,1.0
29,32,50,37,0,42,0,33,0,31,57,38,53,30,61,30,56,32,54,34,55,32,57,31,60,0,32,1,94,0,33,49,42,47,36,49,32,56,36,48,34,49,94,0,93,47,40,47,34,50,34,48,30,55,34,49,32,56,32,54,43,0,33,55,36,0,41,0,34,0,30,58,34,48,42,48,35,50,35,0,40,49,93,0,36,0,43,0,42,47,37,0,33,0,33,50,33,0,93,0,31,51,30,58,33,0,33,49,32,49,36,0,33,53,34,0,31,58,33,48,35,0,32,55,34,0,31,52,33,51,33,0,34,0,42,0,35,0,29,60,32,56,38,0,40,0,42,0,93,0,33,0,31,0,32,54,38,48,42,0,34,0,94,0,36,0,32,49,34,0,43,0,36,0,32,0,32,49,42,0,33,0,32,0,32,50,33,0,30,50,1.0
0,0,45,50,2,49,0,0,1,0,44,45,40,0,94,0,45,45,42,45,42,0,44,0,93,0,0,2,93,0,1,43,50,40,48,42,45,93,50,42,47,40,92,2,90,40,47,40,47,44,47,44,0,43,45,42,45,44,45,44,50,0,45,44,49,0,47,2,47,1,0,94,47,42,48,40,47,42,47,2,47,40,91,1,49,1,50,2,49,40,50,0,0,1,0,42,0,2,92,0,0,44,0,45,0,2,0,42,0,43,48,1,45,40,47,0,0,93,0,44,47,1,0,42,1,2,0,45,0,44,0,1,1,0,49,0,47,2,0,94,0,93,45,1,47,0,50,1,91,0,0,0,0,1,0,44,45,40,48,1,45,1,93,0,50,1,45,42,0,2,49,2,47,2,45,1,0,42,49,0,0,1,0,1,0,44,1,1,0,43,1.0
8,12,14,29,11,80,10,9,11,8,65,78,61,10,84,11,66,26,63,26,62,8,64,8,82,9,10,12,83,10,12,12,79,11,27,11,24,80,27,12,27,11,82,10,80,11,79,11,26,11,26,13,11,63,26,11,24,64,25,64,81,10,25,63,28,10,80,10,26,10,10,82,27,12,79,11,27,11,27,12,79,11,80,11,28,10,81,10,80,11,29,10,10,11,9,12,12,12,82,10,9,13,10,66,12,11,9,12,12,12,27,11,26,61,27,10,8,81,10,13,27,10,8,63,12,11,10,14,9,12,9,11,12,10,80,10,28,11,8,83,10,80,78,11,79,10,79,11,81,10,10,10,9,11,10,64,78,11,79,11,26,11,83,9,27,11,26,12,10,12,81,10,28,10,26,11,8,12,80,10,9,11,11,10,11,11,12,11,11,12,1.0
31,34,54,39,0,39,0,35,0,33,55,35,51,32,59,33,54,35,52,34,53,33,55,33,58,0,34,1,94,0,35,52,39,51,38,52,34,54,38,52,37,50,94,0,93,50,37,51,36,52,36,52,33,53,34,53,34,54,35,52,40,0,34,53,38,0,38,0,36,0,32,56,37,52,39,50,36,52,37,0,37,50,93,0,38,0,40,0,39,50,39,0,35,0,35,52,35,0,93,0,33,54,33,56,36,0,35,52,35,53,38,0,35,51,37,0,33,56,35,52,36,0,33,53,36,0,33,55,35,54,35,0,36,0,39,0,38,0,31,58,34,54,35,0,37,0,39,0,93,0,35,0,33,0,35,52,35,51,39,0,34,0,94,0,38,0,35,52,36,0,40,0,37,0,35,0,33,53,39,0,35,0,34,0,34,52,35,0,33,52,1.0
0,1,48,40,0,46,0,0,0,0,54,42,50,0,94,1,55,36,52,37,52,0,54,0,93,0,0,1,94,0,1,45,46,44,39,45,35,93,39,45,38,45,94,0,93,43,44,44,37,47,37,48,1,52,37,46,35,54,36,55,47,0,36,54,39,0,45,0,37,0,1,94,38,46,46,44,38,46,38,1,44,45,93,0,39,0,47,0,46,43,40,0,0,0,0,46,1,1,93,0,0,47,0,55,1,0,0,45,1,46,39,0,37,50,38,0,0,93,0,48,38,0,0,52,1,0,0,48,0,47,0,0,1,0,46,0,39,0,0,94,0,93,42,0,44,0,46,0,93,0,0,0,0,0,0,55,42,45,46,0,37,0,94,0,39,0,36,46,0,1,47,0,39,0,36,0,0,46,46,0,0,0,0,0,0,47,1,0,1,46,1.0
0,0,46,47,1,48,0,0,0,0,47,45,45,0,94,0,48,44,46,45,46,0,47,0,93,0,0,1,94,0,1,44,49,42,46,43,44,93,47,43,45,44,94,1,93,41,46,43,45,45,45,45,0,47,45,44,44,47,44,47,49,0,45,47,46,0,46,1,45,0,0,94,45,44,48,43,46,45,45,1,46,44,93,0,46,0,49,1,48,42,47,0,0,0,0,45,0,1,93,0,0,45,0,48,0,1,0,43,0,45,46,0,45,45,45,0,0,93,0,45,46,0,0,46,1,1,0,46,0,45,0,0,1,0,48,0,45,1,0,94,0,93,45,0,46,0,49,0,93,0,0,0,0,0,0,47,45,44,48,0,45,0,94,0,47,0,44,45,0,1,48,1,46,1,44,0,0,44,48,0,0,0,0,0,0,45,1,0,0,46,1.0
26,29,59,34,0,33,0,30,0,28,60,29,56,27,64,27,59,29,57,29,58,28,60,28,63,0,29,1,94,0,30,58,33,56,33,58,29,59,33,57,31,56,94,0,93,56,31,56,31,58,31,57,27,58,29,58,29,59,29,57,34,0,29,58,33,0,32,0,31,0,27,61,31,57,33,56,31,58,32,0,31,56,93,0,33,0,34,0,33,56,34,0,30,0,30,58,30,0,93,0,28,60,27,61,30,0,30,58,29,58,33,0,29,56,31,0,28,61,30,57,31,0,28,58,31,0,28,61,30,60,30,0,31,0,33,0,32,0,26,63,29,59,29,0,31,0,33,0,93,0,30,0,28,0,29,57,29,56,33,0,29,0,94,0,33,0,29,57,31,0,34,0,32,0,29,0,28,58,33,0,30,0,29,0,29,58,30,0,27,58,1.0
26,27,47,42,1,47,0,28,0,27,52,43,48,26,66,27,52,40,49,38,50,28,52,27,65,0,27,1,94,0,29,45,48,44,41,44,38,63,42,44,41,43,94,1,93,42,45,45,39,46,39,45,27,51,38,46,38,51,39,50,48,0,38,52,41,0,45,1,39,0,26,65,41,45,47,42,39,44,39,1,45,42,93,0,41,0,48,1,47,42,42,0,28,0,28,44,27,1,93,0,27,46,27,53,28,1,28,44,28,47,41,0,39,49,41,0,28,64,28,45,39,0,28,50,29,1,27,47,28,46,28,0,29,0,47,0,41,1,26,66,27,63,43,0,45,0,48,0,93,0,28,0,27,0,28,50,43,44,47,0,38,0,94,0,42,0,40,44,28,1,47,1,39,1,40,0,28,46,47,0,28,0,27,0,27,46,29,0,27,45,-1.0
31,35,49,39,0,44,0,35,0,33,55,40,51,33,59,33,55,34,53,37,52,34,54,32,58,0,34,1,94,0,35,47,44,45,38,47,34,54,38,47,36,48,94,0,93,45,42,45,36,48,36,47,33,53,37,47,34,54,34,53,45,0,36,52,38,0,43,0,36,0,33,56,36,47,44,47,38,48,37,0,42,48,93,0,38,0,45,0,44,45,39,0,35,0,35,49,36,0,93,0,33,49,33,56,36,0,35,47,35,47,38,0,36,51,36,0,32,56,34,47,38,0,34,53,36,0,33,50,34,49,34,0,36,0,44,0,37,0,31,58,34,54,40,0,42,0,44,0,93,0,35,0,33,0,34,53,40,47,44,0,37,0,94,0,38,0,34,49,35,0,45,0,39,0,34,0,34,47,44,0,35,0,35,0,35,48,35,0,33,49,1.0
29,31,56,35,6,37,6,33,7,31,58,33,54,30,61,31,57,32,55,32,55,31,57,30,60,5,32,8,87,5,32,54,35,53,34,54,31,56,33,54,34,53,86,5,84,52,34,53,33,54,32,54,31,56,32,55,31,56,32,55,38,5,32,55,35,6,36,5,33,7,30,58,33,54,36,53,34,54,34,6,35,53,84,6,35,7,37,5,36,52,36,6,33,7,33,55,33,7,86,6,31,56,31,59,34,6,33,54,32,55,34,6,33,54,34,6,30,58,32,54,34,7,31,56,34,6,31,57,32,56,32,7,34,6,37,6,35,6,29,60,31,56,33,6,35,6,35,6,85,6,33,6,31,7,32,55,33,54,36,6,32,6,87,5,33,7,32,55,33,6,38,5,35,5,32,7,31,55,36,6,33,6,32,7,32,54,32,7,31,55,1.0
32,35,53,39,0,40,0,36,0,34,55,36,51,33,58,34,54,35,52,35,52,34,54,33,57,0,35,1,94,0,36,51,40,50,38,51,34,53,38,51,37,50,94,0,93,49,38,50,36,51,36,51,34,53,35,52,34,53,35,52,41,0,35,52,38,0,39,0,36,0,33,55,37,51,40,50,37,51,37,0,38,50,93,0,38,0,41,0,40,49,39,0,36,0,36,52,36,0,93,0,34,53,34,56,37,0,36,51,36,52,38,0,36,51,37,0,33,55,35,51,37,0,34,53,37,0,34,54,35,53,35,0,37,0,40,0,38,0,32,57,34,53,36,0,38,0,40,0,93,0,36,0,34,0,35,52,36,51,40,0,35,0,94,0,38,0,35,52,36,0,41,0,38,0,35,0,34,52,40,0,36,0,35,0,35,51,36,0,34,52,1.0
0,0,5,43,2,89,2,0,4,0,51,85,47,0,94,0,52,43,49,40,49,0,51,0,93,0,0,5,90,0,1,2,85,2,40,2,38,93,43,2,42,2,88,0,85,0,85,5,40,4,40,5,1,50,40,4,38,51,40,51,90,2,40,51,42,2,88,5,40,4,0,94,43,5,85,2,40,4,40,5,85,2,85,0,42,2,88,2,85,0,43,2,0,2,0,4,0,5,89,0,0,4,0,52,1,5,0,2,1,5,40,2,42,47,42,2,0,93,0,5,42,4,0,49,1,2,0,5,0,4,0,4,1,2,87,2,43,5,0,94,0,93,85,4,87,2,85,2,87,0,0,2,0,4,0,51,85,4,85,2,40,4,90,0,43,2,43,4,0,5,88,0,42,5,43,4,0,4,87,0,0,2,0,4,0,4,1,2,1,4,-1.0
0,1,47,43,0,47,0,0,0,0,51,43,47,0,94,1,52,39,49,40,49,0,51,0,93,0,0,1,94,0,1,44,47,43,42,44,38,93,42,44,41,44,94,0,93,42,45,43,40,46,40,47,1,49,40,45,38,51,39,52,48,0,39,51,42,0,46,0,40,0,1,94,41,45,47,43,41,45,41,1,45,44,93,0,42,0,48,0,47,42,43,0,0,0,0,45,1,1,93,0,0,46,0,52,1,0,0,44,1,45,42,0,40,47,41,0,0,93,0,47,41,0,0,49,1,0,0,47,0,46,0,0,1,0,47,0,42,0,0,94,0,93,43,0,45,0,47,0,93,0,0,0,0,0,0,52,43,44,47,0,40,0,94,0,42,0,39,45,0,1,48,0,42,0,39,0,0,45,47,0,0,0,0,0,0,46,1,0,1,45,1.0
24,27,62,31,0,30,0,27,0,25,63,26,59,25,66,25,62,26,60,26,60,25,62,25,65,0,27,1,94,0,28,61,30,59,30,60,26,61,30,60,28,59,94,0,93,59,28,59,28,60,28,60,25,61,26,60,26,61,26,60,31,0,26,60,30,0,29,0,28,0,25,63,28,60,30,59,28,60,29,0,28,59,93,0,30,0,31,0,30,59,31,0,28,0,27,61,28,0,93,0,26,63,25,64,28,0,28,61,27,61,30,0,26,59,28,0,25,63,27,60,28,0,25,61,29,0,26,64,27,62,27,0,29,0,30,0,29,0,24,65,26,61,26,0,28,0,30,0,93,0,28,0,26,0,26,60,26,59,30,0,26,0,94,0,30,0,26,60,28,0,31,0,29,0,26,0,25,61,30,0,28,0,27,0,27,60,28,0,25,61,1.0
