@relation 'Sax dominant'

@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMaaa numeric
@attribute o1atLccc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMbac numeric
@attribute o1atLbac numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMacb numeric
@attribute o1atLacb numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMaca numeric
@attribute o1atLaca numeric
@attribute o2atMaaa numeric
@attribute o2atMabb numeric
@attribute o2atLabb numeric
@attribute o2atMbba numeric
@attribute o2atLbba numeric
@attribute o2atMbcb numeric
@attribute o2atLbcb numeric
@attribute o2atMacb numeric
@attribute o2atLacb numeric
@attribute o2atMbbc numeric
@attribute o2atLbbc numeric
@attribute o2atMcbb numeric
@attribute o2atLcbb numeric
@attribute o2atMaac numeric
@attribute o2atLaac numeric
@attribute o2atMbaa numeric
@attribute o2atLbaa numeric
@attribute o2atMaab numeric
@attribute o2atLaab numeric
@attribute o2atMbbb numeric
@attribute o2atLbbb numeric
@attribute o2atMabc numeric
@attribute o2atLabc numeric
@attribute o2atMcba numeric
@attribute o2atLcba numeric
@attribute o2atMbab numeric
@attribute o2atLbab numeric
@attribute o2atLbcc numeric
@attribute o2atMccb numeric
@attribute o2atLccb numeric
@attribute o2atMacc numeric
@attribute o2atLacc numeric
@attribute o2atMaba numeric
@attribute o2atLaba numeric
@attribute o3atMbba numeric
@attribute o3atLbba numeric
@attribute o3atMabb numeric
@attribute o3atLabb numeric
@attribute o3atMaaa numeric
@attribute o3atMbcb numeric
@attribute o3atLbcb numeric
@attribute o3atMaba numeric
@attribute o3atLaba numeric
@attribute o3atMbab numeric
@attribute o3atLbab numeric
@attribute o3atMbbc numeric
@attribute o3atLbbc numeric
@attribute o3atMcbb numeric
@attribute o3atLcbb numeric
@attribute o3atMaac numeric
@attribute o3atLaac numeric
@attribute o3atMbbb numeric
@attribute o3atLbbb numeric
@attribute o3atMbaa numeric
@attribute o3atLbaa numeric
@attribute o3atMaab numeric
@attribute o3atLaab numeric
@attribute o3atMcbc numeric
@attribute o3atLcbc numeric
@attribute o3atMabc numeric
@attribute o3atLabc numeric
@attribute o3atMbcc numeric
@attribute o3atLbcc numeric
@attribute o3atMccb numeric
@attribute o3atLccb numeric
@attribute o3atMbac numeric
@attribute o3atLbac numeric
@attribute o3atLccc numeric
@attribute o3atMcba numeric
@attribute o3atLcba numeric
@attribute destClass {1.0,3.0,2.0}

@data
4,3,4,23,23,4,0,2,24,5,4,22,26,3,25,2,22,20,3,4,1,26,1,26,25,2,23,3,4,3,4,5,3,23,0,26,1,4,3,5,1,5,0,5,0,1,28,1,28,30,0,1,0,30,0,30,0,0,0,0,29,0,29,30,27,1,0,1,0,1,28,0,30,0,1,0,0,29,3,25,2,25,0,19,7,0,27,3,24,21,7,20,7,1,8,18,23,1,27,1,27,23,4,3,8,23,5,22,5,3,7,4,3,7,3.0
5,4,3,22,21,5,0,2,23,5,4,21,25,4,24,3,21,19,4,5,1,25,1,26,24,2,22,4,4,4,4,6,4,23,0,26,1,5,4,6,1,6,0,6,0,6,18,8,19,28,1,6,1,28,0,28,1,3,1,3,23,3,22,27,14,7,1,8,1,7,15,0,29,0,7,0,0,23,10,18,7,17,5,24,3,5,20,9,16,24,2,23,3,7,4,21,15,7,21,6,20,27,1,9,3,27,0,26,0,10,2,0,10,3,3.0
7,4,5,20,21,5,2,2,23,5,6,19,25,4,24,3,21,17,6,5,3,23,3,24,24,2,22,4,6,4,6,6,6,21,2,24,3,5,6,6,3,6,2,6,0,5,21,6,22,30,0,5,0,30,0,30,0,2,0,2,25,2,24,30,18,5,0,6,0,5,19,0,30,0,5,0,0,25,6,21,5,21,2,19,7,3,24,6,21,21,7,20,7,3,8,18,19,3,24,3,24,23,4,6,8,23,5,22,5,6,7,4,6,7,3.0
6,4,4,21,19,6,0,2,21,6,5,19,24,4,23,3,18,18,5,6,2,24,2,25,23,2,20,5,5,5,5,7,5,22,0,25,2,6,5,7,2,7,0,7,1,7,19,7,19,30,0,7,0,30,0,30,0,3,0,3,23,3,23,30,15,7,0,7,0,7,17,0,30,0,7,0,1,23,9,19,8,19,6,24,3,6,21,9,18,24,3,23,3,7,4,21,17,7,21,7,21,27,1,9,4,27,0,26,0,9,3,0,9,3,1.0
1,6,0,29,17,8,0,4,19,9,0,29,22,6,21,5,16,29,0,8,0,29,0,30,21,4,18,7,0,7,0,9,0,30,0,30,0,8,0,9,0,9,0,9,0,0,30,0,30,30,0,0,0,30,0,30,0,0,0,0,30,0,30,30,30,0,0,0,0,0,30,0,30,0,0,0,0,30,0,30,0,30,0,25,2,0,30,0,30,26,3,25,2,0,3,23,30,0,30,0,30,28,0,0,3,28,0,27,0,0,3,0,0,2,1.0
6,8,5,21,11,11,0,5,13,12,4,19,18,8,18,6,9,18,4,11,2,24,1,25,17,5,13,7,5,7,5,12,1,22,0,25,2,12,1,13,2,12,0,13,1,5,23,5,23,28,1,5,1,28,1,28,1,2,1,2,25,2,25,27,20,5,1,5,1,4,21,0,29,0,5,0,1,26,10,17,8,16,3,27,1,4,20,9,15,28,1,27,1,6,2,26,14,6,21,5,20,29,0,9,1,29,0,28,0,10,1,0,10,1,1.0
7,3,7,20,23,4,2,2,24,5,7,18,26,3,25,2,22,17,6,4,4,23,4,23,25,2,23,3,7,3,7,5,6,20,2,23,4,4,6,5,4,5,2,5,0,4,22,5,23,30,0,4,0,30,0,30,0,1,0,1,26,1,25,30,19,4,0,5,0,4,21,0,30,0,4,0,0,26,3,25,2,25,0,19,7,0,27,3,24,21,7,20,7,1,8,18,23,1,27,1,27,23,4,3,8,23,5,22,5,3,7,4,3,7,3.0
2,6,1,27,15,9,0,4,17,10,1,27,21,6,20,5,13,26,1,9,0,28,0,29,20,4,16,8,1,8,1,10,1,28,0,29,0,9,1,10,0,10,0,10,0,2,25,3,26,30,0,2,0,30,0,30,0,0,0,0,28,0,27,30,23,2,0,3,0,2,25,0,30,0,2,0,0,28,5,23,5,23,2,27,1,2,25,5,22,28,2,27,1,3,2,26,21,3,25,3,25,29,0,5,2,29,0,28,0,5,2,0,5,1,3.0
6,4,4,21,21,5,1,2,23,5,5,20,25,4,24,3,21,18,5,5,2,24,2,25,24,2,22,4,5,4,5,6,5,22,1,25,2,5,5,6,2,6,1,6,0,6,20,7,21,30,0,6,0,30,0,30,0,3,0,3,24,3,23,30,17,6,0,7,0,6,17,0,30,0,6,0,0,24,8,20,5,19,3,24,3,3,22,7,18,24,2,23,3,5,4,21,17,5,23,4,22,27,1,7,3,27,0,26,0,8,2,0,8,3,3.0
7,7,6,20,12,11,1,4,14,11,6,18,19,7,19,6,10,17,6,11,3,23,3,24,18,4,14,7,6,7,6,11,3,21,1,24,3,11,3,12,3,11,1,12,1,5,17,8,17,18,5,5,6,20,2,20,5,5,6,5,21,4,21,16,13,8,5,9,6,8,13,1,24,2,9,2,1,21,10,16,8,15,2,24,3,3,20,9,14,24,3,23,3,5,4,21,12,5,21,4,20,27,1,9,3,27,0,26,0,10,3,0,10,3,2.0
6,6,5,20,15,9,0,3,17,9,5,19,21,6,21,5,14,16,5,9,1,24,1,25,20,3,17,5,5,5,5,9,2,21,0,25,1,9,2,10,1,9,0,10,2,9,17,8,17,24,3,9,3,25,2,25,2,6,3,5,20,6,21,23,13,10,3,9,3,9,13,1,27,1,10,1,2,21,11,16,8,15,4,24,3,5,19,10,14,24,2,23,3,7,4,21,13,7,20,6,19,27,1,10,3,27,0,26,0,11,2,0,11,3,3.0
1,7,0,29,13,10,0,4,16,11,0,29,20,7,19,6,12,29,0,10,0,29,0,30,19,4,15,9,0,9,0,11,0,30,0,30,0,10,0,11,0,11,0,11,0,1,27,2,28,28,1,1,1,28,1,28,1,0,1,0,29,0,28,27,26,1,1,2,1,1,27,0,29,0,1,0,0,29,4,23,3,23,0,25,2,1,26,4,23,26,2,25,2,1,3,23,21,1,26,1,26,28,0,4,3,28,0,27,0,4,2,0,4,2,1.0
3,3,1,25,23,4,0,2,24,4,2,25,26,3,25,2,22,23,2,4,0,27,0,28,25,2,23,3,2,3,2,5,2,26,0,28,0,4,2,5,0,5,0,5,0,4,22,5,23,30,0,4,0,30,0,30,0,1,0,1,26,1,25,30,19,4,0,5,0,4,21,0,30,0,4,0,0,26,3,25,2,25,0,21,5,0,27,3,24,23,5,22,5,1,6,20,23,1,27,1,27,25,2,3,6,25,3,24,3,3,5,2,3,5,3.0
5,6,4,22,16,8,0,3,19,9,4,21,22,6,21,5,16,19,4,8,1,25,1,26,21,3,18,7,4,7,4,9,4,23,0,26,1,8,4,9,1,9,0,9,1,7,19,7,19,30,0,7,0,30,0,30,0,3,0,3,23,3,23,30,15,7,0,7,0,7,17,0,30,0,7,0,1,23,10,18,9,18,7,24,3,7,20,10,17,24,3,23,3,8,4,21,16,8,20,8,20,27,1,10,4,27,0,26,0,10,3,0,10,3,2.0
1,6,0,29,17,8,0,4,19,9,0,29,22,6,21,5,16,29,0,8,0,29,0,30,21,4,18,7,0,7,0,9,0,30,0,30,0,8,0,9,0,9,0,9,0,1,27,2,28,30,0,1,0,30,0,30,0,0,0,0,29,0,28,30,26,1,0,2,0,1,27,0,30,0,1,0,0,29,4,24,4,24,1,27,1,1,26,4,23,28,2,27,1,2,2,26,22,2,26,2,26,29,0,4,2,29,0,28,0,4,2,0,4,1,1.0
2,5,0,27,20,6,0,3,22,6,1,27,24,5,23,4,20,26,1,6,0,28,0,29,23,3,21,5,1,5,1,7,1,28,0,29,0,6,1,7,0,7,0,7,0,1,27,2,28,30,0,1,0,30,0,30,0,0,0,0,29,0,28,30,26,1,0,2,0,1,27,0,30,0,1,0,0,29,3,25,3,25,0,24,3,0,27,3,24,25,4,24,3,1,4,23,23,1,27,1,27,27,1,3,4,27,1,26,1,3,4,0,3,3,1.0
1,2,0,29,26,2,0,1,27,3,0,29,28,2,27,1,26,29,0,2,0,29,0,30,27,1,26,1,0,1,0,3,0,30,0,30,0,2,0,3,0,3,0,3,0,0,30,0,30,30,0,0,0,30,0,30,0,0,0,0,30,0,30,30,30,0,0,0,0,0,30,0,30,0,0,0,0,30,0,30,0,30,0,29,0,0,30,0,30,30,1,29,0,0,1,29,30,0,30,0,30,30,0,0,1,30,0,29,0,0,1,0,0,0,1.0
1,3,0,29,23,4,0,2,24,5,0,29,26,3,25,2,22,29,0,4,0,29,0,30,25,2,23,3,0,3,0,5,0,30,0,30,0,4,0,5,0,5,0,5,0,0,30,0,30,30,0,0,0,30,0,30,0,0,0,0,30,0,30,30,30,0,0,0,0,0,30,0,30,0,0,0,0,30,1,28,1,28,0,23,4,0,29,1,28,25,5,24,4,0,5,23,27,0,29,0,29,26,2,1,5,26,3,25,3,1,5,2,1,4,2.0
2,5,0,27,20,6,0,3,22,6,1,27,24,5,23,4,20,26,1,6,0,28,0,29,23,3,21,5,1,5,1,7,1,28,0,29,0,6,1,7,0,7,0,7,0,0,30,0,30,30,0,0,0,30,0,30,0,0,0,0,30,0,30,30,30,0,0,0,0,0,30,0,30,0,0,0,0,30,0,30,0,30,0,26,2,0,30,0,30,26,3,25,2,0,3,24,30,0,30,0,30,28,1,0,3,28,0,27,0,0,3,0,0,2,1.0
5,9,4,22,11,12,0,6,12,13,3,21,17,9,17,7,9,19,3,12,1,25,1,26,16,7,12,8,4,9,4,13,1,23,0,26,1,13,1,14,1,13,0,14,2,8,18,7,18,26,2,8,2,26,1,26,1,5,2,4,21,5,22,24,14,9,2,8,2,8,15,0,28,0,9,0,2,22,9,17,9,17,3,27,1,4,21,9,16,28,2,27,1,5,2,26,14,5,21,5,21,29,0,9,2,29,0,28,0,9,2,0,9,1,1.0
7,7,6,20,12,11,1,4,14,11,6,18,19,7,19,6,10,17,6,11,3,23,3,24,18,4,14,7,6,7,6,11,3,21,1,24,3,11,3,12,3,11,1,12,2,6,18,7,18,18,6,6,6,20,3,20,5,5,6,4,21,5,22,16,14,9,6,8,6,8,15,2,24,2,9,2,2,22,11,15,9,14,3,24,3,4,19,10,13,24,3,23,3,6,4,21,11,6,20,5,19,27,1,10,3,27,0,26,0,11,3,0,11,3,3.0
3,3,2,25,23,4,0,2,24,5,2,25,26,3,25,2,22,23,2,4,0,27,0,28,25,2,23,3,2,3,2,5,2,26,0,28,0,4,2,5,0,5,0,5,0,1,27,2,28,30,0,1,0,30,0,30,0,0,0,0,29,0,28,30,26,1,0,2,0,1,27,0,30,0,1,0,0,29,4,23,5,24,1,24,3,1,26,4,22,25,4,24,3,2,4,23,21,2,25,2,26,27,1,5,4,27,1,26,1,4,4,0,4,3,3.0
6,4,4,21,21,5,1,2,23,5,5,20,25,4,24,3,21,18,5,5,2,24,2,25,24,2,22,4,5,4,5,6,5,22,1,25,2,5,5,6,2,6,1,6,0,6,19,7,20,30,0,6,0,30,0,30,0,2,0,2,24,2,23,30,15,6,0,7,0,6,17,0,30,0,6,0,0,24,7,21,6,21,4,24,3,4,23,7,20,24,3,23,3,5,4,21,19,5,23,5,23,27,1,7,4,27,0,26,0,7,3,0,7,3,3.0
5,6,4,22,16,8,0,3,19,9,4,21,22,6,21,5,16,19,4,8,1,25,1,26,21,3,18,7,4,7,4,9,4,23,0,26,1,8,4,9,1,9,0,9,1,8,18,8,18,30,0,8,0,30,0,30,0,4,0,4,22,4,22,30,14,8,0,8,0,8,15,0,30,0,8,0,1,22,11,16,8,15,4,24,3,5,19,10,14,24,2,23,3,7,4,21,13,7,20,6,19,27,1,10,3,27,0,26,0,11,2,0,11,3,3.0
1,6,0,29,15,9,0,4,17,10,0,29,21,6,20,5,13,29,0,9,0,29,0,30,20,4,16,8,0,8,0,10,0,30,0,30,0,9,0,10,0,10,0,10,0,0,29,1,30,30,0,0,0,30,0,30,0,0,0,0,30,0,29,30,29,0,0,1,0,0,29,0,30,0,0,0,0,30,3,25,3,25,0,27,1,0,27,3,24,28,2,27,1,1,2,26,23,1,27,1,27,29,0,3,2,29,0,28,0,3,2,0,3,1,3.0
4,11,3,23,11,13,0,9,12,14,2,23,16,11,16,9,9,20,2,13,0,26,0,27,15,9,12,9,3,10,3,14,0,24,0,27,0,14,0,15,0,14,0,15,2,9,17,9,17,28,1,9,1,28,1,28,1,5,1,5,21,5,21,27,13,9,1,9,1,9,14,0,29,0,9,0,2,21,9,17,9,17,3,27,1,4,21,9,16,28,2,27,1,5,2,26,14,5,21,5,21,29,0,9,2,29,0,28,0,9,2,0,9,1,3.0
6,8,4,20,10,12,0,4,13,11,5,19,18,8,18,7,9,16,5,12,1,24,1,25,17,4,13,7,5,7,5,12,1,21,0,25,1,12,1,13,1,12,0,13,2,7,18,7,18,22,4,7,4,23,2,23,3,5,4,4,21,5,22,20,14,9,4,8,4,8,15,1,26,1,9,1,2,22,10,17,8,16,4,24,3,5,20,9,16,24,2,23,3,6,4,21,14,6,21,6,20,27,1,9,3,27,0,26,0,10,3,0,10,3,2.0
5,9,4,22,9,12,0,5,12,13,3,21,17,9,17,7,8,19,3,12,1,25,1,26,16,5,12,8,4,9,4,13,1,23,0,26,1,13,1,14,1,13,0,14,2,7,18,7,18,22,4,7,4,23,2,23,3,5,4,4,21,5,22,20,14,9,4,8,4,8,15,1,26,1,9,1,2,22,8,19,8,19,3,24,3,4,22,8,18,24,4,23,3,5,4,21,17,5,22,5,22,27,1,8,4,27,0,26,0,8,4,0,8,3,2.0
6,9,5,20,11,12,0,6,12,13,4,20,17,9,17,7,9,17,4,12,1,24,1,25,16,7,12,8,5,9,5,13,2,21,1,25,1,13,2,14,1,13,1,14,1,7,18,7,18,26,2,7,2,26,1,26,1,4,2,4,22,4,22,24,14,8,2,8,2,8,15,0,28,0,8,0,1,22,8,18,8,18,2,27,1,3,22,8,17,28,2,27,1,4,2,26,15,4,22,4,22,29,0,8,2,29,0,28,0,8,2,0,8,1,2.0
6,9,5,21,11,12,1,6,12,13,4,20,17,9,17,7,9,18,4,12,2,24,2,25,16,7,12,8,5,9,5,13,2,22,1,25,2,13,2,14,2,13,1,14,2,8,18,7,18,26,2,8,2,26,1,26,1,5,2,4,21,5,22,24,14,9,2,8,2,8,15,0,28,0,9,0,2,22,8,19,7,19,3,25,2,4,22,8,18,26,2,25,2,5,3,23,17,5,22,5,22,28,0,8,3,28,0,27,0,8,2,0,8,2,3.0
1,5,0,29,18,7,0,3,20,8,0,29,23,5,22,4,17,29,0,7,0,29,0,30,22,3,19,6,0,6,0,8,0,30,0,30,0,7,0,8,0,8,0,8,0,1,27,2,28,30,0,1,0,30,0,30,0,0,0,0,29,0,28,30,26,1,0,2,0,1,27,0,30,0,1,0,0,29,3,25,3,25,0,26,2,0,27,3,24,26,3,25,2,1,3,24,23,1,27,1,27,28,1,3,3,28,0,27,0,3,3,0,3,2,3.0
5,4,3,23,21,5,1,2,23,5,4,22,25,4,24,3,21,21,4,5,2,25,2,26,24,2,22,4,4,4,4,6,4,24,1,26,2,5,4,6,2,6,1,6,0,5,21,6,22,30,0,5,0,30,0,30,0,2,0,2,25,2,24,30,18,5,0,6,0,5,19,0,30,0,5,0,0,25,8,19,7,19,4,20,6,5,22,8,19,21,6,20,6,5,7,18,17,5,22,5,22,24,3,8,7,24,3,23,3,8,6,2,8,6,2.0
5,9,4,22,9,12,0,5,12,13,3,21,17,9,17,7,8,19,3,12,1,25,1,26,16,5,12,8,4,9,4,13,1,23,0,26,1,13,1,14,1,13,0,14,2,8,18,7,18,26,2,8,2,26,1,26,1,5,2,4,21,5,22,24,14,9,2,8,2,8,15,0,28,0,9,0,2,22,8,19,8,19,3,24,3,4,22,8,18,24,4,23,3,5,4,21,17,5,22,5,22,27,1,8,4,27,0,26,0,8,4,0,8,3,3.0
3,3,2,25,23,4,0,2,24,5,2,25,26,3,25,2,22,23,2,4,0,27,0,28,25,2,23,3,2,3,2,5,2,26,0,28,0,4,2,5,0,5,0,5,0,1,27,2,28,30,0,1,0,30,0,30,0,0,0,0,29,0,28,30,26,1,0,2,0,1,27,0,30,0,1,0,0,29,4,24,3,24,1,22,4,1,26,4,23,23,4,22,4,2,5,20,22,2,26,2,26,26,1,4,5,26,1,25,1,4,4,0,4,4,3.0
1,6,0,29,15,9,0,4,17,10,0,29,21,6,20,5,13,29,0,9,0,29,0,30,20,4,16,8,0,8,0,10,0,30,0,30,0,9,0,10,0,10,0,10,0,0,29,1,30,30,0,0,0,30,0,30,0,0,0,0,30,0,29,30,29,0,0,1,0,0,29,0,30,0,0,0,0,30,3,25,3,25,0,27,1,0,27,3,24,28,2,27,1,1,2,26,23,1,27,1,27,29,0,3,2,29,0,28,0,3,2,0,3,1,1.0
7,8,6,20,12,12,1,5,13,12,6,18,18,8,18,7,10,17,6,12,3,23,3,24,17,6,13,8,6,8,6,12,3,21,1,24,3,12,3,13,3,12,1,13,1,6,17,8,17,22,3,7,4,23,2,23,3,5,4,5,21,4,21,20,13,8,3,9,4,8,13,1,26,1,9,1,1,21,10,16,8,15,2,27,1,3,20,9,14,28,1,27,1,5,2,26,12,5,21,4,20,29,0,9,1,29,0,28,0,10,1,0,10,1,1.0
1,5,0,29,20,6,0,3,22,7,0,29,24,5,23,4,20,29,0,6,0,29,0,30,23,3,21,5,0,5,0,7,0,30,0,30,0,6,0,7,0,7,0,7,0,1,28,1,28,30,0,1,0,30,0,30,0,0,0,0,29,0,29,30,27,1,0,1,0,1,28,0,30,0,1,0,0,29,2,26,2,26,0,26,2,0,28,2,26,26,3,25,2,0,3,24,24,0,28,0,28,28,1,2,3,28,0,27,0,2,3,0,2,2,1.0
1,4,0,29,21,5,0,2,23,6,0,29,25,4,24,3,21,29,0,5,0,29,0,30,24,2,22,4,0,4,0,6,0,30,0,30,0,5,0,6,0,6,0,6,0,0,30,0,30,30,0,0,0,30,0,30,0,0,0,0,30,0,30,30,30,0,0,0,0,0,30,0,30,0,0,0,0,30,3,25,2,25,0,21,5,0,27,3,24,23,5,22,5,1,6,20,23,1,27,1,27,25,2,3,6,25,3,24,3,3,5,2,3,5,3.0
7,8,6,20,12,12,1,5,13,12,6,18,18,8,18,7,10,17,6,12,3,23,3,24,17,6,13,8,6,8,6,12,3,21,1,24,3,12,3,13,3,12,1,13,1,6,17,8,17,24,2,7,3,24,1,24,2,5,3,5,21,4,21,21,13,8,2,9,3,8,13,0,27,0,9,0,1,21,10,16,8,15,2,27,1,3,20,9,14,28,1,27,1,5,2,26,12,5,21,4,20,29,0,9,1,29,0,28,0,10,1,0,10,1,3.0
7,7,5,19,14,10,1,4,16,9,6,18,20,7,20,6,13,15,6,10,2,23,2,24,19,4,16,6,6,6,6,10,3,20,1,24,2,10,3,11,2,10,1,11,1,8,18,8,18,28,1,8,1,28,1,28,1,4,1,4,22,4,22,27,14,8,1,8,1,8,15,0,29,0,8,0,1,22,8,19,6,18,1,24,3,2,22,7,17,24,3,23,3,4,4,21,16,4,23,3,22,27,1,7,3,27,0,26,0,8,3,0,8,3,3.0
1,6,0,29,17,8,0,4,19,9,0,29,22,6,21,5,16,29,0,8,0,29,0,30,21,4,18,7,0,7,0,9,0,30,0,30,0,8,0,9,0,9,0,9,0,0,29,1,30,30,0,0,0,30,0,30,0,0,0,0,30,0,29,30,29,0,0,1,0,0,29,0,30,0,0,0,0,30,4,24,4,24,1,27,1,1,26,4,23,28,2,27,1,2,2,26,22,2,26,2,26,29,0,4,2,29,0,28,0,4,2,0,4,1,3.0
1,6,0,29,17,8,0,4,19,9,0,29,22,6,21,5,16,29,0,8,0,29,0,30,21,4,18,7,0,7,0,9,0,30,0,30,0,8,0,9,0,9,0,9,0,0,30,0,30,30,0,0,0,30,0,30,0,0,0,0,30,0,30,30,30,0,0,0,0,0,30,0,30,0,0,0,0,30,0,30,0,30,0,27,1,0,30,0,30,28,2,27,1,0,2,26,30,0,30,0,30,29,0,0,2,29,0,28,0,0,2,0,0,1,1.0
1,7,0,29,12,11,0,4,14,11,0,29,19,7,19,6,10,29,0,11,0,29,0,30,18,4,14,10,0,10,0,11,0,30,0,30,0,11,0,12,0,11,0,12,0,1,27,2,28,28,1,1,1,28,1,28,1,0,1,0,29,0,28,27,26,1,1,2,1,1,27,0,29,0,1,0,0,29,5,21,4,21,0,25,2,2,25,5,22,26,2,25,2,1,3,23,19,1,25,1,25,28,0,5,3,28,0,27,0,5,2,0,5,2,3.0
2,7,1,27,13,10,0,4,16,11,1,27,20,7,19,6,12,26,1,10,0,28,0,29,19,4,15,9,1,9,1,11,1,28,0,29,0,10,1,11,0,11,0,11,0,1,27,2,28,30,0,1,0,30,0,30,0,0,0,0,29,0,28,30,26,1,0,2,0,1,27,0,30,0,1,0,0,29,4,23,4,23,0,27,1,1,26,4,23,28,2,27,1,1,2,26,21,1,26,1,26,29,0,4,2,29,0,28,0,4,2,0,4,1,1.0
7,3,6,19,23,4,1,2,24,4,7,17,26,3,25,2,22,15,6,4,3,23,3,23,25,2,23,3,7,3,7,5,6,19,1,23,3,4,6,5,3,5,1,5,0,4,21,5,22,30,0,4,0,30,0,30,0,0,0,0,26,0,25,30,17,4,0,5,0,4,21,0,30,0,4,0,0,26,4,23,5,24,1,23,4,1,26,4,22,24,5,23,4,2,5,22,21,2,25,2,26,26,2,5,5,26,2,25,2,4,5,1,4,4,3.0
5,8,4,22,11,11,0,5,13,12,3,21,18,8,18,6,9,19,3,11,1,25,1,26,17,5,13,7,4,8,4,12,1,23,0,26,1,12,1,13,1,12,0,13,2,8,18,7,18,26,2,8,2,26,1,26,1,5,2,4,21,5,22,24,14,9,2,8,2,8,15,0,28,0,9,0,2,22,9,19,8,19,6,25,2,6,21,9,18,26,2,25,2,7,3,23,17,7,21,7,21,28,0,9,3,28,0,27,0,9,2,0,9,2,3.0
5,10,4,22,8,13,0,6,11,14,3,21,16,10,16,8,7,19,3,13,1,25,1,26,15,6,11,9,4,10,4,14,1,23,0,26,1,14,1,15,1,14,0,15,2,7,18,7,18,24,3,7,3,24,1,24,2,5,3,4,21,5,22,21,14,9,3,8,3,8,15,0,27,0,9,0,2,22,9,17,9,17,3,24,3,4,21,9,16,24,4,23,3,5,4,21,14,5,21,5,21,27,1,9,4,27,0,26,0,9,4,0,9,3,3.0
5,4,3,22,21,5,0,2,23,5,4,21,25,4,24,3,21,19,4,5,1,25,1,26,24,2,22,4,4,4,4,6,4,23,0,26,1,5,4,6,1,6,0,6,1,7,19,7,19,30,0,7,0,30,0,30,0,3,0,3,23,3,23,30,15,7,0,7,0,7,17,0,30,0,7,0,1,23,8,19,7,19,4,24,3,5,22,8,19,24,3,23,3,5,4,21,17,5,22,5,22,27,1,8,4,27,0,26,0,8,3,0,8,3,1.0
5,10,4,22,8,13,0,6,11,14,3,21,16,10,16,8,7,19,3,13,1,25,1,26,15,6,11,9,4,10,4,14,1,23,0,26,1,14,1,15,1,14,0,15,2,8,17,8,17,26,2,8,2,26,1,26,1,5,2,5,21,5,21,24,13,9,2,9,2,9,14,0,28,0,9,0,2,21,9,17,9,17,3,26,2,4,21,9,16,26,3,25,2,5,3,24,14,5,21,5,21,28,1,9,3,28,0,27,0,9,3,0,9,2,3.0
1,7,0,29,13,10,0,4,16,11,0,29,20,7,19,6,12,29,0,10,0,29,0,30,19,4,15,9,0,9,0,11,0,30,0,30,0,10,0,11,0,11,0,11,0,0,29,1,30,28,1,0,1,28,1,28,1,0,1,0,30,0,29,27,29,0,1,1,1,0,29,0,29,0,0,0,0,30,5,23,5,23,2,27,1,2,25,5,22,28,2,27,1,3,2,26,21,3,25,3,25,29,0,5,2,29,0,28,0,5,2,0,5,1,3.0
4,11,3,23,11,13,0,9,12,14,2,23,16,11,16,9,9,20,2,13,0,26,0,27,15,9,12,9,3,10,3,14,0,24,0,27,0,14,0,15,0,14,0,15,3,10,17,9,17,28,1,10,1,28,1,28,1,6,1,5,20,6,21,27,13,10,1,9,1,9,14,0,29,0,10,0,3,21,9,17,8,17,3,25,2,4,21,9,16,26,2,25,2,5,3,23,14,5,21,5,21,28,0,9,3,28,0,27,0,9,2,0,9,2,3.0
2,4,0,27,22,5,0,3,23,5,1,27,25,4,24,3,21,26,1,5,0,28,0,29,24,3,22,4,1,4,1,6,1,28,0,29,0,5,1,6,0,6,0,6,0,0,30,0,30,30,0,0,0,30,0,30,0,0,0,0,30,0,30,30,30,0,0,0,0,0,30,0,30,0,0,0,0,30,1,28,1,28,0,24,3,0,29,1,28,25,4,24,3,0,4,23,27,0,29,0,29,27,1,1,4,27,1,26,1,1,4,0,1,3,1.0
2,3,1,27,23,4,0,2,24,5,1,27,26,3,25,2,22,26,1,4,0,28,0,29,25,2,23,3,1,3,1,5,1,28,0,29,0,4,1,5,0,5,0,5,0,1,28,1,28,30,0,1,0,30,0,30,0,0,0,0,29,0,29,30,27,1,0,1,0,1,28,0,30,0,1,0,0,29,2,26,2,26,0,22,4,0,28,2,26,23,5,22,4,0,5,20,24,0,28,0,28,26,1,2,5,26,1,25,1,2,5,0,2,4,3.0
