@relation 'Sax dominant'

@attribute o1atMaa numeric
@attribute o1atLee numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMea numeric
@attribute o1atLea numeric
@attribute destClass {1.0,-1.0}

@data
33,6,38,55,34,60,88,7,36,56,37,53,36,8,40,7,35,57,37,56,34,59,86,52,35,57,40,53,35,55,37,54,34,58,41,7,37,7,38,7,39,54,87,6,35,54,35,7,1.0
0,0,48,44,0,95,95,1,48,45,50,44,1,1,50,0,0,45,48,45,0,94,94,42,48,94,51,43,1,45,49,44,0,46,51,1,49,0,50,1,50,43,94,0,0,44,0,0,1.0
33,0,44,53,35,60,95,0,38,55,39,48,36,1,46,0,35,55,38,55,35,59,94,46,37,57,46,47,35,49,39,48,35,56,47,0,39,0,40,0,46,47,94,0,35,48,35,0,1.0
10,10,80,61,12,84,84,11,30,64,31,14,12,12,81,11,10,63,30,62,10,83,82,12,29,82,81,12,12,14,31,12,12,64,82,11,31,11,32,12,81,12,83,11,11,13,11,11,1.0
10,10,80,62,12,84,84,11,29,65,30,14,12,12,81,11,10,64,29,63,10,83,82,12,28,82,81,12,12,14,30,12,12,65,82,11,30,11,31,12,81,12,83,11,11,13,11,11,1.0
33,0,37,55,33,60,95,0,37,55,37,55,36,1,39,0,35,57,35,57,35,59,94,53,35,57,39,55,35,56,37,55,35,58,40,0,37,0,38,0,39,53,94,0,35,55,35,0,1.0
0,4,45,46,1,95,90,5,45,49,46,48,1,6,47,5,0,48,44,48,0,94,88,45,44,94,47,46,1,48,46,47,1,49,48,5,46,5,47,6,47,45,89,5,0,47,0,5,-1.0
0,0,46,49,1,95,94,0,41,52,42,47,1,2,48,1,0,51,42,51,0,94,92,44,41,94,47,44,1,47,43,46,1,52,49,0,43,1,44,2,48,45,93,1,0,46,0,1,1.0
0,0,47,45,0,95,95,1,47,46,49,45,1,1,49,0,0,46,47,46,0,94,94,43,47,94,50,44,1,46,48,45,0,47,50,1,48,0,49,1,49,44,94,0,0,45,0,0,1.0
33,0,42,55,33,60,95,0,36,55,37,49,36,1,44,0,35,57,36,57,35,59,94,48,35,57,44,49,35,51,37,50,34,58,45,0,37,0,38,0,44,49,94,0,35,50,35,0,1.0
0,0,42,51,1,95,95,0,40,54,41,51,1,1,44,0,0,53,41,53,0,94,94,48,39,94,44,49,1,51,41,50,1,54,45,0,41,0,42,1,44,50,94,0,0,50,0,0,1.0
17,12,78,70,19,76,82,13,22,72,22,15,20,14,79,13,18,72,21,71,18,75,80,14,20,73,79,15,19,16,22,14,19,73,80,13,22,13,23,13,79,14,81,13,19,15,19,13,1.0
0,0,53,38,0,95,93,3,53,40,55,39,1,3,55,1,0,40,52,40,0,94,90,37,52,94,56,38,1,40,53,39,0,41,56,3,54,2,55,3,54,37,92,1,0,39,0,2,1.0
0,0,49,45,1,95,95,0,45,48,47,44,1,1,51,0,0,47,46,47,0,94,94,41,45,94,51,41,1,44,47,43,1,48,52,0,47,0,48,1,51,42,94,0,0,43,0,0,-1.0
12,0,45,53,13,82,95,1,40,54,41,47,14,1,47,0,12,54,39,53,12,81,94,45,39,80,48,47,14,48,40,46,13,55,48,1,40,0,41,1,47,46,94,0,13,47,13,0,-1.0
30,7,35,57,32,63,87,7,34,59,34,56,33,9,38,8,31,59,33,58,31,62,85,53,33,60,37,55,32,57,35,55,32,60,39,7,35,8,36,8,38,54,86,8,32,56,32,8,1.0
0,7,39,55,1,95,87,7,37,58,37,54,1,9,41,8,0,57,37,57,0,94,85,51,35,94,40,53,1,54,37,53,1,58,42,8,37,8,38,9,40,53,86,7,0,53,0,8,1.0
0,0,46,51,1,95,95,0,40,54,41,47,1,1,48,0,0,53,41,53,0,94,94,44,39,94,48,45,1,47,41,46,1,54,49,0,41,0,42,1,48,46,94,0,0,46,0,0,1.0
15,12,78,73,16,78,82,13,19,74,19,15,18,14,79,13,16,75,18,74,16,77,80,14,17,75,79,15,17,16,19,14,17,76,80,13,19,13,20,13,79,14,81,13,17,15,17,13,1.0
0,4,47,48,0,95,91,5,44,49,46,45,1,5,49,4,0,49,45,49,0,94,90,43,44,94,50,44,1,46,45,45,0,50,50,5,45,4,46,5,49,45,90,4,0,45,0,4,1.0
0,0,46,49,1,95,95,0,41,52,43,47,1,1,48,0,0,51,42,51,0,94,94,44,41,94,48,44,1,47,43,46,1,52,49,0,43,0,44,1,48,45,94,0,0,46,0,0,1.0
32,0,35,56,32,61,95,0,35,56,36,56,35,1,37,0,34,58,34,58,34,60,94,55,34,58,37,56,34,58,36,57,33,59,38,0,36,0,37,0,37,55,94,0,34,57,34,0,1.0
28,0,39,57,29,65,95,0,35,58,35,53,31,1,41,0,30,59,34,59,30,64,94,51,33,62,41,53,30,54,35,53,30,60,42,0,35,0,36,0,41,52,94,0,30,53,30,0,1.0
3,0,45,50,4,91,95,0,40,52,42,47,5,1,47,0,4,52,42,52,4,90,94,45,40,89,47,45,4,48,42,47,4,53,48,0,42,0,43,0,47,47,94,0,4,47,4,0,1.0
0,2,53,40,0,95,92,4,52,41,54,39,1,4,55,3,0,41,53,41,0,94,90,37,52,94,56,38,1,40,53,39,0,42,56,4,53,3,54,4,54,39,91,2,0,39,0,3,1.0
31,7,36,55,33,62,87,7,36,57,36,56,34,9,38,7,33,57,35,57,33,61,85,54,35,59,37,55,33,57,36,56,33,58,39,7,37,8,38,8,37,54,86,7,33,56,33,8,1.0
35,0,39,52,37,58,95,0,38,54,40,53,38,1,41,0,37,54,39,53,36,57,94,51,38,55,41,51,37,54,40,53,37,55,42,0,40,0,41,0,41,52,94,0,37,53,37,0,1.0
0,27,56,40,0,95,66,29,52,41,53,36,1,30,58,29,0,41,53,41,0,94,63,34,52,94,58,35,0,37,53,36,0,42,59,29,53,29,54,29,57,36,65,28,0,36,0,29,1.0
34,0,43,53,35,59,95,0,38,54,39,49,37,1,45,0,36,55,38,55,36,58,94,47,37,56,45,48,36,50,39,49,36,56,46,0,39,0,40,0,45,48,94,0,36,49,36,0,1.0
10,11,80,63,12,84,83,12,28,66,29,14,12,13,81,11,11,65,28,65,11,83,81,12,27,82,81,12,12,14,28,13,12,66,82,12,29,12,30,13,80,12,82,11,11,13,11,12,1.0
0,6,39,53,1,95,88,7,38,56,39,54,1,8,41,7,0,55,38,55,0,94,86,51,37,94,41,52,1,54,39,53,1,56,42,7,39,7,40,8,41,52,87,7,0,53,0,7,1.0
0,6,38,54,1,95,88,6,37,57,38,55,1,8,40,7,0,56,37,56,0,94,86,52,36,94,39,53,1,55,38,54,1,57,41,7,38,7,39,8,40,53,87,7,0,54,0,7,1.0
32,0,43,52,35,61,95,0,38,55,40,50,35,1,45,0,34,54,39,54,34,60,94,47,38,58,45,47,35,50,40,49,35,55,46,0,40,0,41,1,45,48,94,0,34,49,34,0,1.0
33,0,44,53,35,60,95,0,39,55,39,48,36,1,46,0,35,55,38,55,35,59,94,46,37,57,46,48,35,49,39,48,35,56,47,0,39,0,40,0,46,47,94,0,35,48,35,0,1.0
32,0,42,55,33,61,95,0,36,56,37,50,35,1,44,0,34,57,37,57,34,60,94,48,35,58,44,49,34,51,37,50,34,58,45,0,37,0,38,0,44,50,94,0,34,50,34,0,1.0
35,0,44,53,36,58,95,0,38,54,39,48,38,1,46,0,37,55,39,54,36,57,94,46,37,55,46,47,37,49,39,48,37,56,47,0,39,0,40,0,46,48,94,0,37,48,37,0,1.0
10,11,80,62,12,84,83,12,29,65,30,14,12,13,81,11,11,64,29,64,11,83,81,12,28,82,81,12,12,14,29,13,12,65,82,12,30,12,31,13,80,12,82,11,11,13,11,12,1.0
0,0,52,43,0,95,95,1,50,44,51,40,1,1,54,0,0,44,49,44,0,94,94,38,49,94,55,40,1,41,50,40,0,45,55,1,50,0,51,1,54,39,94,0,0,40,0,0,1.0
0,2,47,46,0,95,93,3,46,47,48,45,1,3,49,2,0,47,46,47,0,94,92,43,46,94,50,44,1,46,47,45,0,48,50,3,47,2,48,3,49,44,92,2,0,45,0,2,1.0
28,0,42,53,28,66,95,1,39,53,41,49,30,1,44,0,29,54,40,54,29,65,94,48,39,64,45,49,30,51,40,50,28,55,45,1,40,0,41,1,44,50,94,0,29,50,29,0,-1.0
0,0,87,39,0,95,93,1,54,41,54,6,1,3,89,2,0,41,51,41,0,94,90,3,51,94,88,6,1,6,53,5,1,42,90,3,53,2,54,3,89,3,92,2,0,5,0,2,1.0
35,0,39,52,37,58,95,0,38,54,40,53,38,1,41,0,36,54,39,53,36,57,94,51,38,55,41,51,37,54,40,52,37,55,42,0,40,0,41,0,41,52,94,0,37,53,37,0,1.0
35,0,43,53,36,58,95,0,37,54,39,48,38,1,45,0,36,55,38,54,36,57,94,47,37,55,45,47,37,50,39,48,36,56,46,0,39,0,40,0,45,48,94,0,37,49,37,0,1.0
29,6,34,58,31,64,88,7,33,60,34,58,32,8,36,7,31,60,33,59,30,63,86,56,32,61,36,57,31,59,34,58,31,61,37,7,34,7,35,7,35,57,87,6,31,58,31,7,1.0
0,7,38,53,1,95,87,7,38,56,38,55,1,9,40,7,0,55,37,55,0,94,85,52,37,94,39,53,1,55,38,54,1,56,41,7,39,8,40,9,39,52,86,7,0,54,0,8,1.0
0,0,48,47,0,95,95,1,46,48,47,44,1,1,50,0,0,48,46,48,0,94,94,42,45,94,51,44,1,45,46,44,0,49,51,1,46,0,47,1,50,44,94,0,0,44,0,0,1.0
34,0,46,52,35,59,95,0,40,53,40,47,37,1,47,0,36,54,39,54,36,58,94,46,38,56,47,47,36,48,40,47,36,55,48,0,40,0,41,0,47,46,94,0,36,47,36,0,1.0
0,0,45,52,1,95,95,0,40,55,40,48,1,1,47,0,0,54,39,54,0,94,94,45,38,94,47,47,1,48,40,47,1,55,48,0,40,0,41,1,47,46,94,0,0,47,0,0,1.0
0,1,51,42,0,95,92,4,50,44,51,41,1,4,53,2,0,44,49,44,0,94,89,39,48,94,54,41,1,42,49,41,0,45,54,4,50,3,51,4,51,40,91,1,0,41,0,3,1.0
29,7,43,58,30,64,87,7,32,59,33,48,32,9,45,7,31,60,33,60,31,63,85,47,32,61,44,47,30,50,33,49,30,61,46,7,34,8,35,7,44,48,86,7,31,49,31,8,1.0
0,0,46,46,0,95,95,1,46,47,48,46,1,1,48,0,0,47,46,47,0,94,94,44,46,94,49,45,1,47,47,46,0,48,49,1,47,0,48,1,48,45,94,0,0,46,0,0,1.0
0,1,44,46,0,95,93,3,44,48,47,48,1,3,46,1,0,48,44,48,0,94,91,46,44,94,47,46,1,49,45,48,0,49,47,3,46,2,47,3,45,46,92,1,0,48,0,2,-1.0
22,12,79,65,24,71,82,13,27,67,27,14,25,14,80,12,23,67,26,66,23,70,80,13,25,68,80,14,24,15,26,13,24,68,81,13,27,12,28,13,79,13,81,12,23,14,24,13,1.0
33,0,37,56,33,60,95,0,36,56,36,55,36,1,39,0,35,58,35,57,34,59,94,53,34,57,39,55,35,56,36,55,35,59,40,0,36,0,37,0,39,54,94,0,35,55,35,0,1.0
32,7,36,55,34,61,87,7,35,57,36,56,35,9,38,7,33,57,36,56,33,60,85,54,35,58,37,54,34,57,36,55,34,58,39,7,37,7,38,8,37,55,86,7,33,56,34,8,1.0
33,0,36,55,35,60,95,0,35,57,37,56,36,1,38,0,34,57,36,55,33,59,94,54,35,57,38,54,35,57,37,55,35,58,39,0,37,0,38,0,38,55,94,0,35,56,35,0,1.0
13,11,80,61,15,80,83,12,30,63,31,13,16,13,81,11,15,63,30,63,15,79,81,12,29,77,81,12,15,14,30,13,15,64,82,12,31,12,32,12,80,12,82,11,15,13,15,12,1.0
32,0,40,56,33,61,95,0,35,57,36,52,35,1,42,0,34,58,36,57,33,60,94,50,34,58,42,51,34,53,36,52,34,59,43,0,36,0,37,0,42,52,94,0,34,52,34,0,1.0
35,0,37,53,35,58,95,0,37,53,39,53,38,1,39,0,37,55,37,55,37,57,94,53,37,55,39,53,37,56,39,55,35,56,40,0,39,0,40,0,39,53,94,0,37,55,37,0,1.0
0,0,40,52,1,95,95,0,39,55,40,53,1,1,42,0,0,54,39,54,0,94,94,50,38,94,42,51,1,53,40,52,1,55,43,0,40,0,41,1,42,51,94,0,0,52,0,0,1.0
21,0,40,51,23,72,95,0,40,53,41,53,24,1,42,0,23,53,39,53,23,71,94,50,39,69,42,51,24,53,41,52,24,54,43,0,41,0,42,1,42,50,94,0,23,52,23,0,1.0
10,10,80,63,12,84,84,11,28,66,29,14,12,12,81,11,10,65,28,64,10,83,82,12,27,82,81,12,12,14,29,12,12,66,82,11,29,11,30,12,81,12,83,11,11,13,11,11,1.0
33,0,44,54,35,60,95,0,37,56,38,48,36,1,46,0,35,56,38,55,34,59,94,46,36,57,46,47,35,49,38,48,35,57,47,0,38,0,39,0,46,48,94,0,35,48,35,0,1.0
19,12,78,69,21,74,82,13,23,71,23,15,22,14,79,13,20,71,22,69,19,73,80,14,21,71,79,15,21,16,23,14,21,72,80,13,23,13,24,13,79,14,81,13,21,15,21,13,1.0
28,0,44,53,30,65,95,0,38,55,39,49,31,1,46,0,30,55,38,55,30,64,94,46,37,62,46,47,31,49,39,48,31,56,47,0,39,0,40,1,46,47,94,0,30,48,30,0,1.0
22,12,77,65,24,71,82,13,26,67,27,16,25,14,78,13,23,67,26,66,23,70,80,15,25,68,78,15,24,17,27,15,24,68,79,13,27,13,28,13,78,15,81,13,24,16,24,13,1.0
3,7,38,54,4,91,87,7,37,56,37,54,5,9,40,7,4,56,37,56,4,90,85,52,36,89,39,53,4,55,37,54,4,57,41,7,38,8,39,8,39,53,86,7,4,54,4,8,1.0
0,0,48,46,0,95,95,1,47,47,48,44,1,1,50,0,0,47,47,47,0,94,94,42,46,94,51,44,1,45,47,44,0,48,51,1,47,0,48,1,50,44,94,0,0,44,0,0,1.0
0,0,44,46,1,95,95,0,44,49,46,49,1,1,46,0,0,48,44,48,0,94,94,46,44,94,46,46,1,49,46,48,1,49,47,0,46,0,47,1,46,46,94,0,0,48,0,0,-1.0
0,7,50,41,0,95,86,10,50,43,52,42,1,10,52,7,0,43,49,43,0,94,83,40,49,94,53,41,1,43,49,42,0,44,53,10,51,9,52,10,50,40,85,7,0,42,0,9,1.0
33,7,37,54,34,60,87,7,37,55,37,55,36,9,39,7,35,56,36,56,35,59,85,53,36,57,38,54,35,56,37,55,35,57,40,7,38,8,39,8,38,53,86,7,35,55,35,8,1.0
36,0,38,53,36,57,95,0,37,53,39,52,39,1,40,0,38,55,38,54,37,56,94,52,37,54,40,52,38,55,39,54,36,56,41,0,39,0,40,0,40,53,94,0,38,54,38,0,1.0
0,0,45,51,1,95,95,0,39,54,41,48,1,1,47,0,0,53,40,53,0,94,94,45,39,94,47,45,1,48,41,47,1,54,48,0,41,0,42,1,47,46,94,0,0,47,0,0,1.0
0,0,50,43,0,95,94,2,49,45,50,42,1,2,52,1,0,45,48,45,0,94,92,40,47,94,53,42,1,43,49,42,0,46,53,2,49,1,50,2,51,41,93,0,0,42,0,1,1.0
0,0,89,42,0,95,94,0,51,44,51,4,1,2,91,1,0,44,49,44,0,94,92,1,48,94,90,4,1,4,50,3,1,45,92,2,50,1,51,2,90,2,93,0,0,3,0,1,1.0
0,0,46,46,1,95,94,1,44,49,46,47,1,2,48,1,0,48,46,48,0,94,92,44,44,94,48,44,1,47,46,46,1,49,49,1,46,1,47,2,48,46,93,1,0,46,0,1,-1.0
35,0,38,52,36,58,95,0,38,53,40,53,38,1,40,0,37,54,38,54,37,57,94,52,38,55,40,52,37,55,40,54,36,55,41,0,40,0,41,0,40,52,94,0,37,54,37,0,1.0
0,6,49,44,0,95,89,7,47,46,49,43,1,7,51,6,0,46,46,46,0,94,88,41,46,94,52,42,1,44,48,43,0,47,52,7,48,6,49,7,51,41,88,6,0,43,0,6,1.0
0,0,47,51,1,95,95,0,41,54,41,46,1,1,49,0,0,53,41,53,0,94,94,43,39,94,49,45,1,46,41,45,1,54,50,0,41,0,42,1,49,45,94,0,0,45,0,0,1.0
0,30,57,42,0,95,63,31,51,43,51,35,1,33,59,32,0,43,51,43,0,94,60,33,50,94,58,35,0,36,51,35,0,44,60,32,51,32,52,32,59,35,62,32,0,35,0,32,1.0
0,0,48,46,0,95,95,1,46,47,48,44,1,1,50,0,0,47,47,47,0,94,94,42,46,94,51,43,1,45,47,44,0,48,51,1,47,0,48,1,50,44,94,0,0,44,0,0,1.0
33,0,37,54,34,60,95,0,37,55,38,55,36,1,39,0,35,56,36,56,35,59,94,53,36,57,39,54,35,56,38,55,35,57,40,0,38,0,39,0,39,53,94,0,35,55,35,0,1.0
0,0,52,39,0,95,93,3,51,41,54,40,1,3,54,2,0,41,52,41,0,94,90,38,51,94,55,38,1,41,53,40,0,42,55,3,53,2,54,3,53,39,92,1,0,40,0,2,1.0
9,11,80,63,11,85,83,12,29,66,29,14,11,13,81,11,10,65,28,65,10,84,81,12,27,83,81,13,11,14,28,13,11,66,82,12,29,12,30,13,80,12,82,11,10,13,10,12,1.0
10,11,80,60,12,84,83,12,31,63,32,14,12,13,81,11,11,62,31,62,11,83,81,12,30,82,81,12,12,14,31,13,12,63,82,12,32,12,33,13,80,12,82,11,11,13,11,12,1.0
21,11,80,67,23,72,83,12,25,69,25,13,24,13,81,11,22,69,24,67,21,71,81,12,23,69,81,13,23,14,24,12,23,70,82,12,25,11,26,12,80,12,82,11,22,13,23,12,1.0
0,7,41,51,1,95,87,7,41,54,41,52,1,9,43,7,0,53,39,53,0,94,85,49,39,94,42,51,1,52,40,51,1,54,44,8,41,8,42,9,42,49,86,7,0,51,0,8,1.0
0,0,40,52,1,95,95,0,39,55,40,53,1,1,42,0,0,54,39,54,0,94,94,50,38,94,42,51,1,53,40,52,1,55,43,0,40,0,41,1,42,51,94,0,0,52,0,0,1.0
0,0,41,49,1,95,95,0,41,52,43,52,1,1,43,0,0,51,41,51,0,94,94,49,41,94,43,49,1,52,43,51,1,52,44,0,43,0,44,1,43,49,94,0,0,51,0,0,1.0
0,6,38,54,1,95,88,6,37,57,38,55,1,8,40,7,0,56,37,56,0,94,86,52,36,94,39,53,1,55,38,54,1,57,41,7,38,7,39,8,40,53,87,7,0,54,0,7,1.0
10,10,81,62,12,84,84,11,30,65,30,13,12,12,82,10,11,64,29,64,11,83,82,11,28,82,82,12,12,13,29,12,12,65,83,11,30,11,31,12,81,11,83,10,11,12,11,11,1.0
20,12,79,67,22,73,82,13,24,69,25,14,23,14,80,12,22,69,24,68,21,72,80,13,23,70,80,13,22,15,24,14,22,70,81,13,25,13,26,13,79,13,81,12,22,14,22,13,1.0
28,0,44,53,30,65,95,0,38,55,39,49,31,1,46,0,30,55,38,55,30,64,94,46,37,62,46,47,31,49,39,48,31,56,47,0,39,0,40,1,46,47,94,0,30,48,30,0,1.0
0,0,48,46,0,95,95,1,47,47,48,44,1,1,50,0,0,47,46,47,0,94,94,42,46,94,51,44,1,45,47,44,0,48,51,1,47,0,48,1,50,43,94,0,0,44,0,0,1.0
33,6,38,55,34,60,88,7,36,56,37,53,36,8,40,7,35,57,37,56,34,59,86,52,35,57,40,53,35,55,37,54,34,58,41,7,37,7,38,7,39,54,87,6,35,54,35,7,1.0
10,12,79,59,12,84,82,13,32,62,33,15,12,14,80,13,11,61,33,60,10,83,80,13,31,82,80,13,12,15,33,14,12,62,81,13,33,13,34,14,79,14,81,12,11,14,11,13,1.0
0,0,46,51,1,95,95,0,40,54,41,47,1,1,48,0,0,53,40,53,0,94,94,44,39,94,48,45,1,47,41,46,1,54,49,0,41,0,42,1,48,45,94,0,0,46,0,0,1.0
34,0,44,52,36,59,95,0,38,54,40,48,37,1,46,0,36,54,39,54,36,58,94,46,38,56,46,46,36,49,40,48,36,55,47,0,40,0,41,0,46,47,94,0,36,48,36,0,1.0
34,0,44,53,35,59,95,0,39,54,39,48,37,1,46,0,36,55,38,55,36,58,94,46,37,56,46,48,36,49,39,48,36,56,47,0,39,0,40,0,46,47,94,0,36,48,36,0,1.0
20,11,80,67,22,73,83,12,25,69,25,13,23,13,81,12,22,69,25,68,21,72,81,12,23,70,81,13,22,14,25,13,22,70,82,12,25,12,26,12,80,13,82,11,22,13,22,12,1.0
36,0,37,53,37,57,95,0,37,54,39,54,39,1,39,0,36,55,37,53,36,56,94,53,37,54,39,53,38,56,39,53,37,56,40,0,39,0,40,0,39,53,94,0,38,55,38,0,1.0
34,0,44,54,35,59,95,0,38,55,38,48,37,1,46,0,36,56,38,55,35,58,94,46,36,56,46,48,36,49,38,48,36,57,47,0,38,0,39,0,46,48,94,0,36,48,36,0,1.0
0,0,52,42,0,95,94,2,51,43,52,40,1,2,54,0,0,43,50,43,0,94,92,38,50,94,55,40,1,41,50,40,0,44,55,2,51,1,52,2,53,39,93,0,0,40,0,1,1.0
10,12,78,62,12,84,82,13,30,65,30,16,12,14,79,13,10,64,29,63,10,83,80,14,28,82,79,15,12,16,30,14,12,65,80,13,30,13,31,14,79,14,81,13,11,15,11,13,1.0
0,0,46,45,1,95,94,1,45,48,47,47,1,2,48,1,0,47,46,47,0,94,92,44,45,94,48,44,1,47,47,46,1,48,49,1,47,1,48,2,48,45,93,1,0,46,0,1,-1.0
6,0,44,51,7,88,95,0,39,53,41,48,8,1,46,0,7,53,40,53,7,87,94,46,39,86,46,46,7,49,41,48,7,54,47,0,41,0,42,0,46,47,94,0,7,48,7,0,1.0
33,7,37,55,34,60,87,7,36,56,36,55,36,9,39,8,34,57,36,56,34,59,85,53,35,57,38,54,35,56,37,54,35,58,40,7,37,8,38,8,39,54,86,8,35,55,35,8,1.0
28,6,45,58,30,65,88,7,33,60,34,47,31,8,47,6,30,60,33,60,30,64,86,45,32,62,47,46,30,48,33,47,30,61,48,7,34,7,35,7,46,46,87,6,30,47,30,7,1.0
34,0,43,54,35,59,95,0,37,55,38,49,37,1,45,0,36,56,38,55,35,58,94,47,36,56,45,48,36,50,38,49,36,57,46,0,38,0,39,0,45,49,94,0,36,49,36,0,1.0
0,0,45,51,1,95,95,0,39,54,41,48,1,1,47,0,0,53,40,53,0,94,94,45,39,94,47,45,1,48,41,47,1,54,48,0,41,0,42,1,47,46,94,0,0,47,0,0,1.0
0,0,51,42,0,95,95,1,50,43,52,41,1,1,53,0,0,43,50,43,0,94,94,39,50,94,54,40,1,42,51,41,0,44,54,1,51,0,52,1,53,40,94,0,0,41,0,0,1.0
32,0,44,54,34,61,95,0,38,56,38,48,35,1,46,0,34,56,37,56,34,60,94,46,36,58,46,48,34,49,38,48,34,57,47,0,38,0,39,0,46,47,94,0,34,48,34,0,1.0
24,13,78,63,26,69,81,14,29,65,29,15,27,15,79,13,25,65,28,64,25,68,79,14,27,66,79,15,26,16,28,14,26,66,80,14,29,13,30,14,78,14,80,13,25,15,26,14,1.0
31,7,35,55,33,62,87,7,35,57,36,57,34,9,37,7,33,57,35,57,33,61,85,55,35,59,36,55,33,58,36,57,33,58,38,7,37,8,38,8,36,55,86,7,33,57,33,8,1.0
22,11,79,64,24,71,83,12,27,66,28,14,25,13,80,12,23,66,27,65,23,70,81,13,26,68,80,13,24,15,28,13,24,67,81,12,28,12,29,12,80,13,82,12,24,14,24,12,1.0
0,1,52,39,0,95,93,3,52,41,54,40,1,3,54,1,0,41,51,41,0,94,91,38,51,94,55,39,1,41,52,40,0,42,55,3,53,2,54,3,53,38,92,1,0,40,0,2,1.0
0,0,48,45,0,95,94,2,48,46,49,44,1,2,50,0,0,46,47,46,0,94,92,42,47,94,51,44,1,45,47,44,0,47,51,2,48,1,49,2,49,43,93,0,0,44,0,1,1.0
10,10,80,60,12,84,84,11,31,63,32,14,12,12,81,11,10,62,31,61,10,83,82,12,30,82,81,12,12,14,32,12,12,63,82,11,32,11,33,12,81,12,83,11,11,13,11,11,1.0
27,7,43,61,29,66,87,7,29,63,30,49,30,9,45,7,28,63,30,61,27,65,85,47,29,63,44,47,29,50,30,48,29,64,46,7,31,7,32,8,44,48,86,7,28,49,29,8,1.0
0,1,89,37,0,95,92,1,56,39,56,4,1,4,91,2,0,39,54,39,0,94,89,1,53,94,89,4,1,4,54,3,1,40,92,4,55,3,56,4,89,2,91,1,0,3,0,3,1.0
0,5,52,39,0,95,88,8,52,41,54,40,1,8,54,6,0,41,51,41,0,94,85,38,51,94,55,39,1,41,52,40,0,42,55,8,53,7,54,8,53,38,87,6,0,40,0,7,1.0
10,11,79,64,12,84,83,12,27,67,28,15,12,13,80,12,11,66,28,65,10,83,81,13,26,82,80,13,12,15,28,14,12,67,81,12,28,12,29,13,79,14,82,11,11,14,11,12,1.0
0,0,46,50,1,95,95,0,41,53,42,47,1,1,48,0,0,52,42,52,0,94,94,44,40,94,48,45,1,47,42,46,1,53,49,0,42,0,43,1,48,46,94,0,0,46,0,0,1.0
0,1,88,94,0,95,93,1,1,94,1,5,1,3,90,2,0,94,0,94,0,94,91,2,0,94,89,5,1,5,0,4,1,95,91,3,0,2,1,3,89,4,92,1,0,4,0,2,1.0
0,0,52,39,0,95,93,3,52,41,54,40,1,3,54,0,0,41,51,41,0,94,90,38,51,94,55,39,1,41,51,40,0,42,55,3,53,2,54,3,52,38,92,0,0,40,0,2,1.0
0,7,39,52,1,95,87,7,39,55,39,54,1,9,41,7,0,54,38,54,0,94,85,51,38,94,40,52,1,54,39,53,1,55,42,7,40,8,41,9,40,51,86,7,0,53,0,8,1.0
34,7,37,55,35,59,87,7,36,56,36,55,37,9,39,8,35,57,36,55,34,58,85,53,35,56,38,54,36,56,37,54,36,58,40,7,37,8,38,8,39,54,86,8,36,55,36,8,1.0
0,0,46,46,0,95,94,2,46,47,48,46,1,2,48,0,0,47,46,47,0,94,92,44,46,94,49,45,1,47,46,46,0,48,49,2,47,1,48,2,47,45,93,0,0,46,0,1,1.0
0,1,53,39,0,95,92,4,52,41,54,39,1,4,55,3,0,41,52,41,0,94,89,37,51,94,56,38,1,40,53,39,0,42,56,4,53,3,54,4,54,38,91,2,0,39,0,3,1.0
0,0,46,51,1,94,95,0,40,53,41,46,2,1,48,0,1,53,41,53,1,93,94,44,39,92,48,45,1,47,41,46,1,54,49,0,41,0,42,0,48,46,94,0,1,46,1,0,1.0
0,0,47,45,0,95,95,1,47,46,49,45,1,1,49,0,0,46,47,46,0,94,94,43,47,94,50,44,1,46,48,45,0,47,50,1,48,0,49,1,49,44,94,0,0,45,0,0,1.0
34,0,37,54,35,59,95,0,36,55,38,54,37,1,39,0,36,56,37,55,35,58,94,53,36,56,39,53,36,56,38,55,35,57,40,0,38,0,39,0,39,54,94,0,36,55,36,0,1.0
28,6,44,61,28,65,88,7,30,61,31,47,31,8,46,7,30,63,31,62,29,64,86,46,29,62,46,47,30,49,31,48,29,64,47,7,31,7,32,7,45,48,87,6,30,48,30,7,1.0
