@relation 'Sax dominant'

@attribute o1atMhh numeric
@attribute o1atLhh numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMff numeric
@attribute o1atLff numeric
@attribute o1atMhi numeric
@attribute o1atLhi numeric
@attribute o1atMjk numeric
@attribute o1atLjk numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMfg numeric
@attribute o1atLfg numeric
@attribute o1atMdf numeric
@attribute o1atLdf numeric
@attribute o1atMhk numeric
@attribute o1atLhk numeric
@attribute o1atMig numeric
@attribute o1atLig numeric
@attribute o1atMge numeric
@attribute o1atLge numeric
@attribute o1atMkj numeric
@attribute o1atLkj numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMih numeric
@attribute o1atLih numeric
@attribute o1atLkk numeric
@attribute o1atMee numeric
@attribute o1atLee numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMaa numeric
@attribute o1atMgg numeric
@attribute o1atLgg numeric
@attribute o1atMii numeric
@attribute o1atLii numeric
@attribute o1atMij numeric
@attribute o1atLij numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMgh numeric
@attribute o1atLgh numeric
@attribute o1atMah numeric
@attribute o1atLah numeric
@attribute o1atMji numeric
@attribute o1atLji numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMjj numeric
@attribute o1atLjj numeric
@attribute o1atMhj numeric
@attribute o1atLhj numeric
@attribute o1atMfh numeric
@attribute o1atLfh numeric
@attribute o1atMfi numeric
@attribute o1atLfi numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMgb numeric
@attribute o1atLgb numeric
@attribute o1atMkg numeric
@attribute o1atLkg numeric
@attribute o1atMif numeric
@attribute o1atLif numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMgf numeric
@attribute o1atLgf numeric
@attribute o1atMef numeric
@attribute o1atLef numeric
@attribute o1atMgi numeric
@attribute o1atLgi numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMeg numeric
@attribute o1atLeg numeric
@attribute o1atMik numeric
@attribute o1atLik numeric
@attribute o1atMag numeric
@attribute o1atLag numeric
@attribute o1atMek numeric
@attribute o1atLek numeric
@attribute o1atMfc numeric
@attribute o1atLfc numeric
@attribute o1atMjh numeric
@attribute o1atLjh numeric
@attribute o1atMfd numeric
@attribute o1atLfd numeric
@attribute o1atMfe numeric
@attribute o1atLfe numeric
@attribute o1atMhg numeric
@attribute o1atLhg numeric
@attribute o1atMjg numeric
@attribute o1atLjg numeric
@attribute o1atMaj numeric
@attribute o1atLaj numeric
@attribute o1atMdg numeric
@attribute o1atLdg numeric
@attribute o1atMkh numeric
@attribute o1atLkh numeric
@attribute o1atMgd numeric
@attribute o1atLgd numeric
@attribute o1atMhf numeric
@attribute o1atLhf numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMgj numeric
@attribute o1atLgj numeric
@attribute o1atMgk numeric
@attribute o1atLgk numeric
@attribute o1atMfk numeric
@attribute o1atLfk numeric
@attribute o1atMki numeric
@attribute o1atLki numeric
@attribute o1atMjd numeric
@attribute o1atLjd numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMak numeric
@attribute o1atLak numeric
@attribute o1atMjf numeric
@attribute o1atLjf numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMje numeric
@attribute o1atLje numeric
@attribute o1atMei numeric
@attribute o1atLei numeric
@attribute o1atMhe numeric
@attribute o1atLhe numeric
@attribute o1atMcg numeric
@attribute o1atLcg numeric
@attribute o1atMhc numeric
@attribute o1atLhc numeric
@attribute o1atMdi numeric
@attribute o1atLdi numeric
@attribute o1atMai numeric
@attribute o1atLai numeric
@attribute o1atMdk numeric
@attribute o1atLdk numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMfj numeric
@attribute o1atLfj numeric
@attribute o1atMeh numeric
@attribute o1atLeh numeric
@attribute o1atMaf numeric
@attribute o1atLaf numeric
@attribute o1atMic numeric
@attribute o1atLic numeric
@attribute o1atMcf numeric
@attribute o1atLcf numeric
@attribute o1atMie numeric
@attribute o1atLie numeric
@attribute o1atMgc numeric
@attribute o1atLgc numeric
@attribute o1atMbf numeric
@attribute o1atLbf numeric
@attribute o1atMdh numeric
@attribute o1atLdh numeric
@attribute o1atMid numeric
@attribute o1atLid numeric
@attribute o1atMkf numeric
@attribute o1atLkf numeric
@attribute o1atMfb numeric
@attribute o1atLfb numeric
@attribute o1atMke numeric
@attribute o1atLke numeric
@attribute o1atMbk numeric
@attribute o1atLbk numeric
@attribute o1atMhd numeric
@attribute o1atLhd numeric
@attribute o1atMej numeric
@attribute o1atLej numeric
@attribute o1atMjc numeric
@attribute o1atLjc numeric
@attribute o1atMkd numeric
@attribute o1atLkd numeric
@attribute o1atMbg numeric
@attribute o1atLbg numeric
@attribute o1atMhb numeric
@attribute o1atLhb numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMck numeric
@attribute o1atLck numeric
@attribute o1atMch numeric
@attribute o1atLch numeric
@attribute destClass {-1,1}

@data
65,29,23,67,16,82,40,51,70,19,92,3,25,67,17,76,43,48,25,57,73,3,56,20,36,50,91,2,24,67,17,76,70,17,2,31,67,23,74,10,51,46,84,15,86,6,11,84,23,68,55,35,12,37,85,6,23,68,11,83,90,6,72,7,44,35,44,22,18,69,18,50,58,2,42,21,11,76,42,48,35,57,57,22,11,77,25,68,36,50,87,3,11,51,38,4,25,56,71,6,25,56,35,56,53,34,57,6,12,9,25,50,72,2,25,50,42,35,17,69,17,69,58,8,59,3,45,3,86,2,25,8,17,69,12,4,43,7,24,68,37,8,37,23,36,36,25,50,25,36,26,23,12,23,26,4,11,70,44,8,37,36,11,58,25,22,25,57,36,22,25,50,18,57,26,36,25,22,44,3,18,57,37,3,19,4,25,36,37,9,25,8,25,3,18,50,18,36,11,70,11,69,26,4,26,36,1.0
76,28,25,72,16,83,40,54,78,13,92,3,25,68,17,77,42,50,26,56,80,3,60,15,38,50,91,3,25,68,17,77,78,13,2,36,67,20,76,9,56,48,84,12,86,7,10,85,21,73,59,32,10,34,86,7,21,73,10,84,90,6,79,7,42,32,42,14,17,68,17,51,61,3,43,15,10,77,43,50,37,55,60,14,10,78,21,68,37,51,87,3,10,52,39,4,21,56,79,7,25,56,37,55,59,33,61,8,11,9,26,51,79,3,26,51,43,33,17,73,17,68,61,7,62,3,44,3,86,3,26,8,17,73,11,4,43,8,21,68,38,8,37,15,38,33,21,51,21,33,26,15,10,16,27,4,10,69,43,7,37,33,10,57,21,15,21,56,38,15,21,51,17,56,26,33,26,15,43,3,17,56,38,3,18,4,26,33,38,8,21,8,26,3,17,51,17,33,10,74,10,73,22,4,21,33,1.0
70,39,32,63,17,84,44,50,71,21,92,2,33,61,18,76,45,48,33,53,73,2,52,22,41,48,91,3,33,61,18,76,72,20,2,38,60,29,75,8,49,46,76,20,77,15,9,86,30,64,51,41,9,43,78,16,30,64,9,85,90,14,71,15,45,42,45,22,18,61,18,48,52,3,46,22,9,76,46,47,41,53,51,21,9,77,30,61,41,48,79,2,9,49,42,3,30,53,72,16,33,53,40,53,50,42,52,16,9,17,33,48,72,3,33,48,46,42,18,64,18,61,51,15,53,2,47,3,78,3,33,16,18,64,10,4,46,16,30,61,41,16,41,22,41,42,30,48,30,42,33,22,9,23,34,3,9,62,45,16,41,42,9,54,30,22,30,53,41,22,30,48,18,53,33,42,33,22,46,3,18,53,41,3,19,3,33,42,41,16,30,16,33,3,18,48,18,42,9,65,9,64,31,3,30,42,1.0
70,32,23,68,18,81,37,58,75,19,92,2,24,67,19,75,40,51,25,62,76,4,56,18,30,51,91,2,24,68,19,75,74,18,2,26,67,22,74,11,52,47,88,14,89,4,12,83,22,70,57,35,13,38,89,3,23,70,12,82,90,2,75,5,43,38,43,20,19,69,19,52,57,2,41,18,12,75,41,50,30,62,58,20,12,76,23,69,32,52,91,3,13,53,32,4,24,63,74,3,24,63,29,62,56,36,56,3,13,5,26,52,75,2,25,52,41,36,19,70,19,69,58,5,58,4,43,4,90,2,25,4,19,70,13,4,41,3,24,69,30,4,32,20,30,37,25,52,24,37,26,20,13,20,26,4,12,70,43,5,32,38,12,64,24,19,24,63,30,19,24,52,19,63,26,38,25,19,42,2,19,63,31,3,20,4,25,37,32,5,24,4,25,3,20,52,19,37,12,71,12,70,25,4,25,38,1.0
75,27,27,68,16,82,36,60,77,16,90,5,28,66,17,77,37,56,28,62,79,5,61,16,32,56,89,5,28,66,17,77,77,16,4,30,65,24,76,10,55,54,83,13,85,8,11,84,25,69,61,32,12,34,85,8,25,69,11,83,88,7,78,9,39,33,39,17,17,66,17,56,61,5,38,16,11,77,37,55,32,62,61,17,11,78,25,66,32,56,86,5,11,57,33,6,25,62,78,9,28,62,31,62,61,32,61,9,12,10,28,56,78,5,28,56,38,33,17,69,17,66,61,10,62,6,39,6,85,5,28,9,17,69,12,6,38,9,25,66,32,9,33,17,32,33,25,56,25,33,29,17,12,17,29,6,11,67,39,10,33,33,11,63,25,16,25,62,32,16,25,56,17,62,29,33,28,16,38,5,17,62,32,5,18,6,28,33,33,10,25,9,28,5,17,56,17,33,11,70,11,69,26,6,26,33,1.0
53,41,32,62,18,84,45,49,55,38,92,3,33,58,19,74,47,46,33,52,57,3,51,38,41,47,91,3,33,60,19,74,56,37,2,37,58,28,72,8,49,45,81,35,83,10,9,86,28,63,51,43,10,44,83,11,30,63,9,85,90,9,56,11,47,43,47,38,19,60,20,47,51,3,47,38,9,74,46,46,40,52,51,38,9,75,29,59,41,46,84,3,10,48,42,3,30,53,56,11,34,53,40,52,50,42,51,11,10,12,34,46,56,3,34,47,47,43,19,64,20,60,51,11,52,3,48,3,83,3,34,11,20,64,10,4,47,11,30,60,41,11,41,38,41,43,30,46,30,43,34,38,10,39,35,3,9,61,47,11,41,43,9,54,30,38,29,52,41,38,30,47,19,53,34,43,34,38,47,3,20,53,41,3,21,4,34,43,41,11,30,11,34,3,20,47,20,43,9,65,9,64,31,3,30,43,1.0
69,34,24,67,19,81,31,62,74,16,92,2,25,67,20,73,34,60,26,64,77,2,52,17,28,60,91,3,25,66,20,73,74,15,2,26,66,23,71,11,46,57,87,11,88,3,12,83,24,68,51,41,13,42,89,3,23,68,12,82,90,3,75,4,35,42,35,19,20,68,21,60,53,3,33,17,12,73,33,58,29,64,52,19,12,74,24,67,30,60,90,2,13,61,30,4,25,65,76,4,26,64,27,64,50,40,53,4,13,6,27,60,76,3,26,60,33,40,20,69,21,68,52,6,54,4,35,4,89,3,26,5,20,69,13,4,34,4,24,67,29,5,30,19,28,41,26,60,25,41,27,19,13,19,27,4,12,69,35,6,30,42,12,66,25,18,25,64,28,18,25,60,21,65,27,42,26,18,34,3,21,65,29,3,22,4,26,41,30,6,25,5,26,3,22,60,21,41,12,70,12,69,26,4,26,42,1.0
57,45,30,66,18,82,43,53,64,30,90,5,31,63,19,75,45,50,31,55,65,6,48,30,39,50,89,5,31,63,19,75,63,30,4,37,62,26,74,10,47,49,86,23,87,7,11,84,27,67,48,47,12,47,87,6,27,67,11,83,88,6,64,8,45,47,45,31,19,63,19,50,48,5,44,30,11,75,43,50,39,55,49,31,11,76,27,63,40,50,88,5,12,51,40,6,27,55,64,7,31,55,39,55,48,45,48,7,12,8,32,50,64,5,31,50,44,46,19,67,19,63,49,8,49,6,45,6,87,5,31,7,19,67,12,6,44,7,27,63,39,7,40,31,39,46,28,50,27,46,32,31,12,31,32,6,11,64,45,8,40,47,11,56,27,30,27,55,39,30,27,50,19,55,32,47,31,30,44,5,19,55,39,5,20,6,31,46,40,8,27,7,31,5,20,50,19,46,11,68,11,67,28,6,28,47,-1.0
73,46,25,70,17,81,28,64,77,16,94,1,26,68,19,75,31,62,26,65,79,1,43,16,28,62,93,1,25,68,19,75,77,16,0,28,67,22,73,11,38,60,90,11,91,2,12,83,23,71,43,51,13,52,91,2,23,71,12,82,92,2,78,3,32,51,32,17,19,68,19,63,43,1,31,16,12,75,29,62,28,65,43,17,12,76,23,68,29,63,92,1,12,64,30,2,23,65,78,3,25,65,28,64,43,49,43,3,13,4,26,63,78,1,25,63,31,50,19,71,19,68,43,4,44,2,32,2,91,1,26,3,19,71,13,2,31,3,23,68,29,3,30,17,29,50,23,63,23,51,27,17,13,17,27,2,12,69,32,4,30,51,12,66,23,16,23,65,29,16,23,63,19,65,27,51,26,16,31,1,19,65,29,1,20,2,26,51,30,4,23,3,26,1,19,63,19,51,12,72,12,71,24,2,24,51,-1.0
64,34,24,70,18,82,43,53,70,22,92,2,24,69,19,75,45,46,25,56,72,3,55,22,37,46,91,3,24,69,19,75,70,21,2,35,68,22,74,10,52,43,84,16,86,6,11,84,23,71,55,36,12,39,87,6,23,71,11,83,90,4,71,6,46,37,46,23,19,69,19,47,56,3,46,23,11,75,45,46,37,55,55,22,11,76,23,69,37,47,88,3,11,48,39,4,23,56,71,6,24,56,37,55,54,36,56,6,12,8,25,47,71,3,24,47,46,37,19,71,19,69,56,6,57,3,48,3,87,3,25,7,19,71,12,4,47,7,23,69,38,7,38,24,38,37,23,47,23,38,26,24,12,24,26,4,11,70,47,7,38,38,11,57,23,23,23,56,38,23,23,47,19,56,26,38,25,23,47,3,19,56,38,3,20,4,25,38,38,8,23,7,25,3,19,47,19,38,11,72,11,71,24,4,24,38,1.0
76,22,21,74,14,84,53,62,77,14,88,6,21,72,15,79,56,38,22,64,80,6,68,14,30,38,87,5,21,72,15,79,78,14,5,28,71,18,78,8,64,35,84,12,85,6,9,86,19,75,67,26,9,27,84,7,19,75,9,85,85,6,78,7,56,26,56,15,15,72,15,38,68,7,56,15,9,79,55,38,30,63,67,15,9,80,19,72,30,38,87,6,9,39,31,7,19,64,78,8,22,64,30,63,67,25,68,8,9,9,22,38,79,7,22,38,55,26,15,75,15,72,67,8,69,7,57,7,86,6,22,8,15,75,10,8,56,8,19,72,30,8,30,15,30,26,19,38,19,26,22,15,9,16,23,7,9,73,56,8,30,26,9,65,19,15,19,64,30,15,19,38,15,64,22,26,22,15,56,7,15,64,30,7,16,7,22,26,30,8,19,8,22,7,15,38,15,26,9,76,9,75,20,7,19,26,-1.0
79,18,34,64,16,94,47,56,80,13,86,8,35,59,17,77,51,43,35,57,82,10,72,13,37,43,85,8,35,59,17,77,79,12,6,36,58,28,76,0,70,39,80,11,81,11,0,95,29,65,73,21,0,22,81,10,29,65,0,94,82,10,81,12,51,21,51,13,17,59,17,43,73,9,51,13,0,77,51,42,37,57,73,13,0,78,29,59,37,43,83,9,0,44,38,10,29,57,80,11,35,57,36,57,72,21,73,12,1,13,35,43,81,9,35,43,51,21,17,65,17,59,74,12,74,10,52,10,82,8,35,12,17,65,1,10,51,12,29,59,37,12,37,13,37,21,29,43,29,21,35,13,0,14,36,10,0,60,52,12,37,21,0,58,29,13,29,57,37,13,29,43,17,57,35,21,35,13,51,9,17,57,37,9,18,10,35,21,38,12,29,12,35,9,17,43,17,21,0,66,0,65,30,10,29,21,-1.0
71,29,24,75,15,83,41,56,75,16,92,3,25,69,15,78,43,50,25,59,77,3,60,18,34,50,91,2,25,69,16,78,75,17,2,32,68,17,77,9,57,47,87,13,89,4,10,85,18,75,59,32,10,34,88,4,18,76,10,84,90,3,76,4,43,33,43,18,16,69,16,50,61,3,44,18,10,78,43,49,35,59,60,17,10,79,18,69,35,50,90,3,10,51,36,4,18,59,75,4,25,59,34,59,60,32,60,5,11,6,25,50,76,2,25,50,44,32,16,76,16,69,61,4,62,3,45,4,89,2,25,5,16,76,11,4,44,5,18,69,35,5,35,18,35,33,18,50,18,33,25,18,10,19,26,4,10,70,44,5,35,33,10,60,18,18,18,59,35,18,18,50,16,59,25,33,25,18,44,3,16,59,35,3,17,4,25,33,36,5,18,5,25,3,16,50,16,33,10,77,10,76,19,4,18,33,1.0
83,21,20,74,17,79,27,70,84,8,91,3,20,73,18,76,33,60,21,72,86,3,65,8,21,60,90,3,20,73,17,76,84,8,3,20,72,18,75,13,59,55,89,7,89,3,14,81,19,75,65,28,15,29,89,3,19,74,14,80,89,3,84,3,34,28,34,10,18,73,18,61,66,3,32,8,14,76,32,59,21,71,65,10,14,77,19,73,22,61,91,3,15,62,23,5,19,72,84,3,20,72,20,71,65,27,65,3,15,5,22,61,85,3,21,61,32,27,18,75,18,73,65,5,67,5,34,5,90,3,21,4,18,75,15,5,32,3,19,73,21,4,23,10,21,28,20,61,19,28,22,10,15,10,22,5,14,74,34,5,23,29,14,73,19,9,19,72,21,9,19,61,18,72,22,29,21,9,33,3,18,72,22,4,19,5,21,28,23,5,19,4,21,4,19,61,18,28,14,76,14,75,20,5,20,29,-1.0
83,22,22,73,14,82,41,64,83,8,91,3,23,71,15,79,43,51,23,67,86,3,66,9,27,51,90,3,23,71,15,79,84,9,3,24,70,19,78,10,60,49,84,7,85,6,11,84,20,74,65,28,11,29,85,7,20,74,11,83,89,6,84,7,43,28,43,9,15,71,15,51,66,4,43,9,11,79,42,51,27,67,65,9,11,80,20,71,27,51,87,3,11,52,28,4,20,67,85,8,23,67,27,67,66,27,66,8,11,9,23,51,85,4,23,51,43,28,15,74,15,71,65,8,67,4,44,4,86,4,23,8,15,74,12,5,43,8,20,71,27,8,27,9,27,28,20,51,20,28,23,9,11,10,24,4,11,72,43,8,27,28,11,68,20,9,20,67,27,9,20,51,15,67,23,28,23,9,43,4,15,67,27,4,16,4,23,28,27,8,20,8,23,4,15,51,15,28,11,75,11,74,21,4,20,28,1.0
66,38,24,71,16,82,37,63,73,19,91,4,25,69,16,77,40,52,25,65,75,4,52,20,29,53,90,4,25,69,17,77,73,19,3,27,68,21,76,10,48,49,87,12,88,5,11,84,22,71,51,41,11,43,88,5,22,72,11,83,89,5,74,5,40,42,40,20,17,69,17,53,52,4,41,20,11,77,41,52,28,65,51,19,11,78,22,69,29,53,89,4,11,54,30,5,22,65,74,6,25,65,28,65,51,42,52,6,12,7,25,53,74,4,25,53,41,42,17,72,17,69,52,5,53,4,42,5,88,4,25,6,17,72,12,5,41,6,22,69,29,6,29,20,29,42,22,53,22,42,25,20,11,21,26,5,11,70,41,6,29,42,11,66,22,20,22,65,29,20,22,53,17,65,25,42,25,20,41,4,17,65,29,4,18,5,25,42,30,6,22,6,25,4,17,53,17,42,11,73,11,72,23,5,22,42,1.0
78,29,24,72,15,83,43,56,79,13,90,3,25,69,15,78,46,48,25,60,81,4,61,13,34,48,89,4,24,69,16,78,80,13,3,30,68,20,77,9,57,45,85,12,85,6,10,85,21,72,60,33,10,34,86,7,21,73,10,84,87,5,79,6,46,33,46,14,16,69,16,48,61,5,46,14,10,78,45,48,34,60,60,14,10,79,21,69,34,48,88,4,10,49,35,5,21,60,80,7,25,60,34,59,60,32,61,7,10,8,25,48,80,5,25,48,45,33,16,73,16,69,60,7,62,5,47,5,87,5,25,7,16,73,11,6,46,7,21,69,34,7,34,14,34,33,21,48,21,33,25,14,10,15,26,5,10,70,46,7,34,33,10,61,21,14,21,60,34,14,21,48,16,60,25,33,25,14,46,5,16,60,34,5,17,5,25,33,34,7,21,7,25,5,16,48,16,33,10,74,10,73,22,5,21,33,1.0
52,47,39,57,17,85,45,51,55,41,95,0,41,52,19,75,46,50,42,52,55,1,47,40,43,49,94,0,41,52,18,75,54,40,0,43,51,33,73,7,47,49,78,38,81,14,8,87,34,59,48,48,9,48,81,13,34,58,8,86,94,10,55,14,46,48,46,41,20,53,19,49,47,0,45,40,8,75,45,49,44,51,48,41,8,76,36,53,44,50,82,1,9,50,44,1,35,51,54,13,41,51,43,51,47,47,47,13,9,14,42,50,54,0,41,49,45,47,19,59,19,53,48,14,48,1,46,1,81,0,41,13,18,59,9,1,45,13,35,52,43,13,44,41,43,47,36,50,35,47,42,41,9,41,42,1,9,54,46,14,44,48,9,52,35,40,36,52,43,40,35,49,20,52,42,48,41,40,45,0,19,51,43,0,20,1,41,47,44,14,35,13,41,0,20,50,19,47,8,60,8,59,36,1,36,48,-1.0
72,36,24,70,17,82,39,56,76,17,92,3,25,69,18,76,41,51,25,59,77,3,55,18,35,52,91,2,24,69,18,76,76,18,2,32,68,22,75,10,52,49,89,14,90,4,11,84,23,71,54,38,11,40,89,4,23,71,11,83,90,3,76,4,41,39,42,18,18,69,18,52,55,3,42,18,11,76,41,52,34,59,55,17,11,77,23,69,35,52,91,3,11,53,36,4,23,59,76,4,25,59,35,58,55,38,55,4,12,5,25,52,76,3,25,52,42,39,18,71,18,69,55,4,56,3,43,4,90,3,25,4,18,71,12,4,42,4,23,69,35,4,36,18,35,39,23,52,23,39,26,18,12,19,26,4,11,70,42,5,35,39,11,60,23,18,23,59,35,18,23,52,18,59,25,39,25,18,42,3,18,59,35,3,19,4,25,39,36,5,23,4,25,3,18,52,18,39,11,72,11,71,24,4,23,39,1.0
74,34,24,69,17,82,37,64,77,15,92,3,25,69,18,76,40,50,25,66,79,3,55,15,28,52,91,2,25,68,18,76,77,15,2,26,68,23,75,10,52,47,89,12,90,3,11,84,24,70,55,36,12,39,89,3,23,70,11,83,90,3,78,4,41,37,42,16,18,69,18,52,56,2,41,16,11,76,40,52,26,66,56,15,11,77,24,69,27,52,91,3,11,53,29,4,24,66,77,3,25,66,28,66,55,36,55,3,12,5,25,52,78,2,25,52,41,38,18,70,18,69,56,4,57,3,43,4,90,2,25,4,18,70,12,4,41,4,24,69,28,4,29,17,28,38,24,52,24,38,26,17,12,17,26,4,11,70,42,5,28,38,11,67,24,16,24,66,28,16,24,52,18,66,26,38,25,16,42,3,18,66,28,3,19,4,25,38,29,5,24,4,25,3,18,52,18,38,11,71,11,70,25,4,25,38,1.0
69,39,21,72,18,79,48,56,73,20,91,4,21,72,19,75,50,44,22,59,75,4,53,19,35,44,90,3,22,71,19,75,73,19,3,32,71,20,74,13,51,42,85,15,87,6,14,81,21,73,53,41,14,42,86,6,20,73,14,80,89,5,74,7,50,41,50,20,19,72,19,44,53,4,50,20,14,75,49,44,35,58,53,20,14,76,21,72,35,44,88,4,14,45,36,4,21,59,74,7,22,59,35,59,52,40,53,7,14,8,22,44,74,4,22,44,49,41,19,73,19,72,53,7,54,4,51,4,87,4,22,7,19,73,15,5,50,7,21,72,35,7,35,20,35,41,21,44,21,41,22,20,14,21,23,4,14,73,50,7,35,41,14,60,21,20,21,59,35,20,21,44,19,59,22,41,22,20,50,4,19,59,35,4,20,4,22,41,35,7,21,7,22,4,19,44,19,41,14,74,14,73,22,4,21,41,-1.0
59,44,29,65,20,82,42,51,64,30,91,4,31,63,21,73,43,51,31,54,65,5,48,30,40,51,90,3,31,62,21,73,64,29,3,37,61,27,72,8,46,50,88,25,89,5,10,85,28,66,48,46,11,47,88,5,27,66,10,84,89,4,64,6,44,46,44,31,21,63,21,51,48,4,43,30,10,73,43,50,40,54,49,31,10,74,28,63,40,51,90,4,10,52,41,5,28,54,64,5,31,54,39,54,47,46,48,5,11,6,31,51,64,4,31,51,43,46,21,66,21,63,49,6,49,5,44,5,89,4,31,5,21,66,11,5,43,5,28,63,40,5,41,31,40,46,28,51,28,46,32,31,11,31,32,5,10,64,44,6,41,46,10,55,28,30,28,54,40,30,28,51,21,54,32,46,31,30,43,4,21,54,40,4,22,5,31,46,41,6,28,5,31,4,21,51,21,46,10,67,10,66,29,5,29,46,-1.0
76,35,24,68,18,83,41,66,80,12,92,2,25,68,19,75,43,51,25,67,81,3,53,14,26,51,91,2,25,68,19,75,79,13,2,26,68,24,74,9,47,49,86,10,87,6,10,85,24,69,51,41,10,42,87,5,24,69,10,84,90,4,80,6,43,41,44,14,19,69,19,51,53,3,43,14,10,75,42,50,27,67,53,14,10,76,25,69,27,51,89,3,10,52,28,4,25,67,80,6,25,67,26,67,52,40,53,6,11,7,25,51,80,3,25,51,43,40,19,69,19,69,53,7,54,4,44,4,88,3,25,6,19,69,11,4,43,6,25,69,27,6,28,14,27,41,25,51,25,41,26,14,11,15,26,4,10,70,44,7,27,41,10,68,25,14,25,67,27,14,25,51,19,67,25,41,25,14,43,3,19,67,27,3,20,4,25,41,28,7,25,6,25,3,19,51,19,41,10,70,10,69,26,4,25,41,1.0
73,33,23,68,18,81,36,64,76,17,91,3,25,68,19,74,41,50,25,66,78,4,54,17,28,51,90,3,24,67,19,74,76,16,3,26,67,22,72,11,49,46,86,13,87,5,12,83,23,69,55,38,13,40,87,5,22,69,12,82,89,4,76,6,43,38,43,18,20,69,20,52,55,4,42,17,12,74,41,51,26,66,55,18,12,75,24,68,27,52,89,3,12,53,29,5,23,65,76,5,24,65,27,65,54,38,54,6,13,7,25,52,77,3,25,51,42,39,19,70,19,69,55,7,56,5,43,5,88,3,25,6,19,70,13,5,42,6,23,68,28,6,29,18,28,39,24,52,24,39,26,18,13,18,26,5,12,70,43,7,29,39,12,67,24,17,24,66,28,17,24,51,20,66,26,39,25,17,42,4,19,66,28,4,21,5,25,39,29,7,24,6,25,4,20,52,20,39,12,71,12,70,25,5,25,39,1.0
76,29,28,71,15,84,43,50,78,14,92,3,30,63,16,78,45,45,30,53,80,3,59,14,41,47,91,3,29,64,16,78,78,14,2,38,62,21,77,8,55,43,88,12,89,4,9,86,21,72,59,32,10,35,89,4,22,72,9,85,90,4,79,5,46,32,47,14,16,64,16,47,60,3,46,15,9,78,45,47,39,53,60,14,9,79,22,64,39,47,90,3,9,48,42,4,22,53,79,4,30,53,41,52,59,32,60,4,10,6,30,47,79,3,30,47,46,34,16,72,16,64,60,5,61,3,48,3,89,3,30,5,16,72,10,4,47,5,22,64,41,5,41,16,41,34,22,47,22,34,31,16,10,16,31,4,9,65,47,5,40,34,9,54,22,15,22,53,41,15,22,47,16,53,31,34,30,15,47,3,16,53,41,3,17,4,30,34,41,6,22,5,30,3,16,47,16,34,9,73,9,72,23,4,23,34,1.0
82,14,17,76,14,84,52,69,84,6,91,4,18,76,15,79,57,35,18,72,87,4,73,7,21,35,90,3,18,75,15,79,84,7,3,19,75,16,78,8,68,28,86,4,88,4,9,86,17,77,72,18,9,21,87,4,16,77,9,85,89,4,86,4,58,20,58,8,15,76,15,35,74,3,58,8,9,79,57,34,22,72,72,7,9,80,17,76,22,35,89,4,9,36,23,5,17,72,85,5,18,72,21,72,73,18,73,5,10,7,18,35,86,3,18,35,58,19,15,77,15,76,74,5,75,5,60,5,88,3,18,6,15,77,10,5,58,6,17,76,22,6,22,8,22,20,17,35,17,20,18,8,9,9,19,5,9,77,60,6,22,20,9,73,17,8,17,72,22,8,17,35,15,72,18,20,18,8,59,4,15,72,22,4,16,5,18,20,23,6,17,6,18,4,15,35,15,20,9,78,9,77,18,5,17,20,-1.0
