@relation 'Sax dominant'

@attribute o1atMcca numeric
@attribute o1atLcca numeric
@attribute o1atMaaa numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMdcb numeric
@attribute o1atLdcb numeric
@attribute o1atMeec numeric
@attribute o1atLeec numeric
@attribute o1atMeca numeric
@attribute o1atLeca numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atLeee numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMaad numeric
@attribute o1atLaad numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMadd numeric
@attribute o1atLadd numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMade numeric
@attribute o1atLade numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMedc numeric
@attribute o1atLedc numeric
@attribute o1atMcde numeric
@attribute o1atLcde numeric
@attribute o1atMcbe numeric
@attribute o1atLcbe numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMaee numeric
@attribute o1atLaee numeric
@attribute o1atMeeb numeric
@attribute o1atLeeb numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMaae numeric
@attribute o1atLaae numeric
@attribute o1atMbce numeric
@attribute o1atLbce numeric
@attribute o1atMcdb numeric
@attribute o1atLcdb numeric
@attribute o1atMbde numeric
@attribute o1atLbde numeric
@attribute o1atMcbd numeric
@attribute o1atLcbd numeric
@attribute o1atMdbc numeric
@attribute o1atLdbc numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMeba numeric
@attribute o1atLeba numeric
@attribute o1atMebc numeric
@attribute o1atLebc numeric
@attribute o1atMacd numeric
@attribute o1atLacd numeric
@attribute o1atMbee numeric
@attribute o1atLbee numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMabe numeric
@attribute o1atLabe numeric
@attribute o1atMbca numeric
@attribute o1atLbca numeric
@attribute o1atMcce numeric
@attribute o1atLcce numeric
@attribute o1atMecd numeric
@attribute o1atLecd numeric
@attribute o1atMadb numeric
@attribute o1atLadb numeric
@attribute o1atMbdc numeric
@attribute o1atLbdc numeric
@attribute o1atMbdb numeric
@attribute o1atLbdb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMedb numeric
@attribute o1atLedb numeric
@attribute o1atMddb numeric
@attribute o1atLddb numeric
@attribute o1atMdbb numeric
@attribute o1atLdbb numeric
@attribute o1atMbbd numeric
@attribute o1atLbbd numeric
@attribute o1atMdbd numeric
@attribute o1atLdbd numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMdaa numeric
@attribute o1atLdaa numeric
@attribute o1atMadc numeric
@attribute o1atLadc numeric
@attribute o1atMeda numeric
@attribute o1atLeda numeric
@attribute o1atMace numeric
@attribute o1atLace numeric
@attribute o1atMcee numeric
@attribute o1atLcee numeric
@attribute o1atMecc numeric
@attribute o1atLecc numeric
@attribute o1atMacb numeric
@attribute o1atLacb numeric
@attribute o1atMdce numeric
@attribute o1atLdce numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMbdd numeric
@attribute o1atLbdd numeric
@attribute o1atMeea numeric
@attribute o1atLeea numeric
@attribute o1atMeaa numeric
@attribute o1atLeaa numeric
@attribute o1atMabd numeric
@attribute o1atLabd numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMebb numeric
@attribute o1atLebb numeric
@attribute o1atMcda numeric
@attribute o1atLcda numeric
@attribute o1atMede numeric
@attribute o1atLede numeric
@attribute o1atMdba numeric
@attribute o1atLdba numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atMdca numeric
@attribute o1atLdca numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMecb numeric
@attribute o1atLecb numeric
@attribute o1atMaca numeric
@attribute o1atLaca numeric
@attribute o1atMece numeric
@attribute o1atLece numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMdda numeric
@attribute o1atLdda numeric
@attribute o1atMbbe numeric
@attribute o1atLbbe numeric
@attribute o1atMebe numeric
@attribute o1atLebe numeric
@attribute o1atMbda numeric
@attribute o1atLbda numeric
@attribute o1atMdbe numeric
@attribute o1atLdbe numeric
@attribute o1atMbed numeric
@attribute o1atLbed numeric
@attribute o1atMbac numeric
@attribute o1atLbac numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMbec numeric
@attribute o1atLbec numeric
@attribute o1atMcec numeric
@attribute o1atLcec numeric
@attribute o1atMcea numeric
@attribute o1atLcea numeric
@attribute o1atMbad numeric
@attribute o1atLbad numeric
@attribute o1atMebd numeric
@attribute o1atLebd numeric
@attribute o1atMcac numeric
@attribute o1atLcac numeric
@attribute o1atMced numeric
@attribute o1atLced numeric
@attribute o1atMdac numeric
@attribute o1atLdac numeric
@attribute o1atMdec numeric
@attribute o1atLdec numeric
@attribute o1atMdeb numeric
@attribute o1atLdeb numeric
@attribute o1atMcad numeric
@attribute o1atLcad numeric
@attribute o1atMcab numeric
@attribute o1atLcab numeric
@attribute o1atMded numeric
@attribute o1atLded numeric
@attribute o1atMdab numeric
@attribute o1atLdab numeric
@attribute o1atMada numeric
@attribute o1atLada numeric
@attribute o1atMcae numeric
@attribute o1atLcae numeric
@attribute destClass {2,3,4,1}

@data
15,61,14,46,54,15,68,26,26,23,24,66,14,17,16,22,59,25,59,15,76,13,63,16,53,23,16,28,77,14,76,13,55,26,19,16,62,15,64,16,19,16,55,26,17,67,24,57,64,14,66,16,25,18,18,61,15,64,19,15,26,14,14,75,16,18,26,17,22,26,26,16,24,27,24,23,72,14,16,16,25,14,19,27,26,15,15,66,74,13,17,18,14,66,56,17,65,13,15,26,25,26,15,26,19,64,18,64,25,14,23,15,18,24,19,27,24,16,16,68,15,27,18,26,17,15,19,17,67,15,55,14,15,66,65,15,15,71,26,16,18,15,16,17,17,28,14,73,19,14,15,27,77,13,15,26,75,14,15,26,15,74,25,14,14,68,67,13,14,76,15,16,19,18,26,13,14,27,25,15,26,15,16,64,15,71,25,16,55,16,15,17,16,27,25,13,17,57,64,15,17,23,62,15,23,15,17,27,16,64,72,14,16,24,14,27,17,18,1
18,63,16,48,58,17,68,23,27,25,28,63,18,19,20,22,62,22,60,16,74,16,60,19,54,26,17,31,74,16,73,17,53,27,19,22,60,21,59,21,20,18,52,27,16,66,22,60,62,18,62,17,25,19,17,63,18,64,21,18,26,18,17,73,18,21,24,18,22,27,25,17,23,28,23,26,69,18,19,20,23,19,18,28,26,17,18,67,71,17,18,20,18,65,56,18,61,17,16,29,23,27,18,27,19,63,20,66,26,18,25,21,21,28,20,28,24,19,16,68,18,30,18,29,20,19,19,19,64,17,55,19,16,67,63,16,18,69,24,21,20,18,18,20,17,29,18,71,21,19,18,28,74,16,19,29,72,16,19,29,16,72,25,19,16,68,64,16,16,74,19,22,21,19,26,16,18,28,26,16,24,18,17,63,17,69,23,19,52,19,18,19,18,28,24,17,17,60,59,18,18,26,60,18,25,18,18,28,17,66,69,17,18,28,16,30,19,19,2
18,59,16,56,55,17,65,27,25,26,24,67,17,19,19,26,58,24,59,17,74,16,64,18,60,24,17,27,74,16,73,17,60,22,19,20,64,19,64,19,20,18,59,24,18,65,26,57,66,18,66,17,27,19,19,60,20,62,21,18,28,17,16,73,18,21,28,19,26,24,28,17,26,22,26,24,69,17,18,19,27,18,19,26,29,17,17,63,71,17,19,20,17,64,62,19,65,17,19,25,24,24,20,24,21,64,21,62,27,18,26,19,21,24,21,25,26,18,17,66,17,26,19,25,19,19,20,20,68,17,61,18,19,64,67,17,18,69,27,19,20,18,18,20,18,26,16,71,22,18,18,25,74,16,17,25,72,16,18,25,18,72,27,18,16,66,68,16,16,74,18,20,22,19,28,16,17,25,27,17,27,18,17,64,17,69,24,18,59,18,18,19,17,25,27,17,18,57,64,18,18,24,64,17,26,17,18,22,18,62,69,17,18,24,16,26,19,19,2
13,57,13,55,49,13,66,26,24,23,21,68,15,15,17,21,55,23,55,13,77,14,65,17,60,20,15,26,76,15,75,15,59,23,18,19,65,16,64,19,18,17,59,21,15,65,23,53,67,15,67,17,24,19,16,58,14,62,18,16,27,15,13,76,15,19,26,19,21,22,28,17,24,23,25,20,71,16,15,17,26,15,17,25,28,16,13,64,73,15,15,19,13,64,61,19,66,15,13,24,25,22,14,23,17,62,15,62,26,15,24,17,17,22,18,25,26,17,15,67,14,26,17,23,16,17,17,19,68,16,61,15,13,65,67,15,13,72,28,19,17,16,15,18,15,26,13,74,18,15,13,24,76,14,14,24,74,15,14,23,13,75,24,15,13,67,68,14,13,77,14,19,18,19,27,14,13,25,26,15,28,17,15,62,13,72,25,17,59,17,13,18,15,25,27,15,15,53,64,17,16,20,65,16,24,16,15,23,13,62,71,16,14,22,13,26,15,19,1
19,63,15,53,58,17,69,22,23,24,25,67,16,19,18,24,62,21,61,15,75,14,65,15,58,25,17,27,76,15,75,14,60,23,18,19,63,18,65,18,20,18,57,24,16,68,22,62,65,16,68,17,24,17,17,64,17,66,20,16,24,16,16,74,17,19,23,17,24,24,25,17,24,24,22,25,71,15,18,18,22,18,18,25,25,16,18,68,73,14,17,19,16,67,61,17,67,14,15,26,22,25,17,25,17,65,18,66,24,16,24,18,18,25,18,24,24,15,16,70,17,25,17,26,19,16,19,19,69,16,60,18,15,69,66,15,16,70,23,18,19,16,17,18,17,26,16,72,18,18,19,24,76,14,18,25,74,15,19,25,15,73,24,18,15,70,68,14,15,75,19,18,18,17,24,14,16,25,24,15,23,16,17,65,16,70,22,18,57,18,19,18,18,24,24,14,18,62,65,16,18,25,63,17,24,17,19,24,17,66,71,15,17,25,15,26,19,17,4
17,61,15,56,55,16,68,21,22,24,23,68,16,18,18,23,60,21,60,16,75,14,65,16,60,23,16,26,76,14,75,14,60,21,17,18,65,17,65,16,19,17,60,22,16,68,21,60,66,16,68,15,24,15,17,62,16,65,20,16,25,16,15,74,17,19,23,16,24,22,24,16,22,22,22,23,71,14,17,18,22,18,17,23,26,15,16,66,73,14,18,18,15,67,62,15,67,15,16,24,22,23,17,23,16,65,17,65,25,16,25,17,18,23,16,23,23,16,16,69,17,24,17,24,19,16,19,17,70,14,61,18,16,67,67,14,16,70,22,17,19,16,17,18,16,25,15,72,18,18,18,22,76,14,17,23,74,14,18,23,16,73,24,18,15,69,69,14,15,75,19,17,18,16,25,14,16,24,25,14,22,15,16,65,16,70,22,17,60,16,18,16,16,23,23,15,17,60,65,14,18,23,65,16,25,16,17,22,17,65,71,14,18,23,15,25,18,15,4
14,67,12,53,62,13,73,18,22,20,22,69,13,15,15,18,66,18,65,13,78,11,67,15,60,21,13,25,79,12,78,12,59,22,14,15,67,14,66,14,16,14,60,22,13,72,18,66,68,13,69,13,20,13,14,67,14,69,17,13,21,13,12,77,14,16,20,13,18,22,20,13,18,22,19,21,74,13,14,15,19,14,14,23,21,12,13,71,76,12,15,15,13,71,61,13,68,13,13,23,18,22,14,22,13,69,14,70,21,13,20,14,15,22,13,22,19,15,13,73,14,24,14,23,16,14,16,14,70,12,60,14,13,71,69,12,13,73,18,14,16,13,14,15,13,24,12,75,15,14,14,23,79,11,14,23,77,12,15,23,13,76,20,14,12,73,70,11,12,78,15,15,15,13,21,11,13,23,21,12,18,13,13,69,13,73,18,14,60,14,14,14,13,22,19,13,14,66,66,13,15,21,67,14,20,14,14,22,14,70,74,13,15,22,12,24,15,13,2
16,60,12,55,52,14,69,20,19,24,23,69,13,16,15,23,59,20,57,12,78,11,67,14,62,22,12,25,79,11,78,13,60,19,13,17,67,17,65,15,15,13,59,20,12,67,20,59,69,15,68,11,24,12,13,60,15,65,17,13,25,13,13,77,14,16,22,11,24,21,23,11,21,21,21,23,74,14,15,15,21,15,13,21,25,11,15,68,76,13,14,14,14,66,63,11,67,13,12,24,21,21,15,22,14,64,16,67,25,15,25,17,16,24,14,21,22,14,12,69,14,24,13,23,16,15,15,13,70,11,62,15,12,68,70,11,14,73,21,15,16,13,14,15,12,23,14,75,16,15,16,21,79,11,15,24,77,11,16,23,12,76,24,15,12,69,70,11,12,78,16,17,16,12,25,11,14,22,25,11,21,13,13,64,13,73,21,13,59,13,16,13,13,21,22,13,14,59,65,13,14,23,67,13,25,13,14,21,14,67,74,13,14,24,12,24,16,12,4
13,61,11,40,54,12,70,22,27,20,26,63,12,14,14,18,60,19,59,12,79,11,61,16,49,24,12,31,79,12,78,12,49,25,14,17,60,16,60,16,15,14,49,26,13,69,19,61,62,13,63,13,21,14,13,61,15,67,16,13,24,12,12,78,13,16,23,13,20,28,23,13,19,26,21,26,74,13,14,14,22,13,14,29,24,12,13,69,76,12,14,15,12,68,51,13,62,12,12,29,19,26,15,28,14,66,14,67,23,13,22,16,14,28,14,28,21,16,12,70,12,30,13,27,14,14,15,14,64,12,50,13,12,69,63,12,13,74,22,16,15,13,13,15,13,30,12,76,15,13,13,29,79,11,13,29,77,12,13,27,12,77,21,13,11,70,64,11,11,79,13,17,15,14,24,11,12,29,23,12,22,13,13,66,13,74,19,13,49,13,13,14,13,28,22,12,13,61,60,13,13,26,60,13,22,13,13,26,13,67,74,13,13,28,11,30,14,14,2
16,58,14,50,52,16,65,28,26,24,26,65,14,18,16,23,58,26,57,15,76,14,62,17,55,23,16,29,76,15,75,14,56,26,18,20,61,18,62,19,19,17,54,25,16,65,25,56,63,14,65,16,26,18,16,59,19,64,19,16,28,16,16,75,16,19,28,18,23,27,29,16,26,26,25,23,71,16,18,18,27,14,18,28,29,16,16,65,73,14,17,19,16,64,58,18,64,14,16,28,26,25,19,27,20,63,19,63,26,16,24,20,19,26,21,26,26,17,15,66,16,28,16,26,18,16,18,19,66,16,57,14,16,66,64,15,18,71,28,19,18,16,16,18,17,28,16,73,21,16,16,27,76,14,16,28,74,15,16,26,16,74,26,16,14,66,66,14,14,76,16,20,21,18,28,14,16,27,26,15,28,16,17,63,17,71,26,16,54,16,16,18,18,26,28,14,17,56,62,16,17,23,61,15,24,17,18,26,17,63,71,15,17,26,14,28,18,18,1
21,60,17,55,55,19,66,25,24,27,26,67,19,21,21,26,60,25,59,17,73,17,64,18,60,25,19,27,73,17,72,18,59,24,20,20,64,20,63,20,22,19,59,25,19,65,26,59,66,20,66,19,27,20,20,61,20,64,22,19,27,19,19,72,19,22,27,20,26,25,28,19,27,25,26,25,68,18,21,21,26,21,20,26,28,19,21,66,70,18,19,22,19,64,62,20,65,18,18,26,26,26,20,26,21,63,21,64,27,20,27,20,21,26,21,25,27,18,19,67,19,26,20,26,21,20,22,22,68,19,61,21,18,67,67,17,19,68,26,20,21,19,19,21,19,27,19,70,21,21,21,25,73,17,21,26,71,17,21,26,17,71,27,21,17,67,68,17,17,73,21,20,21,20,27,17,19,26,27,17,26,20,21,63,19,68,26,21,59,21,21,21,21,25,27,18,21,59,63,20,21,25,64,19,27,19,21,25,19,64,68,18,19,26,17,26,21,20,4
10,56,8,52,47,10,68,24,22,19,19,70,9,12,11,18,56,21,54,8,82,9,68,13,58,16,10,24,81,11,80,9,60,19,13,13,66,11,68,12,13,13,60,17,10,67,19,56,68,9,71,12,21,13,13,57,13,66,13,11,25,11,10,81,10,14,24,14,20,21,26,13,21,20,21,18,76,11,12,13,23,9,13,22,26,11,10,68,78,9,10,14,10,66,61,13,70,9,8,23,22,19,13,23,12,64,11,66,23,11,21,13,11,21,13,24,23,13,10,69,10,23,13,19,12,11,13,14,71,11,60,9,8,69,69,11,10,77,25,13,12,11,10,13,10,24,10,79,13,11,10,21,81,9,10,23,79,11,10,19,8,80,21,11,8,69,71,9,8,82,10,13,13,14,25,9,10,23,23,11,25,11,12,64,10,77,22,11,60,11,10,13,12,24,25,9,12,56,68,11,12,18,66,11,21,13,12,20,10,66,76,11,10,21,8,23,12,13,1
12,56,12,52,47,12,66,26,25,21,20,67,13,14,15,21,54,25,56,14,78,13,64,16,57,19,14,27,77,14,76,13,58,24,17,18,63,15,64,17,17,16,57,20,15,67,21,54,65,13,67,15,23,17,16,57,15,64,17,15,27,13,12,77,14,18,26,18,22,22,28,16,23,25,23,21,72,15,14,15,25,13,17,25,28,15,12,64,74,13,16,18,12,66,60,17,66,13,14,24,26,22,15,24,16,64,15,62,25,13,23,16,15,22,17,26,25,16,14,67,12,26,16,22,14,15,17,18,68,15,59,13,14,65,66,14,14,73,27,18,16,15,14,17,16,27,12,75,17,13,12,24,77,13,12,24,75,14,12,22,14,76,23,13,12,67,68,13,12,78,12,18,17,18,27,13,12,26,25,14,27,15,14,64,14,73,26,15,57,15,12,17,14,26,27,13,14,54,64,15,14,21,63,14,23,14,14,25,14,62,72,14,14,22,12,26,14,17,1
19,63,17,53,59,19,68,24,28,23,27,64,17,21,19,22,62,23,61,17,73,16,62,21,57,26,19,30,74,17,73,17,57,28,21,23,61,22,62,23,22,19,56,27,18,67,23,62,63,18,64,19,24,20,19,64,19,65,22,18,25,18,18,72,19,21,25,20,22,28,26,19,24,28,23,26,69,20,20,20,24,18,20,29,26,18,19,67,71,17,19,21,18,66,59,20,63,17,17,29,24,27,19,28,19,64,19,65,24,19,23,23,19,27,20,28,24,21,18,69,19,29,20,28,21,19,21,21,65,18,58,18,17,68,64,18,18,68,25,23,21,18,19,20,19,29,18,70,20,19,19,28,74,16,19,29,72,18,20,28,17,71,24,19,17,69,65,16,17,73,20,23,20,20,25,16,18,28,24,18,25,19,19,64,18,68,24,19,56,19,19,20,20,28,25,17,20,62,62,19,20,26,61,18,23,19,21,28,19,65,69,18,19,27,17,29,21,20,3
19,53,15,52,46,17,62,27,24,28,24,66,17,19,19,27,53,27,53,16,75,15,64,16,58,21,16,28,75,15,74,16,58,22,17,20,63,17,63,17,19,18,56,22,17,63,26,53,65,17,66,16,29,16,17,54,21,62,20,17,30,17,17,74,17,20,29,17,27,24,30,17,27,23,28,23,70,16,19,19,28,18,17,25,32,16,19,62,72,16,19,19,17,62,60,16,65,16,17,27,27,24,21,26,20,61,21,60,30,18,29,19,21,26,20,25,29,16,16,64,17,26,17,25,19,18,19,18,68,15,59,18,17,63,66,15,19,70,28,19,19,17,17,19,17,27,17,72,21,19,19,24,75,15,19,26,73,15,19,24,17,73,28,19,15,63,67,15,15,75,19,19,22,17,31,15,17,26,31,15,28,17,18,61,18,70,27,18,56,17,19,17,18,25,29,16,18,53,63,16,18,23,63,17,29,17,18,23,18,60,70,16,18,26,15,27,19,16,4
20,56,18,58,50,19,64,27,24,26,24,67,18,21,20,26,54,26,56,18,72,17,64,19,61,24,19,27,73,17,72,18,60,22,21,21,64,20,63,19,22,19,60,23,20,64,26,56,66,19,66,17,28,19,21,57,20,61,23,19,28,18,18,71,20,22,28,19,26,23,28,18,26,23,26,24,68,18,20,20,27,19,21,25,30,18,19,62,70,18,21,21,18,63,63,18,65,18,19,25,26,24,20,24,20,62,19,60,27,19,26,20,19,24,20,25,26,19,19,66,19,26,21,25,21,20,22,20,68,17,62,19,19,63,67,17,18,67,27,20,22,19,20,21,20,26,18,69,20,19,20,24,73,17,19,25,71,17,20,25,18,70,27,19,18,65,68,17,18,72,20,21,21,20,29,17,18,25,28,17,27,19,19,62,18,67,26,19,60,18,20,19,19,25,27,18,20,56,63,18,20,24,64,18,26,18,20,23,19,60,68,18,19,24,18,26,21,19,2
12,55,10,45,45,11,66,24,23,22,23,66,11,13,13,21,53,21,53,10,80,10,62,11,53,21,11,28,80,10,79,10,53,21,13,16,62,14,62,15,14,12,50,21,11,65,21,51,64,11,65,11,25,13,11,55,12,62,15,12,27,11,10,79,12,15,25,12,22,23,27,11,23,23,23,22,75,10,12,13,24,11,12,24,28,11,11,64,77,10,13,14,10,64,56,12,64,10,10,26,23,22,12,24,15,62,14,62,26,11,24,15,15,25,16,25,25,11,10,67,11,27,12,24,13,12,13,13,67,11,55,11,10,64,65,10,11,75,26,15,14,12,12,14,12,26,10,77,16,12,12,24,80,10,11,26,78,10,12,24,10,78,24,12,10,66,67,10,10,80,12,16,17,13,28,10,10,25,27,10,26,11,10,62,10,75,23,12,50,12,12,13,11,25,26,10,11,51,62,11,11,22,62,11,24,11,12,23,11,62,75,10,11,25,10,27,13,13,2
13,56,9,46,48,11,66,23,24,26,25,66,12,13,14,24,55,20,56,11,81,10,63,15,53,23,11,28,80,10,79,10,53,20,12,15,63,14,63,12,14,13,55,23,11,67,23,54,64,12,66,11,26,11,11,57,15,65,14,12,27,12,10,80,11,15,25,13,25,24,26,13,24,20,24,24,75,11,12,14,24,14,12,25,28,12,12,65,77,10,13,15,11,66,55,11,65,11,11,27,20,26,15,27,14,64,17,64,27,12,27,14,17,26,15,25,25,15,11,67,11,26,11,26,13,12,14,13,68,10,54,14,11,66,65,10,13,76,24,15,13,12,11,14,11,28,11,78,17,14,13,24,80,10,12,26,78,10,13,25,11,79,26,14,9,67,67,10,9,81,13,14,17,13,27,10,11,27,27,10,24,12,12,64,12,76,20,14,55,12,13,12,12,25,25,11,13,54,63,10,13,24,63,12,27,12,13,20,13,64,75,10,13,26,9,27,13,11,4
15,62,15,57,56,15,69,23,24,21,20,69,15,17,17,20,60,23,60,15,75,14,66,15,62,20,17,25,76,14,75,15,61,23,20,18,66,16,65,18,20,16,60,21,17,68,21,61,68,15,68,16,22,18,20,63,16,65,20,16,24,15,15,74,17,19,24,19,20,21,25,16,22,24,22,20,71,15,17,17,23,15,20,24,25,16,15,67,73,15,17,19,15,67,64,18,67,15,15,22,24,22,16,22,17,65,15,65,23,15,21,16,16,20,17,25,23,15,17,70,16,24,20,22,18,17,20,19,70,16,63,15,15,68,69,14,15,70,24,18,19,16,17,18,17,25,15,72,17,15,15,23,76,14,16,22,74,14,16,22,15,73,22,15,15,70,70,14,15,75,16,18,17,19,24,14,15,24,23,14,24,17,17,65,15,70,24,17,60,17,15,18,17,25,24,15,17,61,65,17,18,20,66,15,21,15,17,24,15,65,71,15,16,20,15,24,17,18,1
16,57,14,47,49,15,65,28,27,24,24,64,16,17,18,23,56,26,55,15,76,15,62,17,53,24,16,30,75,17,74,15,56,26,18,20,60,19,63,19,19,19,53,24,16,64,24,52,62,16,65,18,25,19,17,57,16,62,19,17,29,16,15,75,16,20,28,18,26,27,29,18,25,27,26,26,70,17,17,18,27,17,18,28,29,17,16,64,72,15,17,20,15,63,56,18,64,15,15,28,26,24,16,27,20,61,19,62,28,16,27,19,20,27,21,28,27,18,15,65,15,29,17,25,17,17,18,19,65,17,55,17,15,64,63,17,16,71,28,19,18,17,16,19,17,29,15,73,21,17,16,28,75,15,16,28,73,17,16,25,15,74,25,17,14,65,65,15,14,76,16,20,21,19,29,15,15,28,28,18,28,17,16,61,16,71,26,18,53,18,16,19,17,28,28,15,16,52,63,17,16,26,60,18,27,18,17,27,16,62,70,17,16,27,14,29,17,19,3
18,63,14,51,58,16,69,20,23,23,27,66,15,18,17,21,63,19,62,14,76,13,64,17,58,25,14,28,77,13,76,15,57,22,15,19,65,19,63,17,17,15,56,24,15,69,21,62,66,17,65,13,24,14,15,64,16,67,19,15,23,15,15,75,16,18,22,14,21,24,23,13,22,23,21,25,72,16,17,17,21,17,15,25,25,13,17,68,74,16,17,16,16,68,59,14,64,16,14,27,20,25,16,25,16,66,17,67,23,17,23,19,17,27,16,24,22,17,14,71,16,27,15,27,18,17,17,16,67,13,58,17,14,69,67,14,15,71,21,17,18,15,16,17,15,26,15,73,17,17,18,24,77,13,17,27,75,13,18,27,14,74,23,17,14,70,67,13,14,76,18,19,18,14,24,13,16,25,24,14,21,15,15,66,15,71,20,15,56,15,18,15,15,24,22,16,16,62,63,15,16,25,65,15,23,15,16,23,16,67,72,15,16,27,14,27,18,14,4
15,64,12,55,58,14,71,19,21,18,18,71,13,16,15,18,63,19,63,13,78,11,68,12,62,18,14,23,79,11,78,12,61,19,15,14,68,14,67,13,17,13,61,18,14,71,18,63,70,14,70,12,19,12,15,65,14,68,17,13,22,13,12,77,14,16,22,14,21,21,22,13,18,19,21,21,74,12,14,15,21,14,15,22,23,13,14,69,76,12,15,16,13,70,64,12,69,12,13,22,19,19,14,22,14,68,15,68,22,14,21,14,15,21,14,21,21,12,14,72,14,22,15,19,16,14,17,15,72,12,63,14,13,70,71,11,13,73,19,14,16,13,14,15,14,23,12,75,15,14,15,21,79,11,14,22,77,11,15,19,13,76,19,14,12,72,72,11,12,78,15,14,15,14,22,11,13,22,22,11,19,14,14,68,13,73,19,15,61,14,15,14,14,21,21,12,16,63,67,13,16,21,68,13,21,13,16,19,15,68,74,12,15,21,12,22,16,12,4
19,62,17,62,58,18,67,25,23,24,22,69,17,20,19,24,61,25,60,17,73,16,66,18,64,22,18,25,74,16,73,17,64,23,20,20,66,19,66,19,21,18,63,22,18,66,24,60,68,18,68,17,25,19,20,63,19,64,22,18,26,17,18,72,19,21,26,19,24,22,26,17,24,23,24,22,69,17,20,19,25,18,20,24,27,17,19,66,71,17,19,20,18,65,66,19,67,17,17,23,25,22,19,22,20,63,20,64,25,18,24,19,20,22,20,23,24,18,18,68,18,24,20,23,20,19,21,20,70,17,65,18,17,67,69,17,18,68,25,19,21,18,19,20,18,24,18,70,21,18,19,23,74,16,19,23,72,16,19,23,17,71,25,18,17,68,70,16,17,73,19,20,21,19,26,16,18,23,25,17,25,18,19,63,18,68,25,18,63,18,19,19,19,23,25,17,19,60,66,18,19,22,66,17,24,17,19,23,18,64,69,17,18,22,17,24,20,19,2
16,58,14,56,50,15,67,25,24,24,23,67,15,17,17,23,57,23,56,14,76,14,66,17,60,22,16,27,76,16,75,14,62,23,18,20,64,18,66,19,19,19,59,23,15,66,23,57,65,15,69,18,25,18,17,59,16,64,19,16,26,15,15,75,16,19,25,18,23,23,27,18,25,24,23,22,71,16,17,17,24,16,18,25,27,16,16,66,73,14,16,19,15,65,62,18,68,15,14,25,24,24,16,24,16,63,16,64,25,15,24,18,16,23,17,25,25,17,15,68,15,25,17,25,17,16,18,19,69,16,61,16,14,67,66,16,15,71,26,19,18,16,16,18,16,26,15,73,17,16,16,24,76,14,16,24,74,16,16,24,14,74,25,16,14,68,68,14,14,76,16,19,17,18,26,14,15,25,25,16,26,16,16,63,15,71,24,17,59,17,16,18,17,25,26,15,16,57,66,16,16,22,64,17,24,17,17,24,15,64,71,16,15,23,14,26,17,18,3
