@relation 'Sax dominant'

@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMfed numeric
@attribute o1atLfed numeric
@attribute o1atMeee numeric
@attribute o1atLeee numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMggg numeric
@attribute o1atLggg numeric
@attribute o1atMhgf numeric
@attribute o1atLhgf numeric
@attribute o1atMfgg numeric
@attribute o1atLfgg numeric
@attribute o1atMggf numeric
@attribute o1atLggf numeric
@attribute o1atMfee numeric
@attribute o1atLfee numeric
@attribute o1atMdeg numeric
@attribute o1atLdeg numeric
@attribute o1atMegh numeric
@attribute o1atLegh numeric
@attribute o1atMeef numeric
@attribute o1atLeef numeric
@attribute o1atMhij numeric
@attribute o1atLhij numeric
@attribute o1atMjih numeric
@attribute o1atLjih numeric
@attribute o1atLkkk numeric
@attribute o1atMjkk numeric
@attribute o1atLjkk numeric
@attribute o1atMkkj numeric
@attribute o1atLkkj numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMeff numeric
@attribute o1atLeff numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMcde numeric
@attribute o1atLcde numeric
@attribute o1atMedc numeric
@attribute o1atLedc numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMffg numeric
@attribute o1atLffg numeric
@attribute o1atMfff numeric
@attribute o1atLfff numeric
@attribute o1atMgfe numeric
@attribute o1atLgfe numeric
@attribute o1atMijj numeric
@attribute o1atLijj numeric
@attribute o1atMjji numeric
@attribute o1atLjji numeric
@attribute o1atMghi numeric
@attribute o1atLghi numeric
@attribute o1atMihg numeric
@attribute o1atLihg numeric
@attribute o1atMjjk numeric
@attribute o1atLjjk numeric
@attribute o1atMkjj numeric
@attribute o1atLkjj numeric
@attribute o1atMjjj numeric
@attribute o1atLjjj numeric
@attribute o1atMceg numeric
@attribute o1atLceg numeric
@attribute o1atMbce numeric
@attribute o1atLbce numeric
@attribute o1atMegj numeric
@attribute o1atLegj numeric
@attribute o1atMiih numeric
@attribute o1atLiih numeric
@attribute o1atMhgg numeric
@attribute o1atLhgg numeric
@attribute o1atMggh numeric
@attribute o1atLggh numeric
@attribute o1atMjii numeric
@attribute o1atLjii numeric
@attribute o1atMhhg numeric
@attribute o1atLhhg numeric
@attribute o1atMgff numeric
@attribute o1atLgff numeric
@attribute o1atMghh numeric
@attribute o1atLghh numeric
@attribute o1atMihh numeric
@attribute o1atLihh numeric
@attribute o1atMgjk numeric
@attribute o1atLgjk numeric
@attribute o1atMhhh numeric
@attribute o1atLhhh numeric
@attribute o1atMaaa numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMdef numeric
@attribute o1atLdef numeric
@attribute o1atMgii numeric
@attribute o1atLgii numeric
@attribute o1atMiii numeric
@attribute o1atLiii numeric
@attribute o1atMfgi numeric
@attribute o1atLfgi numeric
@attribute o1atMiij numeric
@attribute o1atLiij numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMffe numeric
@attribute o1atLffe numeric
@attribute o1atMefg numeric
@attribute o1atLefg numeric
@attribute o1atMijk numeric
@attribute o1atLijk numeric
@attribute o1atMcce numeric
@attribute o1atLcce numeric
@attribute o1atMede numeric
@attribute o1atLede numeric
@attribute o1atMceh numeric
@attribute o1atLceh numeric
@attribute o1atMhkk numeric
@attribute o1atLhkk numeric
@attribute o1atMehk numeric
@attribute o1atLehk numeric
@attribute o1atMdgi numeric
@attribute o1atLdgi numeric
@attribute o1atMgik numeric
@attribute o1atLgik numeric
@attribute o1atMikk numeric
@attribute o1atLikk numeric
@attribute o1atMcdg numeric
@attribute o1atLcdg numeric
@attribute o1atMhgh numeric
@attribute o1atLhgh numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMbdg numeric
@attribute o1atLbdg numeric
@attribute o1atMbbd numeric
@attribute o1atLbbd numeric
@attribute o1atMghg numeric
@attribute o1atLghg numeric
@attribute o1atMgij numeric
@attribute o1atLgij numeric
@attribute o1atMcdf numeric
@attribute o1atLcdf numeric
@attribute o1atMdfg numeric
@attribute o1atLdfg numeric
@attribute o1atMfef numeric
@attribute o1atLfef numeric
@attribute o1atMefe numeric
@attribute o1atLefe numeric
@attribute o1atMegi numeric
@attribute o1atLegi numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMcei numeric
@attribute o1atLcei numeric
@attribute o1atMeik numeric
@attribute o1atLeik numeric
@attribute o1atMehj numeric
@attribute o1atLehj numeric
@attribute o1atMhjk numeric
@attribute o1atLhjk numeric
@attribute o1atMghj numeric
@attribute o1atLghj numeric
@attribute o1atMdgj numeric
@attribute o1atLdgj numeric
@attribute o1atMabd numeric
@attribute o1atLabd numeric
@attribute o1atMbdh numeric
@attribute o1atLbdh numeric
@attribute o1atMdhj numeric
@attribute o1atLdhj numeric
@attribute o1atMded numeric
@attribute o1atLded numeric
@attribute o1atMdhk numeric
@attribute o1atLdhk numeric
@attribute o1atMdeh numeric
@attribute o1atLdeh numeric
@attribute o1atMfgf numeric
@attribute o1atLfgf numeric
@attribute o1atMdfh numeric
@attribute o1atLdfh numeric
@attribute o1atMfhk numeric
@attribute o1atLfhk numeric
@attribute o1atMgfg numeric
@attribute o1atLgfg numeric
@attribute o1atMihi numeric
@attribute o1atLihi numeric
@attribute o1atMdcb numeric
@attribute o1atLdcb numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMfik numeric
@attribute o1atLfik numeric
@attribute o1atMdfi numeric
@attribute o1atLdfi numeric
@attribute o1atMfgh numeric
@attribute o1atLfgh numeric
@attribute o1atMhjj numeric
@attribute o1atLhjj numeric
@attribute o1atMefh numeric
@attribute o1atLefh numeric
@attribute o1atMfhj numeric
@attribute o1atLfhj numeric
@attribute o1atMhhi numeric
@attribute o1atLhhi numeric
@attribute o1atMbdf numeric
@attribute o1atLbdf numeric
@attribute o1atMhii numeric
@attribute o1atLhii numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMgge numeric
@attribute o1atLgge numeric
@attribute o1atMgee numeric
@attribute o1atLgee numeric
@attribute o1atMcef numeric
@attribute o1atLcef numeric
@attribute o1atMfhi numeric
@attribute o1atLfhi numeric
@attribute o1atMfhh numeric
@attribute o1atLfhh numeric
@attribute o1atMbcf numeric
@attribute o1atLbcf numeric
@attribute o1atMcfi numeric
@attribute o1atLcfi numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMfij numeric
@attribute o1atLfij numeric
@attribute o1atMfjk numeric
@attribute o1atLfjk numeric
@attribute o1atMcfj numeric
@attribute o1atLcfj numeric
@attribute o1atMcfh numeric
@attribute o1atLcfh numeric
@attribute o1atMgfd numeric
@attribute o1atLgfd numeric
@attribute o1atMfdd numeric
@attribute o1atLfdd numeric
@attribute o1atMbcg numeric
@attribute o1atLbcg numeric
@attribute o1atMcgj numeric
@attribute o1atLcgj numeric
@attribute o1atMcdh numeric
@attribute o1atLcdh numeric
@attribute o1atMddf numeric
@attribute o1atLddf numeric
@attribute o1atMdfj numeric
@attribute o1atLdfj numeric
@attribute o1atMace numeric
@attribute o1atLace numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMkji numeric
@attribute o1atLkji numeric
@attribute o1atMeeg numeric
@attribute o1atLeeg numeric
@attribute o1atMjkj numeric
@attribute o1atLjkj numeric
@attribute o1atMkjk numeric
@attribute o1atLkjk numeric
@attribute o1atMhih numeric
@attribute o1atLhih numeric
@attribute o1atMffh numeric
@attribute o1atLffh numeric
@attribute o1atMjig numeric
@attribute o1atLjig numeric
@attribute o1atMigf numeric
@attribute o1atLigf numeric
@attribute o1atMefi numeric
@attribute o1atLefi numeric
@attribute o1atMfdc numeric
@attribute o1atLfdc numeric
@attribute o1atMhge numeric
@attribute o1atLhge numeric
@attribute o1atMggi numeric
@attribute o1atLggi numeric
@attribute o1atMbde numeric
@attribute o1atLbde numeric
@attribute o1atMhik numeric
@attribute o1atLhik numeric
@attribute o1atMiig numeric
@attribute o1atLiig numeric
@attribute o1atMfeg numeric
@attribute o1atLfeg numeric
@attribute o1atMegg numeric
@attribute o1atLegg numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMfec numeric
@attribute o1atLfec numeric
@attribute o1atMecb numeric
@attribute o1atLecb numeric
@attribute o1atMacf numeric
@attribute o1atLacf numeric
@attribute o1atMiji numeric
@attribute o1atLiji numeric
@attribute o1atMehi numeric
@attribute o1atLehi numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMged numeric
@attribute o1atLged numeric
@attribute o1atMjij numeric
@attribute o1atLjij numeric
@attribute o1atMihf numeric
@attribute o1atLihf numeric
@attribute o1atMhfe numeric
@attribute o1atLhfe numeric
@attribute o1atMdgh numeric
@attribute o1atLdgh numeric
@attribute destClass {2,3,7,6,4,5,1}

@data
18,79,12,72,13,80,12,80,47,42,48,45,47,46,20,72,19,71,45,45,65,31,59,27,59,33,59,32,49,42,46,34,51,26,49,41,68,19,69,20,11,81,11,81,12,22,70,12,81,12,80,20,70,11,83,51,40,46,47,45,45,45,68,20,46,22,47,13,79,58,34,57,38,51,33,72,19,74,19,66,23,67,25,80,11,80,13,79,18,21,35,12,47,52,20,69,24,66,27,65,25,73,20,67,26,58,33,65,25,68,25,67,12,67,25,7,8,85,8,85,46,41,66,23,72,23,60,24,72,19,9,84,9,81,51,40,51,34,73,12,19,46,46,45,21,27,69,12,52,13,47,24,67,12,74,12,21,35,66,25,8,84,13,35,12,72,65,26,66,19,21,42,46,34,51,39,48,42,52,24,21,68,21,25,52,13,52,20,69,12,66,19,47,20,9,72,13,27,47,20,45,46,47,13,46,26,57,34,46,26,60,13,59,31,69,23,13,72,9,83,61,13,47,24,59,26,68,19,51,26,60,20,68,23,13,42,68,23,11,81,51,32,49,33,21,42,60,24,59,26,13,43,22,25,18,72,60,20,61,12,22,20,21,27,47,33,46,42,13,35,22,20,21,27,46,41,47,20,9,47,8,81,74,13,49,34,79,12,81,11,67,24,58,26,67,20,59,25,52,24,22,42,51,27,66,23,12,46,69,12,67,24,51,34,51,33,9,81,22,42,13,47,9,43,72,20,52,24,7,85,47,33,73,18,59,25,51,27,46,26,3.0
29,70,22,61,22,71,21,71,39,52,38,51,37,53,31,61,31,60,36,53,53,38,51,37,50,40,49,40,40,50,38,43,42,36,40,49,65,22,66,23,7,85,8,85,8,32,59,21,72,21,71,32,59,20,83,41,49,37,54,36,54,35,57,32,55,33,55,22,70,49,42,47,48,42,42,70,21,71,22,56,27,57,28,84,8,84,9,83,21,33,43,22,55,42,23,66,26,55,35,55,35,70,23,57,35,49,40,56,34,64,28,57,9,62,33,7,8,85,8,85,38,51,56,26,69,24,51,28,70,21,9,84,9,72,40,50,41,42,71,8,31,55,38,51,33,37,66,8,42,9,39,28,57,9,71,8,33,43,57,33,8,84,22,43,21,61,53,36,57,22,33,52,38,43,42,48,38,51,42,28,33,57,33,28,42,9,42,23,66,9,57,22,39,23,9,61,22,37,39,23,35,55,39,9,38,37,47,42,39,37,52,9,51,38,65,24,22,61,9,83,52,9,39,28,51,36,65,22,42,36,52,23,63,27,22,52,64,26,20,72,42,40,40,42,33,51,51,28,51,35,22,52,33,28,29,61,52,22,52,9,33,23,33,37,39,42,37,52,22,43,33,23,33,37,37,51,39,23,9,55,8,72,71,9,40,42,83,9,85,7,62,28,50,36,57,23,51,28,42,28,33,52,42,37,55,27,22,55,65,9,57,26,42,42,41,40,9,72,33,52,22,55,9,52,69,22,42,28,7,85,39,42,71,21,51,28,42,37,39,36,4.0
27,76,12,61,12,79,11,79,46,30,60,43,45,45,30,60,30,60,46,45,68,24,68,24,67,24,67,25,62,29,47,26,63,24,61,29,70,20,71,21,17,75,17,75,18,32,57,9,82,9,82,33,58,6,94,62,28,44,46,45,47,42,54,34,48,33,47,12,76,67,24,66,26,64,26,71,20,73,20,69,22,70,23,74,17,74,19,73,19,34,26,12,48,64,21,70,22,69,23,68,23,72,20,69,23,67,25,68,23,70,22,70,18,69,22,0,0,94,0,94,46,30,69,22,71,21,68,22,71,20,0,94,0,82,63,28,63,25,72,18,30,48,47,43,34,24,71,18,64,19,47,23,70,19,73,18,34,26,69,22,0,94,12,26,9,61,68,24,69,21,34,30,47,25,63,26,60,30,64,23,33,54,34,23,64,19,64,21,71,18,69,21,47,21,0,61,12,24,47,21,42,47,47,19,47,24,66,25,47,24,68,19,68,24,71,21,12,60,0,94,68,19,47,23,67,23,70,20,63,24,68,21,70,21,12,30,70,21,6,82,64,25,62,26,34,30,68,22,67,23,12,30,34,23,27,61,68,21,68,18,34,21,34,24,46,26,44,30,12,26,34,21,34,24,45,30,47,21,0,48,0,82,73,19,62,25,73,18,75,17,69,22,67,23,70,21,68,23,63,23,33,30,64,24,69,22,12,48,71,18,70,22,64,24,63,25,0,82,33,30,12,47,0,30,71,21,64,22,0,94,46,26,72,19,68,23,64,24,47,24,3.0
25,72,19,67,20,73,19,73,33,54,36,57,33,59,26,67,25,66,31,58,62,44,45,28,44,46,45,46,38,54,33,48,39,30,37,52,67,21,68,22,5,87,5,87,6,27,66,19,74,19,74,25,66,18,82,38,52,31,61,31,59,29,65,26,60,27,61,20,72,43,47,41,50,40,48,70,21,72,21,65,25,64,26,86,5,86,7,85,20,27,49,20,61,40,22,68,25,63,28,63,28,71,22,63,27,43,47,64,28,67,25,66,6,66,26,8,9,84,9,84,32,53,65,25,70,24,46,25,70,21,10,83,10,74,39,52,39,48,71,6,26,60,33,57,27,30,68,6,40,7,33,26,66,7,72,6,26,49,64,26,10,83,20,49,19,67,62,29,65,22,26,54,33,48,39,50,36,54,40,26,26,65,27,26,40,7,40,22,68,6,65,22,33,22,10,67,20,30,33,22,29,60,33,7,33,30,41,48,33,30,46,7,45,44,68,24,20,67,10,82,46,7,33,26,45,29,67,21,39,30,46,22,67,24,20,54,67,24,18,74,40,46,38,48,26,54,46,25,45,28,20,54,27,26,25,67,46,22,46,6,27,22,27,30,33,48,31,54,20,49,27,22,26,30,31,53,33,22,10,61,9,74,72,7,38,48,85,6,87,5,66,25,43,29,64,22,45,26,39,26,27,54,40,28,64,25,20,60,68,6,64,25,40,47,39,47,10,74,27,54,20,61,10,54,70,22,40,25,8,84,33,48,71,20,45,26,40,28,33,30,5.0
21,79,12,69,13,80,12,80,47,42,50,45,47,46,23,69,22,68,45,45,60,36,55,32,54,38,55,37,51,42,46,38,51,32,51,40,67,20,68,21,11,81,11,81,12,25,67,12,81,12,80,23,67,11,82,51,40,46,47,45,45,45,65,23,46,25,47,13,79,53,38,53,40,52,38,71,20,73,20,61,24,61,26,80,11,80,13,79,19,24,39,12,47,52,21,68,25,60,32,60,31,72,21,61,31,54,38,60,30,67,26,62,12,66,30,8,9,84,9,84,46,40,61,24,71,24,55,25,71,20,10,83,10,81,52,41,51,38,72,12,22,46,46,45,24,33,68,12,52,13,47,25,62,12,73,12,24,39,61,31,9,83,13,39,12,69,60,31,61,20,24,41,46,38,52,40,50,41,52,25,24,65,24,26,52,13,52,21,68,12,61,20,47,21,10,69,13,33,47,21,45,46,47,13,46,32,53,39,46,32,55,13,54,36,68,24,13,69,10,82,56,13,47,25,54,32,67,20,51,32,55,21,67,24,13,41,67,24,11,81,52,37,51,38,24,41,55,25,54,31,13,42,25,26,21,69,55,21,56,12,25,21,24,33,47,38,46,42,13,39,25,21,24,33,46,40,47,21,10,47,9,81,73,13,51,38,79,12,81,11,66,25,53,32,61,21,55,26,52,25,25,42,52,32,61,24,12,46,68,12,61,25,52,38,51,38,10,81,25,42,13,47,10,42,71,21,52,25,8,84,47,38,72,19,55,26,52,32,46,32,5.0
7,87,5,83,5,88,4,88,49,24,68,39,49,42,9,83,9,82,47,42,73,19,73,19,71,20,73,20,69,24,48,21,69,18,69,22,76,13,77,14,10,82,10,82,11,10,81,4,89,4,89,10,81,3,94,69,22,46,44,45,44,43,79,10,45,11,45,5,87,71,20,71,22,70,21,78,13,80,13,74,15,75,17,81,10,81,12,80,12,11,21,5,45,70,14,77,16,74,19,73,17,79,14,75,18,72,21,73,17,76,17,75,11,75,17,0,0,94,0,94,48,23,74,15,78,15,72,16,78,13,0,94,0,89,70,23,69,20,79,11,9,45,48,39,11,19,77,11,70,12,49,16,75,11,80,11,11,21,74,17,0,94,5,21,4,83,73,18,74,13,11,24,48,21,70,22,68,23,70,16,11,79,11,17,70,12,70,14,77,11,74,13,49,14,0,83,5,19,49,14,43,45,49,12,48,19,71,21,48,19,72,12,72,19,77,15,5,83,0,94,73,12,49,17,71,18,76,13,69,18,72,14,76,15,5,24,76,15,3,89,70,20,69,21,11,23,72,16,71,18,5,24,11,17,7,83,72,14,73,11,11,14,11,19,49,21,46,24,5,21,11,14,11,19,46,23,49,14,0,45,0,89,80,12,69,20,80,11,82,10,75,16,71,18,75,14,73,17,70,16,11,24,70,19,74,15,5,45,77,11,75,16,70,20,69,20,0,89,11,24,5,45,0,24,78,14,70,16,0,94,49,21,79,12,73,17,70,19,48,18,2.0
15,83,9,75,9,84,8,84,42,33,57,48,42,50,17,75,17,74,40,50,69,23,67,21,68,24,66,24,59,33,41,26,60,22,58,31,78,11,78,13,9,83,10,83,10,19,73,8,85,8,85,18,73,7,89,59,30,40,52,39,51,38,71,18,52,19,52,9,83,67,25,65,29,61,25,80,11,80,12,71,15,71,15,82,10,82,10,81,11,19,26,9,52,61,12,78,14,70,20,70,22,80,13,70,20,66,25,71,21,77,14,73,11,76,19,1,2,91,2,91,40,32,71,14,79,13,68,15,80,11,3,90,3,85,61,31,60,25,81,10,17,52,41,48,19,23,79,10,61,11,41,16,72,11,81,10,19,27,71,19,3,90,9,27,8,75,69,22,72,12,18,33,41,26,60,29,57,32,60,15,19,71,19,16,61,11,61,12,79,10,72,12,42,13,3,75,9,23,42,12,38,52,42,11,41,23,65,25,41,23,69,11,68,23,78,13,9,75,3,89,69,11,41,16,68,22,78,11,60,22,69,12,77,14,9,33,77,13,7,85,61,24,59,25,18,32,68,15,68,21,9,33,19,16,15,75,69,12,69,11,19,13,19,23,42,25,40,33,9,27,19,13,19,23,39,32,41,13,3,52,2,85,81,11,59,25,81,11,83,9,76,14,67,22,71,13,67,15,60,15,19,33,61,21,70,15,9,52,78,10,71,14,61,25,60,24,3,85,19,33,9,52,3,33,79,12,60,15,1,91,42,25,81,11,67,15,61,21,41,23,5.0
23,75,14,67,14,77,14,77,36,43,45,54,36,56,25,66,24,66,34,55,67,25,66,25,65,26,66,26,48,43,35,27,50,24,48,41,70,16,71,17,7,85,7,85,8,27,65,13,79,13,79,25,65,11,87,50,39,34,58,33,56,32,63,25,57,27,58,15,75,65,27,64,38,51,27,75,16,77,16,68,21,69,23,84,7,84,9,83,15,26,28,14,58,51,17,71,22,68,25,67,23,76,17,69,24,65,27,67,23,70,23,69,8,69,23,3,4,89,4,89,35,41,68,21,75,21,66,22,75,16,5,88,5,79,51,40,50,27,76,8,24,57,35,54,26,25,71,8,51,9,36,22,69,8,77,8,26,28,68,23,5,88,15,28,13,67,67,24,68,16,26,42,35,27,51,38,46,42,51,22,26,63,26,23,51,9,51,17,71,8,68,16,36,17,5,67,15,25,36,17,32,57,36,9,35,24,64,27,35,24,66,9,66,25,71,21,15,67,5,87,67,9,36,22,65,24,70,16,50,24,66,17,70,21,15,42,70,21,11,79,51,26,48,27,26,42,66,22,65,24,15,43,27,23,23,67,66,17,67,8,27,17,26,25,36,27,34,43,15,28,27,17,26,25,34,41,36,17,5,58,4,79,77,9,48,27,83,8,85,7,69,22,65,24,69,17,66,23,51,22,27,43,51,25,68,21,14,57,71,8,69,22,51,27,50,26,5,79,27,43,15,58,5,43,75,17,51,22,3,89,36,27,76,15,66,23,51,25,35,24,6.0
21,72,18,69,17,74,17,74,34,48,41,56,33,57,22,68,23,68,33,58,59,39,51,31,50,40,50,41,43,48,34,43,44,31,42,48,71,20,71,21,11,81,12,81,12,23,67,16,76,16,75,24,67,14,84,43,47,32,58,32,59,30,65,25,60,24,59,18,72,49,41,47,45,45,43,72,20,73,20,62,22,63,23,80,12,80,13,79,19,25,43,18,60,45,21,70,22,61,30,60,30,72,20,63,29,49,41,61,29,70,23,63,13,69,27,6,7,86,7,86,33,49,62,22,71,21,51,22,72,20,8,85,8,76,43,47,44,42,73,13,23,60,34,56,25,31,71,12,45,13,34,23,63,13,73,12,25,43,62,27,7,85,18,43,16,69,59,31,63,21,25,49,34,42,44,45,41,49,45,23,24,65,25,23,45,13,45,21,71,13,62,21,34,21,8,69,18,31,34,21,30,59,34,13,34,31,47,42,34,31,51,13,51,39,71,21,17,69,8,84,51,13,34,23,50,30,71,20,44,31,51,21,70,21,18,49,70,21,14,76,45,41,43,43,25,49,51,22,50,29,18,49,25,23,21,69,51,21,51,13,25,21,25,31,34,43,32,48,18,43,25,21,25,31,32,49,34,21,8,60,7,76,73,13,43,42,79,13,81,11,69,22,49,30,63,21,51,23,44,23,24,49,45,31,61,22,18,60,71,13,63,22,45,41,44,41,8,76,25,49,18,60,8,49,71,21,45,22,6,86,34,43,73,19,51,23,45,31,34,31,3.0
28,81,10,62,10,82,10,82,44,45,47,46,44,48,30,61,29,61,43,47,63,40,51,29,50,41,51,41,48,45,43,42,47,28,47,44,69,16,70,17,10,82,10,82,11,32,60,10,83,10,82,30,60,9,84,47,44,42,50,42,48,40,58,31,49,32,50,11,81,49,41,49,43,49,42,75,16,77,16,64,22,65,24,81,10,81,12,80,15,31,43,11,50,48,17,70,23,64,29,63,27,76,17,65,28,50,42,63,27,69,24,65,11,68,27,6,7,86,7,86,43,44,64,22,75,22,51,22,75,16,8,85,8,83,49,44,47,42,76,11,30,49,44,46,31,29,70,11,48,12,44,23,65,11,77,11,31,43,64,27,7,85,11,43,10,62,63,28,64,16,31,45,43,42,48,43,47,45,48,23,31,58,32,24,49,12,48,17,70,11,64,16,44,17,8,62,11,29,44,17,40,49,44,12,43,28,49,42,43,28,51,11,50,40,70,22,11,62,8,84,52,11,44,23,50,27,69,16,47,28,51,16,69,22,11,45,69,22,9,83,49,41,48,42,31,45,51,22,50,27,11,45,32,23,28,62,51,16,52,11,32,17,31,28,44,42,42,45,11,43,32,17,31,29,42,44,44,17,8,50,7,83,77,12,47,42,80,11,82,10,68,23,49,27,65,17,51,24,48,23,32,45,49,29,64,22,11,49,70,11,65,23,48,41,47,42,8,83,32,45,11,50,8,45,75,17,48,23,6,86,44,42,76,15,51,24,49,29,43,28,5.0
19,78,13,73,14,79,13,79,26,50,37,66,25,67,20,73,19,72,25,66,67,25,67,25,64,25,66,27,41,49,26,26,43,25,40,48,70,18,71,20,11,81,12,81,12,21,72,13,80,13,79,19,72,12,81,42,45,25,68,25,66,24,71,20,67,21,68,14,78,64,25,63,42,45,29,73,18,74,19,67,22,69,23,80,12,80,13,79,18,21,27,14,68,44,20,71,22,68,24,67,24,73,20,69,24,65,29,67,24,70,23,69,13,69,23,9,10,83,10,83,25,48,67,22,72,21,64,22,73,18,11,82,11,80,45,46,43,26,74,12,20,67,26,66,21,25,71,12,44,13,26,23,68,13,74,12,20,27,68,23,10,82,14,27,13,73,67,25,68,19,20,49,26,26,44,42,37,49,43,23,20,71,21,23,44,13,44,19,71,12,68,19,26,20,11,73,14,25,26,19,24,67,26,13,26,25,63,27,26,25,65,13,66,25,70,21,14,73,11,81,65,13,26,23,64,24,70,18,43,25,65,19,69,21,14,49,69,21,12,80,45,27,41,29,20,49,64,22,64,24,14,49,21,23,19,73,65,19,65,13,21,20,21,25,26,29,25,50,14,27,21,20,20,25,25,48,26,20,11,68,10,80,74,13,41,26,79,13,81,11,69,22,64,24,69,20,67,23,43,23,21,50,45,25,67,22,14,67,70,12,69,22,45,25,43,26,11,80,21,50,14,68,11,49,72,19,43,22,9,83,26,29,74,18,67,23,45,25,26,25,6.0
24,86,6,66,5,87,5,87,41,36,51,49,41,51,26,65,26,65,39,51,72,21,71,20,70,21,71,22,54,36,40,22,57,19,54,35,75,14,76,15,11,81,11,81,12,28,64,5,88,5,88,27,64,4,94,56,32,39,53,38,52,37,62,27,53,28,53,6,86,70,21,69,30,57,23,77,14,79,14,73,17,74,18,80,11,80,13,79,13,28,22,6,53,58,15,76,17,73,20,72,19,78,15,74,19,70,23,72,19,75,18,74,12,74,18,0,0,94,0,94,39,36,73,17,77,16,71,17,77,14,0,94,0,88,57,33,57,21,78,12,26,53,40,49,28,20,76,12,58,13,41,18,74,13,79,12,28,23,73,18,0,94,6,23,5,66,72,20,73,15,27,37,40,22,57,30,51,35,58,17,28,62,28,18,58,13,58,15,76,12,73,15,41,15,0,66,6,20,41,15,37,53,41,13,40,20,69,22,40,20,71,13,71,21,76,16,6,66,0,94,71,13,40,18,70,19,75,14,57,19,71,15,75,16,6,37,75,16,4,88,57,22,54,23,27,36,71,17,70,19,6,37,28,18,24,66,71,15,71,12,28,15,28,20,41,23,39,36,6,23,28,15,28,20,38,36,40,15,0,53,0,88,79,13,55,21,79,12,81,11,74,17,70,19,74,15,71,18,57,17,28,36,57,20,73,17,6,53,76,12,74,17,58,21,57,21,0,88,28,36,6,53,0,37,77,15,58,17,0,94,41,23,78,13,71,18,57,20,40,20,4.0
13,81,11,77,8,82,10,83,42,37,53,44,42,47,15,74,16,76,41,48,65,27,63,25,61,29,63,29,55,37,43,31,56,24,55,34,79,10,80,11,8,84,8,84,9,16,73,8,83,9,84,18,74,7,90,55,34,39,49,39,51,36,71,18,52,17,50,10,81,60,29,59,33,57,31,81,10,82,10,68,12,69,14,83,8,83,9,82,9,19,31,11,52,57,11,80,13,67,25,66,23,82,11,68,23,61,31,67,22,79,13,69,9,78,21,0,1,92,1,92,43,36,68,12,81,12,62,13,81,10,2,91,2,85,57,35,56,30,82,9,16,52,42,44,19,25,80,9,57,10,44,13,69,9,83,9,19,31,68,21,1,91,11,31,9,77,65,24,68,10,19,37,43,31,57,33,53,36,57,13,18,71,19,14,57,10,57,11,80,9,68,10,44,11,2,77,11,25,44,11,36,51,44,10,43,25,59,31,43,25,62,10,62,27,80,12,9,75,2,90,63,10,44,14,61,24,79,10,56,24,62,11,79,12,11,37,79,12,7,84,57,29,55,31,19,36,62,13,61,23,11,37,19,14,13,76,62,11,63,9,19,11,19,25,42,31,39,37,11,31,19,11,19,25,40,36,44,11,2,52,1,85,83,10,55,30,82,9,84,8,78,13,60,24,69,11,63,14,57,13,17,37,57,25,67,12,11,52,80,9,69,13,57,29,56,29,2,83,17,37,9,50,2,37,81,11,57,13,0,92,42,31,82,9,63,14,57,25,43,24,1.0
