@relation 'Sax dominant'

@attribute o1atMhh numeric
@attribute o1atLhh numeric
@attribute o1atMff numeric
@attribute o1atLff numeric
@attribute o1atMfg numeric
@attribute o1atLfg numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMfh numeric
@attribute o1atLfh numeric
@attribute o1atMfi numeric
@attribute o1atLfi numeric
@attribute o1atMdg numeric
@attribute o1atLdg numeric
@attribute o1atMke numeric
@attribute o1atLke numeric
@attribute o1atMea numeric
@attribute o1atLea numeric
@attribute o1atMkg numeric
@attribute o1atLkg numeric
@attribute o1atMgd numeric
@attribute o1atLgd numeric
@attribute o1atMge numeric
@attribute o1atLge numeric
@attribute o1atMig numeric
@attribute o1atLig numeric
@attribute o1atMgf numeric
@attribute o1atLgf numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMee numeric
@attribute o1atLee numeric
@attribute o1atMaa numeric
@attribute o1atLkk numeric
@attribute o1atMgg numeric
@attribute o1atLgg numeric
@attribute o1atMef numeric
@attribute o1atLef numeric
@attribute o1atMeg numeric
@attribute o1atLeg numeric
@attribute o1atMcf numeric
@attribute o1atLcf numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMgk numeric
@attribute o1atLgk numeric
@attribute o1atMej numeric
@attribute o1atLej numeric
@attribute o1atMag numeric
@attribute o1atLag numeric
@attribute o1atMah numeric
@attribute o1atLah numeric
@attribute o1atMhe numeric
@attribute o1atLhe numeric
@attribute o1atMfc numeric
@attribute o1atLfc numeric
@attribute o1atMhf numeric
@attribute o1atLhf numeric
@attribute o1atMfe numeric
@attribute o1atLfe numeric
@attribute o1atMdf numeric
@attribute o1atLdf numeric
@attribute o1atMkd numeric
@attribute o1atLkd numeric
@attribute o1atMkj numeric
@attribute o1atLkj numeric
@attribute o1atMgh numeric
@attribute o1atLgh numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMck numeric
@attribute o1atLck numeric
@attribute o1atMfa numeric
@attribute o1atLfa numeric
@attribute o1atMje numeric
@attribute o1atLje numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMfd numeric
@attribute o1atLfd numeric
@attribute o1atMhg numeric
@attribute o1atLhg numeric
@attribute o1atMhk numeric
@attribute o1atLhk numeric
@attribute o1atMbk numeric
@attribute o1atLbk numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMki numeric
@attribute o1atLki numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMeh numeric
@attribute o1atLeh numeric
@attribute o1atMaf numeric
@attribute o1atLaf numeric
@attribute o1atMjd numeric
@attribute o1atLjd numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMfj numeric
@attribute o1atLfj numeric
@attribute o1atMkh numeric
@attribute o1atLkh numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMik numeric
@attribute o1atLik numeric
@attribute o1atMai numeric
@attribute o1atLai numeric
@attribute o1atMjg numeric
@attribute o1atLjg numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMbi numeric
@attribute o1atLbi numeric
@attribute o1atMdk numeric
@attribute o1atLdk numeric
@attribute o1atMie numeric
@attribute o1atLie numeric
@attribute o1atMha numeric
@attribute o1atLha numeric
@attribute o1atMbg numeric
@attribute o1atLbg numeric
@attribute o1atMfk numeric
@attribute o1atLfk numeric
@attribute o1atMjk numeric
@attribute o1atLjk numeric
@attribute o1atMga numeric
@attribute o1atLga numeric
@attribute o1atMaj numeric
@attribute o1atLaj numeric
@attribute o1atMhd numeric
@attribute o1atLhd numeric
@attribute o1atMkf numeric
@attribute o1atLkf numeric
@attribute o1atMgc numeric
@attribute o1atLgc numeric
@attribute o1atMcg numeric
@attribute o1atLcg numeric
@attribute o1atMja numeric
@attribute o1atLja numeric
@attribute o1atMdh numeric
@attribute o1atLdh numeric
@attribute o1atMch numeric
@attribute o1atLch numeric
@attribute o1atMfb numeric
@attribute o1atLfb numeric
@attribute o1atMkb numeric
@attribute o1atLkb numeric
@attribute o1atMij numeric
@attribute o1atLij numeric
@attribute o1atMka numeric
@attribute o1atLka numeric
@attribute o1atMbf numeric
@attribute o1atLbf numeric
@attribute o1atMhj numeric
@attribute o1atLhj numeric
@attribute o1atMbh numeric
@attribute o1atLbh numeric
@attribute o1atMid numeric
@attribute o1atLid numeric
@attribute o1atMdj numeric
@attribute o1atLdj numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMei numeric
@attribute o1atLei numeric
@attribute o1atMak numeric
@attribute o1atLak numeric
@attribute o1atMif numeric
@attribute o1atLif numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMgi numeric
@attribute o1atLgi numeric
@attribute o1atMek numeric
@attribute o1atLek numeric
@attribute o1atMhc numeric
@attribute o1atLhc numeric
@attribute o1atMjf numeric
@attribute o1atLjf numeric
@attribute o1atMic numeric
@attribute o1atLic numeric
@attribute o1atMgb numeric
@attribute o1atLgb numeric
@attribute o1atMkc numeric
@attribute o1atLkc numeric
@attribute o1atMhi numeric
@attribute o1atLhi numeric
@attribute o1atMgj numeric
@attribute o1atLgj numeric
@attribute o1atMih numeric
@attribute o1atLih numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMib numeric
@attribute o1atLib numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMia numeric
@attribute o1atLia numeric
@attribute o1atMhb numeric
@attribute o1atLhb numeric
@attribute o1atMjc numeric
@attribute o1atLjc numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMii numeric
@attribute o1atLii numeric
@attribute o1atMdi numeric
@attribute o1atLdi numeric
@attribute o1atMcj numeric
@attribute o1atLcj numeric
@attribute o1atMci numeric
@attribute o1atLci numeric
@attribute o1atMjj numeric
@attribute o1atLjj numeric
@attribute o1atMji numeric
@attribute o1atLji numeric
@attribute o1atMbj numeric
@attribute o1atLbj numeric
@attribute o1atMjh numeric
@attribute o1atLjh numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMjb numeric
@attribute o1atLjb numeric
@attribute destClass {2.0,3.0,4.0,1.0}

@data
75,16,49,35,60,24,16,75,62,18,63,17,18,33,42,14,14,77,75,14,15,30,40,30,73,15,60,24,15,75,25,74,13,14,72,19,34,51,41,33,17,52,13,79,76,17,43,17,16,33,16,20,40,17,14,51,60,17,34,50,18,52,17,14,78,14,74,17,13,80,15,78,17,17,14,52,40,14,14,78,15,50,73,17,78,16,16,17,14,76,78,14,14,76,14,79,13,80,42,20,16,53,15,14,13,79,63,17,77,14,16,75,79,15,16,18,73,14,14,77,16,18,18,17,40,15,14,19,16,33,63,17,79,14,14,32,16,17,15,17,62,14,14,31,17,33,14,16,18,20,17,20,14,51,15,15,76,15,15,16,16,52,76,16,16,20,15,15,18,17,13,77,43,18,16,17,60,15,14,76,15,75,75,17,43,17,14,18,60,14,14,16,14,31,16,15,76,16,75,17,75,15,14,76,14,16,14,77,13,77,14,17,14,18,14,15,13,76,76,15,18,18,17,17,17,18,76,14,76,14,16,17,75,14,14,77,14,77,14,15,1.0
76,17,44,49,53,31,17,67,56,21,56,16,22,35,32,15,15,71,72,15,22,34,30,34,71,16,52,32,18,67,19,64,13,15,67,24,26,56,31,34,18,62,14,75,73,16,32,16,15,38,15,23,31,21,17,61,56,20,27,57,20,59,23,15,78,15,71,18,14,79,15,72,21,17,15,62,31,16,15,74,20,58,71,17,78,16,17,17,15,71,77,15,16,70,15,78,13,80,31,21,15,63,22,16,14,79,57,16,77,15,17,70,78,16,15,18,71,16,16,73,16,17,24,16,31,16,15,22,16,37,58,16,79,16,15,37,16,18,22,21,57,15,19,36,19,37,15,17,22,21,19,22,15,62,16,16,77,16,15,16,16,62,77,16,16,22,22,16,23,16,14,77,31,16,16,17,56,16,16,70,16,70,71,16,33,16,19,21,56,16,19,16,15,37,20,15,76,16,72,16,76,16,16,73,15,17,15,74,15,76,15,17,15,22,19,16,15,73,76,16,22,16,20,17,19,17,77,16,76,16,17,17,76,16,15,77,16,76,15,17,2.0
71,21,42,46,51,33,22,67,53,23,53,21,25,40,36,19,19,69,68,19,24,39,34,37,67,21,50,34,22,68,24,65,18,17,63,28,29,55,33,39,22,57,19,73,69,19,36,21,21,41,21,27,35,25,21,57,53,24,30,55,24,57,25,19,75,18,67,23,19,74,20,70,23,19,19,58,36,20,19,72,22,57,67,22,73,19,22,20,20,68,73,19,21,68,19,73,19,75,35,26,21,59,25,20,18,74,54,20,72,19,21,67,74,19,21,23,68,20,21,71,21,23,26,19,35,21,19,26,21,41,55,19,76,18,19,40,21,22,24,25,54,19,21,39,22,40,20,21,25,26,22,26,20,57,21,19,72,20,20,19,21,58,72,20,21,27,24,21,25,21,19,72,35,22,21,20,53,21,21,70,20,68,67,21,37,19,21,25,54,20,21,21,20,39,22,19,71,21,68,20,71,21,20,70,20,21,20,71,19,72,19,22,20,25,22,20,19,71,71,21,25,22,22,21,22,22,73,19,72,20,21,22,72,20,20,71,20,71,21,20,3.0
71,19,47,42,56,35,22,68,57,24,57,22,25,38,41,19,19,70,71,19,22,35,38,35,69,20,54,31,21,68,30,65,18,17,67,27,39,51,42,38,22,52,18,74,72,19,42,22,21,38,21,24,40,21,19,52,56,20,35,50,25,52,24,19,75,19,69,22,18,75,19,71,22,20,19,53,41,20,19,73,22,51,69,20,74,17,21,20,19,69,73,19,19,69,19,74,18,75,42,24,21,54,24,20,18,74,57,22,73,19,20,68,74,17,21,22,71,20,19,72,21,22,25,20,40,20,19,23,21,38,58,20,76,17,19,37,21,22,23,21,57,19,19,36,22,38,20,21,25,24,22,24,19,52,20,19,71,19,20,19,21,52,71,19,21,24,23,20,25,22,18,72,42,22,21,20,56,20,19,71,19,68,69,21,42,20,20,22,57,20,20,20,19,36,21,19,71,19,69,21,71,19,19,71,19,20,19,72,18,72,19,21,19,22,21,20,18,71,71,19,25,22,22,22,22,22,73,19,73,19,21,22,73,19,19,72,19,72,20,20,3.0
73,19,39,50,51,35,21,69,51,21,51,19,23,41,33,17,18,70,72,17,24,41,32,39,72,19,50,37,19,68,22,65,17,15,69,29,26,58,32,40,19,60,18,75,73,17,33,17,19,43,19,23,32,22,19,59,51,21,28,56,22,60,24,17,77,15,71,21,17,75,18,71,21,18,18,61,33,18,18,74,21,59,71,20,75,17,21,18,18,69,76,17,18,68,18,74,17,76,32,21,18,62,24,18,18,75,52,17,74,17,19,69,77,17,19,21,72,18,18,72,20,20,25,18,33,20,19,22,20,41,53,17,78,16,19,42,20,19,24,22,52,17,20,41,20,41,19,18,23,22,20,22,19,60,20,17,75,17,19,17,19,60,74,17,20,22,24,20,24,18,18,73,32,19,20,18,52,19,19,72,19,69,71,19,34,17,20,22,52,18,20,20,20,41,20,17,73,19,72,17,74,19,19,72,20,20,18,73,18,72,19,20,20,22,20,18,19,72,74,19,23,20,21,18,20,20,75,16,74,18,21,18,74,18,18,73,18,72,20,18,4.0
75,15,43,43,53,33,18,71,54,19,54,17,23,38,38,16,16,72,75,15,22,39,36,38,73,16,53,30,20,71,25,66,14,14,71,27,32,52,38,37,15,55,15,79,76,16,39,18,17,40,17,20,37,19,16,56,54,17,29,54,20,55,22,16,79,14,73,17,14,79,15,73,17,16,16,56,37,17,15,78,21,56,73,17,78,15,17,16,16,71,77,14,16,71,14,78,14,79,38,20,15,57,22,17,14,78,56,17,77,14,15,71,78,15,17,18,73,16,15,76,17,18,23,16,37,17,16,19,17,38,56,16,79,15,16,39,17,18,22,19,55,15,16,39,17,38,16,17,23,20,17,20,16,56,16,16,77,15,16,16,15,55,77,15,17,20,22,17,23,18,14,76,38,18,17,16,54,16,16,76,15,71,73,16,39,16,16,19,54,16,16,17,16,39,16,16,75,15,75,16,75,15,15,76,16,17,15,76,14,76,16,17,16,19,16,17,15,76,75,15,23,18,17,18,17,18,77,15,75,15,17,18,75,15,14,76,14,76,16,17,2.0
71,20,47,42,53,32,19,69,56,23,57,20,22,36,40,18,19,71,69,17,23,37,39,37,67,20,54,34,22,69,28,67,17,16,64,27,35,50,38,34,19,52,18,75,70,19,41,20,19,38,19,26,39,25,20,54,56,24,37,53,20,52,23,18,76,17,68,21,18,75,18,72,21,19,19,54,39,20,17,74,23,54,67,22,74,19,21,19,20,69,74,17,20,69,17,74,18,76,39,24,18,55,23,20,17,75,58,20,73,17,18,69,75,18,19,22,68,19,18,72,20,21,24,19,39,21,19,25,20,36,58,19,77,17,19,37,20,21,23,25,57,17,20,37,20,36,19,20,22,25,20,25,20,54,20,18,73,19,19,18,19,53,73,20,20,25,23,21,24,20,18,73,40,20,20,19,56,20,19,72,18,70,69,20,41,19,20,25,56,19,20,21,20,37,20,18,72,20,70,20,71,19,18,72,20,21,18,72,18,73,19,21,20,25,20,20,18,73,72,19,23,21,21,20,20,21,74,18,73,18,21,20,72,18,18,72,18,72,20,20,3.0
79,12,44,41,58,27,14,76,59,15,59,13,16,35,35,11,12,78,78,11,15,34,32,32,77,11,56,25,12,77,17,74,10,10,74,20,27,57,34,35,13,58,10,82,79,12,35,12,12,36,12,17,33,15,12,58,57,13,25,55,16,58,16,12,82,10,77,15,10,82,11,79,14,12,12,59,34,11,12,81,13,58,76,13,82,11,14,12,12,78,82,11,12,77,11,81,10,83,35,16,12,60,15,12,11,82,59,12,81,11,12,76,83,10,12,14,77,11,12,79,13,13,17,12,34,12,12,16,13,35,60,12,83,10,12,35,12,13,15,16,59,11,13,34,13,35,12,12,16,16,13,16,12,59,13,12,80,10,12,12,13,58,79,11,13,16,15,13,16,12,11,80,35,13,13,13,58,11,12,79,12,76,77,13,36,12,13,16,58,11,13,13,13,35,13,12,79,12,77,12,80,11,11,79,13,13,12,80,11,79,12,13,13,16,13,12,11,79,80,11,16,13,13,12,13,13,80,10,80,11,13,12,80,11,11,80,11,79,13,12,3.0
71,19,44,48,55,34,19,70,55,23,56,22,24,39,35,18,19,71,72,17,22,38,33,38,70,19,53,34,21,69,24,67,17,17,69,28,30,55,36,38,20,58,18,75,73,20,36,21,19,40,19,23,33,21,19,58,53,20,30,57,22,58,23,18,75,17,70,22,17,75,18,72,21,20,19,59,33,19,18,74,22,58,70,20,74,19,21,20,19,70,74,17,19,69,18,74,17,76,36,23,19,60,22,19,18,76,56,21,73,17,19,70,75,19,19,22,70,18,18,72,21,22,24,20,33,20,19,22,21,40,56,20,76,18,19,39,19,21,22,21,55,17,19,38,21,39,19,20,24,23,21,23,19,59,20,19,73,19,19,19,20,59,73,19,21,23,22,20,24,21,18,74,36,22,19,20,53,19,19,72,19,71,71,21,36,20,19,21,53,18,19,20,19,39,20,18,72,19,72,21,71,19,19,72,19,21,18,73,18,73,19,21,19,22,19,19,19,73,72,19,24,22,21,21,21,22,73,18,72,18,21,21,71,18,18,73,18,72,19,20,1.0
79,13,47,41,56,27,15,72,60,19,60,14,19,34,38,11,11,75,75,11,18,32,35,30,74,12,57,24,13,73,23,67,10,10,69,19,32,52,38,32,14,55,10,82,76,11,39,13,13,34,13,20,37,18,12,55,60,16,29,50,18,55,19,11,82,10,73,14,10,83,11,76,14,13,11,56,37,11,11,81,16,54,74,15,82,11,13,13,11,74,82,10,11,74,10,82,10,83,39,19,13,57,18,11,10,82,60,13,81,11,12,73,83,11,13,14,74,11,11,79,13,14,20,13,37,12,11,19,13,34,62,13,83,10,11,33,13,13,18,18,61,11,12,32,14,34,11,12,20,20,14,20,11,55,12,11,80,11,12,12,13,55,80,11,13,20,18,12,20,13,10,80,39,14,13,13,60,12,11,78,11,73,74,12,39,13,12,18,60,11,12,12,11,32,13,11,80,11,74,11,79,12,10,79,11,12,11,79,10,80,11,13,11,18,12,11,10,79,80,11,20,14,14,13,14,14,80,10,80,10,13,13,79,11,10,80,10,80,11,11,2.0
73,18,39,45,49,32,18,71,52,24,52,18,22,40,36,17,15,73,68,17,20,38,32,38,67,18,48,32,19,71,23,68,15,15,60,25,28,55,34,40,18,56,16,77,69,16,36,19,18,41,18,27,35,25,16,56,53,22,28,56,21,56,21,17,77,15,66,21,16,77,16,74,19,18,15,58,36,18,15,76,19,56,66,20,76,16,19,18,16,71,76,16,16,71,15,76,16,78,35,27,17,59,21,18,15,77,53,17,75,16,16,71,77,16,18,20,67,18,16,74,19,20,22,18,36,18,16,26,19,40,55,17,78,16,16,40,18,19,20,25,54,17,17,38,19,40,17,18,22,27,19,27,16,56,18,17,75,16,17,17,18,57,74,16,19,27,21,18,22,19,16,75,35,20,18,18,54,18,16,74,16,72,66,17,37,18,17,25,54,18,18,18,17,38,18,17,73,17,67,16,74,17,16,74,18,18,16,74,16,75,17,19,17,25,18,18,16,75,74,17,22,20,19,19,19,20,75,16,74,17,19,19,74,17,16,74,16,74,18,18,1.0
71,19,48,45,58,29,20,68,58,20,58,20,23,32,35,19,18,70,73,19,23,33,33,33,71,19,58,29,20,68,21,66,17,18,71,22,30,55,34,31,20,59,19,73,74,18,34,20,19,35,19,22,33,20,21,58,58,19,30,55,21,57,24,19,74,19,71,19,19,76,19,71,23,21,19,59,34,20,18,72,23,57,71,19,74,18,20,21,18,69,73,19,20,69,18,75,17,76,34,20,19,60,23,20,17,76,58,20,73,19,20,70,74,18,19,22,72,19,20,71,20,22,25,19,33,20,19,21,20,35,61,19,75,18,19,34,19,22,23,20,60,19,21,34,21,34,19,21,23,20,21,22,19,58,19,20,71,19,19,20,19,60,71,19,20,22,23,20,23,20,17,74,34,20,19,21,58,19,20,70,19,71,71,19,36,19,21,21,59,19,21,21,19,34,22,20,71,19,71,19,71,19,20,72,19,21,18,71,19,74,19,21,19,21,21,21,19,73,71,19,23,20,21,22,21,22,72,19,72,19,20,22,72,19,18,73,20,73,19,21,2.0
72,18,37,44,46,37,20,69,48,21,49,19,22,43,39,17,18,71,70,17,23,43,38,42,69,19,46,37,20,69,28,67,16,15,64,31,32,52,36,42,20,53,16,74,71,17,40,18,17,45,17,25,38,24,20,54,49,23,32,52,21,53,23,17,77,15,68,20,16,75,16,72,22,18,18,55,39,18,18,73,21,54,68,20,75,17,21,18,19,71,76,16,20,70,18,74,16,77,38,23,17,56,23,18,18,76,50,18,74,16,19,69,77,17,18,21,69,18,19,72,20,19,24,18,39,20,18,24,19,43,51,18,78,16,18,44,19,19,23,24,50,17,21,43,20,43,18,18,22,23,20,23,19,55,20,17,75,17,18,17,19,53,74,17,19,23,23,20,24,18,18,74,39,19,19,18,50,19,19,71,18,69,69,18,40,18,21,24,50,18,21,20,20,44,21,17,73,18,70,17,73,18,19,71,20,20,19,73,18,72,18,20,20,24,21,18,18,71,74,18,23,19,22,18,21,19,75,16,74,17,21,18,73,17,19,74,19,72,20,18,4.0
76,16,42,44,52,34,16,73,55,20,55,16,19,38,37,13,15,74,72,13,19,39,35,38,71,15,52,32,18,73,24,70,14,12,66,26,32,53,35,37,15,56,15,79,73,15,38,16,15,40,15,23,36,21,16,56,54,20,30,55,18,56,20,14,80,12,71,19,14,79,15,75,17,15,16,57,36,15,15,78,19,56,71,19,79,14,17,15,15,73,78,12,15,73,14,78,14,79,37,21,15,58,19,16,14,79,56,16,78,13,15,73,79,14,15,17,71,15,15,76,16,16,21,15,36,15,16,22,15,39,56,15,81,14,16,39,16,17,19,22,55,13,16,39,15,38,16,16,20,21,16,21,16,56,16,14,78,14,16,14,15,57,78,15,16,22,19,16,21,16,14,77,37,16,16,15,54,15,16,76,15,74,71,16,38,15,16,22,54,15,16,16,16,39,16,14,76,15,72,16,76,15,15,76,16,16,15,76,14,77,16,16,16,22,16,16,15,77,76,14,20,16,17,16,16,16,78,14,76,14,17,16,76,15,14,76,14,76,16,16,3.0
73,19,45,43,55,29,19,67,56,22,57,19,23,34,38,18,18,70,71,17,24,37,37,35,70,18,54,31,21,68,25,64,16,16,67,25,30,51,37,33,17,55,17,75,72,18,39,19,18,38,19,24,37,23,20,56,56,22,32,53,20,53,24,18,76,16,70,21,17,77,17,71,21,19,18,56,37,18,17,74,22,56,70,20,76,18,19,19,18,69,76,16,20,69,16,76,16,77,38,22,17,57,24,18,16,76,57,19,75,17,17,69,77,17,19,20,70,17,18,72,19,20,25,19,37,19,18,23,18,36,58,19,77,16,18,37,19,19,24,23,57,17,20,37,20,36,18,18,24,23,21,23,18,56,18,18,74,17,18,18,17,55,74,18,19,23,24,19,25,19,16,74,39,19,19,19,56,18,18,71,17,69,71,18,39,19,20,23,56,17,20,19,18,37,20,18,74,18,71,18,73,18,17,73,18,19,17,72,17,74,18,19,18,23,20,18,17,73,74,17,25,20,21,19,21,20,74,16,74,16,19,19,73,17,16,74,17,74,18,18,2.0
70,20,51,51,58,31,20,70,58,22,59,21,22,34,35,18,19,72,71,18,21,33,34,33,70,20,57,31,20,70,27,69,18,16,68,27,31,57,34,34,20,57,18,74,72,19,36,21,20,36,20,24,34,22,19,57,57,22,31,57,21,57,22,18,76,17,69,22,18,74,18,73,22,19,19,59,35,20,19,73,20,57,69,21,73,18,22,19,19,71,74,18,19,70,19,73,18,75,34,23,19,60,22,20,19,74,60,20,72,18,19,70,75,18,21,23,71,19,19,71,22,22,23,19,35,21,19,23,21,34,60,19,77,17,19,35,21,21,21,22,59,18,20,33,21,34,20,20,22,23,21,23,19,58,21,18,73,19,20,18,20,57,72,19,21,23,22,21,23,21,19,72,35,22,21,19,58,21,19,71,19,70,70,21,36,19,20,22,59,20,21,21,20,34,21,18,71,20,71,20,71,20,19,71,21,21,19,72,19,71,20,22,20,22,21,20,19,71,72,20,23,22,22,21,22,22,74,18,73,19,22,21,72,19,19,72,19,71,21,20,2.0
76,15,48,42,58,30,16,72,60,21,60,17,21,34,39,15,14,74,74,14,19,33,36,31,73,14,55,28,17,72,26,68,13,13,69,22,35,51,40,33,15,54,13,80,75,15,40,16,16,35,16,21,37,19,14,54,58,17,33,52,19,54,20,15,79,13,73,18,13,80,14,75,16,16,14,55,38,15,13,79,17,54,72,15,79,14,16,16,14,72,79,14,14,72,13,79,13,80,40,21,15,56,20,15,13,79,60,16,78,14,14,72,80,13,16,17,73,14,13,77,16,17,21,16,38,15,14,20,16,34,61,16,80,13,14,34,16,16,19,19,60,14,14,33,16,34,15,15,21,21,16,21,14,54,15,15,77,13,15,15,15,54,76,14,16,21,20,15,21,16,13,77,40,17,16,16,59,14,14,77,14,72,73,16,40,16,14,19,59,14,15,15,14,33,15,15,76,15,73,15,77,14,13,77,15,15,13,77,13,77,15,16,14,19,15,15,13,77,77,14,21,17,16,16,16,17,77,13,77,14,16,16,77,14,13,77,13,77,15,15,3.0
73,13,38,41,51,30,15,73,51,17,55,16,19,39,37,11,13,75,76,11,18,38,34,36,74,13,50,29,15,73,21,69,11,10,71,22,28,53,36,37,14,56,11,81,77,12,38,14,13,40,13,19,34,17,13,56,51,15,27,53,17,56,19,11,82,11,72,14,11,81,12,76,15,13,13,57,36,12,12,80,16,56,72,13,78,12,15,13,13,74,81,11,13,73,12,80,11,82,36,18,13,58,18,12,12,81,55,14,77,11,13,73,82,12,14,18,75,11,12,78,15,17,20,13,35,16,13,18,14,39,56,13,83,10,13,39,14,14,18,17,55,11,13,38,14,39,13,13,19,18,14,18,13,57,14,12,79,13,13,12,14,56,77,13,14,18,18,16,20,14,12,79,38,17,14,13,53,14,13,78,13,73,76,13,38,13,13,17,54,11,13,16,13,39,14,11,77,13,76,13,75,13,12,78,13,17,12,79,12,78,13,17,13,18,13,12,12,78,79,13,20,17,15,14,15,17,80,11,80,11,15,14,76,11,12,79,12,78,13,13,2.0
75,16,44,41,54,29,18,72,57,20,57,16,20,36,41,16,15,74,73,16,18,35,38,34,71,16,54,30,18,72,29,70,14,15,68,22,34,51,40,36,18,52,15,77,74,16,40,17,15,37,15,22,40,19,17,52,57,18,35,51,20,52,20,16,77,15,72,17,15,78,15,75,19,17,15,53,40,16,15,76,18,52,71,17,78,16,18,17,16,73,77,15,17,72,15,77,14,79,40,21,15,54,19,16,15,79,57,16,77,15,17,73,78,15,15,18,71,16,16,74,17,17,21,17,40,16,15,21,17,36,59,16,78,15,15,36,15,18,19,20,58,16,17,35,18,36,15,17,20,21,18,21,16,52,17,16,75,15,16,17,17,53,75,16,17,21,19,16,20,17,15,77,40,17,16,18,57,16,16,74,16,74,72,16,42,17,17,20,57,16,17,16,16,35,18,16,75,16,72,16,75,15,16,75,16,16,15,75,16,76,15,17,16,20,17,16,16,76,75,15,20,17,18,17,18,17,75,15,75,15,17,17,75,15,15,76,16,75,16,16,2.0
72,19,43,45,52,32,19,71,54,20,55,18,20,37,38,17,18,73,71,17,21,38,37,38,70,19,53,34,21,71,27,70,16,15,67,25,32,54,35,37,19,54,16,75,72,17,39,19,17,39,17,24,38,23,20,56,55,22,34,56,20,54,21,17,78,16,69,19,16,75,16,74,21,17,18,56,38,19,18,74,21,56,70,20,75,17,21,17,20,73,75,16,20,71,18,74,16,77,36,22,17,57,21,19,18,76,57,18,74,17,18,71,76,17,18,21,71,18,18,72,20,19,22,17,38,20,18,23,19,37,57,17,78,16,18,38,19,20,21,23,56,17,20,38,19,37,18,19,20,22,19,22,20,56,20,17,75,18,18,17,19,54,75,18,19,22,21,20,22,19,18,74,37,19,19,17,55,20,18,72,18,71,70,18,39,17,20,23,56,19,20,20,20,38,20,17,73,18,72,18,72,19,18,72,20,20,18,74,18,72,18,20,20,23,20,19,18,72,73,18,21,19,21,19,20,19,76,17,74,17,21,19,73,18,18,74,18,72,20,19,4.0
74,16,45,39,54,24,17,70,58,17,58,17,21,34,39,17,16,72,72,16,20,34,34,31,70,16,54,24,19,70,23,67,14,16,66,19,29,50,34,31,18,53,16,77,73,16,39,18,17,35,17,23,37,20,18,55,58,17,29,52,19,53,22,18,77,16,70,16,16,77,16,73,19,17,16,55,37,17,14,76,19,55,70,16,77,16,19,18,18,70,76,16,18,70,14,76,16,79,38,21,17,56,21,18,14,78,59,17,76,16,16,70,77,16,17,19,70,16,16,74,18,19,23,17,37,17,16,22,18,35,61,17,77,16,16,34,17,19,21,22,60,16,18,34,18,34,16,18,22,22,18,22,18,55,18,18,75,16,16,18,18,55,75,16,18,23,21,18,22,18,16,76,38,18,17,18,58,16,17,74,16,72,70,16,40,17,18,22,58,16,18,18,18,34,18,18,74,16,71,16,74,16,16,74,18,18,16,74,16,76,16,18,18,22,18,18,16,76,74,16,22,18,18,18,18,18,75,16,74,16,18,19,74,16,16,74,16,74,18,18,3.0
76,15,47,50,55,30,16,73,59,22,59,16,19,33,32,13,13,75,71,13,17,33,30,32,70,14,54,27,14,73,20,69,12,11,63,21,28,59,31,32,14,61,12,80,72,13,33,15,14,35,14,24,31,21,14,60,58,21,25,57,17,61,19,13,82,12,69,18,12,80,13,76,16,13,13,62,32,15,13,79,17,60,69,17,79,12,16,13,13,74,79,13,13,73,13,79,12,81,32,23,13,63,19,15,13,81,61,15,78,13,14,73,80,12,14,17,71,14,13,77,16,17,20,13,32,15,13,23,16,34,61,13,82,12,13,34,14,16,18,22,60,13,14,33,16,33,14,15,19,24,16,24,14,61,15,13,79,13,14,13,14,62,78,13,16,24,19,15,20,16,13,79,32,16,14,13,59,15,13,77,14,74,69,15,33,13,14,22,60,15,15,15,14,33,15,13,76,14,71,14,77,14,13,77,15,15,13,78,13,78,14,16,14,22,15,15,13,78,77,14,19,17,16,16,16,17,80,13,78,14,16,16,78,14,13,78,13,77,15,15,3.0
