@relation 'Sax dominant'

@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atLee numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMaa numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o2atMaa numeric
@attribute o2atMbb numeric
@attribute o2atLbb numeric
@attribute o2atMcc numeric
@attribute o2atLcc numeric
@attribute o2atMdd numeric
@attribute o2atLdd numeric
@attribute o2atMab numeric
@attribute o2atLab numeric
@attribute o2atMbc numeric
@attribute o2atLbc numeric
@attribute o2atMcd numeric
@attribute o2atLcd numeric
@attribute o2atLee numeric
@attribute o2atMde numeric
@attribute o2atLde numeric
@attribute o2atMed numeric
@attribute o2atLed numeric
@attribute o2atMdc numeric
@attribute o2atLdc numeric
@attribute o2atMce numeric
@attribute o2atLce numeric
@attribute o2atMba numeric
@attribute o2atLba numeric
@attribute o2atMec numeric
@attribute o2atLec numeric
@attribute o2atMcb numeric
@attribute o2atLcb numeric
@attribute o2atMdb numeric
@attribute o2atLdb numeric
@attribute o3atMdd numeric
@attribute o3atLdd numeric
@attribute o3atLee numeric
@attribute o3atMde numeric
@attribute o3atLde numeric
@attribute o3atMed numeric
@attribute o3atLed numeric
@attribute o3atMcc numeric
@attribute o3atLcc numeric
@attribute o3atMbb numeric
@attribute o3atLbb numeric
@attribute o3atMbc numeric
@attribute o3atLbc numeric
@attribute o3atMce numeric
@attribute o3atLce numeric
@attribute o3atMac numeric
@attribute o3atLac numeric
@attribute o3atMec numeric
@attribute o3atLec numeric
@attribute o3atMca numeric
@attribute o3atLca numeric
@attribute o3atMdc numeric
@attribute o3atLdc numeric
@attribute o3atMcb numeric
@attribute o3atLcb numeric
@attribute o3atMcd numeric
@attribute o3atLcd numeric
@attribute o3atMbe numeric
@attribute o3atLbe numeric
@attribute o3atMeb numeric
@attribute o3atLeb numeric
@attribute o3atMdb numeric
@attribute o3atLdb numeric
@attribute o3atMab numeric
@attribute o3atLab numeric
@attribute o3atMaa numeric
@attribute o3atMae numeric
@attribute o3atLae numeric
@attribute o3atMba numeric
@attribute o3atLba numeric
@attribute o3atMda numeric
@attribute o3atLda numeric
@attribute o3atMbd numeric
@attribute o3atLbd numeric
@attribute destClass {-1,1}

@data
23,9,6,11,26,20,18,3,24,7,11,18,4,10,24,7,21,10,12,19,4,27,21,9,3,27,3,19,4,7,12,9,21,7,4,19,12,7,12,10,21,7,4,10,12,7,16,20,14,25,10,31,5,17,15,21,11,26,6,0,31,0,31,0,25,5,26,0,16,14,25,0,20,10,20,5,30,31,0,31,1,30,0,0,31,0,31,0,31,0,1,0,31,0,0,0,31,0,31,0,31,0,31,0,1,0,0,0,31,0,31,0,0,1,0,31,0,31,0,31,-1.0
27,4,2,25,9,25,4,17,28,3,25,4,20,5,28,3,26,4,25,5,19,11,26,4,19,12,19,5,20,3,26,4,26,3,19,5,26,3,26,5,26,3,19,5,26,3,0,0,31,6,31,31,22,0,31,0,31,8,24,0,31,0,31,0,7,23,8,0,0,31,7,0,0,31,0,23,30,26,0,31,1,30,0,1,31,0,31,0,31,3,1,0,31,3,0,0,31,3,28,0,31,3,28,0,1,0,0,0,28,0,31,0,0,1,0,31,0,28,0,28,-1.0
22,9,5,17,15,18,12,14,24,6,17,12,15,11,24,6,19,10,17,13,15,16,19,10,14,16,14,13,15,7,18,10,20,7,15,13,18,7,18,11,20,7,15,11,18,7,4,6,26,7,24,25,23,5,27,7,25,8,24,2,27,4,27,4,7,23,8,4,4,26,7,4,6,24,6,23,30,5,0,31,0,30,0,22,23,2,31,4,26,24,0,0,26,24,0,0,26,24,7,5,26,23,6,5,1,5,0,5,7,0,31,0,0,1,0,31,0,7,4,7,1.0
21,9,6,19,14,20,10,15,23,7,19,10,15,10,23,8,21,10,20,11,16,15,20,9,15,15,15,11,16,8,19,9,21,8,16,11,20,8,20,10,21,7,16,10,20,7,0,1,31,12,29,31,17,0,31,2,30,13,18,0,31,0,31,0,13,18,13,0,0,31,13,0,1,29,1,18,30,1,0,31,0,30,0,27,31,0,31,0,31,29,1,0,31,28,0,0,31,28,2,0,31,28,3,0,1,0,0,0,2,0,31,0,0,1,0,31,0,2,0,3,-1.0
24,10,5,14,28,17,15,1,25,5,14,15,1,12,25,5,18,12,15,16,2,29,18,11,1,29,1,16,2,6,14,11,19,6,2,16,15,6,15,12,19,5,2,12,15,5,16,19,14,24,11,31,3,17,15,20,12,26,5,0,31,0,31,0,26,5,26,0,16,14,26,0,19,11,19,5,22,9,6,24,8,23,7,21,31,0,31,0,31,22,8,0,31,21,7,0,31,21,9,0,31,22,10,0,8,0,7,0,9,0,31,0,0,8,0,31,0,9,0,10,-1.0
22,8,5,18,19,19,11,10,24,5,18,11,10,10,24,7,21,10,19,12,11,20,19,9,10,20,10,12,11,7,18,9,21,7,11,12,19,7,19,10,21,6,11,10,19,6,4,5,26,7,25,31,23,5,27,6,26,8,24,0,31,0,31,0,7,23,8,0,4,26,7,0,5,25,5,23,30,5,0,31,0,30,0,23,29,0,31,1,30,25,1,0,30,24,0,0,30,24,6,1,30,24,7,1,1,1,0,1,6,0,31,0,0,1,0,31,0,6,1,7,1.0
26,3,3,20,11,22,7,17,27,3,21,8,19,6,27,3,24,4,20,9,18,12,24,5,18,13,19,9,19,4,22,6,25,3,18,9,22,4,21,6,25,4,18,6,22,4,0,0,31,10,31,31,17,0,31,0,31,12,19,0,31,0,31,0,12,19,12,0,0,31,12,0,0,31,0,19,28,12,0,30,2,29,1,12,31,0,31,0,31,16,2,0,31,15,1,0,31,15,15,0,31,16,16,0,2,0,1,0,15,0,31,0,0,2,0,31,0,15,0,16,-1.0
21,10,6,17,17,19,12,12,23,7,17,12,12,11,23,8,20,11,18,13,13,18,19,10,12,18,12,13,13,8,17,10,20,8,13,13,18,8,18,11,20,7,13,11,18,7,3,5,27,7,25,31,23,4,28,6,26,8,24,0,31,0,31,0,7,23,8,0,3,27,7,0,5,25,5,23,30,7,0,31,1,30,0,20,31,0,31,0,31,22,1,0,31,22,0,0,31,22,9,0,31,22,9,0,1,0,0,0,9,0,31,0,0,1,0,31,0,9,0,9,1.0
24,12,5,16,18,17,13,9,25,5,16,13,10,13,25,6,18,13,17,14,11,20,17,12,10,20,10,14,11,6,16,12,18,6,11,14,17,6,17,13,18,5,11,13,17,5,7,9,23,12,21,31,18,8,24,10,22,13,19,0,31,0,31,0,12,18,13,0,7,23,12,0,9,21,9,18,30,13,0,31,0,30,0,16,29,0,31,1,30,17,1,0,30,17,0,0,30,17,14,1,30,16,14,1,1,1,0,1,14,0,31,0,0,1,0,31,0,14,1,14,1.0
21,9,8,19,17,20,10,12,22,8,19,10,12,10,22,9,21,10,20,11,13,18,20,9,12,18,12,11,13,9,19,9,21,9,13,11,20,9,20,10,21,8,13,10,20,8,3,5,27,7,25,31,22,4,28,6,26,8,23,0,31,0,31,0,8,23,8,0,3,27,8,0,5,25,5,23,30,4,0,31,1,30,0,24,31,0,31,0,31,26,1,0,31,25,0,0,31,25,5,0,31,26,6,0,1,0,0,0,5,0,31,0,0,1,0,31,0,5,0,6,1.0
31,0,0,29,17,31,0,10,31,0,30,0,12,0,31,0,31,0,30,0,11,19,31,0,11,19,12,1,12,0,30,0,31,0,12,1,30,0,30,0,31,0,12,0,30,0,8,11,22,14,19,26,16,9,23,12,20,15,17,3,27,4,27,4,14,16,15,4,8,22,14,4,11,19,11,16,14,31,10,18,14,17,13,0,31,0,31,0,31,0,14,0,31,0,13,0,31,0,31,0,31,0,31,0,14,0,13,0,31,0,31,0,0,14,0,31,0,31,0,31,-1.0
24,10,3,18,14,19,11,15,26,5,18,11,16,11,26,5,20,11,19,12,16,15,20,10,15,15,15,12,16,5,19,10,20,5,16,12,19,5,19,11,20,5,16,11,19,5,3,5,27,7,25,27,23,4,28,6,26,8,24,0,29,2,29,2,7,23,8,2,3,27,7,2,5,25,5,23,30,6,0,31,0,30,0,19,31,0,31,0,31,22,1,0,31,22,0,0,31,22,9,0,31,21,9,0,1,0,0,0,9,0,31,0,0,1,0,31,0,9,0,9,1.0
26,7,3,18,16,20,11,13,27,4,18,11,14,9,27,3,21,9,19,12,14,17,22,8,13,17,13,12,14,4,19,8,22,4,14,12,19,4,19,9,22,4,14,9,19,4,5,6,25,8,24,29,22,6,26,7,25,9,23,0,30,1,30,1,8,22,9,1,5,25,8,1,6,24,6,22,30,9,0,31,0,30,0,16,31,0,31,0,31,19,1,0,31,19,0,0,31,19,12,0,31,18,12,0,1,0,0,0,12,0,31,0,0,1,0,31,0,12,0,12,1.0
25,4,4,22,10,25,6,18,26,4,23,7,19,5,26,4,25,5,23,7,19,11,25,4,19,12,19,8,20,5,23,4,26,5,19,7,23,5,23,5,26,4,19,5,24,4,0,0,31,0,31,23,29,0,31,0,31,1,30,2,26,5,26,5,1,30,1,5,0,31,1,5,0,31,0,30,28,6,2,29,3,28,2,24,27,0,31,2,29,25,3,0,29,24,2,0,29,24,6,2,29,25,7,2,3,2,2,2,6,0,31,0,0,3,0,31,0,6,2,7,-1.0
24,10,5,12,25,19,15,4,25,6,13,16,5,11,25,6,20,11,14,17,5,26,20,10,4,26,4,17,5,6,14,10,20,6,5,17,14,6,14,11,20,6,5,11,14,6,16,20,14,23,10,31,7,17,15,21,11,24,8,0,31,0,31,0,23,7,24,0,16,14,23,0,20,10,20,7,28,31,0,30,2,29,1,0,31,0,31,0,31,0,2,0,31,0,1,0,31,0,31,0,31,0,31,0,2,0,1,0,31,0,31,0,0,2,0,31,0,31,0,31,-1.0
22,8,5,19,15,19,10,14,24,6,19,10,15,10,24,7,21,9,19,11,15,16,20,9,14,16,14,11,15,7,20,9,21,7,15,11,20,7,20,10,21,7,15,10,20,7,4,6,26,8,24,31,22,5,27,7,25,9,23,0,31,0,31,0,8,22,9,0,4,26,8,0,6,24,6,22,30,14,0,31,1,30,0,15,31,0,31,0,31,16,1,0,31,16,0,0,31,16,15,0,31,16,15,0,1,0,0,0,15,0,31,0,0,1,0,31,0,15,0,15,1.0
26,5,3,18,13,22,9,14,27,4,19,9,16,7,27,4,24,6,19,10,15,15,24,6,14,15,15,11,16,4,20,6,24,4,15,11,20,4,20,6,24,4,16,7,20,4,3,6,27,7,24,24,23,4,28,7,25,8,24,3,26,5,26,5,7,23,8,5,3,27,7,5,6,24,6,23,30,12,0,31,0,30,0,15,31,0,31,0,31,17,1,0,31,17,0,0,31,17,14,0,31,16,14,0,1,0,0,0,14,0,31,0,0,1,0,31,0,14,0,14,1.0
23,9,4,16,18,18,11,11,25,5,16,12,12,11,25,5,19,11,18,13,12,19,19,9,11,19,11,13,12,6,17,10,20,6,12,13,18,6,18,11,20,5,12,11,18,6,4,6,26,8,24,29,22,5,27,7,25,9,23,0,30,1,30,1,8,22,9,1,4,26,8,1,6,24,6,22,30,4,0,31,0,30,0,23,17,10,31,11,19,25,0,0,19,25,0,0,19,25,6,12,19,24,5,12,1,12,0,12,6,0,31,0,0,1,0,31,0,6,11,6,1.0
23,7,4,18,14,20,10,14,25,4,19,11,15,9,25,5,21,8,18,11,15,15,20,8,15,16,15,12,16,6,19,8,22,6,15,11,19,6,19,9,22,5,15,9,20,5,0,0,31,14,31,31,12,0,31,0,31,16,14,0,31,0,31,0,17,15,16,0,0,31,17,0,0,31,0,15,30,5,0,31,1,30,0,23,31,0,31,0,31,25,1,0,31,24,0,0,31,24,6,0,31,25,7,0,1,0,0,0,6,0,31,0,0,1,0,31,0,6,0,7,-1.0
24,13,5,11,30,14,18,0,25,6,11,18,1,15,25,6,16,15,12,19,0,30,16,14,0,31,0,19,1,6,12,14,16,6,0,19,12,6,12,15,16,6,0,15,12,6,17,20,13,24,10,31,6,18,14,21,11,25,7,0,31,0,31,0,24,6,25,0,17,13,24,0,20,10,20,6,30,13,0,31,0,30,0,14,31,0,31,0,31,16,1,0,31,16,0,0,31,16,15,0,31,15,15,0,1,0,0,0,15,0,31,0,0,1,0,31,0,15,0,15,1.0
27,6,2,18,13,21,9,16,28,3,18,10,17,8,28,3,23,7,19,11,17,14,23,6,16,14,16,11,17,3,20,7,23,3,17,11,20,3,20,8,23,3,17,8,20,3,3,5,27,7,25,24,23,4,28,6,26,8,24,3,26,5,26,5,7,23,8,5,3,27,7,5,5,25,5,23,30,11,0,31,0,30,0,16,31,0,31,0,31,18,1,0,31,18,0,0,31,18,13,0,31,17,13,0,1,0,0,0,13,0,31,0,0,1,0,31,0,13,0,13,1.0
27,4,2,18,12,23,9,17,28,3,20,10,18,6,28,3,25,5,19,11,18,13,25,6,17,13,18,11,18,3,20,6,25,3,18,11,20,3,20,6,25,3,18,6,20,3,5,7,25,9,23,31,21,6,26,8,24,10,22,0,31,0,31,0,9,21,10,0,5,25,9,0,7,23,7,21,27,19,1,29,2,28,2,6,31,0,31,0,31,9,3,0,31,9,2,0,31,9,22,0,31,8,22,0,3,0,2,0,22,0,31,0,0,3,0,31,0,22,0,22,1.0
31,0,0,25,10,31,1,18,31,0,28,3,20,0,31,0,31,0,27,3,19,11,31,0,19,12,20,4,20,0,28,0,31,0,19,3,27,0,27,0,31,0,19,0,28,0,0,0,31,5,31,31,22,0,31,0,31,7,24,0,31,0,31,0,7,24,7,0,0,31,7,0,0,31,0,24,24,23,4,26,5,25,5,1,31,0,31,0,31,5,6,0,31,4,5,0,31,4,26,0,31,4,27,0,6,0,5,0,26,0,31,0,0,6,0,31,0,26,0,27,-1.0
26,3,3,19,11,26,8,16,27,3,21,9,18,4,27,3,26,4,21,9,17,13,26,4,17,13,18,10,18,4,21,4,27,4,18,10,21,4,21,4,27,4,18,4,21,4,4,6,26,8,24,31,22,5,27,7,25,9,23,0,31,0,31,0,8,22,9,0,4,26,8,0,6,24,6,22,26,19,2,28,4,27,3,4,31,0,31,0,31,8,4,0,31,8,3,0,31,8,23,0,31,8,23,0,4,0,3,0,23,0,31,0,0,4,0,31,0,23,0,23,1.0
25,7,2,19,14,20,8,15,27,4,19,9,16,9,27,3,21,8,20,10,16,15,22,7,15,15,15,10,16,4,21,8,22,4,16,10,21,4,21,9,22,4,16,9,21,4,1,2,29,3,28,31,27,2,30,3,29,4,28,0,31,0,31,0,3,27,4,0,1,29,3,0,2,28,2,27,30,11,0,31,0,30,0,12,31,0,31,0,31,16,1,0,31,16,0,0,31,16,15,0,31,15,15,0,1,0,0,0,15,0,31,0,0,1,0,31,0,15,0,15,1.0
21,8,6,18,16,19,11,13,23,6,18,11,13,10,23,8,21,10,19,12,14,17,19,9,13,17,13,12,14,8,18,9,21,8,14,12,19,8,19,10,21,7,14,10,19,7,4,5,26,7,25,31,23,5,27,6,26,8,24,0,31,0,31,0,7,23,8,0,4,26,7,0,5,25,5,23,30,6,0,31,0,30,0,17,31,0,31,0,31,21,1,0,31,21,0,0,31,21,10,0,31,20,10,0,1,0,0,0,10,0,31,0,0,1,0,31,0,10,0,10,1.0
23,8,4,17,18,19,12,11,25,4,17,12,11,10,25,6,21,10,18,13,12,19,19,9,11,19,11,13,12,6,17,9,21,6,12,13,18,6,18,10,21,5,12,10,18,5,4,6,26,8,24,31,22,5,27,7,25,9,23,0,31,0,31,0,8,22,9,0,4,26,8,0,6,24,6,22,30,4,0,31,0,30,0,24,29,0,31,1,30,26,1,0,30,25,0,0,30,25,5,1,30,25,6,1,1,1,0,1,5,0,31,0,0,1,0,31,0,5,1,6,1.0
26,5,3,22,16,24,7,13,27,4,23,7,14,6,27,4,25,6,23,8,14,17,25,6,13,17,14,8,14,4,23,6,25,4,14,8,23,4,23,6,25,4,14,6,23,4,10,15,20,18,15,31,10,11,21,16,16,20,12,0,31,0,31,0,19,11,20,0,10,20,19,0,15,15,15,11,17,31,11,19,13,18,12,0,31,0,31,0,31,0,13,0,31,0,12,0,31,0,31,0,31,0,31,0,13,0,12,0,31,0,31,0,0,13,0,31,0,31,0,31,1.0
21,8,6,18,15,19,9,14,23,7,18,10,15,10,23,7,20,9,19,11,15,16,20,8,14,16,14,11,15,8,19,9,21,8,15,11,20,8,20,10,21,7,15,10,20,8,3,5,27,7,25,26,23,4,28,6,26,8,24,1,28,3,28,3,7,23,8,3,3,27,7,3,5,25,5,23,30,6,0,31,0,30,0,20,29,0,31,1,30,23,1,0,30,22,0,0,30,22,8,1,30,22,9,1,1,1,0,1,8,0,31,0,0,1,0,31,0,8,1,9,1.0
25,7,4,18,25,22,9,4,26,5,19,10,5,8,26,5,23,8,20,11,5,26,23,7,4,26,4,11,5,5,20,7,23,5,5,11,20,5,20,8,23,5,5,8,20,5,14,18,16,20,12,31,8,15,17,19,13,22,10,0,31,0,31,0,21,9,22,0,14,16,21,0,18,12,18,9,17,25,9,20,11,19,11,4,26,3,28,3,26,5,11,1,27,5,11,2,27,5,26,4,27,4,25,4,11,4,11,4,26,1,29,1,2,12,2,29,2,26,3,25,-1.0
26,3,3,18,10,24,9,17,27,3,20,9,19,5,27,3,25,5,20,10,18,12,25,5,17,12,19,11,19,4,20,5,26,4,19,11,20,4,20,5,26,4,19,5,20,4,4,5,26,8,25,27,22,5,27,6,26,9,23,0,29,2,29,2,8,22,9,2,4,26,8,2,5,25,5,22,28,15,0,30,1,29,1,12,31,0,31,0,31,14,2,0,31,14,1,0,31,14,17,0,31,13,17,0,2,0,1,0,17,0,31,0,0,2,0,31,0,17,0,17,1.0
27,5,2,18,17,22,9,12,28,3,19,10,13,7,28,2,23,7,20,11,13,18,24,6,12,18,12,11,13,3,20,6,24,3,13,11,20,3,20,7,24,3,13,7,20,3,3,4,27,6,26,22,24,4,28,5,27,7,25,3,25,6,25,6,6,24,7,6,3,27,6,6,4,26,4,24,30,12,0,31,0,30,0,17,31,0,31,0,31,18,1,0,31,18,0,0,31,18,13,0,31,17,13,0,1,0,0,0,13,0,31,0,0,1,0,31,0,13,0,13,1.0
27,4,2,19,10,25,8,17,28,3,20,9,19,5,28,2,25,4,20,9,18,12,26,4,18,12,18,10,19,3,21,4,26,2,19,10,21,3,20,5,26,3,19,5,21,3,2,5,28,7,25,28,19,3,29,6,26,10,22,1,29,2,29,2,9,21,10,2,2,28,9,2,5,25,5,21,30,16,0,31,1,30,0,7,31,0,31,0,31,11,1,0,31,11,0,0,31,11,20,0,31,11,20,0,1,0,0,0,20,0,31,0,0,1,0,31,0,20,0,20,1.0
26,8,3,17,19,19,10,10,27,4,17,11,11,10,27,4,21,9,18,12,11,20,21,8,10,20,10,12,11,4,19,9,21,4,11,12,19,4,19,10,21,4,11,10,19,4,4,5,26,7,25,28,23,5,27,6,26,8,24,1,29,2,29,2,7,23,8,2,4,26,7,2,5,25,5,23,30,3,0,31,0,30,0,22,16,13,31,13,17,25,0,0,17,25,0,0,17,25,6,14,17,24,5,14,1,14,0,14,6,0,31,0,0,1,0,31,0,6,13,6,1.0
27,4,2,18,14,23,9,15,28,3,19,10,16,6,28,2,24,6,20,11,16,15,25,5,15,15,16,11,16,3,20,6,25,3,16,11,20,3,20,6,25,3,16,6,20,3,3,5,27,6,25,25,24,4,28,6,26,7,25,4,26,5,26,5,6,24,7,5,3,27,6,5,5,25,5,24,30,11,0,31,0,30,0,16,31,0,31,0,31,18,1,0,31,18,0,0,31,18,13,0,31,17,13,0,1,0,0,0,13,0,31,0,0,1,0,31,0,13,0,13,1.0
20,9,7,16,20,18,13,9,22,8,16,13,10,11,22,8,19,11,17,14,10,21,19,10,9,21,9,14,10,9,17,10,20,9,10,14,17,9,17,11,20,9,10,11,17,9,4,7,26,9,23,29,21,5,27,8,24,10,22,0,30,1,30,1,9,21,10,1,4,26,9,1,7,23,7,21,30,4,0,31,0,30,0,23,15,14,31,14,16,25,0,0,16,25,0,0,16,25,6,15,16,24,5,15,1,15,0,15,6,0,31,0,0,1,0,31,0,6,14,6,1.0
25,7,4,15,17,22,10,12,26,5,17,12,13,8,26,5,23,8,18,13,13,18,23,7,12,18,12,13,13,5,18,7,23,5,13,13,18,5,18,8,23,5,13,8,18,5,10,13,20,20,17,31,6,11,21,14,18,23,9,0,31,0,31,0,22,8,23,0,10,20,22,0,13,17,13,8,22,31,6,24,8,23,7,0,31,0,31,0,31,0,8,0,31,0,7,0,31,0,31,0,31,0,31,0,8,0,7,0,31,0,31,0,0,8,0,31,0,31,0,31,1.0
22,6,3,20,12,21,9,17,25,4,20,9,17,8,25,5,22,7,20,10,18,13,21,7,17,13,17,10,18,6,20,7,23,6,18,10,21,6,21,8,23,5,18,8,21,5,1,3,29,5,27,31,25,2,30,4,28,6,26,0,31,0,31,0,5,25,6,0,1,29,5,0,3,27,3,25,30,23,0,31,1,30,0,2,31,0,31,0,31,5,1,0,31,5,0,0,31,5,26,0,31,5,26,0,1,0,0,0,26,0,31,0,0,1,0,31,0,26,0,26,1.0
31,1,0,24,10,28,4,16,31,0,25,5,19,2,31,0,29,2,25,5,18,12,29,1,18,13,18,6,19,0,26,1,29,0,18,5,25,0,25,2,29,0,18,2,26,0,0,0,31,2,31,21,26,0,31,0,31,3,27,4,24,7,24,7,4,28,3,7,0,31,4,7,0,31,0,28,24,7,4,26,4,25,4,20,19,2,31,7,24,22,6,0,24,22,4,0,24,21,8,6,24,20,9,7,6,7,5,6,9,0,31,0,0,6,0,31,0,9,7,9,1.0
25,6,4,16,18,19,11,11,26,5,17,12,12,9,26,4,21,8,17,13,12,19,22,8,11,19,11,13,12,5,18,8,22,4,12,13,18,5,17,9,22,5,12,9,18,5,4,5,26,7,25,29,22,5,27,6,26,8,23,0,30,1,30,1,8,23,8,1,4,26,8,1,5,25,5,23,30,3,0,31,0,30,0,23,28,1,31,2,29,26,1,0,29,25,0,0,29,25,5,2,29,25,6,2,1,2,0,2,5,0,31,0,0,1,0,31,0,5,2,6,1.0
24,6,5,22,13,23,7,16,25,5,22,7,16,7,25,6,24,7,23,8,17,14,23,6,16,14,16,8,17,6,22,6,24,6,17,8,23,6,23,7,24,5,17,7,23,5,7,10,23,13,20,18,17,8,24,11,21,14,18,9,20,11,20,11,13,17,14,11,7,23,13,11,10,20,10,17,30,10,0,31,1,30,0,17,31,0,31,0,31,19,1,0,31,19,0,0,31,19,12,0,31,19,12,0,1,0,0,0,12,0,31,0,0,1,0,31,0,12,0,12,-1.0
22,9,7,10,24,20,17,5,23,8,11,18,6,10,23,8,21,10,12,19,6,25,21,9,5,25,5,19,6,8,12,9,21,8,6,19,12,8,12,10,21,8,6,10,12,8,16,18,14,22,12,31,8,17,15,19,13,23,9,0,31,0,31,0,22,8,23,0,16,14,22,0,18,12,18,8,30,31,0,31,1,30,0,0,31,0,31,0,31,0,1,0,31,0,0,0,31,0,31,0,31,0,31,0,1,0,0,0,31,0,31,0,0,1,0,31,0,31,0,31,-1.0
23,7,6,16,21,22,9,8,24,6,18,11,8,8,24,7,23,8,19,12,9,22,22,7,8,22,8,12,9,7,18,7,23,7,9,12,19,7,19,8,23,6,9,8,19,6,12,16,18,20,14,31,10,13,19,17,15,21,11,0,31,0,31,0,20,10,21,0,12,18,20,0,16,14,16,10,30,31,0,31,1,30,0,0,31,0,31,0,31,0,1,0,31,0,0,0,31,0,31,0,31,0,31,0,1,0,0,0,31,0,31,0,0,1,0,31,0,31,0,31,-1.0
24,6,5,20,11,22,8,17,25,5,21,9,18,8,25,5,22,7,21,9,18,12,23,7,18,13,18,10,19,6,21,7,23,6,18,9,21,6,21,7,24,5,18,7,22,5,0,0,31,15,31,31,15,0,31,0,31,15,15,0,31,0,31,0,16,16,15,0,0,31,16,0,0,31,0,16,25,5,3,27,4,26,3,21,29,0,31,1,30,24,5,0,30,23,4,0,30,22,7,1,30,23,8,1,5,1,4,1,7,0,31,0,0,5,0,31,0,7,1,8,-1.0
26,5,3,18,17,22,9,12,27,4,18,10,13,7,27,4,24,6,19,11,13,18,24,5,12,18,12,11,13,4,20,6,24,4,13,11,20,4,20,7,24,4,13,7,20,4,3,4,27,6,26,25,21,4,28,5,27,8,23,2,27,4,27,4,8,23,8,4,3,27,8,4,4,26,4,23,30,5,0,31,0,30,0,22,27,0,31,2,29,24,1,0,29,24,0,0,29,24,7,2,29,23,7,2,1,2,0,2,7,0,31,0,0,1,0,31,0,7,2,7,1.0
24,6,3,17,16,21,12,13,26,4,17,12,13,8,26,4,22,8,18,13,14,17,22,7,13,17,13,13,14,5,17,7,23,5,14,13,18,5,18,8,23,4,14,8,18,4,0,1,30,5,29,31,19,1,31,2,30,9,23,0,31,0,31,0,8,22,9,0,0,30,8,0,1,29,1,22,30,12,0,31,1,30,0,15,31,0,31,0,31,17,1,0,31,17,0,0,31,17,14,0,31,17,14,0,1,0,0,0,14,0,31,0,0,1,0,31,0,14,0,14,-1.0
24,7,3,20,15,20,9,14,26,4,20,9,14,9,26,4,21,8,20,10,15,16,21,8,14,16,14,10,15,5,20,8,22,5,15,10,21,5,21,9,22,4,15,9,21,4,0,1,31,5,29,31,24,0,31,2,30,6,25,0,31,0,31,0,6,25,6,0,0,31,6,0,1,29,1,25,27,7,1,29,2,28,2,19,29,0,31,1,30,22,3,0,30,21,2,0,30,21,8,0,30,21,10,1,3,1,2,1,9,0,31,0,0,3,0,31,0,9,1,10,1.0
23,9,6,15,29,20,12,0,24,7,16,13,1,10,24,7,21,10,17,14,1,30,21,9,0,30,0,14,1,7,17,9,21,7,1,14,17,7,17,10,21,7,1,10,17,7,18,22,12,31,8,31,0,19,13,23,9,31,0,0,31,0,31,0,31,0,31,0,18,12,31,0,22,8,22,0,19,31,7,22,10,21,9,0,31,0,31,0,31,0,10,0,31,0,9,0,31,0,31,0,31,0,31,0,10,0,9,0,31,0,31,0,0,10,0,31,0,31,0,31,-1.0
27,3,2,19,10,26,8,17,28,3,20,9,19,4,28,2,26,4,21,9,18,12,27,3,18,12,18,10,19,3,21,3,27,3,19,10,21,3,21,4,27,3,19,4,21,3,4,6,26,9,24,31,21,5,27,7,25,10,22,0,31,0,31,0,9,21,10,0,4,26,9,0,6,24,6,21,26,26,2,28,4,27,3,1,31,0,31,0,31,3,4,0,31,3,3,0,31,3,28,0,31,3,28,0,4,0,3,0,28,0,31,0,0,4,0,31,0,28,0,28,1.0
25,7,4,17,18,20,12,11,26,5,17,12,12,9,26,4,21,9,18,13,12,19,22,8,11,19,11,13,12,5,18,8,22,5,12,13,18,5,18,9,22,5,12,9,18,5,5,6,25,8,24,26,22,6,26,7,25,9,23,1,28,3,28,3,8,22,9,3,5,25,8,3,6,24,6,22,30,7,0,31,0,30,0,18,27,0,31,2,29,21,1,0,29,21,0,0,29,21,10,2,29,20,10,2,1,2,0,2,10,0,31,0,0,1,0,31,0,10,2,10,1.0
