@relation 'Sax dominant'

@attribute o1atMaee numeric
@attribute o1atLaee numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMded numeric
@attribute o1atLded numeric
@attribute o1atMdcb numeric
@attribute o1atLdcb numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atLeee numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMbdb numeric
@attribute o1atLbdb numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMbde numeric
@attribute o1atLbde numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMbdd numeric
@attribute o1atLbdd numeric
@attribute o1atMddb numeric
@attribute o1atLddb numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMcbd numeric
@attribute o1atLcbd numeric
@attribute o1atMbbe numeric
@attribute o1atLbbe numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMedc numeric
@attribute o1atLedc numeric
@attribute o1atMbbd numeric
@attribute o1atLbbd numeric
@attribute o1atMdbb numeric
@attribute o1atLdbb numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMced numeric
@attribute o1atLced numeric
@attribute o1atMcce numeric
@attribute o1atLcce numeric
@attribute o1atMbdc numeric
@attribute o1atLbdc numeric
@attribute o1atMcec numeric
@attribute o1atLcec numeric
@attribute o1atMecd numeric
@attribute o1atLecd numeric
@attribute o1atMcbe numeric
@attribute o1atLcbe numeric
@attribute o1atMeec numeric
@attribute o1atLeec numeric
@attribute o1atMecb numeric
@attribute o1atLecb numeric
@attribute o1atMdce numeric
@attribute o1atLdce numeric
@attribute o1atMdbc numeric
@attribute o1atLdbc numeric
@attribute o1atMeeb numeric
@attribute o1atLeeb numeric
@attribute o1atMebb numeric
@attribute o1atLebb numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atMcde numeric
@attribute o1atLcde numeric
@attribute o1atMede numeric
@attribute o1atLede numeric
@attribute o1atMedb numeric
@attribute o1atLedb numeric
@attribute o1atMcdb numeric
@attribute o1atLcdb numeric
@attribute o1atMdec numeric
@attribute o1atLdec numeric
@attribute o1atMecc numeric
@attribute o1atLecc numeric
@attribute o1atMdbd numeric
@attribute o1atLdbd numeric
@attribute o1atMabd numeric
@attribute o1atLabd numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMcee numeric
@attribute o1atLcee numeric
@attribute o1atMaaa numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMaed numeric
@attribute o1atLaed numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMaca numeric
@attribute o1atLaca numeric
@attribute o1atMacd numeric
@attribute o1atLacd numeric
@attribute o1atMade numeric
@attribute o1atLade numeric
@attribute o1atMaec numeric
@attribute o1atLaec numeric
@attribute o1atMadd numeric
@attribute o1atLadd numeric
@attribute o1atMaad numeric
@attribute o1atLaad numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMaeb numeric
@attribute o1atLaeb numeric
@attribute o1atMdaa numeric
@attribute o1atLdaa numeric
@attribute o1atMada numeric
@attribute o1atLada numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMadb numeric
@attribute o1atLadb numeric
@attribute destClass {1,3,2}

@data
1,4,18,50,85,5,42,23,37,18,48,24,35,36,29,35,3,69,8,88,4,58,17,57,11,19,23,68,12,42,4,27,51,24,50,67,9,40,11,43,12,16,93,54,19,86,4,41,12,28,5,84,6,70,6,27,23,28,24,37,27,67,5,58,3,31,22,54,5,69,4,42,3,70,4,42,6,70,3,38,17,43,4,28,6,86,3,69,3,88,3,43,6,36,19,68,5,58,6,42,8,0,24,88,3,70,3,0,0,94,0,51,0,36,0,51,0,6,0,51,0,51,0,19,0,5,0,6,0,12,0,24,0,94,0,6,0,24,0,24,0,94,0,93,0,24,3
1,3,12,58,84,3,34,26,29,20,44,31,27,45,22,44,2,64,9,88,2,54,18,54,14,12,25,65,13,34,3,21,59,17,58,64,10,32,12,34,13,12,93,50,21,85,3,34,15,21,5,82,7,66,4,20,25,21,26,30,36,65,3,55,3,24,25,51,5,66,4,35,3,68,3,35,6,66,3,30,18,35,3,21,6,85,2,66,2,88,2,35,4,27,21,66,4,55,5,34,9,0,26,88,2,68,2,0,0,94,0,59,0,45,0,59,0,4,0,59,0,59,0,21,0,4,0,6,0,13,0,26,0,94,0,6,0,26,0,26,0,94,0,93,0,26,1
1,3,13,57,84,3,35,19,31,14,58,30,32,44,28,43,2,72,6,88,2,65,15,65,12,13,18,73,10,35,3,22,58,19,57,71,8,33,9,35,10,13,93,62,15,85,4,35,13,22,5,82,5,74,5,21,18,22,19,32,35,72,4,66,3,30,18,62,5,73,4,36,3,75,3,36,6,74,3,32,15,36,3,22,6,85,2,73,2,88,2,36,5,32,15,73,4,66,5,35,6,0,19,88,2,75,2,0,0,94,0,58,0,44,0,58,0,5,0,58,0,58,0,15,0,4,0,6,0,10,0,19,0,94,0,6,0,19,0,19,0,94,0,93,0,19,2
1,3,16,55,86,4,36,26,31,21,43,31,29,43,25,42,2,65,10,89,3,54,19,53,15,16,27,66,14,37,3,23,56,20,55,63,11,35,15,38,16,15,93,48,20,87,5,35,16,25,4,85,9,66,5,24,27,25,28,30,34,63,4,54,2,26,25,48,4,65,5,36,2,66,3,36,5,66,2,32,19,38,3,25,5,87,2,65,2,89,2,38,5,29,22,66,4,54,5,37,10,0,28,89,2,66,2,0,0,94,0,56,0,43,0,56,0,5,0,56,0,56,0,22,0,4,0,5,0,16,0,28,0,94,0,5,0,28,0,28,0,94,0,93,0,28,3
1,5,22,51,82,7,40,25,36,21,48,29,34,39,31,38,4,66,13,86,5,57,20,56,15,23,26,66,16,41,6,27,52,26,51,64,13,39,16,42,17,20,93,53,21,83,7,39,17,29,7,80,12,67,8,28,26,29,27,35,33,64,7,57,5,32,24,53,7,66,7,40,5,67,5,40,8,67,5,37,20,42,5,29,8,83,5,66,5,86,4,42,8,35,22,66,7,57,8,41,13,0,27,86,4,67,4,0,0,94,0,52,0,39,0,52,0,8,0,52,0,52,0,22,0,7,0,8,0,17,0,27,0,94,0,8,0,27,0,27,0,94,0,93,0,27,3
1,3,15,58,83,5,32,19,33,19,62,33,31,44,30,43,2,71,11,87,2,66,17,66,16,15,20,71,13,34,5,18,59,19,58,70,14,33,14,33,15,11,93,63,18,83,5,32,16,20,6,80,10,72,5,19,20,19,21,32,39,70,5,67,5,30,18,63,5,72,5,33,5,73,2,33,6,72,4,33,17,35,3,20,7,83,4,72,5,87,3,34,6,31,20,71,5,67,5,33,11,0,21,87,2,73,2,0,0,94,0,59,0,44,0,59,0,6,0,59,0,59,0,20,0,6,0,6,0,15,0,21,0,94,0,7,0,21,0,21,0,94,0,93,0,21,2
1,3,13,56,84,4,35,24,31,20,45,30,29,43,24,42,2,65,8,88,3,56,18,54,13,14,25,66,13,36,3,22,57,19,56,63,10,34,13,37,14,13,93,49,20,85,4,34,14,23,5,82,7,67,5,22,25,23,26,30,34,64,4,56,3,25,23,50,5,66,5,35,3,68,3,35,6,67,2,32,19,37,3,23,6,85,2,66,2,88,2,37,5,30,21,67,4,56,6,36,8,0,26,88,2,68,2,0,0,94,0,57,0,43,0,57,0,5,0,57,0,57,0,21,0,4,0,6,0,14,0,26,0,94,0,6,0,26,0,26,0,94,0,93,0,26,2
1,5,18,52,82,7,39,25,35,21,48,28,33,38,30,37,4,66,13,86,5,57,20,56,15,19,26,66,16,40,6,24,53,23,52,64,13,38,16,41,17,14,93,53,21,83,7,38,17,26,7,80,12,67,8,25,26,26,27,34,31,64,7,57,5,31,24,53,7,66,7,39,5,67,5,39,8,67,5,36,20,41,5,26,8,83,5,66,5,86,4,41,8,34,22,66,7,57,8,40,13,0,27,86,4,67,4,0,0,94,0,53,0,38,0,53,0,8,0,53,0,53,0,22,0,7,0,8,0,17,0,27,0,94,0,8,0,27,0,27,0,94,0,93,0,27,3
1,3,13,59,83,5,33,22,31,19,57,35,29,47,28,46,2,70,11,87,2,63,17,63,17,13,21,69,14,33,5,21,60,19,59,69,13,32,13,33,14,12,93,61,20,83,4,33,17,21,6,80,10,71,6,20,21,21,22,32,39,69,5,64,5,29,21,61,6,71,4,34,5,72,3,34,7,71,4,32,17,34,3,21,7,83,4,71,5,87,3,34,6,29,20,69,6,64,6,33,11,0,22,87,2,72,2,0,0,94,0,60,0,47,0,60,0,6,0,60,0,60,0,20,0,6,0,7,0,14,0,22,0,94,0,7,0,22,0,22,0,94,0,93,0,22,3
1,3,12,57,84,4,35,26,30,21,43,31,28,44,22,43,2,64,9,88,3,54,20,53,13,13,26,65,14,35,3,21,58,18,57,63,10,33,13,36,14,12,93,48,22,85,4,34,14,22,5,82,7,66,5,21,26,22,27,30,35,64,4,54,3,23,25,49,5,65,5,35,3,67,3,35,6,66,3,31,20,36,3,22,6,85,2,65,2,88,2,36,5,29,22,66,4,54,6,35,9,0,27,88,2,67,2,0,0,94,0,58,0,44,0,58,0,5,0,58,0,58,0,22,0,4,0,6,0,14,0,27,0,94,0,6,0,27,0,27,0,94,0,93,0,27,2
1,3,12,58,84,4,34,27,28,21,40,32,26,45,20,44,2,63,10,88,3,52,20,51,14,13,27,64,14,34,3,20,59,16,58,62,10,32,13,35,14,12,93,47,22,85,4,33,15,21,5,82,8,65,5,20,27,21,28,28,37,63,4,52,3,22,26,48,5,64,5,34,3,66,3,34,6,65,3,29,20,35,3,21,6,85,2,64,2,88,2,35,5,27,22,65,4,52,6,34,10,0,28,88,2,66,2,0,0,94,0,59,0,45,0,59,0,5,0,59,0,59,0,22,0,4,0,6,0,14,0,28,0,94,0,6,0,28,0,28,0,94,0,93,0,28,1
1,4,16,54,85,5,37,28,32,23,43,29,31,41,25,40,3,63,13,88,4,53,22,52,16,16,29,63,17,38,4,23,55,20,54,61,14,36,18,39,19,14,93,47,22,86,5,36,17,25,5,84,12,64,6,24,29,25,30,31,32,61,5,53,3,26,27,47,5,63,5,37,3,64,4,37,6,64,3,33,22,39,4,25,6,86,3,63,3,88,3,39,6,31,24,63,5,53,6,38,13,0,30,88,3,64,3,0,0,94,0,55,0,41,0,55,0,6,0,55,0,55,0,24,0,5,0,6,0,19,0,30,0,94,0,6,0,30,0,30,0,94,0,93,0,30,2
1,3,11,58,86,4,33,27,27,21,40,33,27,45,20,44,2,64,10,89,3,52,22,51,15,12,28,65,15,34,3,19,59,15,58,62,11,32,15,35,16,10,93,46,21,87,5,32,16,21,4,85,9,65,5,20,28,21,29,26,36,62,4,52,2,22,26,46,4,64,5,33,2,65,3,33,5,65,2,28,22,35,3,21,5,87,2,64,2,89,2,35,5,28,22,65,4,52,5,34,10,0,29,89,2,65,2,0,0,94,0,59,0,45,0,59,0,5,0,59,0,59,0,22,0,4,0,5,0,16,0,29,0,94,0,5,0,29,0,29,0,94,0,93,0,29,1
1,4,16,54,85,5,37,28,32,23,43,31,31,42,26,41,3,63,13,88,4,53,23,52,17,17,29,63,18,38,4,24,55,21,54,61,14,36,18,39,19,15,93,47,23,86,5,36,18,26,5,84,12,64,6,25,29,26,30,31,33,61,5,53,3,27,27,47,5,63,5,37,3,64,4,37,6,64,3,33,23,39,4,26,6,86,3,63,3,88,3,39,6,32,24,63,5,53,6,38,13,0,30,88,3,64,3,0,0,94,0,55,0,42,0,55,0,6,0,55,0,55,0,24,0,5,0,6,0,19,0,30,0,94,0,6,0,30,0,30,0,94,0,93,0,30,3
1,4,22,50,85,5,41,23,38,20,50,28,35,38,31,37,3,68,12,88,4,59,18,58,14,23,24,68,14,42,4,28,51,26,50,66,12,40,14,43,15,20,93,56,20,86,5,40,14,30,5,84,11,69,6,29,24,30,25,37,31,66,5,59,3,32,22,56,5,68,5,41,3,69,4,41,6,69,3,39,18,43,4,30,6,86,3,68,3,88,3,43,6,36,21,68,5,59,6,42,12,0,25,88,3,69,3,0,0,94,0,51,0,38,0,51,0,6,0,51,0,51,0,21,0,5,0,6,0,15,0,25,0,94,0,6,0,25,0,25,0,94,0,93,0,25,2
1,3,12,58,84,3,34,24,29,18,46,31,27,45,23,44,2,67,8,88,2,56,16,56,14,12,23,68,11,34,3,21,59,17,58,66,9,32,10,34,11,12,93,54,19,85,4,34,15,21,5,82,6,69,5,20,23,21,24,30,36,67,4,57,3,26,23,54,5,68,4,35,3,70,3,35,6,69,3,30,16,35,3,21,6,85,2,68,2,88,2,35,5,27,19,68,4,57,5,34,8,0,24,88,2,70,2,0,0,94,0,59,0,45,0,59,0,5,0,59,0,59,0,19,0,4,0,6,0,11,0,24,0,94,0,6,0,24,0,24,0,94,0,93,0,24,3
1,4,17,51,85,5,40,27,34,21,44,25,33,37,27,36,3,64,13,88,4,54,21,53,14,18,28,64,17,41,4,25,52,22,51,62,13,39,17,42,18,15,93,49,21,86,5,39,16,27,5,84,12,65,6,26,28,27,29,33,28,62,5,54,3,29,26,49,5,64,5,40,3,65,4,40,6,65,3,35,21,42,4,27,6,86,3,64,3,88,3,42,6,34,22,64,5,54,6,41,13,0,29,88,3,65,3,0,0,94,0,52,0,37,0,52,0,6,0,52,0,52,0,22,0,5,0,6,0,18,0,29,0,94,0,6,0,29,0,29,0,94,0,93,0,29,2
1,3,11,62,83,5,28,19,29,19,60,39,27,50,26,49,2,71,11,87,2,65,17,65,16,11,20,71,12,30,5,16,63,17,62,70,13,29,13,29,14,9,93,63,18,83,5,28,16,18,6,80,10,72,5,17,20,17,21,28,43,70,5,66,5,26,18,63,5,72,5,29,5,73,2,29,6,72,4,29,17,31,3,18,7,83,4,72,5,87,3,30,6,27,20,71,5,66,5,29,11,0,21,87,2,73,2,0,0,94,0,63,0,50,0,63,0,6,0,63,0,63,0,20,0,6,0,6,0,14,0,21,0,94,0,7,0,21,0,21,0,94,0,93,0,21,2
1,3,16,56,83,5,34,18,35,18,63,31,32,43,34,42,2,72,11,87,2,67,15,67,17,16,19,72,12,36,5,21,57,22,56,71,13,35,13,35,14,14,93,65,17,83,5,34,17,23,6,80,10,73,5,22,19,22,20,34,36,71,5,68,5,34,17,65,5,73,5,35,5,74,2,35,6,73,4,35,15,37,3,23,7,83,4,73,5,87,3,36,6,32,19,72,5,68,5,35,11,0,20,87,2,74,2,0,0,94,0,57,0,43,0,57,0,6,0,57,0,57,0,19,0,6,0,6,0,14,0,20,0,94,0,7,0,20,0,20,0,94,0,93,0,20,2
1,5,18,52,82,7,39,26,34,21,45,28,33,39,28,38,4,65,13,86,5,55,21,54,15,19,27,65,16,40,6,25,53,23,52,63,13,38,16,41,17,16,93,51,21,83,7,38,17,27,7,80,12,66,8,26,27,27,28,33,31,63,7,55,5,30,25,51,7,65,7,39,5,66,5,39,8,66,5,35,21,41,5,27,8,83,5,65,5,86,4,41,8,34,22,65,7,55,8,40,13,0,28,86,4,66,4,0,0,94,0,53,0,39,0,53,0,8,0,53,0,53,0,22,0,7,0,8,0,17,0,28,0,94,0,8,0,28,0,28,0,94,0,93,0,28,3
1,4,24,48,85,5,44,21,39,16,53,26,40,35,32,34,3,71,10,88,4,62,18,61,11,25,21,71,12,44,4,30,49,26,48,69,9,42,11,45,12,20,93,60,17,86,5,43,11,31,5,84,9,72,6,30,21,31,22,39,29,69,5,62,3,34,20,60,5,71,5,44,3,72,4,44,6,72,3,40,18,45,4,31,6,86,3,71,3,88,3,45,6,41,17,71,5,62,6,44,10,0,22,88,3,72,3,0,0,94,0,49,0,35,0,49,0,6,0,49,0,49,0,17,0,5,0,6,0,12,0,22,0,94,0,6,0,22,0,22,0,94,0,93,0,22,2
1,3,14,56,86,4,34,28,30,24,42,32,28,44,24,43,2,62,14,89,3,52,23,51,18,15,30,63,18,36,3,21,57,19,56,60,15,34,19,37,20,14,93,46,23,87,5,33,19,24,4,85,13,63,5,23,30,24,31,28,35,60,4,52,2,25,27,46,4,62,5,34,2,63,3,34,5,63,2,31,23,37,3,24,5,87,2,62,2,89,2,37,5,29,25,63,4,52,5,36,14,0,31,89,2,63,2,0,0,94,0,57,0,44,0,57,0,5,0,57,0,57,0,25,0,4,0,5,0,20,0,31,0,94,0,5,0,31,0,31,0,94,0,93,0,31,3
1,4,16,54,85,5,38,27,33,22,45,31,32,42,27,41,3,65,12,88,4,55,22,54,16,17,27,65,17,38,4,25,55,22,54,63,13,36,16,39,17,15,93,50,23,86,5,37,17,26,5,84,11,66,6,25,27,26,28,33,33,63,5,55,3,28,26,50,5,65,5,38,3,66,4,38,6,66,3,34,22,39,4,26,6,86,3,65,3,88,3,39,6,33,23,65,5,55,6,38,12,0,28,88,3,66,3,0,0,94,0,55,0,42,0,55,0,6,0,55,0,55,0,23,0,5,0,6,0,17,0,28,0,94,0,6,0,28,0,28,0,94,0,93,0,28,2
1,3,21,54,86,3,37,20,37,19,62,32,34,42,34,41,2,71,12,89,2,66,16,66,16,21,20,71,14,38,3,25,55,25,54,71,14,37,14,38,15,18,93,64,19,87,3,37,16,26,4,85,11,72,4,25,20,26,21,37,37,71,3,67,3,34,19,64,4,72,3,38,3,73,3,38,5,72,3,38,16,39,3,26,5,87,3,72,3,89,2,39,4,34,20,71,4,67,4,38,12,0,21,89,2,73,2,0,0,94,0,55,0,42,0,55,0,4,0,55,0,55,0,20,0,4,0,5,0,15,0,21,0,94,0,5,0,21,0,21,0,94,0,93,0,21,3
1,3,22,54,83,5,37,20,37,19,62,31,34,41,36,40,2,71,12,87,2,66,16,66,18,22,20,71,14,38,5,24,55,24,54,70,14,37,14,38,15,18,93,64,19,83,5,37,18,25,6,80,11,72,6,24,20,25,21,37,38,70,5,67,5,36,19,64,6,72,5,38,5,73,3,38,7,72,4,38,16,39,3,25,7,83,4,72,5,87,3,39,6,34,20,71,6,67,6,38,12,0,21,87,2,73,2,0,0,94,0,55,0,41,0,55,0,6,0,55,0,55,0,20,0,6,0,7,0,15,0,21,0,94,0,7,0,21,0,21,0,94,0,93,0,21,1
1,3,16,62,86,4,31,14,30,12,72,38,29,48,29,47,2,79,7,89,3,76,12,75,11,16,13,79,10,30,3,16,63,16,62,77,9,30,9,31,10,11,93,73,13,87,4,30,12,16,4,85,7,80,5,16,13,16,14,30,48,77,4,76,3,29,13,73,4,79,4,31,4,80,3,31,5,80,2,30,12,31,3,16,5,87,2,79,3,89,2,31,5,29,13,79,4,76,5,30,7,0,14,89,2,80,2,0,0,94,0,63,0,48,0,63,0,5,0,63,0,63,0,13,0,4,0,5,0,10,0,14,0,94,0,5,0,14,0,14,0,94,0,93,0,14,3
1,4,19,50,85,5,42,23,37,18,49,26,36,37,29,36,3,69,10,88,4,59,18,58,12,20,23,69,13,42,4,28,51,24,50,67,10,40,12,43,13,17,93,56,19,86,5,41,12,29,5,84,9,70,6,28,23,29,24,37,28,67,5,59,3,31,22,56,5,69,5,42,3,70,4,42,6,70,3,38,18,43,4,29,6,86,3,69,3,88,3,43,6,37,19,69,5,59,6,42,10,0,24,88,3,70,3,0,0,94,0,51,0,37,0,51,0,6,0,51,0,51,0,19,0,5,0,6,0,13,0,24,0,94,0,6,0,24,0,24,0,94,0,93,0,24,1
1,4,25,47,87,4,45,21,41,17,55,26,40,36,36,35,3,71,10,89,4,63,17,62,12,26,21,72,13,45,3,33,48,31,47,70,10,44,12,46,13,24,93,60,18,88,5,44,13,34,4,87,9,72,5,33,21,34,22,41,28,70,4,63,3,37,20,60,4,71,5,45,3,72,4,45,5,72,3,42,17,46,4,34,5,88,3,71,3,89,3,46,5,41,18,72,4,63,5,45,10,0,22,89,3,72,3,0,0,94,0,48,0,36,0,48,0,5,0,48,0,48,0,18,0,4,0,5,0,13,0,22,0,94,0,5,0,22,0,22,0,94,0,93,0,22,3
1,3,15,55,84,4,38,26,32,20,44,28,31,41,24,40,2,65,9,88,3,55,19,54,13,15,25,66,13,37,3,23,56,19,55,64,10,35,12,38,13,13,93,50,21,85,4,37,14,23,5,82,7,67,5,22,25,23,26,33,33,65,4,55,3,26,25,51,5,66,5,38,3,68,3,38,6,67,3,33,19,38,3,23,6,85,2,66,2,88,2,38,5,31,21,67,4,55,6,37,9,0,26,88,2,68,2,0,0,94,0,56,0,41,0,56,0,5,0,56,0,56,0,21,0,4,0,6,0,13,0,26,0,94,0,6,0,26,0,26,0,94,0,93,0,26,3
1,4,26,47,85,5,44,22,40,18,53,27,39,36,35,35,3,69,11,88,4,61,18,60,13,27,23,69,14,45,4,32,48,30,47,67,11,43,14,46,15,24,93,57,18,86,5,43,14,34,5,84,10,70,6,33,23,34,24,39,29,67,5,61,3,36,21,57,5,69,5,44,3,70,4,44,6,70,3,41,18,46,4,34,6,86,3,69,3,88,3,46,6,40,19,69,5,61,6,45,11,0,24,88,3,70,3,0,0,94,0,48,0,36,0,48,0,6,0,48,0,48,0,19,0,5,0,6,0,15,0,24,0,94,0,6,0,24,0,24,0,94,0,93,0,24,3
1,3,17,54,86,4,38,25,32,19,45,29,32,41,25,40,2,67,9,89,3,56,19,55,13,17,25,67,13,38,3,24,55,20,54,65,10,36,13,39,14,15,93,51,19,87,4,37,14,25,4,85,8,68,5,24,25,25,26,32,33,65,4,56,2,27,24,51,4,67,4,38,2,68,3,38,5,68,2,33,19,39,3,25,5,87,2,67,2,89,2,39,5,32,20,67,4,56,5,38,9,0,26,89,2,68,2,0,0,94,0,55,0,41,0,55,0,5,0,55,0,55,0,20,0,4,0,5,0,14,0,26,0,94,0,5,0,26,0,26,0,94,0,93,0,26,3
1,3,16,59,86,4,33,16,32,15,69,37,31,47,31,46,2,76,10,89,3,73,14,72,14,16,16,76,12,33,3,20,60,20,59,75,12,32,12,34,13,13,93,70,15,87,4,32,14,21,4,85,10,77,5,20,16,21,17,32,42,75,4,73,3,31,15,70,4,76,4,33,3,77,3,33,5,77,3,33,14,34,3,21,5,87,3,76,3,89,2,34,5,31,16,76,4,73,5,33,10,0,17,89,2,77,2,0,0,94,0,60,0,47,0,60,0,5,0,60,0,60,0,16,0,4,0,5,0,13,0,17,0,94,0,5,0,17,0,17,0,94,0,93,0,17,1
1,3,14,57,83,5,33,18,34,18,63,31,30,44,33,43,2,72,11,87,2,67,14,67,17,14,19,72,12,35,5,20,58,21,57,71,13,34,13,34,14,13,93,65,17,83,5,33,17,22,6,80,10,73,5,21,19,21,20,33,36,71,5,68,5,33,17,65,5,73,5,34,5,74,2,34,6,73,4,34,14,36,3,22,7,83,4,73,5,87,3,35,6,30,19,72,5,68,5,34,11,0,20,87,2,74,2,0,0,94,0,58,0,44,0,58,0,6,0,58,0,58,0,19,0,6,0,6,0,14,0,20,0,94,0,7,0,20,0,20,0,94,0,93,0,20,1
1,3,22,54,85,4,38,19,38,17,66,31,37,41,36,40,2,73,11,88,2,69,17,69,15,22,18,73,14,38,4,25,55,25,54,73,13,38,13,38,14,18,93,67,18,85,4,38,16,25,5,83,10,74,5,25,18,25,19,38,38,73,4,70,4,36,18,67,5,74,4,39,5,75,3,39,6,74,4,38,17,39,3,25,6,85,4,74,4,88,3,39,5,37,18,73,5,70,5,38,11,0,19,88,2,75,2,0,0,94,0,55,0,41,0,55,0,5,0,55,0,55,0,18,0,5,0,6,0,14,0,19,0,94,0,6,0,19,0,19,0,94,0,93,0,19,1
1,4,20,55,87,4,38,14,37,12,67,36,37,44,34,44,3,79,5,89,4,73,13,72,10,20,13,79,7,38,3,27,55,26,55,78,6,38,6,38,7,17,93,71,12,88,4,38,10,27,4,87,4,80,5,27,13,27,14,37,37,78,4,73,4,35,13,71,4,79,4,38,4,80,4,38,5,80,3,37,13,38,4,27,5,88,3,79,3,89,3,38,5,37,12,79,4,73,5,38,5,0,14,89,3,80,3,0,0,94,0,56,0,45,0,56,0,5,0,55,0,56,0,13,0,4,0,5,0,7,0,14,0,94,0,5,0,14,0,14,0,94,0,93,0,14,3
1,4,28,49,87,4,44,18,43,16,60,31,40,40,39,40,3,75,8,89,4,67,14,66,13,28,17,76,9,44,3,35,49,34,49,74,8,44,8,44,9,28,93,66,16,88,5,44,13,35,4,87,6,76,5,35,17,35,18,43,33,74,4,67,4,40,17,66,4,75,5,44,4,76,4,44,5,76,3,43,14,44,4,35,5,88,3,75,3,89,3,44,5,40,16,76,4,67,5,44,8,0,18,89,3,76,3,0,0,94,0,50,0,41,0,50,0,5,0,49,0,50,0,17,0,4,0,5,0,9,0,18,0,94,0,5,0,18,0,18,0,94,0,93,0,18,1
1,3,15,55,84,4,38,26,31,19,44,28,32,41,23,40,2,65,9,88,3,55,20,54,12,15,25,65,13,37,3,23,56,18,55,64,9,35,12,38,13,13,93,50,20,85,3,37,13,23,5,82,7,67,5,22,25,23,26,32,33,65,4,55,3,25,25,51,5,66,4,38,3,68,3,38,6,67,3,32,20,38,3,23,6,85,2,66,2,88,2,38,5,32,20,66,4,55,6,37,9,0,26,88,2,68,2,0,0,94,0,56,0,41,0,56,0,5,0,56,0,56,0,20,0,4,0,6,0,13,0,26,0,94,0,6,0,26,0,26,0,94,0,93,0,26,1
1,5,16,54,82,7,37,26,32,21,45,29,31,40,26,39,4,65,13,86,5,55,21,54,15,17,27,65,16,38,6,22,55,20,54,63,13,36,16,39,17,13,93,51,21,83,7,36,17,24,7,80,12,66,8,23,27,24,28,31,33,63,7,55,5,28,25,51,7,65,7,37,5,66,5,37,8,66,5,33,21,39,5,24,8,83,5,65,5,86,4,39,8,32,22,65,7,55,8,38,13,0,28,86,4,66,4,0,0,94,0,55,0,40,0,55,0,8,0,55,0,55,0,22,0,7,0,8,0,17,0,28,0,94,0,8,0,28,0,28,0,94,0,93,0,28,3
1,4,22,48,85,5,44,20,39,15,55,26,40,36,34,35,3,72,8,88,4,63,17,62,10,23,20,72,11,44,4,31,49,28,48,70,7,42,10,45,11,20,93,60,16,86,5,43,11,32,5,84,6,73,6,31,20,32,21,39,27,70,5,63,3,35,19,60,5,72,5,44,3,73,4,44,6,73,3,40,17,45,4,32,6,86,3,72,3,88,3,45,6,41,16,72,5,63,6,44,8,0,21,88,3,73,3,0,0,94,0,49,0,36,0,49,0,6,0,49,0,49,0,16,0,5,0,6,0,11,0,21,0,94,0,6,0,21,0,21,0,94,0,93,0,21,3
1,3,17,56,88,3,37,14,35,11,67,30,36,43,33,42,2,79,5,90,3,73,13,72,10,17,13,80,7,36,2,23,57,22,56,78,6,36,6,37,7,16,93,71,12,89,4,36,11,23,3,88,4,80,4,23,13,23,14,35,37,78,3,73,2,34,13,71,3,79,4,37,3,80,3,37,4,80,2,35,13,37,3,23,4,89,2,79,2,90,2,37,4,36,12,80,3,73,4,36,5,0,14,90,2,80,2,0,0,94,0,57,0,43,0,57,0,4,0,57,0,57,0,12,0,3,0,4,0,7,0,14,0,94,0,4,0,14,0,14,0,94,0,93,0,14,2
